model_id,fold,kind,architecture,mode,seed,participant,score
fold2__regression__LSTM__history__20260907,2,regression,LSTM,history,20260907,P40,-0.9983094497813125
fold2__regression__LSTM__history__20260908,2,regression,LSTM,history,20260908,P12,-1.0061255015027888
fold2__regression__LSTM__history__20260908,2,regression,LSTM,history,20260908,P19,-1.0019743291483405
fold2__regression__LSTM__history__20260908,2,regression,LSTM,history,20260908,P2,-0.9962012930140292
fold2__regression__LSTM__history__20260908,2,regression,LSTM,history,20260908,P35,-1.0017049664002835
fold2__regression__LSTM__history__20260908,2,regression,LSTM,history,20260908,P40,-0.9956840454714353
fold2__regression__LSTM__repeat_current__20260907,2,regression,LSTM,repeat_current,20260907,P12,-0.9978829918041787
fold2__regression__LSTM__repeat_current__20260907,2,regression,LSTM,repeat_current,20260907,P19,-1.0160329132207453
fold2__regression__LSTM__repeat_current__20260907,2,regression,LSTM,repeat_current,20260907,P2,-1.001278904048667
fold2__regression__LSTM__repeat_current__20260907,2,regression,LSTM,repeat_current,20260907,P35,-0.9990156575858165
fold2__regression__LSTM__repeat_current__20260907,2,regression,LSTM,repeat_current,20260907,P40,-1.0016096411099986
fold2__regression__LSTM__repeat_current__20260908,2,regression,LSTM,repeat_current,20260908,P12,-1.0048891709497865
fold2__regression__LSTM__repeat_current__20260908,2,regression,LSTM,repeat_current,20260908,P19,-0.9973066524418072
fold2__regression__LSTM__repeat_current__20260908,2,regression,LSTM,repeat_current,20260908,P2,-0.9958036299747635
fold2__regression__LSTM__repeat_current__20260908,2,regression,LSTM,repeat_current,20260908,P35,-1.0027369211971071
fold2__regression__LSTM__repeat_current__20260908,2,regression,LSTM,repeat_current,20260908,P40,-0.9975138544180329
fold2__regression__BiLSTM__history__20260907,2,regression,BiLSTM,history,20260907,P12,-0.994441796683279
fold2__regression__BiLSTM__history__20260907,2,regression,BiLSTM,history,20260907,P19,-1.015890810850989
fold2__regression__BiLSTM__history__20260907,2,regression,BiLSTM,history,20260907,P2,-1.0031944249301166
fold2__regression__BiLSTM__history__20260907,2,regression,BiLSTM,history,20260907,P35,-1.0009358971736813
fold2__regression__BiLSTM__history__20260907,2,regression,BiLSTM,history,20260907,P40,-0.9955270580552835
fold2__regression__BiLSTM__history__20260908,2,regression,BiLSTM,history,20260908,P12,-1.0031811014967065
fold2__regression__BiLSTM__history__20260908,2,regression,BiLSTM,history,20260908,P19,-1.004484602497301
fold2__regression__BiLSTM__history__20260908,2,regression,BiLSTM,history,20260908,P2,-0.990966918898816
fold2__regression__BiLSTM__history__20260908,2,regression,BiLSTM,history,20260908,P35,-1.0014681883005292
fold2__regression__BiLSTM__history__20260908,2,regression,BiLSTM,history,20260908,P40,-0.9892385342447809
fold2__regression__BiLSTM__repeat_current__20260907,2,regression,BiLSTM,repeat_current,20260907,P12,-1.0010172659052106
fold2__regression__BiLSTM__repeat_current__20260907,2,regression,BiLSTM,repeat_current,20260907,P19,-1.0098322465172604
fold2__regression__BiLSTM__repeat_current__20260907,2,regression,BiLSTM,repeat_current,20260907,P2,-0.9990918183144403
fold2__regression__BiLSTM__repeat_current__20260907,2,regression,BiLSTM,repeat_current,20260907,P35,-1.0023015543213496
fold2__regression__BiLSTM__repeat_current__20260907,2,regression,BiLSTM,repeat_current,20260907,P40,-0.9998885625686844
fold2__regression__BiLSTM__repeat_current__20260908,2,regression,BiLSTM,repeat_current,20260908,P12,-1.0040382895729902
fold2__regression__BiLSTM__repeat_current__20260908,2,regression,BiLSTM,repeat_current,20260908,P19,-0.9991262240183775
fold2__regression__BiLSTM__repeat_current__20260908,2,regression,BiLSTM,repeat_current,20260908,P2,-0.993687764965018
fold2__regression__BiLSTM__repeat_current__20260908,2,regression,BiLSTM,repeat_current,20260908,P35,-1.0023032492250932
fold2__regression__BiLSTM__repeat_current__20260908,2,regression,BiLSTM,repeat_current,20260908,P40,-0.9941130607586435
fold2__regression__MLP_current__current__20260907,2,regression,MLP_current,current,20260907,P12,-0.9989305231850524
fold2__regression__MLP_current__current__20260907,2,regression,MLP_current,current,20260907,P19,-1.0114426373527954
fold2__regression__MLP_current__current__20260907,2,regression,MLP_current,current,20260907,P2,-1.0017595127884873
fold2__regression__MLP_current__current__20260907,2,regression,MLP_current,current,20260907,P35,-0.9984757447705898
fold2__regression__MLP_current__current__20260907,2,regression,MLP_current,current,20260907,P40,-0.9946456745741488
fold2__regression__MLP_current__current__20260908,2,regression,MLP_current,current,20260908,P12,-1.000850109752595
fold2__regression__MLP_current__current__20260908,2,regression,MLP_current,current,20260908,P19,-1.012724122072589
fold2__regression__MLP_current__current__20260908,2,regression,MLP_current,current,20260908,P2,-1.0046453741541026
fold2__regression__MLP_current__current__20260908,2,regression,MLP_current,current,20260908,P35,-1.0005670113091538
fold2__regression__MLP_current__current__20260908,2,regression,MLP_current,current,20260908,P40,-0.993993924713226
fold2__regression__dummy_mean__current__20260907,2,regression,dummy_mean,current,20260907,P12,-0.9999999977984908
fold2__regression__dummy_mean__current__20260907,2,regression,dummy_mean,current,20260907,P19,-1.0000000018312092
fold2__regression__dummy_mean__current__20260907,2,regression,dummy_mean,current,20260907,P2,-1.0000000015892618
fold2__regression__dummy_mean__current__20260907,2,regression,dummy_mean,current,20260907,P35,-1.000000002437709
fold2__regression__dummy_mean__current__20260907,2,regression,dummy_mean,current,20260907,P40,-0.9999999985940838
fold2__regression__ridge__current__20260907,2,regression,ridge,current,20260907,P12,-0.9997043129918406
fold2__regression__ridge__current__20260907,2,regression,ridge,current,20260907,P19,-1.0032013103370354
fold2__regression__ridge__current__20260907,2,regression,ridge,current,20260907,P2,-1.0055065403844088
fold2__regression__ridge__current__20260907,2,regression,ridge,current,20260907,P35,-1.0065040824111378
fold2__regression__ridge__current__20260907,2,regression,ridge,current,20260907,P40,-0.9992154530485513
fold2__regression__random_forest__current__20260907,2,regression,random_forest,current,20260907,P12,-1.0365027669961153
fold2__regression__random_forest__current__20260907,2,regression,random_forest,current,20260907,P19,-1.037740573251748
fold2__regression__random_forest__current__20260907,2,regression,random_forest,current,20260907,P2,-1.067628048047204
fold2__regression__random_forest__current__20260907,2,regression,random_forest,current,20260907,P35,-1.0536914997596538
fold2__regression__random_forest__current__20260907,2,regression,random_forest,current,20260907,P40,-1.026707869513648
fold3__classification__TCN__history__20260907,3,classification,TCN,history,20260907,P18,0.3481953290870488
fold3__classification__TCN__history__20260907,3,classification,TCN,history,20260907,P27,0.36859377181957825
fold3__classification__TCN__history__20260907,3,classification,TCN,history,20260907,P36,0.3189813203387864
fold3__classification__TCN__history__20260907,3,classification,TCN,history,20260907,P46,0.22704081632653061
fold3__classification__TCN__history__20260907,3,classification,TCN,history,20260907,P8,0.33881673881673885
fold3__classification__TCN__history__20260908,3,classification,TCN,history,20260908,P18,0.31422505307855625
fold3__classification__TCN__history__20260908,3,classification,TCN,history,20260908,P27,0.4534981147884374
fold3__classification__TCN__history__20260908,3,classification,TCN,history,20260908,P36,0.42434157094790576
fold3__classification__TCN__history__20260908,3,classification,TCN,history,20260908,P46,0.3137755102040817
fold3__classification__TCN__history__20260908,3,classification,TCN,history,20260908,P8,0.2945165945165945
fold3__classification__TCN__repeat_current__20260907,3,classification,TCN,repeat_current,20260907,P18,0.33970276008492567
fold3__classification__TCN__repeat_current__20260907,3,classification,TCN,repeat_current,20260907,P27,0.4185588604943444
fold3__classification__TCN__repeat_current__20260907,3,classification,TCN,repeat_current,20260907,P36,0.36394013226592414
fold3__classification__TCN__repeat_current__20260907,3,classification,TCN,repeat_current,20260907,P46,0.274234693877551
fold3__classification__TCN__repeat_current__20260907,3,classification,TCN,repeat_current,20260907,P8,0.3325510746563378
fold3__classification__TCN__repeat_current__20260908,3,classification,TCN,repeat_current,20260908,P18,0.33121019108280253
fold3__classification__TCN__repeat_current__20260908,3,classification,TCN,repeat_current,20260908,P27,0.434045524368105
fold3__classification__TCN__repeat_current__20260908,3,classification,TCN,repeat_current,20260908,P36,0.38311869126348763
fold3__classification__TCN__repeat_current__20260908,3,classification,TCN,repeat_current,20260908,P46,0.3022959183673469
fold3__classification__TCN__repeat_current__20260908,3,classification,TCN,repeat_current,20260908,P8,0.29295967190704036
fold3__classification__LSTM__history__20260907,3,classification,LSTM,history,20260907,P18,0.3354564755838641
fold3__classification__LSTM__history__20260907,3,classification,LSTM,history,20260907,P27,0.4298282362798492
fold3__classification__LSTM__history__20260907,3,classification,LSTM,history,20260907,P36,0.43024712843717366
fold3__classification__LSTM__history__20260907,3,classification,LSTM,history,20260907,P46,0.3482142857142857
fold3__classification__LSTM__history__20260907,3,classification,LSTM,history,20260907,P8,0.31215918584339636
fold3__classification__LSTM__history__20260908,3,classification,LSTM,history,20260908,P18,0.3184713375796178
fold3__classification__LSTM__history__20260908,3,classification,LSTM,history,20260908,P27,0.44073453428292136
fold3__classification__LSTM__history__20260908,3,classification,LSTM,history,20260908,P36,0.4537765402018796
fold3__classification__LSTM__history__20260908,3,classification,LSTM,history,20260908,P46,0.32908163265306123
fold3__classification__LSTM__history__20260908,3,classification,LSTM,history,20260908,P8,0.3296346927925875
fold3__classification__LSTM__repeat_current__20260907,3,classification,LSTM,repeat_current,20260907,P18,0.3375796178343949
fold3__classification__LSTM__repeat_current__20260907,3,classification,LSTM,repeat_current,20260907,P27,0.4319927384443514
fold3__classification__LSTM__repeat_current__20260907,3,classification,LSTM,repeat_current,20260907,P36,0.40483814827706227
fold3__classification__LSTM__repeat_current__20260907,3,classification,LSTM,repeat_current,20260907,P46,0.32908163265306123
fold3__classification__LSTM__repeat_current__20260907,3,classification,LSTM,repeat_current,20260907,P8,0.31531859952912583
fold3__classification__LSTM__repeat_current__20260908,3,classification,LSTM,repeat_current,20260908,P18,0.3036093418259023
fold3__classification__LSTM__repeat_current__20260908,3,classification,LSTM,repeat_current,20260908,P27,0.49895266024298285
fold3__classification__LSTM__repeat_current__20260908,3,classification,LSTM,repeat_current,20260908,P36,0.39306184012066364
fold3__classification__LSTM__repeat_current__20260908,3,classification,LSTM,repeat_current,20260908,P46,0.29209183673469385
fold3__classification__LSTM__repeat_current__20260908,3,classification,LSTM,repeat_current,20260908,P8,0.2609478241057188
fold3__classification__BiLSTM__history__20260907,3,classification,BiLSTM,history,20260907,P18,0.35456475583864117
fold3__classification__BiLSTM__history__20260907,3,classification,BiLSTM,history,20260907,P27,0.37581343387795
fold3__classification__BiLSTM__history__20260907,3,classification,BiLSTM,history,20260907,P36,0.3910778512588467
fold3__classification__BiLSTM__history__20260907,3,classification,BiLSTM,history,20260907,P46,0.3839285714285714
fold3__classification__BiLSTM__history__20260907,3,classification,BiLSTM,history,20260907,P8,0.30422267790688845
fold3__classification__BiLSTM__history__20260908,3,classification,BiLSTM,history,20260908,P18,0.3503184713375796
fold3__classification__BiLSTM__history__20260908,3,classification,BiLSTM,history,20260908,P27,0.5207792207792208
fold3__classification__BiLSTM__history__20260908,3,classification,BiLSTM,history,20260908,P36,0.3830838844413505
fold3__classification__BiLSTM__history__20260908,3,classification,BiLSTM,history,20260908,P46,0.39158163265306123
fold3__classification__BiLSTM__history__20260908,3,classification,BiLSTM,history,20260908,P8,0.2850763271815903
fold3__classification__BiLSTM__repeat_current__20260907,3,classification,BiLSTM,repeat_current,20260907,P18,0.3184713375796178
fold3__classification__BiLSTM__repeat_current__20260907,3,classification,BiLSTM,repeat_current,20260907,P27,0.46649909230554387
fold3__classification__BiLSTM__repeat_current__20260907,3,classification,BiLSTM,repeat_current,20260907,P36,0.3950110221603434
fold3__classification__BiLSTM__repeat_current__20260907,3,classification,BiLSTM,repeat_current,20260907,P46,0.30994897959183676
fold3__classification__BiLSTM__repeat_current__20260907,3,classification,BiLSTM,repeat_current,20260907,P8,0.2913192071086808
fold3__classification__BiLSTM__repeat_current__20260908,3,classification,BiLSTM,repeat_current,20260908,P18,0.3524416135881104
fold3__classification__BiLSTM__repeat_current__20260908,3,classification,BiLSTM,repeat_current,20260908,P27,0.5337522692361402
fold3__classification__BiLSTM__repeat_current__20260908,3,classification,BiLSTM,repeat_current,20260908,P36,0.33408748114630465
fold3__classification__BiLSTM__repeat_current__20260908,3,classification,BiLSTM,repeat_current,20260908,P46,0.31760204081632654
fold3__classification__BiLSTM__repeat_current__20260908,3,classification,BiLSTM,repeat_current,20260908,P8,0.27225639857218803
fold3__classification__MLP_current__current__20260907,3,classification,MLP_current,current,20260907,P18,0.3333333333333333
fold3__classification__MLP_current__current__20260907,3,classification,MLP_current,current,20260907,P27,0.39708141321044543
fold3__classification__MLP_current__current__20260907,3,classification,MLP_current,current,20260907,P36,0.3637544958811927
fold3__classification__MLP_current__current__20260907,3,classification,MLP_current,current,20260907,P46,0.26530612244897955
fold3__classification__MLP_current__current__20260907,3,classification,MLP_current,current,20260907,P8,0.3134882661198451
fold3__classification__MLP_current__current__20260908,3,classification,MLP_current,current,20260908,P18,0.3205944798301486
fold3__classification__MLP_current__current__20260908,3,classification,MLP_current,current,20260908,P27,0.3711632453567937
fold3__classification__MLP_current__current__20260908,3,classification,MLP_current,current,20260908,P36,0.440178675020304
fold3__classification__MLP_current__current__20260908,3,classification,MLP_current,current,20260908,P46,0.2997448979591837
fold3__classification__MLP_current__current__20260908,3,classification,MLP_current,current,20260908,P8,0.326323384218121
fold3__classification__dummy_prior__current__20260907,3,classification,dummy_prior,current,20260907,P18,0.3333333333333333
fold3__classification__dummy_prior__current__20260907,3,classification,dummy_prior,current,20260907,P27,0.3333333333333333
fold3__classification__dummy_prior__current__20260907,3,classification,dummy_prior,current,20260907,P36,0.3333333333333333
fold3__classification__dummy_prior__current__20260907,3,classification,dummy_prior,current,20260907,P46,0.5
fold3__classification__dummy_prior__current__20260907,3,classification,dummy_prior,current,20260907,P8,0.3333333333333333
fold3__classification__logistic__current__20260907,3,classification,logistic,current,20260907,P18,0.3036093418259023
fold3__classification__logistic__current__20260907,3,classification,logistic,current,20260907,P27,0.4295210166177908
fold3__classification__logistic__current__20260907,3,classification,logistic,current,20260907,P36,0.42458521870286575
fold3__classification__logistic__current__20260907,3,classification,logistic,current,20260907,P46,0.28316326530612246
fold3__classification__logistic__current__20260907,3,classification,logistic,current,20260907,P8,0.33256626414521157
fold3__classification__random_forest__current__20260907,3,classification,random_forest,current,20260907,P18,0.28874734607218683
fold3__classification__random_forest__current__20260907,3,classification,random_forest,current,20260907,P27,0.33688032397709816
fold3__classification__random_forest__current__20260907,3,classification,random_forest,current,20260907,P36,0.35945005221023324
fold3__classification__random_forest__current__20260907,3,classification,random_forest,current,20260907,P46,0.35969387755102045
fold3__classification__random_forest__current__20260907,3,classification,random_forest,current,20260907,P8,0.35183413078149917
fold3__regression__TCN__history__20260907,3,regression,TCN,history,20260907,P18,-1.0045712943437113
fold3__regression__TCN__history__20260907,3,regression,TCN,history,20260907,P27,-0.9957820311148721
fold3__regression__TCN__history__20260907,3,regression,TCN,history,20260907,P36,-0.9903418209360502
fold3__regression__TCN__history__20260907,3,regression,TCN,history,20260907,P46,-1.0015919912723608
fold3__regression__TCN__history__20260907,3,regression,TCN,history,20260907,P8,-1.002328879047347
fold3__regression__TCN__history__20260908,3,regression,TCN,history,20260908,P18,-1.0052090871778365
fold3__regression__TCN__history__20260908,3,regression,TCN,history,20260908,P27,-0.9967808971792343
fold3__regression__TCN__history__20260908,3,regression,TCN,history,20260908,P36,-0.9889604774241787
fold3__regression__TCN__history__20260908,3,regression,TCN,history,20260908,P46,-1.0015095355875385
fold3__regression__TCN__history__20260908,3,regression,TCN,history,20260908,P8,-0.9992062447582748
fold3__regression__TCN__repeat_current__20260907,3,regression,TCN,repeat_current,20260907,P18,-1.0032807021748789
fold3__regression__TCN__repeat_current__20260907,3,regression,TCN,repeat_current,20260907,P27,-1.000469042814593
fold3__regression__TCN__repeat_current__20260907,3,regression,TCN,repeat_current,20260907,P36,-0.9938523034191475
fold3__regression__TCN__repeat_current__20260907,3,regression,TCN,repeat_current,20260907,P46,-1.0013751275012681
fold3__regression__TCN__repeat_current__20260907,3,regression,TCN,repeat_current,20260907,P8,-1.0002722302642062
fold3__regression__TCN__repeat_current__20260908,3,regression,TCN,repeat_current,20260908,P18,-1.0042463464732392
fold3__regression__TCN__repeat_current__20260908,3,regression,TCN,repeat_current,20260908,P27,-1.009728905133879
fold3__regression__TCN__repeat_current__20260908,3,regression,TCN,repeat_current,20260908,P36,-0.9929061575600938
fold3__regression__TCN__repeat_current__20260908,3,regression,TCN,repeat_current,20260908,P46,-0.9996235986488269
fold3__regression__TCN__repeat_current__20260908,3,regression,TCN,repeat_current,20260908,P8,-0.9976576511161566
fold3__regression__LSTM__history__20260907,3,regression,LSTM,history,20260907,P18,-0.9981659790167214
fold3__regression__LSTM__history__20260907,3,regression,LSTM,history,20260907,P27,-1.009989938432135
fold3__regression__LSTM__history__20260907,3,regression,LSTM,history,20260907,P36,-0.9944521159765851
fold3__regression__LSTM__history__20260907,3,regression,LSTM,history,20260907,P46,-1.004155058730945
fold3__regression__LSTM__history__20260907,3,regression,LSTM,history,20260907,P8,-0.9949423888609649
fold3__regression__LSTM__history__20260908,3,regression,LSTM,history,20260908,P18,-1.0035799065335753
fold3__regression__LSTM__history__20260908,3,regression,LSTM,history,20260908,P27,-0.9847392066751451
fold3__regression__LSTM__history__20260908,3,regression,LSTM,history,20260908,P36,-0.9999214256977688
fold3__regression__LSTM__history__20260908,3,regression,LSTM,history,20260908,P46,-0.998986301013581
fold3__regression__LSTM__history__20260908,3,regression,LSTM,history,20260908,P8,-1.008502056660193
fold3__regression__LSTM__repeat_current__20260907,3,regression,LSTM,repeat_current,20260907,P18,-0.998137855568736
fold3__regression__LSTM__repeat_current__20260907,3,regression,LSTM,repeat_current,20260907,P27,-1.0086430278450518
fold3__regression__LSTM__repeat_current__20260907,3,regression,LSTM,repeat_current,20260907,P36,-0.9981505347111429
fold3__regression__LSTM__repeat_current__20260907,3,regression,LSTM,repeat_current,20260907,P46,-1.0009892141111214
fold3__regression__LSTM__repeat_current__20260907,3,regression,LSTM,repeat_current,20260907,P8,-0.995093082603569
fold3__regression__LSTM__repeat_current__20260908,3,regression,LSTM,repeat_current,20260908,P18,-1.0030069603409366
fold3__regression__LSTM__repeat_current__20260908,3,regression,LSTM,repeat_current,20260908,P27,-0.9943008507571871
fold3__regression__LSTM__repeat_current__20260908,3,regression,LSTM,repeat_current,20260908,P36,-0.9991124467305752
fold3__regression__LSTM__repeat_current__20260908,3,regression,LSTM,repeat_current,20260908,P46,-0.9991361612552434
fold3__regression__LSTM__repeat_current__20260908,3,regression,LSTM,repeat_current,20260908,P8,-1.0034929232899152
fold3__regression__BiLSTM__history__20260907,3,regression,BiLSTM,history,20260907,P18,-0.9983187864964828
fold3__regression__BiLSTM__history__20260907,3,regression,BiLSTM,history,20260907,P27,-0.9876791815677751
fold3__regression__BiLSTM__history__20260907,3,regression,BiLSTM,history,20260907,P36,-0.9901314529507873
fold3__regression__BiLSTM__history__20260907,3,regression,BiLSTM,history,20260907,P46,-1.0018830145452935
fold3__regression__BiLSTM__history__20260907,3,regression,BiLSTM,history,20260907,P8,-1.004380418813474
fold3__regression__BiLSTM__history__20260908,3,regression,BiLSTM,history,20260908,P18,-1.0037831565649302
fold3__regression__BiLSTM__history__20260908,3,regression,BiLSTM,history,20260908,P27,-0.9785888466683735
fold3__regression__BiLSTM__history__20260908,3,regression,BiLSTM,history,20260908,P36,-0.9984079044911703
fold3__regression__BiLSTM__history__20260908,3,regression,BiLSTM,history,20260908,P46,-1.0001249698323313
fold3__regression__BiLSTM__history__20260908,3,regression,BiLSTM,history,20260908,P8,-1.0116258435384922
fold3__regression__BiLSTM__repeat_current__20260907,3,regression,BiLSTM,repeat_current,20260907,P18,-0.9981191484796366
fold3__regression__BiLSTM__repeat_current__20260907,3,regression,BiLSTM,repeat_current,20260907,P27,-0.9895317275028531
fold3__regression__BiLSTM__repeat_current__20260907,3,regression,BiLSTM,repeat_current,20260907,P36,-0.999724505066475
fold3__regression__BiLSTM__repeat_current__20260907,3,regression,BiLSTM,repeat_current,20260907,P46,-1.0008344392887627
fold3__regression__BiLSTM__repeat_current__20260907,3,regression,BiLSTM,repeat_current,20260907,P8,-1.0048961336979203
fold3__regression__BiLSTM__repeat_current__20260908,3,regression,BiLSTM,repeat_current,20260908,P18,-1.0024791677651554
fold3__regression__BiLSTM__repeat_current__20260908,3,regression,BiLSTM,repeat_current,20260908,P27,-0.9818684968594751
fold3__regression__BiLSTM__repeat_current__20260908,3,regression,BiLSTM,repeat_current,20260908,P36,-1.00270275635126
fold3__regression__BiLSTM__repeat_current__20260908,3,regression,BiLSTM,repeat_current,20260908,P46,-1.001542248272675
fold3__regression__BiLSTM__repeat_current__20260908,3,regression,BiLSTM,repeat_current,20260908,P8,-1.0134457616052053
fold3__regression__MLP_current__current__20260907,3,regression,MLP_current,current,20260907,P18,-0.9993593931712774
fold3__regression__MLP_current__current__20260907,3,regression,MLP_current,current,20260907,P27,-1.0008703263469008
fold3__regression__MLP_current__current__20260907,3,regression,MLP_current,current,20260907,P36,-0.994398377971578
fold3__regression__MLP_current__current__20260907,3,regression,MLP_current,current,20260907,P46,-0.9994394470508318
fold3__regression__MLP_current__current__20260907,3,regression,MLP_current,current,20260907,P8,-0.9991457244687156
fold3__regression__MLP_current__current__20260908,3,regression,MLP_current,current,20260908,P18,-0.9985012542621676
fold3__regression__MLP_current__current__20260908,3,regression,MLP_current,current,20260908,P27,-0.996556137292082
fold3__regression__MLP_current__current__20260908,3,regression,MLP_current,current,20260908,P36,-0.9988883325972067
fold3__regression__MLP_current__current__20260908,3,regression,MLP_current,current,20260908,P46,-0.9998584859637508
fold3__regression__MLP_current__current__20260908,3,regression,MLP_current,current,20260908,P8,-0.999683571048464
fold3__regression__dummy_mean__current__20260907,3,regression,dummy_mean,current,20260907,P18,-1.0000000005115708
fold3__regression__dummy_mean__current__20260907,3,regression,dummy_mean,current,20260907,P27,-0.9999999999693645
fold3__regression__dummy_mean__current__20260907,3,regression,dummy_mean,current,20260907,P36,-1.0000000017326998
fold3__regression__dummy_mean__current__20260907,3,regression,dummy_mean,current,20260907,P46,-0.9999999982404228
fold3__regression__dummy_mean__current__20260907,3,regression,dummy_mean,current,20260907,P8,-0.999999996129604
fold3__regression__ridge__current__20260907,3,regression,ridge,current,20260907,P18,-1.0038252724869028
fold3__regression__ridge__current__20260907,3,regression,ridge,current,20260907,P27,-0.9979760359619846
fold3__regression__ridge__current__20260907,3,regression,ridge,current,20260907,P36,-0.9944155352942253
fold3__regression__ridge__current__20260907,3,regression,ridge,current,20260907,P46,-0.9950958968567969
fold3__regression__ridge__current__20260907,3,regression,ridge,current,20260907,P8,-1.0034459916858172
fold3__regression__random_forest__current__20260907,3,regression,random_forest,current,20260907,P18,-1.0523392414700095
fold3__regression__random_forest__current__20260907,3,regression,random_forest,current,20260907,P27,-1.0079033314359638
fold3__regression__random_forest__current__20260907,3,regression,random_forest,current,20260907,P36,-1.0434689640214707
fold3__regression__random_forest__current__20260907,3,regression,random_forest,current,20260907,P46,-1.0019215745788397
fold3__regression__random_forest__current__20260907,3,regression,random_forest,current,20260907,P8,-1.032561985099253
fold4__classification__TCN__history__20260907,4,classification,TCN,history,20260907,P20,0.32274095636164596
fold4__classification__TCN__history__20260907,4,classification,TCN,history,20260907,P3,0.34782608695652173
fold4__classification__TCN__history__20260907,4,classification,TCN,history,20260907,P33,0.3108588464625616
fold4__classification__TCN__history__20260907,4,classification,TCN,history,20260907,P4,0.32897603485838783
fold4__classification__TCN__history__20260907,4,classification,TCN,history,20260907,P9,0.38885448916408666
fold4__classification__TCN__history__20260908,4,classification,TCN,history,20260908,P20,0.30558665472458574
fold4__classification__TCN__history__20260908,4,classification,TCN,history,20260908,P3,0.36024844720496896
fold4__classification__TCN__history__20260908,4,classification,TCN,history,20260908,P33,0.33657837403967433
fold4__classification__TCN__history__20260908,4,classification,TCN,history,20260908,P4,0.32679738562091504
fold4__classification__TCN__history__20260908,4,classification,TCN,history,20260908,P9,0.38087375300997595
fold4__classification__TCN__repeat_current__20260907,4,classification,TCN,repeat_current,20260907,P20,0.31838085286361145
fold4__classification__TCN__repeat_current__20260907,4,classification,TCN,repeat_current,20260907,P3,0.36231884057971014
fold4__classification__TCN__repeat_current__20260907,4,classification,TCN,repeat_current,20260907,P33,0.3069487444100447
fold4__classification__TCN__repeat_current__20260907,4,classification,TCN,repeat_current,20260907,P4,0.32679738562091504
fold4__classification__TCN__repeat_current__20260907,4,classification,TCN,repeat_current,20260907,P9,0.3947483086801972
fold4__classification__TCN__repeat_current__20260908,4,classification,TCN,repeat_current,20260908,P20,0.3055306762203314
fold4__classification__TCN__repeat_current__20260908,4,classification,TCN,repeat_current,20260908,P3,0.35610766045548653
fold4__classification__TCN__repeat_current__20260908,4,classification,TCN,repeat_current,20260908,P33,0.33649810801513586
fold4__classification__TCN__repeat_current__20260908,4,classification,TCN,repeat_current,20260908,P4,0.31590413943355117
fold4__classification__TCN__repeat_current__20260908,4,classification,TCN,repeat_current,20260908,P9,0.3613691090471276
fold4__classification__LSTM__history__20260907,4,classification,LSTM,history,20260907,P20,0.3684878340050754
fold4__classification__LSTM__history__20260907,4,classification,LSTM,history,20260907,P3,0.36024844720496896
fold4__classification__LSTM__history__20260907,4,classification,LSTM,history,20260907,P33,0.2791652333447999
fold4__classification__LSTM__history__20260907,4,classification,LSTM,history,20260907,P4,0.34422657952069713
fold4__classification__LSTM__history__20260907,4,classification,LSTM,history,20260907,P9,0.36577227382180943
fold4__classification__LSTM__history__20260908,4,classification,LSTM,history,20260908,P20,0.3455677464298154
fold4__classification__LSTM__history__20260908,4,classification,LSTM,history,20260908,P3,0.37267080745341613
fold4__classification__LSTM__history__20260908,4,classification,LSTM,history,20260908,P33,0.29490884072927415
fold4__classification__LSTM__history__20260908,4,classification,LSTM,history,20260908,P4,0.2962962962962963
fold4__classification__LSTM__history__20260908,4,classification,LSTM,history,20260908,P9,0.37348927875243665
fold4__classification__LSTM__repeat_current__20260907,4,classification,LSTM,repeat_current,20260907,P20,0.3497412549136687
fold4__classification__LSTM__repeat_current__20260907,4,classification,LSTM,repeat_current,20260907,P3,0.34161490683229817
fold4__classification__LSTM__repeat_current__20260907,4,classification,LSTM,repeat_current,20260907,P33,0.29277605779153765
fold4__classification__LSTM__repeat_current__20260907,4,classification,LSTM,repeat_current,20260907,P4,0.32679738562091504
fold4__classification__LSTM__repeat_current__20260907,4,classification,LSTM,repeat_current,20260907,P9,0.36193097121889695
fold4__classification__LSTM__repeat_current__20260908,4,classification,LSTM,repeat_current,20260908,P20,0.3655023137781758
fold4__classification__LSTM__repeat_current__20260908,4,classification,LSTM,repeat_current,20260908,P3,0.34989648033126297
fold4__classification__LSTM__repeat_current__20260908,4,classification,LSTM,repeat_current,20260908,P33,0.3123151014791882
fold4__classification__LSTM__repeat_current__20260908,4,classification,LSTM,repeat_current,20260908,P4,0.32679738562091504
fold4__classification__LSTM__repeat_current__20260908,4,classification,LSTM,repeat_current,20260908,P9,0.3658181401215457
fold4__classification__BiLSTM__history__20260907,4,classification,BiLSTM,history,20260907,P20,0.2922202318754043
fold4__classification__BiLSTM__history__20260907,4,classification,BiLSTM,history,20260907,P3,0.3643892339544514
fold4__classification__BiLSTM__history__20260907,4,classification,BiLSTM,history,20260907,P33,0.3163513358559798
fold4__classification__BiLSTM__history__20260907,4,classification,BiLSTM,history,20260907,P4,0.27233115468409586
fold4__classification__BiLSTM__history__20260907,4,classification,BiLSTM,history,20260907,P9,0.379520697167756
fold4__classification__BiLSTM__history__20260908,4,classification,BiLSTM,history,20260908,P20,0.3254465840672737
fold4__classification__BiLSTM__history__20260908,4,classification,BiLSTM,history,20260908,P3,0.3830227743271221
