scope,macro_score,balanced_accuracy,macro_f1
all,0.3648501065958493,0.35650645495264843,0.34764602972123226
rbf,0.3695814119649016,0.3590447429981808,0.3472399808997948
ridge,0.37474993706401477,0.3693257755335371,0.3645956499840788
trees,0.36277419126146254,0.34281678047388464,0.29258752489188644
