scope,seed,macro_score,rows,participants,balanced_accuracy,macro_f1
all,20260911,0.36516964269829577,13524,25,0.356944272598382,0.3482185488081588
all,20260912,0.3645305704934029,13524,25,0.3560686373069149,0.34707351063430575
rbf,20260911,0.3705959638153125,13524,25,0.3605456622047604,0.3490568221237247
rbf,20260912,0.3685668601144906,13524,25,0.35754382379160116,0.34542313967586485
ridge,20260911,0.37474993706401477,13524,25,0.3693257755335371,0.3645956499840788
ridge,20260912,0.37474993706401477,13524,25,0.3693257755335371,0.3645956499840788
trees,20260911,0.36104373869891604,13524,25,0.3413243614239871,0.29147097203417793
trees,20260912,0.36450464382400904,13524,25,0.3443091995237822,0.293704077749595
