stage,epoch,train_loss,validation_macro_score
inner,1,1.1133790822910796,0.28120447706363183
inner,2,1.1017029642768932,0.30966626577452094
inner,3,1.0990125210428454,0.3214934844889269
inner,4,1.0956866759537298,0.3247685529622265
inner,5,1.0933984590098442,0.35032307657023865
inner,6,1.0931410818060225,0.34375462934541023
inner,7,1.092237118177424,0.3548621256829101
inner,8,1.0920754277459088,0.365644502918113
inner,9,1.0887985055860965,0.37251874307076566
inner,10,1.0895240025014061,0.3762036232194922
inner,11,1.0891540076730704,0.3599831173819948
inner,12,1.0880863478272909,0.3614088406207772
inner,13,1.0872043687270114,0.3740765429270767
inner,14,1.0872875895643173,0.3893540200563711
inner,15,1.0867714560582598,0.3632511643406201
inner,16,1.0850382644406649,0.37879122958705125
inner,17,1.0855210058747362,0.3792459672420969
inner,18,1.0847573672039883,0.3833384471775485
inner,19,1.0838227347117464,0.37378524207218233
inner,20,1.0830093195582755,0.3691027740090408
outer_refit,1,1.1114519475689324,
outer_refit,2,1.099693274700764,
outer_refit,3,1.0965982537024055,
outer_refit,4,1.0945235958621298,
outer_refit,5,1.094213407383704,
outer_refit,6,1.092187450367851,
outer_refit,7,1.0913409552094102,
outer_refit,8,1.0902757404735945,
outer_refit,9,1.0903260176774918,
outer_refit,10,1.0902369777717884,
outer_refit,11,1.0891871068044965,
outer_refit,12,1.0874378462535148,
outer_refit,13,1.0850614030380792,
outer_refit,14,1.08575328870722,
