stage,epoch,train_loss,validation_macro_score
inner,1,1.0949887881769198,0.32477389273817786
inner,2,1.0912882036137803,0.3315526961826214
inner,3,1.0904492059600688,0.3356595084994739
inner,4,1.0895602658530261,0.33012049139824556
inner,5,1.0892927218820447,0.32680868106217936
inner,6,1.0873807866996694,0.3228019523185778
inner,7,1.0866065096632342,0.32600386215510246
inner,8,1.0845285328749183,0.33380313580530196
inner,9,1.0832651448026995,0.3253139508083146
outer_refit,1,1.0962398825652797,
outer_refit,2,1.0939446804688868,
outer_refit,3,1.093474763231767,
