stage,epoch,train_loss,validation_macro_score
inner,1,1.1027163344750104,0.2926243047324679
inner,2,1.0981693924812481,0.29074013052544895
inner,3,1.0970871640366735,0.30396139170849723
inner,4,1.0955583164310412,0.286795205626576
inner,5,1.0953879495215821,0.29199105726851593
inner,6,1.0958085498477492,0.2895638520550646
inner,7,1.0940652303551381,0.29295384104253014
inner,8,1.0954163330293258,0.3098166325006556
inner,9,1.0953114020720582,0.3003741426262255
inner,10,1.0948015277071974,0.3012153102287945
inner,11,1.0947532166805032,0.29725785819234013
inner,12,1.0953338336966443,0.3028850179589838
inner,13,1.0947179765342736,0.3062378593884111
inner,14,1.0940936916959991,0.3009763987761
outer_refit,1,1.1015021597686254,
outer_refit,2,1.0991878688582286,
outer_refit,3,1.0974350057436033,
outer_refit,4,1.0970708953911843,
outer_refit,5,1.0970821373044648,
outer_refit,6,1.0962830084784483,
outer_refit,7,1.095729798794451,
outer_refit,8,1.096850303587582,
