stage,epoch,train_loss,validation_macro_score
inner,1,1.005510262548889,-1.000870654981268
inner,2,1.002406054788322,-1.0004549321666114
inner,3,1.0001413958125387,-0.9999181262061635
inner,4,1.0002853740651505,-0.9992819407135022
inner,5,0.9989848653309817,-0.999116162704042
inner,6,0.9995220793305247,-0.998988978938683
inner,7,1.000276985116837,-0.9995631678926419
inner,8,1.0000276281503224,-0.9992240648017208
inner,9,0.9996455625567404,-0.9992658945529534
inner,10,0.9995889681846135,-0.9991579113508802
inner,11,0.9986092737182859,-0.9995368612178559
inner,12,0.9981356920764805,-0.9994009251293741
outer_refit,1,1.0051941658175012,
outer_refit,2,1.0009999739613498,
outer_refit,3,1.0008206770459087,
outer_refit,4,0.9992183720744823,
outer_refit,5,0.9999163079897666,
outer_refit,6,0.9997413221013473,
