stage,epoch,train_loss,validation_macro_score
inner,1,1.0964294863638477,0.3264157930997691
inner,2,1.0929486403955477,0.3224779124261712
inner,3,1.0916756084032149,0.3207190512081812
inner,4,1.0915753732217806,0.3288497005836808
inner,5,1.0912791091705036,0.3226551711243287
inner,6,1.0905801668345372,0.31845974554437856
inner,7,1.0908839473100467,0.32710365116488127
inner,8,1.0901401588849933,0.32100032716595506
inner,9,1.089165538716539,0.32460617378544954
inner,10,1.0891394029153842,0.32190609795086744
outer_refit,1,1.0966889905310995,
outer_refit,2,1.094482522616823,
outer_refit,3,1.0940835368568276,
outer_refit,4,1.0935759666517817,
