stage,epoch,train_loss,validation_macro_score
inner,1,1.0456713573174543,-1.005196452468152
inner,2,1.0159444043163879,-1.0032896546094292
inner,3,1.010334502497027,-1.0044052914918469
inner,4,1.0077049864052627,-1.002119416390542
inner,5,1.0050398272303391,-1.0032501029357526
inner,6,1.0116686011789031,-1.0027490455658672
inner,7,1.001389669218371,-1.0029081966399453
inner,8,1.0012111522635008,-1.0016839921185676
inner,9,1.000119373710474,-1.0026112447416005
inner,10,1.0018885712469778,-1.0021587582073395
inner,11,1.002310295258799,-1.001992844431384
inner,12,0.9996826247136165,-1.0001416640149237
inner,13,0.9975903093540174,-1.0022089335554667
inner,14,1.0001153744310827,-1.0009726274578385
inner,15,0.9985092864058535,-1.001921593150717
inner,16,0.9964671782634226,-1.0018535017560177
inner,17,0.9970776643071856,-1.0021385391544848
inner,18,0.9974714392890579,-1.0021550746922978
outer_refit,1,1.0351014455392564,
outer_refit,2,1.0285891743699127,
outer_refit,3,1.0136680291894593,
outer_refit,4,1.0095792526373766,
outer_refit,5,1.008512327398373,
outer_refit,6,1.0065871732325848,
outer_refit,7,1.0020224063976768,
outer_refit,8,1.0020368878792458,
outer_refit,9,1.0017874335263832,
outer_refit,10,0.9989873202315523,
outer_refit,11,0.998185016367792,
outer_refit,12,0.9985928580907782,
