stage,epoch,train_loss,validation_macro_score
inner,1,1.0012165355598412,-1.0100369920845917
inner,2,0.9982109360433256,-1.0046962838802433
inner,3,0.9993144627336777,-1.0084233547796624
inner,4,0.9977300091316845,-1.0091554085747296
inner,5,0.9978956770357944,-1.0100565336002991
inner,6,0.9965833581795303,-1.0092918003452231
inner,7,0.9971923159494003,-1.009696457483436
inner,8,0.9963995210896646,-1.0102173158710974
outer_refit,1,1.0020500614646608,
outer_refit,2,1.0005780763935095,
