stage,epoch,train_loss,validation_macro_score
inner,1,1.1130039997189958,0.3242244159620025
inner,2,1.0978623786819315,0.31861883058808016
inner,3,1.0973907274620556,0.3172459800430901
inner,4,1.0946125685611618,0.31227691876303176
inner,5,1.0922584830043471,0.32745066562655273
inner,6,1.0915596955290465,0.3256433109537581
inner,7,1.0919132147993997,0.33621287904376235
inner,8,1.090817329148266,0.3336323617847453
inner,9,1.0897435317529696,0.32913881648622445
inner,10,1.0901647572205446,0.32968388880528093
inner,11,1.0886705890994206,0.34488842117514545
inner,12,1.0879555793566125,0.3358823401134485
inner,13,1.0876098479065939,0.35117031302411367
inner,14,1.0877412711348489,0.3331733900135258
inner,15,1.0864747042967895,0.3339307242749328
inner,16,1.0872732296168248,0.3409974922618029
inner,17,1.0865325326117399,0.3344558339843684
inner,18,1.0847665309906005,0.3422445039049283
inner,19,1.0850907339113895,0.34384307068126463
outer_refit,1,1.1079435923826113,
outer_refit,2,1.0990069963851803,
outer_refit,3,1.096129141505622,
outer_refit,4,1.0959114541369153,
outer_refit,5,1.0941964792878047,
outer_refit,6,1.0960570852835838,
outer_refit,7,1.0930389837565155,
outer_refit,8,1.0926070859006842,
outer_refit,9,1.0923472347284622,
outer_refit,10,1.0900616099184943,
outer_refit,11,1.091900052421858,
outer_refit,12,1.0909380490763292,
outer_refit,13,1.0893801800132044,
