stage,epoch,train_loss,validation_macro_score
inner,1,1.0300672279340084,-1.0018866454059088
inner,2,1.00843627386004,-1.001239460180502
inner,3,1.0040111871523278,-1.0005780768749384
inner,4,1.0029356125359223,-1.0005917108867448
inner,5,1.0008385398677577,-1.0003925005741936
inner,6,1.0020744034063036,-1.0001622106299675
inner,7,0.9992543969198923,-0.9996740504285858
inner,8,1.0011504963179616,-0.9992674984090776
inner,9,0.9986168065917826,-0.9995435459881966
inner,10,0.997460781803755,-0.9998727461071435
inner,11,0.9991215145476511,-1.0006363493261823
inner,12,0.9960477996095318,-1.0003505881695784
inner,13,0.9970585460974791,-1.0002501366453833
inner,14,0.9957096771659139,-1.0006473798317015
outer_refit,1,1.0263107694681257,
outer_refit,2,1.0075207798412407,
outer_refit,3,1.006141737677769,
outer_refit,4,1.003639358352687,
outer_refit,5,1.0008296353361126,
outer_refit,6,0.9980880034823776,
outer_refit,7,0.999385009164491,
outer_refit,8,0.9983119931878127,
