stage,epoch,train_loss,validation_macro_score
inner,1,1.097681847585511,0.31275799820017236
inner,2,1.0926622928012901,0.3186083239004919
inner,3,1.0895098090721165,0.32146630070039917
inner,4,1.0867965050007342,0.3244866777645917
inner,5,1.084838213459138,0.3374215490678929
inner,6,1.0818257173634893,0.32806763211040246
inner,7,1.0804002197107412,0.3210877378196655
inner,8,1.0774148157664707,0.32043547967691494
inner,9,1.0758701980388659,0.3221088606713571
inner,10,1.0742166683970509,0.32573975243819303
inner,11,1.073294752863695,0.32655761502758596
outer_refit,1,1.0976035192914722,
outer_refit,2,1.093814605142364,
outer_refit,3,1.0915974116395295,
outer_refit,4,1.0896960038943024,
outer_refit,5,1.089132468371797,
