stage,epoch,train_loss,validation_macro_score
inner,1,1.1014750067867853,0.28811501094406033
inner,2,1.0947917541509107,0.3238712924939802
inner,3,1.0942230582115366,0.3309607098920172
inner,4,1.0910699685216019,0.3311927420912595
inner,5,1.0907129559153443,0.32409648806948754
inner,6,1.0891407522764665,0.3274664237898499
inner,7,1.0878118509922896,0.32695599672997216
inner,8,1.0865873830177344,0.3262188742399978
inner,9,1.083396654975126,0.3306460548101326
inner,10,1.082571714909987,0.33062120817919266
outer_refit,1,1.1009692217008005,
outer_refit,2,1.0949356982564014,
outer_refit,3,1.0933141764555132,
outer_refit,4,1.092135507509178,
