stage,epoch,train_loss,validation_macro_score
inner,1,1.0280432173660292,-1.0102961176700471
inner,2,1.0084102515068036,-1.0076927052885702
inner,3,1.0059754772232192,-1.0059263317658793
inner,4,1.0000143338102423,-1.004111874698737
inner,5,0.9987978563566702,-1.0045200860343597
inner,6,0.9969300645472313,-1.0047157679050611
inner,7,0.9963567262393299,-1.007296193512937
inner,8,0.9952185191675262,-1.0056730438401276
inner,9,0.9950808602590617,-1.0076066430889379
inner,10,0.9919031415440412,-1.0073000958949592
outer_refit,1,1.0627265803341046,
outer_refit,2,1.0272312609764271,
outer_refit,3,1.0166883911232876,
outer_refit,4,1.0129248117007148,
