stage,epoch,train_loss,validation_macro_score
inner,1,1.001299254685503,-1.0020494176803898
inner,2,0.9996378678879979,-1.0021572501122606
inner,3,1.000269276865067,-1.0017996392119495
inner,4,0.9985564294498637,-1.002719247503705
inner,5,0.9981843391871122,-1.0012719246578485
inner,6,0.9983958359138208,-1.002640651405834
inner,7,0.9983692270270141,-1.002578169753388
inner,8,0.9967199172841789,-1.0032531133518345
inner,9,0.9979523971333482,-1.0020277977978904
inner,10,0.9982613949182396,-1.0027413717535425
inner,11,0.9979315420449604,-1.0038288198574166
outer_refit,1,1.0022931909980661,
outer_refit,2,1.001165636473737,
outer_refit,3,0.9990952483370157,
outer_refit,4,0.9985164921304697,
outer_refit,5,0.9989605079298495,
