stage,epoch,train_loss,validation_macro_score
inner,1,1.098647856264145,0.32442875402368476
inner,2,1.0948574604216326,0.3356287625759918
inner,3,1.0940496453119495,0.32994030574367567
inner,4,1.0942009311376062,0.3263267146262304
inner,5,1.093695491183411,0.3266328479190586
inner,6,1.0931592014938907,0.33348157014008534
inner,7,1.0929873304485127,0.3301918309056501
inner,8,1.0926700457144856,0.33810774614263345
inner,9,1.0926433892383427,0.33486392503035217
inner,10,1.0920737100161308,0.33743189181408645
inner,11,1.0919995469710304,0.34044476987400446
inner,12,1.0916340285515032,0.33970124157921305
inner,13,1.0911244610918054,0.3379612564583798
inner,14,1.0903305711138418,0.3359732763459843
inner,15,1.0903807017082798,0.330279399417054
inner,16,1.090486244125576,0.3326467419253872
inner,17,1.0904976542747005,0.3318620870502553
outer_refit,1,1.1019641109945804,
outer_refit,2,1.0976957287922249,
outer_refit,3,1.097331558346913,
outer_refit,4,1.096076903286147,
outer_refit,5,1.095954582398244,
outer_refit,6,1.0957603249086854,
outer_refit,7,1.0946559335468993,
outer_refit,8,1.0940539404153276,
outer_refit,9,1.0938982249622897,
outer_refit,10,1.093608915789359,
outer_refit,11,1.0933199433209542,
