stage,epoch,train_loss,validation_macro_score
inner,1,1.0978426252673001,0.32734456036552434
inner,2,1.0929786023478285,0.3415480801902449
inner,3,1.0908442260622369,0.34332850274033766
inner,4,1.088899111485029,0.33196703384698867
inner,5,1.0875713751828766,0.3336959481728289
inner,6,1.0855407206616483,0.3318257580056991
inner,7,1.0846736424621717,0.32977686618074725
inner,8,1.0833045959905996,0.3264633794345174
inner,9,1.0814673408491833,0.33428538616199377
outer_refit,1,1.0977289204393816,
outer_refit,2,1.092780697152611,
outer_refit,3,1.0914567610652177,
