model_id,fold,scope,seed,participant,score
fold4__current__20260908,4,current,20260908,P33,0.33968581584680657
fold4__current__20260908,4,current,20260908,P4,0.3398692810457516
fold4__current__20260908,4,current,20260908,P9,0.3776172457287008
fold4__current__20260909,4,current,20260909,P20,0.33373140269692
fold4__current__20260909,4,current,20260909,P3,0.3457556935817805
fold4__current__20260909,4,current,20260909,P33,0.3260405916752666
fold4__current__20260909,4,current,20260909,P4,0.35076252723311546
fold4__current__20260909,4,current,20260909,P9,0.37173489278752436
fold4__temporal__20260908,4,temporal,20260908,P20,0.29794247897696174
fold4__temporal__20260908,4,temporal,20260908,P3,0.4244306418219462
fold4__temporal__20260908,4,temporal,20260908,P33,0.3262355234491457
fold4__temporal__20260908,4,temporal,20260908,P4,0.35947712418300654
fold4__temporal__20260908,4,temporal,20260908,P9,0.3662768031189083
fold4__temporal__20260909,4,temporal,20260909,P20,0.29794247897696174
fold4__temporal__20260909,4,temporal,20260909,P3,0.4244306418219462
fold4__temporal__20260909,4,temporal,20260909,P33,0.3262355234491457
fold4__temporal__20260909,4,temporal,20260909,P4,0.35947712418300654
fold4__temporal__20260909,4,temporal,20260909,P9,0.3662768031189083
fold5__all__20260908,5,all,20260908,P13,0.3449662369551872
fold5__all__20260908,5,all,20260908,P21,0.2729632858665117
fold5__all__20260908,5,all,20260908,P26,0.44
fold5__all__20260908,5,all,20260908,P34,0.2121561668145519
fold5__all__20260908,5,all,20260908,P44,0.37864048519786225
fold5__all__20260909,5,all,20260909,P13,0.3597401268671987
fold5__all__20260909,5,all,20260909,P21,0.2765475152571927
fold5__all__20260909,5,all,20260909,P26,0.45714285714285713
fold5__all__20260909,5,all,20260909,P34,0.24645075421472934
fold5__all__20260909,5,all,20260909,P44,0.38961948798014373
fold5__current__20260908,5,current,20260908,P13,0.3449048496009823
fold5__current__20260908,5,current,20260908,P21,0.26745132229003193
fold5__current__20260908,5,current,20260908,P26,0.42095238095238097
fold5__current__20260908,5,current,20260908,P34,0.2777284826974268
fold5__current__20260908,5,current,20260908,P44,0.37498748974158813
fold5__current__20260909,5,current,20260909,P13,0.3559852670349908
fold5__current__20260909,5,current,20260909,P21,0.26565920759469147
fold5__current__20260909,5,current,20260909,P26,0.43047619047619046
fold5__current__20260909,5,current,20260909,P34,0.2892635314995563
fold5__current__20260909,5,current,20260909,P44,0.3896094797734142
fold5__temporal__20260908,5,temporal,20260908,P13,0.3449662369551872
fold5__temporal__20260908,5,temporal,20260908,P21,0.2729632858665117
fold5__temporal__20260908,5,temporal,20260908,P26,0.44
fold5__temporal__20260908,5,temporal,20260908,P34,0.2121561668145519
fold5__temporal__20260908,5,temporal,20260908,P44,0.37864048519786225
fold5__temporal__20260909,5,temporal,20260909,P13,0.3597401268671987
fold5__temporal__20260909,5,temporal,20260909,P21,0.2765475152571927
fold5__temporal__20260909,5,temporal,20260909,P26,0.45714285714285713
fold5__temporal__20260909,5,temporal,20260909,P34,0.24645075421472934
fold5__temporal__20260909,5,temporal,20260909,P44,0.38961948798014373
