scope,macro_score,balanced_accuracy,macro_f1
all,0.3527100802125149,0.3532860159540271,0.3523507088422483
current,0.34384577095011065,0.34189117384409995,0.3412605001490735
temporal,0.3527100802125149,0.3532860159540271,0.3523507088422483
