model_id,fold,scope,seed,macro_score,rows,participants,balanced_accuracy,macro_f1
fold1_all,1,all,20260912,0.34678721764167497,2886,5,0.3465003465003465,0.3316621825830525
fold1_ridge,1,ridge,20260912,0.34678721764167497,2886,5,0.3465003465003465,0.3316621825830525
fold1_rbf,1,rbf,20260912,0.3289743842398151,2886,5,0.3302148302148302,0.3213978764997032
fold1_hgb,1,hgb,20260912,0.33952592514772867,2886,5,0.34268884268884264,0.3250001735505173
fold1_trees,1,trees,20260912,0.30189325051307897,2886,5,0.3045738045738046,0.3033103078837555
fold2_all,2,all,20260912,0.32884578998910396,2612,5,0.32629266406552077,0.3154491230094399
fold2_ridge,2,ridge,20260912,0.32884578998910396,2612,5,0.32629266406552077,0.3154491230094399
fold2_rbf,2,rbf,20260912,0.32134763069264755,2612,5,0.32098316285282436,0.2982984482269115
fold2_hgb,2,hgb,20260912,0.34129438899994635,2612,5,0.3396367183380786,0.33789656854539724
fold2_trees,2,trees,20260912,0.3493664297276661,2612,5,0.3513357235755212,0.337662126951973
fold3_all,3,all,20260912,0.3801134266641263,2659,5,0.3737013348734602,0.368559629970046
fold3_ridge,3,ridge,20260912,0.3801134266641263,2659,5,0.3737013348734602,0.368559629970046
fold3_rbf,3,rbf,20260912,0.3693319120488837,2659,5,0.37830017060114596,0.3662814712352189
fold3_hgb,3,hgb,20260912,0.38607137856878776,2659,5,0.38888480224258615,0.38459077694610294
fold3_trees,3,trees,20260912,0.3710762809933118,2659,5,0.37798645826847727,0.371371403062462
fold4_all,4,all,20260912,0.3481029701911985,2660,5,0.34954908412883023,0.3307027401986264
fold4_ridge,4,ridge,20260912,0.3481029701911985,2660,5,0.34954908412883023,0.3307027401986264
fold4_rbf,4,rbf,20260912,0.361882499515703,2660,5,0.36419674539773994,0.3357670742855096
fold4_hgb,4,hgb,20260912,0.3524226738439446,2660,5,0.3566981641858023,0.34327954486270307
fold4_trees,4,trees,20260912,0.37930752076014584,2660,5,0.3819623471886789,0.38212935466448417
fold5_all,5,all,20260912,0.41692036187705683,2707,5,0.3847678165628496,0.37239482874082713
fold5_ridge,5,ridge,20260912,0.41692036187705683,2707,5,0.3847678165628496,0.37239482874082713
fold5_rbf,5,rbf,20260912,0.3940013424353709,2707,5,0.36767766630365495,0.35510392539818536
fold5_hgb,5,hgb,20260912,0.3466456984918499,2707,5,0.33217941651021826,0.3216534625222269
fold5_trees,5,trees,20260912,0.38635795171275283,2707,5,0.36132347755663563,0.34775320308780605
