model_id,fold,scope,seed,participant,score
fold1_all,1,all,20260912,P22,0.231639557288166
fold1_all,1,all,20260912,P24,0.5358583142895551
fold1_all,1,all,20260912,P30,0.27244809908126494
fold1_all,1,all,20260912,P43,0.4114182055358526
fold1_all,1,all,20260912,P48,0.2825719120135363
fold1_ridge,1,ridge,20260912,P22,0.231639557288166
fold1_ridge,1,ridge,20260912,P24,0.5358583142895551
fold1_ridge,1,ridge,20260912,P30,0.27244809908126494
fold1_ridge,1,ridge,20260912,P43,0.4114182055358526
fold1_ridge,1,ridge,20260912,P48,0.2825719120135363
fold1_rbf,1,rbf,20260912,P22,0.25678854684769453
fold1_rbf,1,rbf,20260912,P24,0.4010955773625487
fold1_rbf,1,rbf,20260912,P30,0.2808148486540446
fold1_rbf,1,rbf,20260912,P43,0.3812998518880872
fold1_rbf,1,rbf,20260912,P48,0.32487309644670054
fold1_hgb,1,hgb,20260912,P22,0.293218174485818
fold1_hgb,1,hgb,20260912,P24,0.3603754984989022
fold1_hgb,1,hgb,20260912,P30,0.24561358983469536
fold1_hgb,1,hgb,20260912,P43,0.44309241368064906
fold1_hgb,1,hgb,20260912,P48,0.3553299492385787
fold1_trees,1,trees,20260912,P22,0.2201348747591522
fold1_trees,1,trees,20260912,P24,0.3491284670878702
fold1_trees,1,trees,20260912,P30,0.25705124951356106
fold1_trees,1,trees,20260912,P43,0.37350699115405
fold1_trees,1,trees,20260912,P48,0.3096446700507614
fold2_all,2,all,20260912,P12,0.382767769864544
fold2_all,2,all,20260912,P19,0.34754979035639416
fold2_all,2,all,20260912,P2,0.3081576468883576
fold2_all,2,all,20260912,P35,0.29259259259259257
fold2_all,2,all,20260912,P40,0.3131611502436315
fold2_ridge,2,ridge,20260912,P12,0.382767769864544
fold2_ridge,2,ridge,20260912,P19,0.34754979035639416
fold2_ridge,2,ridge,20260912,P2,0.3081576468883576
fold2_ridge,2,ridge,20260912,P35,0.29259259259259257
fold2_ridge,2,ridge,20260912,P40,0.3131611502436315
fold2_rbf,2,rbf,20260912,P12,0.3504398826979472
fold2_rbf,2,rbf,20260912,P19,0.29333071278826
fold2_rbf,2,rbf,20260912,P2,0.3206766644932261
fold2_rbf,2,rbf,20260912,P35,0.3148148148148148
fold2_rbf,2,rbf,20260912,P40,0.32747607866898937
fold2_hgb,2,hgb,20260912,P12,0.3198017036726714
fold2_hgb,2,hgb,20260912,P19,0.4708071278825996
fold2_hgb,2,hgb,20260912,P2,0.3452655219879736
fold2_hgb,2,hgb,20260912,P35,0.2555555555555556
fold2_hgb,2,hgb,20260912,P40,0.3150420359009316
fold2_trees,2,trees,20260912,P12,0.3433179723502304
fold2_trees,2,trees,20260912,P19,0.3238469601677149
fold2_trees,2,trees,20260912,P2,0.3823951314931537
fold2_trees,2,trees,20260912,P35,0.34259259259259256
fold2_trees,2,trees,20260912,P40,0.35467949203463855
fold3_all,3,all,20260912,P18,0.2802547770700637
fold3_all,3,all,20260912,P27,0.3847367686077363
fold3_all,3,all,20260912,P36,0.3751595312681286
fold3_all,3,all,20260912,P46,0.5242346938775511
fold3_all,3,all,20260912,P8,0.3361813624971519
fold3_ridge,3,ridge,20260912,P18,0.2802547770700637
fold3_ridge,3,ridge,20260912,P27,0.3847367686077363
fold3_ridge,3,ridge,20260912,P36,0.3751595312681286
fold3_ridge,3,ridge,20260912,P46,0.5242346938775511
fold3_ridge,3,ridge,20260912,P8,0.3361813624971519
fold3_rbf,3,rbf,20260912,P18,0.32696390658174096
fold3_rbf,3,rbf,20260912,P27,0.4299120234604106
fold3_rbf,3,rbf,20260912,P36,0.32629075298758553
fold3_rbf,3,rbf,20260912,P46,0.4260204081632653
fold3_rbf,3,rbf,20260912,P8,0.33747246905141637
fold3_hgb,3,hgb,20260912,P18,0.2929936305732484
fold3_hgb,3,hgb,20260912,P27,0.3543778801843318
fold3_hgb,3,hgb,20260912,P36,0.3949414085160691
fold3_hgb,3,hgb,20260912,P46,0.5535714285714286
fold3_hgb,3,hgb,20260912,P8,0.33447254499886075
fold3_trees,3,trees,20260912,P18,0.3057324840764331
fold3_trees,3,trees,20260912,P27,0.3519899455383326
fold3_trees,3,trees,20260912,P36,0.36933518969718065
fold3_trees,3,trees,20260912,P46,0.46683673469387754
fold3_trees,3,trees,20260912,P8,0.36148705096073525
fold4_all,4,all,20260912,P20,0.33789869134696726
fold4_all,4,all,20260912,P3,0.4265010351966873
fold4_all,4,all,20260912,P33,0.42330008026602456
fold4_all,4,all,20260912,P4,0.19825708061002179
fold4_all,4,all,20260912,P9,0.3545579635362917
fold4_ridge,4,ridge,20260912,P20,0.33789869134696726
fold4_ridge,4,ridge,20260912,P3,0.4265010351966873
fold4_ridge,4,ridge,20260912,P33,0.42330008026602456
fold4_ridge,4,ridge,20260912,P4,0.19825708061002179
fold4_ridge,4,ridge,20260912,P9,0.3545579635362917
fold4_rbf,4,rbf,20260912,P20,0.3738431109120764
fold4_rbf,4,rbf,20260912,P3,0.40372670807453415
fold4_rbf,4,rbf,20260912,P33,0.38810916179337235
fold4_rbf,4,rbf,20260912,P4,0.2636165577342048
fold4_rbf,4,rbf,20260912,P9,0.38011695906432746
fold4_hgb,4,hgb,20260912,P20,0.39110314972383936
fold4_hgb,4,hgb,20260912,P3,0.41407867494824013
fold4_hgb,4,hgb,20260912,P33,0.3903107441807132
fold4_hgb,4,hgb,20260912,P4,0.2374727668845316
fold4_hgb,4,hgb,20260912,P9,0.3291480334823988
fold4_trees,4,trees,20260912,P20,0.39857317012489424
fold4_trees,4,trees,20260912,P3,0.4202898550724637
fold4_trees,4,trees,20260912,P33,0.3769063180827887
fold4_trees,4,trees,20260912,P4,0.29193899782135074
fold4_trees,4,trees,20260912,P9,0.40882926269923175
fold5_all,5,all,20260912,P13,0.3170349907918969
fold5_all,5,all,20260912,P21,0.3228906325680519
fold5_all,5,all,20260912,P26,0.44571428571428573
fold5_all,5,all,20260912,P34,0.5669476486246673
fold5_all,5,all,20260912,P44,0.43201425168638274
fold5_ridge,5,ridge,20260912,P13,0.3170349907918969
fold5_ridge,5,ridge,20260912,P21,0.3228906325680519
fold5_ridge,5,ridge,20260912,P26,0.44571428571428573
fold5_ridge,5,ridge,20260912,P34,0.5669476486246673
fold5_ridge,5,ridge,20260912,P44,0.43201425168638274
fold5_rbf,5,rbf,20260912,P13,0.3244219357479026
fold5_rbf,5,rbf,20260912,P21,0.2960185992444057
fold5_rbf,5,rbf,20260912,P26,0.4171428571428572
fold5_rbf,5,rbf,20260912,P34,0.5278615794143744
fold5_rbf,5,rbf,20260912,P44,0.40456174062731437
fold5_hgb,5,hgb,20260912,P13,0.31343359934520154
fold5_hgb,5,hgb,20260912,P21,0.32493461203138624
fold5_hgb,5,hgb,20260912,P26,0.35047619047619044
fold5_hgb,5,hgb,20260912,P34,0.3711180124223602
fold5_hgb,5,hgb,20260912,P44,0.373266078184111
fold5_trees,5,trees,20260912,P13,0.3355432780847145
fold5_trees,5,trees,20260912,P21,0.3569892473118279
fold5_trees,5,trees,20260912,P26,0.3314285714285714
fold5_trees,5,trees,20260912,P34,0.47954747116237795
fold5_trees,5,trees,20260912,P44,0.4282811905762725
