fold,task,kind,model,subset,n_features,participant,score
0,attention_primary,classification,dummy,full,18,P22,0.3333333333333333
0,attention_primary,classification,dummy,full,18,P24,0.3333333333333333
0,attention_primary,classification,dummy,full,18,P30,0.3333333333333333
0,attention_primary,classification,dummy,full,18,P43,0.3333333333333333
0,attention_primary,classification,dummy,full,18,P48,0.3333333333333333
0,attention_primary,classification,logistic,full,18,P22,0.31239637944168125
0,attention_primary,classification,logistic,full,18,P24,0.3356185867276067
0,attention_primary,classification,logistic,full,18,P30,0.30132142192443695
0,attention_primary,classification,logistic,full,18,P43,0.35708559237971
0,attention_primary,classification,logistic,full,18,P48,0.2842639593908629
0,attention_primary,classification,logistic,EEG,9,P22,0.2948424967513555
0,attention_primary,classification,logistic,EEG,9,P24,0.3219966841421338
0,attention_primary,classification,logistic,EEG,9,P30,0.353518433920444
0,attention_primary,classification,logistic,EEG,9,P43,0.33001100648159476
0,attention_primary,classification,logistic,EEG,9,P48,0.323181049069374
0,attention_primary,classification,logistic,compact_no_noise,9,P22,0.2643276426042927
0,attention_primary,classification,logistic,compact_no_noise,9,P24,0.3436281758300847
0,attention_primary,classification,logistic,compact_no_noise,9,P30,0.30973047053449065
0,attention_primary,classification,logistic,compact_no_noise,9,P43,0.3872175342763578
0,attention_primary,classification,logistic,compact_no_noise,9,P48,0.34179357021996615
0,attention_primary,classification,random_forest,full,18,P22,0.353060447192723
0,attention_primary,classification,random_forest,full,18,P24,0.32989425101940223
0,attention_primary,classification,random_forest,full,18,P30,0.33768167436509144
0,attention_primary,classification,random_forest,full,18,P43,0.3794994089111736
0,attention_primary,classification,random_forest,full,18,P48,0.38240270727580367
0,attention_primary,classification,random_forest,EEG,9,P22,0.34583501366671143
0,attention_primary,classification,random_forest,EEG,9,P24,0.3652708697405565
0,attention_primary,classification,random_forest,EEG,9,P30,0.346014584708052
0,attention_primary,classification,random_forest,EEG,9,P43,0.2921745274686451
0,attention_primary,classification,random_forest,EEG,9,P48,0.3536379018612521
0,attention_primary,classification,random_forest,compact_no_noise,9,P22,0.33976340906035757
0,attention_primary,classification,random_forest,compact_no_noise,9,P24,0.36845230093650577
0,attention_primary,classification,random_forest,compact_no_noise,9,P30,0.28889396477336177
0,attention_primary,classification,random_forest,compact_no_noise,9,P43,0.3403108991344285
0,attention_primary,classification,random_forest,compact_no_noise,9,P48,0.3705583756345177
0,attention_primary,regression,dummy,full,18,P22,-0.9999999980679537
0,attention_primary,regression,dummy,full,18,P24,-0.9999999956919297
0,attention_primary,regression,dummy,full,18,P30,-0.9999999996841734
0,attention_primary,regression,dummy,full,18,P43,-1.0000000001889684
0,attention_primary,regression,dummy,full,18,P48,-1.0000000050941151
0,attention_primary,regression,ridge,full,18,P22,-1.0211342556458494
0,attention_primary,regression,ridge,full,18,P24,-1.012759945720396
0,attention_primary,regression,ridge,full,18,P30,-1.007675598516514
0,attention_primary,regression,ridge,full,18,P43,-0.9932350253411404
0,attention_primary,regression,ridge,full,18,P48,-1.001492310685968
0,attention_primary,regression,ridge,EEG,9,P22,-1.0097409147325684
0,attention_primary,regression,ridge,EEG,9,P24,-1.0065523131514909
0,attention_primary,regression,ridge,EEG,9,P30,-1.0006303378246317
0,attention_primary,regression,ridge,EEG,9,P43,-0.9987038300966178
0,attention_primary,regression,ridge,EEG,9,P48,-1.0031747164193394
0,attention_primary,regression,ridge,compact_no_noise,9,P22,-1.0154767030368217
0,attention_primary,regression,ridge,compact_no_noise,9,P24,-1.010641080394922
0,attention_primary,regression,ridge,compact_no_noise,9,P30,-1.010111812457639
0,attention_primary,regression,ridge,compact_no_noise,9,P43,-0.9935396027524552
0,attention_primary,regression,ridge,compact_no_noise,9,P48,-1.0000829821507473
0,attention_primary,regression,random_forest,full,18,P22,-1.0614492215906908
0,attention_primary,regression,random_forest,full,18,P24,-1.0348576752650487
0,attention_primary,regression,random_forest,full,18,P30,-1.1192831866317976
0,attention_primary,regression,random_forest,full,18,P43,-1.050734585277913
0,attention_primary,regression,random_forest,full,18,P48,-1.005492220396979
0,attention_primary,regression,random_forest,EEG,9,P22,-1.0072894196778204
0,attention_primary,regression,random_forest,EEG,9,P24,-1.0475207928194579
0,attention_primary,regression,random_forest,EEG,9,P30,-1.015764599228411
0,attention_primary,regression,random_forest,EEG,9,P43,-1.060685700387759
0,attention_primary,regression,random_forest,EEG,9,P48,-1.038566559589887
0,attention_primary,regression,random_forest,compact_no_noise,9,P22,-1.054403605230847
0,attention_primary,regression,random_forest,compact_no_noise,9,P24,-1.027304745861983
0,attention_primary,regression,random_forest,compact_no_noise,9,P30,-1.1584935620457557
0,attention_primary,regression,random_forest,compact_no_noise,9,P43,-1.0624118898736887
0,attention_primary,regression,random_forest,compact_no_noise,9,P48,-1.0365863208644774
0,arousal_primary_6s,classification,dummy,full,25,P22,0.3333333333333333
0,arousal_primary_6s,classification,dummy,full,25,P24,0.3333333333333333
0,arousal_primary_6s,classification,dummy,full,25,P30,0.3333333333333333
0,arousal_primary_6s,classification,dummy,full,25,P43,0.3333333333333333
0,arousal_primary_6s,classification,dummy,full,25,P48,0.3333333333333333
0,arousal_primary_6s,classification,logistic,full,25,P22,0.2901039566249944
0,arousal_primary_6s,classification,logistic,full,25,P24,0.33753416677868886
0,arousal_primary_6s,classification,logistic,full,25,P30,0.3056274639189212
0,arousal_primary_6s,classification,logistic,full,25,P43,0.3557811204870028
0,arousal_primary_6s,classification,logistic,full,25,P48,0.38240270727580367
0,arousal_primary_6s,classification,logistic,Pupil,6,P22,0.3361002822960075
0,arousal_primary_6s,classification,logistic,Pupil,6,P24,0.31686606622753954
0,arousal_primary_6s,classification,logistic,Pupil,6,P30,0.3160161074733939
0,arousal_primary_6s,classification,logistic,Pupil,6,P43,0.3733371380430204
0,arousal_primary_6s,classification,logistic,Pupil,6,P48,0.38578680203045684
0,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P22,0.3187592418335798
0,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P24,0.3359322489581933
0,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P30,0.2857892154374566
0,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P43,0.39764651529357414
0,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P48,0.39086294416243655
0,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P22,0.30523815925079534
0,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P24,0.4345790204776628
0,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P30,0.2991134121787388
0,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P43,0.36587039528216
0,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P48,0.350253807106599
0,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P22,0.26665770488864987
0,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P24,0.4825693417574046
0,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P30,0.29072974299104953
0,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P43,0.40216460804696097
0,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P48,0.36548223350253806
0,arousal_primary_6s,classification,random_forest,full,25,P22,0.33588744006810956
0,arousal_primary_6s,classification,random_forest,full,25,P24,0.33388224223685986
0,arousal_primary_6s,classification,random_forest,full,25,P30,0.26727069691893807
0,arousal_primary_6s,classification,random_forest,full,25,P43,0.3588180941122117
0,arousal_primary_6s,classification,random_forest,full,25,P48,0.3671742808798646
0,arousal_primary_6s,classification,random_forest,Pupil,6,P22,0.29148182999507105
0,arousal_primary_6s,classification,random_forest,Pupil,6,P24,0.3165299995519111
0,arousal_primary_6s,classification,random_forest,Pupil,6,P30,0.373221325482632
0,arousal_primary_6s,classification,random_forest,Pupil,6,P43,0.3464120228826111
0,arousal_primary_6s,classification,random_forest,Pupil,6,P48,0.3316412859560068
0,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P22,0.2797755074606802
0,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P24,0.37621544114352284
0,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P30,0.2992910681352892
0,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P43,0.3705651352710177
0,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P48,0.3536379018612521
0,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P22,0.29535779898731906
0,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P24,0.33198906663081956
0,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P30,0.32772448099081264
0,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P43,0.31476499123557944
0,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P48,0.33502538071065996
0,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P22,0.2431330375946588
0,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P24,0.3819957879643321
0,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P30,0.29920647006074147
0,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P43,0.3600953895071542
0,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P48,0.3401015228426396
0,arousal_primary_6s,regression,dummy,full,25,P22,-0.9999999989605116
0,arousal_primary_6s,regression,dummy,full,25,P24,-1.000000000756799
0,arousal_primary_6s,regression,dummy,full,25,P30,-1.000000010742796
0,arousal_primary_6s,regression,dummy,full,25,P43,-1.000000002441209
0,arousal_primary_6s,regression,dummy,full,25,P48,-1.0000000010238301
0,arousal_primary_6s,regression,ridge,full,25,P22,-1.019175562485803
0,arousal_primary_6s,regression,ridge,full,25,P24,-0.9962088776802567
0,arousal_primary_6s,regression,ridge,full,25,P30,-1.0256867724367573
0,arousal_primary_6s,regression,ridge,full,25,P43,-1.0023822763281471
0,arousal_primary_6s,regression,ridge,full,25,P48,-1.0161004561956273
0,arousal_primary_6s,regression,ridge,Pupil,6,P22,-1.0037553382044382
0,arousal_primary_6s,regression,ridge,Pupil,6,P24,-1.00216096298627
0,arousal_primary_6s,regression,ridge,Pupil,6,P30,-1.0050756760551203
0,arousal_primary_6s,regression,ridge,Pupil,6,P43,-0.9968262896586857
0,arousal_primary_6s,regression,ridge,Pupil,6,P48,-1.0015930532912256
0,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P22,-1.0211854745940698
0,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P24,-1.0018785784258624
0,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P30,-1.0279781207914727
0,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P43,-1.001176837597552
0,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P48,-1.0024052842090547
0,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P22,-1.0056774123716121
0,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P24,-0.9940526860395755
0,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P30,-1.007994043442604
0,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P43,-0.9972296955944713
0,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P48,-1.0013293019857317
0,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P22,-1.0213710760450738
0,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P24,-0.9930630643836963
0,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P30,-1.0305220836423
0,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P43,-1.0012781532226123
0,arousal_primary_6s,regression,ridge,Eye_Pupil_no_quality,15,P48,-1.0025063103365939
0,arousal_primary_6s,regression,random_forest,full,25,P22,-1.0263482458156092
0,arousal_primary_6s,regression,random_forest,full,25,P24,-1.34025660407804
0,arousal_primary_6s,regression,random_forest,full,25,P30,-1.0654915185747686
0,arousal_primary_6s,regression,random_forest,full,25,P43,-1.017220563035612
0,arousal_primary_6s,regression,random_forest,full,25,P48,-1.0261241990502397
0,arousal_primary_6s,regression,random_forest,Pupil,6,P22,-1.0723636785211423
0,arousal_primary_6s,regression,random_forest,Pupil,6,P24,-1.0602417763159393
0,arousal_primary_6s,regression,random_forest,Pupil,6,P30,-1.0125014269758752
0,arousal_primary_6s,regression,random_forest,Pupil,6,P43,-1.028226286947445
0,arousal_primary_6s,regression,random_forest,Pupil,6,P48,-1.037615542171237
0,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P22,-1.0552128279387663
0,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P24,-1.0224073555930888
0,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P30,-1.0413718835991959
0,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P43,-1.0186986203120203
0,arousal_primary_6s,regression,random_forest,Eye_Pupil,16,P48,-1.0184822836495895
0,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P22,-1.07596941313712
0,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P24,-1.0301408583802494
0,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P30,-1.0204901903026986
0,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P43,-1.032441391653259
0,arousal_primary_6s,regression,random_forest,Pupil_no_quality,5,P48,-1.0650455652077782
0,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P22,-1.070697790370121
0,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P24,-1.0163044949202509
0,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P30,-1.052012383517365
0,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P43,-1.0100671114079467
0,arousal_primary_6s,regression,random_forest,Eye_Pupil_no_quality,15,P48,-1.0231308833909163
1,attention_primary,classification,dummy,full,18,P12,0.3333333333333333
1,attention_primary,classification,dummy,full,18,P19,0.3333333333333333
1,attention_primary,classification,dummy,full,18,P2,0.3333333333333333
1,attention_primary,classification,dummy,full,18,P35,0.3333333333333333
1,attention_primary,classification,dummy,full,18,P40,0.3333333333333333
1,attention_primary,classification,logistic,full,18,P12,0.3547409579667644
1,attention_primary,classification,logistic,full,18,P19,0.3769523060796646
1,attention_primary,classification,logistic,full,18,P2,0.3378685792943563
1,attention_primary,classification,logistic,full,18,P35,0.3074074074074074
1,attention_primary,classification,logistic,full,18,P40,0.3666338458431164
1,attention_primary,classification,logistic,EEG,9,P12,0.35053763440860214
1,attention_primary,classification,logistic,EEG,9,P19,0.3707285115303984
1,attention_primary,classification,logistic,EEG,9,P2,0.3302180685358255
1,attention_primary,classification,logistic,EEG,9,P35,0.3111111111111111
1,attention_primary,classification,logistic,EEG,9,P40,0.38492514327551813
1,attention_primary,classification,logistic,compact_no_noise,9,P12,0.3827398408043569
1,attention_primary,classification,logistic,compact_no_noise,9,P19,0.37451519916142556
1,attention_primary,classification,logistic,compact_no_noise,9,P2,0.3395059045135116
1,attention_primary,classification,logistic,compact_no_noise,9,P35,0.31666666666666665
1,attention_primary,classification,logistic,compact_no_noise,9,P40,0.3339518796233179
1,attention_primary,classification,random_forest,full,18,P12,0.3498533724340176
1,attention_primary,classification,random_forest,full,18,P19,0.35989255765199163
1,attention_primary,classification,random_forest,full,18,P2,0.33754980801275086
1,attention_primary,classification,random_forest,full,18,P35,0.337037037037037
1,attention_primary,classification,random_forest,full,18,P40,0.35248302153550964
1,attention_primary,classification,random_forest,EEG,9,P12,0.3650188521156263
1,attention_primary,classification,random_forest,EEG,9,P19,0.3198899371069182
1,attention_primary,classification,random_forest,EEG,9,P2,0.3173223212345142
1,attention_primary,classification,random_forest,EEG,9,P35,0.29259259259259257
1,attention_primary,classification,random_forest,EEG,9,P40,0.33193213663561316
1,attention_primary,classification,random_forest,compact_no_noise,9,P12,0.37801982963273284
1,attention_primary,classification,random_forest,compact_no_noise,9,P19,0.33261268343815514
1,attention_primary,classification,random_forest,compact_no_noise,9,P2,0.34540317322321235
1,attention_primary,classification,random_forest,compact_no_noise,9,P35,0.3
1,attention_primary,classification,random_forest,compact_no_noise,9,P40,0.3072029084299023
1,attention_primary,regression,dummy,full,18,P12,-1.0000000038295007
1,attention_primary,regression,dummy,full,18,P19,-1.0000000026510591
1,attention_primary,regression,dummy,full,18,P2,-0.9999999991633554
1,attention_primary,regression,dummy,full,18,P35,-1.0000000027365286
1,attention_primary,regression,dummy,full,18,P40,-1.000000003429343
1,attention_primary,regression,ridge,full,18,P12,-0.9759737222797552
1,attention_primary,regression,ridge,full,18,P19,-1.0181309026509355
1,attention_primary,regression,ridge,full,18,P2,-0.9977675896957175
1,attention_primary,regression,ridge,full,18,P35,-1.0445646170101517
1,attention_primary,regression,ridge,full,18,P40,-0.9950586924041599
1,attention_primary,regression,ridge,EEG,9,P12,-0.9825962322187368
1,attention_primary,regression,ridge,EEG,9,P19,-1.0154231925426762
1,attention_primary,regression,ridge,EEG,9,P2,-1.0000494659962642
1,attention_primary,regression,ridge,EEG,9,P35,-1.0450214399865798
1,attention_primary,regression,ridge,EEG,9,P40,-0.9957793787935418
1,attention_primary,regression,ridge,compact_no_noise,9,P12,-0.9769762147729537
1,attention_primary,regression,ridge,compact_no_noise,9,P19,-1.0190609657350522
1,attention_primary,regression,ridge,compact_no_noise,9,P2,-0.9975668431188641
1,attention_primary,regression,ridge,compact_no_noise,9,P35,-1.0545308741392867
1,attention_primary,regression,ridge,compact_no_noise,9,P40,-1.0017227763053407
1,attention_primary,regression,random_forest,full,18,P12,-1.0440482988741535
1,attention_primary,regression,random_forest,full,18,P19,-1.0920356600500098
1,attention_primary,regression,random_forest,full,18,P2,-1.0262337301383762
1,attention_primary,regression,random_forest,full,18,P35,-1.0299952499725362
1,attention_primary,regression,random_forest,full,18,P40,-1.0727899050979204
1,attention_primary,regression,random_forest,EEG,9,P12,-1.0616047001021953
1,attention_primary,regression,random_forest,EEG,9,P19,-1.0857702630832922
1,attention_primary,regression,random_forest,EEG,9,P2,-1.0417287474765087
1,attention_primary,regression,random_forest,EEG,9,P35,-1.1388210187639984
1,attention_primary,regression,random_forest,EEG,9,P40,-1.0442640821802516
1,attention_primary,regression,random_forest,compact_no_noise,9,P12,-1.0199600575901595
1,attention_primary,regression,random_forest,compact_no_noise,9,P19,-1.1095091756388311
1,attention_primary,regression,random_forest,compact_no_noise,9,P2,-1.0296491967382957
1,attention_primary,regression,random_forest,compact_no_noise,9,P35,-1.0128815390827517
1,attention_primary,regression,random_forest,compact_no_noise,9,P40,-1.1025619835080427
1,arousal_primary_6s,classification,dummy,full,25,P12,0.3333333333333333
1,arousal_primary_6s,classification,dummy,full,25,P19,0.3333333333333333
1,arousal_primary_6s,classification,dummy,full,25,P2,0.3333333333333333
1,arousal_primary_6s,classification,dummy,full,25,P35,0.3333333333333333
1,arousal_primary_6s,classification,dummy,full,25,P40,0.3333333333333333
1,arousal_primary_6s,classification,logistic,full,25,P12,0.3323278871665969
1,arousal_primary_6s,classification,logistic,full,25,P19,0.36201519916142555
1,arousal_primary_6s,classification,logistic,full,25,P2,0.3806926030573064
1,arousal_primary_6s,classification,logistic,full,25,P35,0.3092592592592593
1,arousal_primary_6s,classification,logistic,full,25,P40,0.2640561488550582
1,arousal_primary_6s,classification,logistic,Pupil,6,P12,0.3933249546152772
1,arousal_primary_6s,classification,logistic,Pupil,6,P19,0.35125786163522016
1,arousal_primary_6s,classification,logistic,Pupil,6,P2,0.36684778671303336
1,arousal_primary_6s,classification,logistic,Pupil,6,P35,0.2833333333333333
1,arousal_primary_6s,classification,logistic,Pupil,6,P40,0.21736221565805755
1,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P12,0.3760089372992599
1,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P19,0.3660770440251572
1,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P2,0.36540607114395424
1,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P35,0.26666666666666666
1,arousal_primary_6s,classification,logistic,Eye_Pupil,16,P40,0.22126284430306242
1,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P12,0.33045664013405945
1,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P19,0.3595256813417191
1,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P2,0.3916032746504383
1,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P35,0.31296296296296294
1,arousal_primary_6s,classification,logistic,Pupil_no_quality,5,P40,0.34442929637203673
1,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P12,0.29592235721267984
1,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P19,0.3786425576519916
1,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P2,0.3778381511265667
1,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P35,0.2777777777777778
1,arousal_primary_6s,classification,logistic,Eye_Pupil_no_quality,15,P40,0.3236259435986771
1,arousal_primary_6s,classification,random_forest,full,25,P12,0.4084625052366988
1,arousal_primary_6s,classification,random_forest,full,25,P19,0.33929507337526205
1,arousal_primary_6s,classification,random_forest,full,25,P2,0.3654422951532275
1,arousal_primary_6s,classification,random_forest,full,25,P35,0.3092592592592593
1,arousal_primary_6s,classification,random_forest,full,25,P40,0.3070009341311318
1,arousal_primary_6s,classification,random_forest,Pupil,6,P12,0.3522413070800168
1,arousal_primary_6s,classification,random_forest,Pupil,6,P19,0.3306734800838575
1,arousal_primary_6s,classification,random_forest,Pupil,6,P2,0.3701224371513439
1,arousal_primary_6s,classification,random_forest,Pupil,6,P35,0.29074074074074074
1,arousal_primary_6s,classification,random_forest,Pupil,6,P40,0.3134388649044409
1,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P12,0.352297165200391
1,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P19,0.33283542976939207
1,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P2,0.44488879229153083
1,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P35,0.2518518518518518
1,arousal_primary_6s,classification,random_forest,Eye_Pupil,16,P40,0.2909439773788785
1,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P12,0.34992319508448544
1,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P19,0.33487945492662474
1,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P2,0.3374556255886401
1,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P35,0.3092592592592593
1,arousal_primary_6s,classification,random_forest,Pupil_no_quality,5,P40,0.36061248706102145
1,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P12,0.3175394497975143
1,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P19,0.3620020964360587
1,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P2,0.39982612475548795
1,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P35,0.24629629629629632
1,arousal_primary_6s,classification,random_forest,Eye_Pupil_no_quality,15,P40,0.2970284531293393
1,arousal_primary_6s,regression,dummy,full,25,P12,-0.9999999977984908
1,arousal_primary_6s,regression,dummy,full,25,P19,-1.0000000018312092
1,arousal_primary_6s,regression,dummy,full,25,P2,-1.0000000015892618
1,arousal_primary_6s,regression,dummy,full,25,P35,-1.000000002437709
1,arousal_primary_6s,regression,dummy,full,25,P40,-0.9999999985940838
1,arousal_primary_6s,regression,ridge,full,25,P12,-0.9758353302474478
1,arousal_primary_6s,regression,ridge,full,25,P19,-1.0208260343074496
1,arousal_primary_6s,regression,ridge,full,25,P2,-1.0176775068197281
1,arousal_primary_6s,regression,ridge,full,25,P35,-1.026184717432567
1,arousal_primary_6s,regression,ridge,full,25,P40,-1.038284018921635
1,arousal_primary_6s,regression,ridge,Pupil,6,P12,-0.9784514112861871
1,arousal_primary_6s,regression,ridge,Pupil,6,P19,-1.0102247050847912
1,arousal_primary_6s,regression,ridge,Pupil,6,P2,-1.018516685784528
1,arousal_primary_6s,regression,ridge,Pupil,6,P35,-1.0105617947210233
1,arousal_primary_6s,regression,ridge,Pupil,6,P40,-1.0349216469287696
1,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P12,-0.9755955268182044
1,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P19,-1.012728060984932
1,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P2,-1.0211467434606811
1,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P35,-1.0293452488047043
1,arousal_primary_6s,regression,ridge,Eye_Pupil,16,P40,-1.0439388224242632
1,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P12,-0.9997043129918406
1,arousal_primary_6s,regression,ridge,Pupil_no_quality,5,P19,-1.0032013103370354
