variant,participant,loss
drop_eeg_rms_uv,P24,0.0
drop_eeg_rms_uv,P30,-0.001666582068592104
drop_eeg_rms_uv,P43,-0.0030165912518854143
drop_eeg_rms_uv,P48,0.0016920473773264777
drop_eeg_rms_uv,P12,0.0346739282223153
drop_eeg_rms_uv,P19,-0.07754192872117399
drop_eeg_rms_uv,P2,0.0015648772006086054
drop_eeg_rms_uv,P35,0.042592592592592515
drop_eeg_rms_uv,P40,-0.01841753136913321
drop_eeg_rms_uv,P18,-0.01273885350318471
drop_eeg_rms_uv,P27,-0.025987990504119596
drop_eeg_rms_uv,P36,-0.005882352941176505
drop_eeg_rms_uv,P46,-0.0063775510204081565
drop_eeg_rms_uv,P8,-0.0015948963317383158
drop_eeg_rms_uv,P20,-0.010088570433398003
drop_eeg_rms_uv,P3,0.006211180124223614
drop_eeg_rms_uv,P33,0.023529411764705854
drop_eeg_rms_uv,P4,-0.021786492374727684
drop_eeg_rms_uv,P9,-0.0038986354775827903
drop_eeg_rms_uv,P13,-0.0092592592592593
drop_eeg_rms_uv,P21,0.017940521166327605
drop_eeg_rms_uv,P26,-0.005714285714285727
drop_eeg_rms_uv,P34,-0.005767524401064872
drop_eeg_rms_uv,P44,0.0018715346584199932
drop_eeg_std_uv,P22,0.0
drop_eeg_std_uv,P24,0.0
drop_eeg_std_uv,P30,0.0
drop_eeg_std_uv,P43,-0.0015082956259426794
drop_eeg_std_uv,P48,0.0033840947546531774
drop_eeg_std_uv,P12,0.052003910068426196
drop_eeg_std_uv,P19,-0.0796121593291404
drop_eeg_std_uv,P2,0.0016228356154460166
drop_eeg_std_uv,P35,0.055555555555555525
drop_eeg_std_uv,P40,-0.01639778838142847
drop_eeg_std_uv,P18,-0.01910828025477712
drop_eeg_std_uv,P27,-0.03245356793743892
drop_eeg_std_uv,P36,0.007843137254901877
drop_eeg_std_uv,P46,-0.011479591836734637
drop_eeg_std_uv,P8,0.0031897926634769647
drop_eeg_std_uv,P20,-0.00145544111061352
drop_eeg_std_uv,P3,0.0
drop_eeg_std_uv,P33,0.007728471505561274
drop_eeg_std_uv,P4,-0.013071895424836583
drop_eeg_std_uv,P9,0.007831670679967928
drop_eeg_std_uv,P13,-0.012911806834458806
drop_eeg_std_uv,P21,0.0017533662694952934
drop_eeg_std_uv,P26,0.0038095238095237627
drop_eeg_std_uv,P34,0.012244897959183598
drop_eeg_std_uv,P44,-0.016463500070057313
drop_eeg_peak_to_peak_uv,P22,0.0
drop_eeg_peak_to_peak_uv,P24,0.0
drop_eeg_peak_to_peak_uv,P30,0.0
drop_eeg_peak_to_peak_uv,P43,0.0
drop_eeg_peak_to_peak_uv,P48,0.0033840947546531774
drop_eeg_peak_to_peak_uv,P12,0.06064795419634128
drop_eeg_peak_to_peak_uv,P19,-0.004166666666666707
drop_eeg_peak_to_peak_uv,P2,0.0016155908135913055
drop_eeg_peak_to_peak_uv,P35,0.06481481481481483
drop_eeg_peak_to_peak_uv,P40,-0.0020702365623974095
drop_eeg_peak_to_peak_uv,P18,-0.014861995753715496
drop_eeg_peak_to_peak_uv,P27,-0.030261136712749714
drop_eeg_peak_to_peak_uv,P36,0.02941176470588225
drop_eeg_peak_to_peak_uv,P46,-0.015306122448979553
drop_eeg_peak_to_peak_uv,P8,0.019115971747550697
drop_eeg_peak_to_peak_uv,P20,-0.007183908045976906
drop_eeg_peak_to_peak_uv,P3,-0.010351966873705987
drop_eeg_peak_to_peak_uv,P33,0.003852769177846549
drop_eeg_peak_to_peak_uv,P4,-0.010893246187363786
drop_eeg_peak_to_peak_uv,P9,0.011753239307418895
drop_eeg_peak_to_peak_uv,P13,-0.003673010026601198
drop_eeg_peak_to_peak_uv,P21,0.01255448997384484
drop_eeg_peak_to_peak_uv,P26,-0.01142857142857151
drop_eeg_peak_to_peak_uv,P34,0.01188997338065656
drop_eeg_peak_to_peak_uv,P44,-0.003652995456274122
drop_eeg_delta_relative,P22,-0.00193798449612409
drop_eeg_delta_relative,P24,0.0019267822736029339
drop_eeg_delta_relative,P30,-8.459807454841428e-06
drop_eeg_delta_relative,P43,0.0
drop_eeg_delta_relative,P48,0.0
drop_eeg_delta_relative,P12,0.008630079597821472
drop_eeg_delta_relative,P19,-0.0062893081761006275
drop_eeg_delta_relative,P2,-1.4489603709255672e-05
drop_eeg_delta_relative,P35,0.0018518518518518268
drop_eeg_delta_relative,P40,0.004102602943775402
drop_eeg_delta_relative,P18,0.0063694267515923
drop_eeg_delta_relative,P27,-0.017274123725736723
drop_eeg_delta_relative,P36,-0.009885137486947526
drop_eeg_delta_relative,P46,-0.01658163265306123
drop_eeg_delta_relative,P8,0.004769499506341701
drop_eeg_delta_relative,P20,-0.004347663830422399
drop_eeg_delta_relative,P3,0.0082815734989648
drop_eeg_delta_relative,P33,0.003955968352253203
drop_eeg_delta_relative,P4,-0.010893246187363786
drop_eeg_delta_relative,P9,0.005939685815846918
drop_eeg_delta_relative,P13,0.011029261305504412
drop_eeg_delta_relative,P21,-0.007120023249055474
drop_eeg_delta_relative,P26,-0.02285714285714291
drop_eeg_delta_relative,P34,-0.020053238686779107
drop_eeg_delta_relative,P44,-0.0018515182449608814
drop_eeg_theta_relative,P22,-0.00193798449612409
drop_eeg_theta_relative,P24,0.0
drop_eeg_theta_relative,P30,-0.0016835016835017313
drop_eeg_theta_relative,P43,0.0
drop_eeg_theta_relative,P48,0.0
drop_eeg_theta_relative,P12,-0.006507471023600109
drop_eeg_theta_relative,P19,-0.014675052410901501
drop_eeg_theta_relative,P2,0.009331304788813999
drop_eeg_theta_relative,P35,-0.005555555555555591
drop_eeg_theta_relative,P40,0.014327551819031004
drop_eeg_theta_relative,P18,-0.002123142250530785
drop_eeg_theta_relative,P27,-0.004301075268817289
drop_eeg_theta_relative,P36,0.003944773175542371
drop_eeg_theta_relative,P46,0.0
drop_eeg_theta_relative,P8,0.004799878484089082
drop_eeg_theta_relative,P20,0.01292481464895262
drop_eeg_theta_relative,P3,0.006211180124223614
drop_eeg_theta_relative,P33,-0.001937851163857307
drop_eeg_theta_relative,P4,-0.01742919389978209
drop_eeg_theta_relative,P9,0.00986125444329794
drop_eeg_theta_relative,P13,0.007427869858809
drop_eeg_theta_relative,P21,0.0036326649229875274
drop_eeg_theta_relative,P26,-0.02285714285714291
drop_eeg_theta_relative,P34,0.002395740905057675
drop_eeg_theta_relative,P44,0.021988030184751428
drop_eeg_alpha_relative,P22,0.0
drop_eeg_alpha_relative,P24,0.0
drop_eeg_alpha_relative,P30,-8.459807454841428e-06
drop_eeg_alpha_relative,P43,-0.0015082956259426794
drop_eeg_alpha_relative,P48,0.0016920473773264777
drop_eeg_alpha_relative,P12,0.004315039798910791
drop_eeg_alpha_relative,P19,-0.008372641509434009
drop_eeg_alpha_relative,P2,0.0015431427950445276
drop_eeg_alpha_relative,P35,0.0018518518518518268
drop_eeg_alpha_relative,P40,-0.010212325481582407
drop_eeg_alpha_relative,P18,-0.006369426751592411
drop_eeg_alpha_relative,P27,-0.03890518084066469
drop_eeg_alpha_relative,P36,0.003944773175542371
drop_eeg_alpha_relative,P46,-0.022959183673469385
drop_eeg_alpha_relative,P8,-0.017521075415812215
drop_eeg_alpha_relative,P20,0.0
drop_eeg_alpha_relative,P3,0.0020703933747411862
drop_eeg_alpha_relative,P33,-0.00388716890264873
drop_eeg_alpha_relative,P4,-0.006535947712418277
drop_eeg_alpha_relative,P9,-0.0019263845889231912
drop_eeg_alpha_relative,P13,0.003673010026601198
drop_eeg_alpha_relative,P21,-0.003584229390680982
drop_eeg_alpha_relative,P26,0.005714285714285561
drop_eeg_alpha_relative,P34,-0.006787932564330079
drop_eeg_alpha_relative,P44,0.0036630036630035945
drop_eeg_beta_relative,P22,-0.00193798449612409
drop_eeg_beta_relative,P24,0.0019267822736029339
drop_eeg_beta_relative,P30,-8.459807454841428e-06
drop_eeg_beta_relative,P43,-0.0015082956259426794
drop_eeg_beta_relative,P48,0.0
drop_eeg_beta_relative,P12,0.002150537634408589
drop_eeg_beta_relative,P19,-0.002109538784067111
drop_eeg_beta_relative,P2,0.003100775193798533
drop_eeg_beta_relative,P35,-0.0037037037037037646
drop_eeg_beta_relative,P40,0.002057613168724326
drop_eeg_beta_relative,P18,-0.00424628450106157
drop_eeg_beta_relative,P27,0.00223432481496999
drop_eeg_beta_relative,P36,-0.007912750899176313
drop_eeg_beta_relative,P46,-0.012755102040816313
drop_eeg_beta_relative,P8,-0.006387180071390497
drop_eeg_beta_relative,P20,1.2439667612107463e-05
drop_eeg_beta_relative,P3,-0.0020703933747411862
drop_eeg_beta_relative,P33,0.003944501777319087
drop_eeg_beta_relative,P4,-0.002178649237472685
drop_eeg_beta_relative,P9,1.146657493422687e-05
drop_eeg_beta_relative,P13,0.003703703703703709
drop_eeg_beta_relative,P21,0.012564177080306105
drop_eeg_beta_relative,P26,0.00952380952380949
drop_eeg_beta_relative,P34,-0.022759538598047913
drop_eeg_beta_relative,P44,-0.0036229708360855928
drop_eeg_gamma_relative,P22,0.0019267822736031004
drop_eeg_gamma_relative,P24,-0.0019267822736031004
drop_eeg_gamma_relative,P30,0.0
drop_eeg_gamma_relative,P43,-0.004524886877828094
drop_eeg_gamma_relative,P48,0.0033840947546530664
drop_eeg_gamma_relative,P12,0.006493506493506496
drop_eeg_gamma_relative,P19,-0.004192872117400437
drop_eeg_gamma_relative,P2,-0.003129754401217155
drop_eeg_gamma_relative,P35,-0.0018518518518518823
drop_eeg_gamma_relative,P40,-0.0061223459314802
drop_eeg_gamma_relative,P18,-0.00424628450106157
drop_eeg_gamma_relative,P27,0.0064655774333193805
drop_eeg_gamma_relative,P36,1.1602274045674488e-05
drop_eeg_gamma_relative,P46,-0.011479591836734637
drop_eeg_gamma_relative,P8,0.0238854712538924
drop_eeg_gamma_relative,P20,0.002848683883166614
drop_eeg_gamma_relative,P3,-0.00621118012422367
drop_eeg_gamma_relative,P33,0.0019837174635936594
drop_eeg_gamma_relative,P4,-0.01742919389978209
drop_eeg_gamma_relative,P9,2.2933149868231695e-05
drop_eeg_gamma_relative,P13,-0.005555555555555591
drop_eeg_gamma_relative,P21,0.010704252639736511
drop_eeg_gamma_relative,P26,0.00952380952380949
drop_eeg_gamma_relative,P34,0.01938775510204077
drop_eeg_gamma_relative,P44,0.005504513701235003
drop_eeg_line_noise_ratio,P22,0.0
drop_eeg_line_noise_ratio,P24,-0.001926782273603267
drop_eeg_line_noise_ratio,P30,0.0016835016835016758
drop_eeg_line_noise_ratio,P43,-0.0015082956259426794
drop_eeg_line_noise_ratio,P48,0.005076142131979655
drop_eeg_line_noise_ratio,P12,0.0041614299678816025
drop_eeg_line_noise_ratio,P19,0.0
drop_eeg_line_noise_ratio,P2,-0.004759834818517661
drop_eeg_line_noise_ratio,P35,-0.007407407407407474
drop_eeg_line_noise_ratio,P40,-0.010224948875255602
drop_eeg_line_noise_ratio,P18,-0.03821656050955419
drop_eeg_line_noise_ratio,P27,0.07331378299120228
drop_eeg_line_noise_ratio,P36,-0.008063580461770636
drop_eeg_line_noise_ratio,P46,-0.025510204081632626
drop_eeg_line_noise_ratio,P8,0.060355434039644607
drop_eeg_line_noise_ratio,P20,-0.005709807433945391
drop_eeg_line_noise_ratio,P3,-0.010351966873706098
drop_eeg_line_noise_ratio,P33,-0.0038642357527804982
drop_eeg_line_noise_ratio,P4,-0.013071895424836583
drop_eeg_line_noise_ratio,P9,-0.017681458548331475
drop_eeg_line_noise_ratio,P13,-0.0018825455289542825
drop_eeg_line_noise_ratio,P21,-0.02333623946527169
drop_eeg_line_noise_ratio,P26,0.01904761904761898
drop_eeg_line_noise_ratio,P34,0.0010204081632652073
drop_eeg_line_noise_ratio,P44,0.007305990912548299
pca_0.8,P22,0.0331249719944437
pca_0.8,P24,0.050107541336200934
pca_0.8,P30,0.0301422939613894
pca_0.8,P43,0.0301727066432948
pca_0.8,P48,-1.1102230246251565e-16
pca_0.8,P12,0.06256109481915939
pca_0.8,P19,0.03325471698113208
pca_0.8,P2,-0.11970586104470038
pca_0.8,P35,0.07962962962962952
pca_0.8,P40,0.10026761594587091
pca_0.8,P18,0.05944798301486193
pca_0.8,P27,-0.0896941767909511
pca_0.8,P36,-0.05362571063928534
pca_0.8,P46,-0.03316326530612246
pca_0.8,P8,0.10988076251234158
pca_0.8,P20,-0.005653828929691018
pca_0.8,P3,-0.010351966873706098
pca_0.8,P33,0.0801972250888659
pca_0.8,P4,-0.13725490196078427
pca_0.8,P9,0.09700722394220851
pca_0.8,P13,-0.0035297728667894046
pca_0.8,P21,0.05749297684781551
pca_0.8,P26,0.04380952380952369
pca_0.8,P34,0.015039929015084219
pca_0.8,P44,0.054794931844112216
pca_0.9,P22,-0.08086884437872482
pca_0.9,P24,0.0019603889411659026
pca_0.9,P30,-6.767845963823182e-05
pca_0.9,P43,-0.00301659125188547
pca_0.9,P48,-0.0321489001692048
pca_0.9,P12,0.026029884094400157
pca_0.9,P19,0.06685010482180298
pca_0.9,P2,-0.10724480185466917
pca_0.9,P35,0.027777777777777735
pca_0.9,P40,0.07984296498270602
pca_0.9,P18,0.027600849256900206
pca_0.9,P27,-0.09106270074012013
pca_0.9,P36,-0.047418494024829005
pca_0.9,P46,0.01913265306122447
pca_0.9,P8,0.062368041315409795
pca_0.9,P20,-0.03868114643976711
pca_0.9,P3,-0.026915113871635588
pca_0.9,P33,0.08192867790391017
pca_0.9,P4,-0.1111111111111111
pca_0.9,P9,0.06650613461758981
pca_0.9,P13,-0.05328422344996919
pca_0.9,P21,0.05035357938583751
pca_0.9,P26,0.045714285714285596
pca_0.9,P34,-0.00909494232475605
pca_0.9,P44,0.003562921595708479
pca_0.95,P22,-0.042310794461621226
pca_0.95,P24,0.007740735761975037
pca_0.95,P30,-0.011919868703788306
pca_0.95,P43,-0.007541478129713508
pca_0.95,P48,-0.0186125211505922
pca_0.95,P12,0.00025136154168409197
pca_0.95,P19,0.07327044025157231
pca_0.95,P2,-0.0852640730276027
pca_0.95,P35,0.07777777777777772
pca_0.95,P40,0.05930470347648259
pca_0.95,P18,0.02547770700636942
pca_0.95,P27,-0.07381650607457063
pca_0.95,P36,0.04906601693932
pca_0.95,P46,0.09821428571428575
pca_0.95,P8,0.07814992025518347
pca_0.95,P20,-0.0201647011991839
pca_0.95,P3,-0.03933747412008287
pca_0.95,P33,0.037025570462102975
pca_0.95,P4,-0.0631808278867102
pca_0.95,P9,0.0646714826281391
pca_0.95,P13,-0.012737875997544501
pca_0.95,P21,0.017998643805095416
pca_0.95,P26,0.057142857142856995
pca_0.95,P34,-0.015927240461401926
pca_0.95,P44,0.0036229708360855928
pca_full,P22,0.0
pca_full,P24,0.0
pca_full,P30,0.0
pca_full,P43,0.0
pca_full,P48,0.0
pca_full,P12,0.0
pca_full,P19,0.0
pca_full,P2,0.0
pca_full,P35,0.0
pca_full,P40,0.0
pca_full,P18,0.0
pca_full,P27,0.0
pca_full,P36,0.0
pca_full,P46,0.0
pca_full,P8,0.0
pca_full,P20,0.0
pca_full,P3,0.0
pca_full,P33,0.0
pca_full,P4,0.0
pca_full,P9,0.0
pca_full,P13,0.0
pca_full,P21,0.0
pca_full,P26,0.0
pca_full,P34,0.0
pca_full,P44,0.0
