variant,participant,loss
only_eye,P48,0.0033840947546530664
only_eye,P12,0.12094679514034351
only_eye,P19,-0.010691823899371011
only_eye,P2,0.03566615953053681
only_eye,P35,0.11481481481481481
only_eye,P40,0.008243076068570332
only_eye,P18,0.0424628450106157
only_eye,P27,0.06249127216869149
only_eye,P36,-0.04911242603550303
only_eye,P46,0.026785714285714357
only_eye,P8,0.007883344725450103
only_eye,P20,-0.017123202468030008
only_eye,P3,0.0745341614906832
only_eye,P33,0.006031418415319401
only_eye,P4,-0.0958605664488017
only_eye,P9,0.042346061231510246
only_eye,P13,0.040597503580929006
only_eye,P21,-0.0053472827666375955
only_eye,P26,0.005714285714285561
only_eye,P34,0.13997338065661047
only_eye,P44,0.07332012250045039
without_eeg,P22,0.040944123314065495
without_eeg,P24,-0.040473629968185765
without_eeg,P30,0.04507385411908027
without_eeg,P43,-0.006012800130447193
without_eeg,P48,-0.03045685279187821
without_eeg,P12,0.1100963552576456
without_eeg,P19,-0.04829664570230602
without_eeg,P2,0.01231616315293782
without_eeg,P35,0.06666666666666662
without_eeg,P40,0.044989775051124725
without_eeg,P18,0.02335456475583858
without_eeg,P27,0.0819298980589303
without_eeg,P36,-0.0924005105000581
without_eeg,P46,0.07015306122448983
without_eeg,P8,0.030143540669856472
without_eeg,P20,-0.012906155147534404
without_eeg,P3,0.0579710144927536
without_eeg,P33,0.0312693498452013
without_eeg,P4,-0.0893246187363834
without_eeg,P9,0.05250544662309381
without_eeg,P13,-0.012850419480253783
without_eeg,P21,0.0017436791630340287
without_eeg,P26,0.02095238095238089
without_eeg,P34,0.07781721384205853
without_eeg,P44,0.06963710242398768
only_eeg,P22,-0.04924497020208812
only_eeg,P24,0.007751937984496138
only_eeg,P30,-0.03926196639764484
only_eeg,P43,0.06179256179256182
only_eeg,P48,0.0862944162436548
only_eeg,P12,0.054070660522273495
only_eeg,P19,0.006079664570230681
only_eeg,P2,-0.009534159240744688
only_eeg,P35,-0.04444444444444451
only_eeg,P40,-0.024451513544901382
only_eeg,P18,0.014861995753715496
only_eeg,P27,-0.003086161150677391
only_eeg,P36,0.06301195034226709
only_eeg,P46,-0.04591836734693877
only_eeg,P8,0.06061365535049745
only_eeg,P20,-0.0729524307110514
only_eeg,P3,0.0165631469979296
only_eeg,P33,0.019974773535145096
only_eeg,P4,-0.1437908496732026
only_eeg,P9,0.07010663914688692
only_eeg,P13,0.01859013709842433
only_eeg,P21,0.043223869030320716
only_eeg,P26,0.022857142857142798
only_eeg,P34,-0.03158828748890863
only_eeg,P44,-0.018315018315018305
current_keep_smooth,P22,0.0
current_keep_smooth,P24,0.0
current_keep_smooth,P30,0.0
current_keep_smooth,P43,0.0
current_keep_smooth,P48,0.0
