model_id,fold,variant,kind,participant,score
fold4_drop_saccade_mean_ms,4,drop_saccade_mean_ms,variable,P20,0.3179703438324128
fold4_drop_saccade_mean_ms,4,drop_saccade_mean_ms,variable,P3,0.4182194616977226
fold4_drop_saccade_mean_ms,4,drop_saccade_mean_ms,variable,P33,0.4294920307304208
fold4_drop_saccade_mean_ms,4,drop_saccade_mean_ms,variable,P4,0.18082788671023967
fold4_drop_saccade_mean_ms,4,drop_saccade_mean_ms,variable,P9,0.4418873982341475
fold4_drop_eeg_rms_uv,4,drop_eeg_rms_uv,variable,P20,0.31939468577399616
fold4_drop_eeg_rms_uv,4,drop_eeg_rms_uv,variable,P3,0.37888198757763975
fold4_drop_eeg_rms_uv,4,drop_eeg_rms_uv,variable,P33,0.4021327829377365
fold4_drop_eeg_rms_uv,4,drop_eeg_rms_uv,variable,P4,0.17864923747276693
fold4_drop_eeg_rms_uv,4,drop_eeg_rms_uv,variable,P9,0.4457860337117303
fold4_drop_eeg_std_uv,4,drop_eeg_std_uv,variable,P20,0.3107615564512116
fold4_drop_eeg_std_uv,4,drop_eeg_std_uv,variable,P3,0.38509316770186336
fold4_drop_eeg_std_uv,4,drop_eeg_std_uv,variable,P33,0.41793372319688116
fold4_drop_eeg_std_uv,4,drop_eeg_std_uv,variable,P4,0.1699346405228758
fold4_drop_eeg_std_uv,4,drop_eeg_std_uv,variable,P9,0.4340557275541796
fold4_drop_eeg_peak_to_peak_uv,4,drop_eeg_peak_to_peak_uv,variable,P20,0.31649002338657506
fold4_drop_eeg_peak_to_peak_uv,4,drop_eeg_peak_to_peak_uv,variable,P3,0.39544513457556935
fold4_drop_eeg_peak_to_peak_uv,4,drop_eeg_peak_to_peak_uv,variable,P33,0.4218094255245958
fold4_drop_eeg_peak_to_peak_uv,4,drop_eeg_peak_to_peak_uv,variable,P4,0.16775599128540306
fold4_drop_eeg_peak_to_peak_uv,4,drop_eeg_peak_to_peak_uv,variable,P9,0.4301341589267286
fold4_drop_eeg_delta_relative,4,drop_eeg_delta_relative,variable,P20,0.31365377917102055
fold4_drop_eeg_delta_relative,4,drop_eeg_delta_relative,variable,P3,0.3768115942028985
fold4_drop_eeg_delta_relative,4,drop_eeg_delta_relative,variable,P33,0.4217062263501892
fold4_drop_eeg_delta_relative,4,drop_eeg_delta_relative,variable,P4,0.16775599128540306
fold4_drop_eeg_delta_relative,4,drop_eeg_delta_relative,variable,P9,0.4359477124183006
fold4_drop_eeg_theta_relative,4,drop_eeg_theta_relative,variable,P20,0.29638130069164553
fold4_drop_eeg_theta_relative,4,drop_eeg_theta_relative,variable,P3,0.37888198757763975
fold4_drop_eeg_theta_relative,4,drop_eeg_theta_relative,variable,P33,0.4276000458662997
fold4_drop_eeg_theta_relative,4,drop_eeg_theta_relative,variable,P4,0.17429193899782136
fold4_drop_eeg_theta_relative,4,drop_eeg_theta_relative,variable,P9,0.43202614379084964
fold4_drop_eeg_alpha_relative,4,drop_eeg_alpha_relative,variable,P20,0.3093061153405981
fold4_drop_eeg_alpha_relative,4,drop_eeg_alpha_relative,variable,P3,0.3830227743271221
fold4_drop_eeg_alpha_relative,4,drop_eeg_alpha_relative,variable,P33,0.42954936360509116
fold4_drop_eeg_alpha_relative,4,drop_eeg_alpha_relative,variable,P4,0.16339869281045752
fold4_drop_eeg_alpha_relative,4,drop_eeg_alpha_relative,variable,P9,0.44381378282307077
fold4_drop_eeg_beta_relative,4,drop_eeg_beta_relative,variable,P20,0.309293675672986
fold4_drop_eeg_beta_relative,4,drop_eeg_beta_relative,variable,P3,0.3871635610766045
fold4_drop_eeg_beta_relative,4,drop_eeg_beta_relative,variable,P33,0.42171769292512334
fold4_drop_eeg_beta_relative,4,drop_eeg_beta_relative,variable,P4,0.15904139433551198
fold4_drop_eeg_beta_relative,4,drop_eeg_beta_relative,variable,P9,0.44187593165921335
fold4_drop_eeg_gamma_relative,4,drop_eeg_gamma_relative,variable,P20,0.3064574314574315
fold4_drop_eeg_gamma_relative,4,drop_eeg_gamma_relative,variable,P3,0.391304347826087
fold4_drop_eeg_gamma_relative,4,drop_eeg_gamma_relative,variable,P33,0.4236784772388487
fold4_drop_eeg_gamma_relative,4,drop_eeg_gamma_relative,variable,P4,0.17429193899782136
fold4_drop_eeg_gamma_relative,4,drop_eeg_gamma_relative,variable,P9,0.44186446508427935
fold4_drop_eeg_line_noise_ratio,4,drop_eeg_line_noise_ratio,variable,P20,0.3150159227745435
fold4_drop_eeg_line_noise_ratio,4,drop_eeg_line_noise_ratio,variable,P3,0.3954451345755694
fold4_drop_eeg_line_noise_ratio,4,drop_eeg_line_noise_ratio,variable,P33,0.42952643045522293
fold4_drop_eeg_line_noise_ratio,4,drop_eeg_line_noise_ratio,variable,P4,0.1699346405228758
fold4_drop_eeg_line_noise_ratio,4,drop_eeg_line_noise_ratio,variable,P9,0.459568856782479
fold4_pca_0.8,4,pca_0.8,pca,P20,0.3149599442702891
fold4_pca_0.8,4,pca_0.8,pca,P3,0.3954451345755694
fold4_pca_0.8,4,pca_0.8,pca,P33,0.3454649696135765
fold4_pca_0.8,4,pca_0.8,pca,P4,0.29411764705882354
fold4_pca_0.8,4,pca_0.8,pca,P9,0.344880174291939
fold4_pca_0.9,4,pca_0.9,pca,P20,0.3479872617803652
fold4_pca_0.9,4,pca_0.9,pca,P3,0.41200828157349895
fold4_pca_0.9,4,pca_0.9,pca,P33,0.34373351679853226
fold4_pca_0.9,4,pca_0.9,pca,P4,0.2679738562091503
fold4_pca_0.9,4,pca_0.9,pca,P9,0.3753812636165577
fold4_pca_0.95,4,pca_0.95,pca,P20,0.32947081653978205
fold4_pca_0.95,4,pca_0.95,pca,P3,0.4244306418219462
fold4_pca_0.95,4,pca_0.95,pca,P33,0.3886366242403394
fold4_pca_0.95,4,pca_0.95,pca,P4,0.22004357298474944
fold4_pca_0.95,4,pca_0.95,pca,P9,0.3772159156060084
fold4_pca_full,4,pca_full,pca,P20,0.3093061153405981
fold4_pca_full,4,pca_full,pca,P3,0.38509316770186336
fold4_pca_full,4,pca_full,pca,P33,0.4256621947024424
fold4_pca_full,4,pca_full,pca,P4,0.1568627450980392
fold4_pca_full,4,pca_full,pca,P9,0.4418873982341475
fold5_reference,5,reference,reference,P13,0.34288929813791696
fold5_reference,5,reference,reference,P21,0.3300881526687978
fold5_reference,5,reference,reference,P26,0.42476190476190473
fold5_reference,5,reference,reference,P34,0.5187222715173025
fold5_reference,5,reference,reference,P44,0.40275025520927166
fold5_without_pupil,5,without_pupil,modality,P13,0.32628401882545527
fold5_without_pupil,5,without_pupil,modality,P21,0.3336820691659401
fold5_without_pupil,5,without_pupil,modality,P26,0.41333333333333333
fold5_without_pupil,5,without_pupil,modality,P34,0.5197426796805679
fold5_without_pupil,5,without_pupil,modality,P44,0.3917712524269901
fold5_only_pupil,5,only_pupil,unimodal,P13,0.351903007980356
fold5_only_pupil,5,only_pupil,unimodal,P21,0.3066356679259905
fold5_only_pupil,5,only_pupil,unimodal,P26,0.41904761904761906
fold5_only_pupil,5,only_pupil,unimodal,P34,0.5251109139307897
fold5_only_pupil,5,only_pupil,unimodal,P44,0.3643087331611922
fold5_without_eye,5,without_eye,modality,P13,0.35750971966441575
fold5_without_eye,5,without_eye,modality,P21,0.295931415286254
fold5_without_eye,5,without_eye,modality,P26,0.4266666666666667
fold5_without_eye,5,without_eye,modality,P34,0.5322981366459627
fold5_without_eye,5,without_eye,modality,P44,0.4155507516163253
fold5_only_eye,5,only_eye,unimodal,P13,0.3022917945569879
fold5_only_eye,5,only_eye,unimodal,P21,0.3354354354354354
fold5_only_eye,5,only_eye,unimodal,P26,0.4190476190476191
fold5_only_eye,5,only_eye,unimodal,P34,0.3787488908606921
fold5_only_eye,5,only_eye,unimodal,P44,0.32943013270882127
fold5_without_eeg,5,without_eeg,modality,P13,0.3557397176181707
fold5_without_eeg,5,without_eeg,modality,P21,0.32834447350576385
fold5_without_eeg,5,without_eeg,modality,P26,0.40380952380952384
fold5_without_eeg,5,without_eeg,modality,P34,0.440905057675244
fold5_without_eeg,5,without_eeg,modality,P44,0.3331131527852839
fold5_only_eeg,5,only_eeg,unimodal,P13,0.3242991610394926
fold5_only_eeg,5,only_eeg,unimodal,P21,0.28686428363847716
fold5_only_eeg,5,only_eeg,unimodal,P26,0.40190476190476193
fold5_only_eeg,5,only_eeg,unimodal,P34,0.5503105590062112
fold5_only_eeg,5,only_eeg,unimodal,P44,0.4210652735242899
fold5_current_keep_smooth,5,current_keep_smooth,temporal,P13,0.3226110087988541
fold5_current_keep_smooth,5,current_keep_smooth,temporal,P21,0.3032742419839194
fold5_current_keep_smooth,5,current_keep_smooth,temporal,P26,0.39999999999999997
fold5_current_keep_smooth,5,current_keep_smooth,temporal,P34,0.5078083407275954
fold5_current_keep_smooth,5,current_keep_smooth,temporal,P44,0.38447526972117135
fold5_no_smooth,5,no_smooth,temporal,P13,0.34288929813791696
fold5_no_smooth,5,no_smooth,temporal,P21,0.3300881526687978
fold5_no_smooth,5,no_smooth,temporal,P26,0.42476190476190473
fold5_no_smooth,5,no_smooth,temporal,P34,0.5187222715173025
fold5_no_smooth,5,no_smooth,temporal,P44,0.40275025520927166
fold5_current_no_smooth,5,current_no_smooth,temporal,P13,0.3226110087988541
fold5_current_no_smooth,5,current_no_smooth,temporal,P21,0.3032742419839194
fold5_current_no_smooth,5,current_no_smooth,temporal,P26,0.39999999999999997
fold5_current_no_smooth,5,current_no_smooth,temporal,P34,0.5078083407275954
fold5_current_no_smooth,5,current_no_smooth,temporal,P44,0.38447526972117135
fold5_drop_pupil_mean_z,5,drop_pupil_mean_z,variable,P13,0.333670963781461
fold5_drop_pupil_mean_z,5,drop_pupil_mean_z,variable,P21,0.3533953308146856
fold5_drop_pupil_mean_z,5,drop_pupil_mean_z,variable,P26,0.4171428571428571
fold5_drop_pupil_mean_z,5,drop_pupil_mean_z,variable,P34,0.5166814551907719
fold5_drop_pupil_mean_z,5,drop_pupil_mean_z,variable,P44,0.3954142396765348
fold5_drop_pupil_std_z,5,drop_pupil_std_z,variable,P13,0.33730304890525886
fold5_drop_pupil_std_z,5,drop_pupil_std_z,variable,P21,0.3301075268817204
fold5_drop_pupil_std_z,5,drop_pupil_std_z,variable,P26,0.41904761904761906
fold5_drop_pupil_std_z,5,drop_pupil_std_z,variable,P34,0.5228039041703638
fold5_drop_pupil_std_z,5,drop_pupil_std_z,variable,P44,0.3936127624652215
fold5_drop_pupil_min_z,5,drop_pupil_min_z,variable,P13,0.3465623081645181
fold5_drop_pupil_min_z,5,drop_pupil_min_z,variable,P21,0.3337305046982466
fold5_drop_pupil_min_z,5,drop_pupil_min_z,variable,P26,0.4228571428571429
fold5_drop_pupil_min_z,5,drop_pupil_min_z,variable,P34,0.5275510204081633
fold5_drop_pupil_min_z,5,drop_pupil_min_z,variable,P44,0.3954242478832642
fold5_drop_pupil_max_z,5,drop_pupil_max_z,variable,P13,0.33182934315531004
fold5_drop_pupil_max_z,5,drop_pupil_max_z,variable,P21,0.3318996415770609
fold5_drop_pupil_max_z,5,drop_pupil_max_z,variable,P26,0.4285714285714286
fold5_drop_pupil_max_z,5,drop_pupil_max_z,variable,P34,0.5156610470275067
fold5_drop_pupil_max_z,5,drop_pupil_max_z,variable,P44,0.3917712524269901
fold5_drop_pupil_slope_z_s,5,drop_pupil_slope_z_s,variable,P13,0.3428790669122161
fold5_drop_pupil_slope_z_s,5,drop_pupil_slope_z_s,variable,P21,0.3265136103845781
fold5_drop_pupil_slope_z_s,5,drop_pupil_slope_z_s,variable,P26,0.42857142857142855
fold5_drop_pupil_slope_z_s,5,drop_pupil_slope_z_s,variable,P34,0.5295918367346939
fold5_drop_pupil_slope_z_s,5,drop_pupil_slope_z_s,variable,P44,0.4045817570407735
fold5_drop_gaze_dispersion_x_px,5,drop_gaze_dispersion_x_px,variable,P13,0.3243912420708001
fold5_drop_gaze_dispersion_x_px,5,drop_gaze_dispersion_x_px,variable,P21,0.319277341857987
fold5_drop_gaze_dispersion_x_px,5,drop_gaze_dispersion_x_px,variable,P26,0.4209523809523809
fold5_drop_gaze_dispersion_x_px,5,drop_gaze_dispersion_x_px,variable,P34,0.5228039041703638
fold5_drop_gaze_dispersion_x_px,5,drop_gaze_dispersion_x_px,variable,P44,0.399107267959727
fold5_drop_gaze_dispersion_y_px,5,drop_gaze_dispersion_y_px,variable,P13,0.3318498056067117
fold5_drop_gaze_dispersion_y_px,5,drop_gaze_dispersion_y_px,variable,P21,0.3157415479996125
fold5_drop_gaze_dispersion_y_px,5,drop_gaze_dispersion_y_px,variable,P26,0.42095238095238097
fold5_drop_gaze_dispersion_y_px,5,drop_gaze_dispersion_y_px,variable,P34,0.5187222715173025
fold5_drop_gaze_dispersion_y_px,5,drop_gaze_dispersion_y_px,variable,P44,0.41556075982305485
fold5_drop_gaze_dispersion_2d_px,5,drop_gaze_dispersion_2d_px,variable,P13,0.33916513198281156
fold5_drop_gaze_dispersion_2d_px,5,drop_gaze_dispersion_2d_px,variable,P21,0.31929671607090965
fold5_drop_gaze_dispersion_2d_px,5,drop_gaze_dispersion_2d_px,variable,P26,0.4152380952380952
fold5_drop_gaze_dispersion_2d_px,5,drop_gaze_dispersion_2d_px,variable,P34,0.5156610470275067
fold5_drop_gaze_dispersion_2d_px,5,drop_gaze_dispersion_2d_px,variable,P44,0.4064332752857343
fold5_drop_gaze_path_length_px,5,drop_gaze_path_length_px,variable,P13,0.33183957438101086
fold5_drop_gaze_path_length_px,5,drop_gaze_path_length_px,variable,P21,0.30859246343117314
fold5_drop_gaze_path_length_px,5,drop_gaze_path_length_px,variable,P26,0.44
fold5_drop_gaze_path_length_px,5,drop_gaze_path_length_px,variable,P34,0.5095385980479148
fold5_drop_gaze_path_length_px,5,drop_gaze_path_length_px,variable,P44,0.404591765247503
fold5_drop_fixation_count,5,drop_fixation_count,variable,P13,0.352158788622877
fold5_drop_fixation_count,5,drop_fixation_count,variable,P21,0.33009783977525914
fold5_drop_fixation_count,5,drop_fixation_count,variable,P26,0.4266666666666667
fold5_drop_fixation_count,5,drop_fixation_count,variable,P34,0.5322981366459627
fold5_drop_fixation_count,5,drop_fixation_count,variable,P44,0.40088872875758125
fold5_drop_fixation_total_ms,5,drop_fixation_total_ms,variable,P13,0.3391753632085124
fold5_drop_fixation_total_ms,5,drop_fixation_total_ms,variable,P21,0.3319287028964448
fold5_drop_fixation_total_ms,5,drop_fixation_total_ms,variable,P26,0.41904761904761906
fold5_drop_fixation_total_ms,5,drop_fixation_total_ms,variable,P34,0.5224489795918368
fold5_drop_fixation_total_ms,5,drop_fixation_total_ms,variable,P44,0.41007626253527896
fold5_drop_fixation_mean_ms,5,drop_fixation_mean_ms,variable,P13,0.35397994679762634
fold5_drop_fixation_mean_ms,5,drop_fixation_mean_ms,variable,P21,0.34086990216022467
fold5_drop_fixation_mean_ms,5,drop_fixation_mean_ms,variable,P26,0.4057142857142857
fold5_drop_fixation_mean_ms,5,drop_fixation_mean_ms,variable,P34,0.5357142857142857
fold5_drop_fixation_mean_ms,5,drop_fixation_mean_ms,variable,P44,0.41188774795332167
fold5_drop_fixation_median_ms,5,drop_fixation_median_ms,variable,P13,0.35946388377327604
fold5_drop_fixation_median_ms,5,drop_fixation_median_ms,variable,P21,0.3121379443960089
fold5_drop_fixation_median_ms,5,drop_fixation_median_ms,variable,P26,0.42476190476190473
fold5_drop_fixation_median_ms,5,drop_fixation_median_ms,variable,P34,0.5187222715173025
fold5_drop_fixation_median_ms,5,drop_fixation_median_ms,variable,P44,0.39544426429672336
fold5_drop_saccade_count,5,drop_saccade_count,variable,P13,0.34286883568651527
fold5_drop_saccade_count,5,drop_saccade_count,variable,P21,0.321117892085634
fold5_drop_saccade_count,5,drop_saccade_count,variable,P26,0.4266666666666667
fold5_drop_saccade_count,5,drop_saccade_count,variable,P34,0.5047914818101154
fold5_drop_saccade_count,5,drop_saccade_count,variable,P44,0.3880982405572569
fold5_drop_saccade_mean_ms,5,drop_saccade_mean_ms,variable,P13,0.34841416001636993
fold5_drop_saccade_mean_ms,5,drop_saccade_mean_ms,variable,P21,0.33009783977525914
fold5_drop_saccade_mean_ms,5,drop_saccade_mean_ms,variable,P26,0.4228571428571428
fold5_drop_saccade_mean_ms,5,drop_saccade_mean_ms,variable,P34,0.5109139307897071
fold5_drop_saccade_mean_ms,5,drop_saccade_mean_ms,variable,P44,0.4045517324205848
fold5_drop_eeg_rms_uv,5,drop_eeg_rms_uv,variable,P13,0.35214855739717627
fold5_drop_eeg_rms_uv,5,drop_eeg_rms_uv,variable,P21,0.3121476315024702
fold5_drop_eeg_rms_uv,5,drop_eeg_rms_uv,variable,P26,0.43047619047619046
fold5_drop_eeg_rms_uv,5,drop_eeg_rms_uv,variable,P34,0.5244897959183674
fold5_drop_eeg_rms_uv,5,drop_eeg_rms_uv,variable,P44,0.40087872055085166
fold5_drop_eeg_std_uv,5,drop_eeg_std_uv,variable,P13,0.3558011049723757
fold5_drop_eeg_std_uv,5,drop_eeg_std_uv,variable,P21,0.3283347863993025
fold5_drop_eeg_std_uv,5,drop_eeg_std_uv,variable,P26,0.42095238095238097
fold5_drop_eeg_std_uv,5,drop_eeg_std_uv,variable,P34,0.506477373558119
fold5_drop_eeg_std_uv,5,drop_eeg_std_uv,variable,P44,0.41921375527932897
fold5_drop_eeg_peak_to_peak_uv,5,drop_eeg_peak_to_peak_uv,variable,P13,0.3465623081645181
fold5_drop_eeg_peak_to_peak_uv,5,drop_eeg_peak_to_peak_uv,variable,P21,0.31753366269495303
fold5_drop_eeg_peak_to_peak_uv,5,drop_eeg_peak_to_peak_uv,variable,P26,0.4361904761904762
fold5_drop_eeg_peak_to_peak_uv,5,drop_eeg_peak_to_peak_uv,variable,P34,0.506832298136646
fold5_drop_eeg_peak_to_peak_uv,5,drop_eeg_peak_to_peak_uv,variable,P44,0.4064032506655457
fold5_drop_eeg_delta_relative,5,drop_eeg_delta_relative,variable,P13,0.3318600368324125
fold5_drop_eeg_delta_relative,5,drop_eeg_delta_relative,variable,P21,0.33720817591785335
fold5_drop_eeg_delta_relative,5,drop_eeg_delta_relative,variable,P26,0.44761904761904764
fold5_drop_eeg_delta_relative,5,drop_eeg_delta_relative,variable,P34,0.5387755102040817
fold5_drop_eeg_delta_relative,5,drop_eeg_delta_relative,variable,P44,0.4046017734542325
fold5_drop_eeg_theta_relative,5,drop_eeg_theta_relative,variable,P13,0.3354614282791079
fold5_drop_eeg_theta_relative,5,drop_eeg_theta_relative,variable,P21,0.3264554877458103
fold5_drop_eeg_theta_relative,5,drop_eeg_theta_relative,variable,P26,0.44761904761904764
fold5_drop_eeg_theta_relative,5,drop_eeg_theta_relative,variable,P34,0.5163265306122449
fold5_drop_eeg_theta_relative,5,drop_eeg_theta_relative,variable,P44,0.3807622250245202
fold5_drop_eeg_alpha_relative,5,drop_eeg_alpha_relative,variable,P13,0.3392162881113157
fold5_drop_eeg_alpha_relative,5,drop_eeg_alpha_relative,variable,P21,0.33367238205947886
fold5_drop_eeg_alpha_relative,5,drop_eeg_alpha_relative,variable,P26,0.4190476190476191
fold5_drop_eeg_alpha_relative,5,drop_eeg_alpha_relative,variable,P34,0.5255102040816326
fold5_drop_eeg_alpha_relative,5,drop_eeg_alpha_relative,variable,P44,0.399087251546268
fold5_drop_eeg_beta_relative,5,drop_eeg_beta_relative,variable,P13,0.33918559443421326
fold5_drop_eeg_beta_relative,5,drop_eeg_beta_relative,variable,P21,0.3175239755884917
fold5_drop_eeg_beta_relative,5,drop_eeg_beta_relative,variable,P26,0.41523809523809524
fold5_drop_eeg_beta_relative,5,drop_eeg_beta_relative,variable,P34,0.5414818101153505
fold5_drop_eeg_beta_relative,5,drop_eeg_beta_relative,variable,P44,0.4063732260453572
fold5_drop_eeg_gamma_relative,5,drop_eeg_gamma_relative,variable,P13,0.3484448536934725
fold5_drop_eeg_gamma_relative,5,drop_eeg_gamma_relative,variable,P21,0.3193839000290613
fold5_drop_eeg_gamma_relative,5,drop_eeg_gamma_relative,variable,P26,0.41523809523809524
fold5_drop_eeg_gamma_relative,5,drop_eeg_gamma_relative,variable,P34,0.4993345164152618
fold5_drop_eeg_gamma_relative,5,drop_eeg_gamma_relative,variable,P44,0.3972457415080366
fold5_drop_eeg_line_noise_ratio,5,drop_eeg_line_noise_ratio,variable,P13,0.34477184366687125
fold5_drop_eeg_line_noise_ratio,5,drop_eeg_line_noise_ratio,variable,P21,0.35342439213406956
fold5_drop_eeg_line_noise_ratio,5,drop_eeg_line_noise_ratio,variable,P26,0.4057142857142857
fold5_drop_eeg_line_noise_ratio,5,drop_eeg_line_noise_ratio,variable,P34,0.5177018633540373
fold5_drop_eeg_line_noise_ratio,5,drop_eeg_line_noise_ratio,variable,P44,0.39544426429672336
fold5_pca_0.8,5,pca_0.8,pca,P13,0.34641907100470637
fold5_pca_0.8,5,pca_0.8,pca,P21,0.2725951758209823
fold5_pca_0.8,5,pca_0.8,pca,P26,0.380952380952381
fold5_pca_0.8,5,pca_0.8,pca,P34,0.5036823425022183
fold5_pca_0.8,5,pca_0.8,pca,P44,0.3479553233651594
fold5_pca_0.9,5,pca_0.9,pca,P13,0.39617352158788616
fold5_pca_0.9,5,pca_0.9,pca,P21,0.27973457328296036
fold5_pca_0.9,5,pca_0.9,pca,P26,0.3790476190476191
fold5_pca_0.9,5,pca_0.9,pca,P34,0.5278172138420586
fold5_pca_0.9,5,pca_0.9,pca,P44,0.3991873336135631
fold5_pca_0.95,5,pca_0.95,pca,P13,0.35562717413546147
fold5_pca_0.95,5,pca_0.95,pca,P21,0.3120895088637024
fold5_pca_0.95,5,pca_0.95,pca,P26,0.3676190476190477
fold5_pca_0.95,5,pca_0.95,pca,P34,0.5346495119787045
fold5_pca_0.95,5,pca_0.95,pca,P44,0.39912728437318606
fold5_pca_full,5,pca_full,pca,P13,0.34288929813791696
fold5_pca_full,5,pca_full,pca,P21,0.3300881526687978
fold5_pca_full,5,pca_full,pca,P26,0.42476190476190473
fold5_pca_full,5,pca_full,pca,P34,0.5187222715173025
fold5_pca_full,5,pca_full,pca,P44,0.40275025520927166
