model_id,fold,variant,kind,participant,score
fold1_reference,1,reference,reference,P22,0.28216158085764215
fold1_reference,1,reference,reference,P24,0.45861899000761747
fold1_reference,1,reference,reference,P30,0.31255604622438793
fold1_reference,1,reference,reference,P43,0.40719226013343657
fold1_reference,1,reference,reference,P48,0.36209813874788493
fold1_without_pupil,1,without_pupil,modality,P22,0.3319442577407357
fold1_without_pupil,1,without_pupil,modality,P24,0.47215127481292285
fold1_without_pupil,1,without_pupil,modality,P30,0.35459282946720133
fold1_without_pupil,1,without_pupil,modality,P43,0.39668174962292607
fold1_without_pupil,1,without_pupil,modality,P48,0.33502538071065985
fold1_only_pupil,1,only_pupil,unimodal,P22,0.304454003674329
fold1_only_pupil,1,only_pupil,unimodal,P24,0.421998924586638
fold1_only_pupil,1,only_pupil,unimodal,P30,0.27419927922440485
fold1_only_pupil,1,only_pupil,unimodal,P43,0.3740369328604623
fold1_only_pupil,1,only_pupil,unimodal,P48,0.3079526226734349
fold1_without_eye,1,without_eye,modality,P22,0.337724604561545
fold1_without_eye,1,without_eye,modality,P24,0.4393175606040238
fold1_without_eye,1,without_eye,modality,P30,0.2925063025565538
fold1_without_eye,1,without_eye,modality,P43,0.36494639435815907
fold1_without_eye,1,without_eye,modality,P48,0.31133671742808805
fold1_only_eye,1,only_eye,unimodal,P22,0.25268853340502756
fold1_only_eye,1,only_eye,unimodal,P24,0.49137428865886995
fold1_only_eye,1,only_eye,unimodal,P30,0.26090892171294183
fold1_only_eye,1,only_eye,unimodal,P43,0.3891334773687714
fold1_only_eye,1,only_eye,unimodal,P48,0.35871404399323187
fold1_without_eeg,1,without_eeg,modality,P22,0.24121745754357662
fold1_without_eeg,1,without_eeg,modality,P24,0.49909261997580323
fold1_without_eeg,1,without_eeg,modality,P30,0.26748219210530766
fold1_without_eeg,1,without_eeg,modality,P43,0.41320506026388376
fold1_without_eeg,1,without_eeg,modality,P48,0.3925549915397631
fold1_only_eeg,1,only_eeg,unimodal,P22,0.33140655105973027
fold1_only_eeg,1,only_eeg,unimodal,P24,0.45086705202312133
fold1_only_eeg,1,only_eeg,unimodal,P30,0.3518180126220327
fold1_only_eeg,1,only_eeg,unimodal,P43,0.34539969834087475
fold1_only_eeg,1,only_eeg,unimodal,P48,0.2758037225042301
fold1_current_keep_smooth,1,current_keep_smooth,temporal,P22,0.28216158085764215
fold1_current_keep_smooth,1,current_keep_smooth,temporal,P24,0.45861899000761747
fold1_current_keep_smooth,1,current_keep_smooth,temporal,P30,0.31255604622438793
fold1_current_keep_smooth,1,current_keep_smooth,temporal,P43,0.40719226013343657
fold1_current_keep_smooth,1,current_keep_smooth,temporal,P48,0.36209813874788493
fold1_no_smooth,1,no_smooth,temporal,P22,0.26464130483487924
fold1_no_smooth,1,no_smooth,temporal,P24,0.3873168436617825
fold1_no_smooth,1,no_smooth,temporal,P30,0.3193577314180329
fold1_no_smooth,1,no_smooth,temporal,P43,0.38756403462285816
fold1_no_smooth,1,no_smooth,temporal,P48,0.3468697123519459
fold1_current_no_smooth,1,current_no_smooth,temporal,P22,0.26464130483487924
fold1_current_no_smooth,1,current_no_smooth,temporal,P24,0.3873168436617825
fold1_current_no_smooth,1,current_no_smooth,temporal,P30,0.3193577314180329
fold1_current_no_smooth,1,current_no_smooth,temporal,P43,0.38756403462285816
fold1_current_no_smooth,1,current_no_smooth,temporal,P48,0.3468697123519459
fold1_drop_pupil_mean_z,1,drop_pupil_mean_z,variable,P22,0.29569386566294753
fold1_drop_pupil_mean_z,1,drop_pupil_mean_z,variable,P24,0.4720952637003181
fold1_drop_pupil_mean_z,1,drop_pupil_mean_z,variable,P30,0.314264927330254
fold1_drop_pupil_mean_z,1,drop_pupil_mean_z,variable,P43,0.4087073498838205
fold1_drop_pupil_mean_z,1,drop_pupil_mean_z,variable,P48,0.3468697123519459
fold1_drop_pupil_std_z,1,drop_pupil_std_z,variable,P22,0.2879419276784514
fold1_drop_pupil_std_z,1,drop_pupil_std_z,variable,P24,0.47404445041896315
fold1_drop_pupil_std_z,1,drop_pupil_std_z,variable,P30,0.3192731333434851
fold1_drop_pupil_std_z,1,drop_pupil_std_z,variable,P43,0.39964398787928196
fold1_drop_pupil_std_z,1,drop_pupil_std_z,variable,P48,0.3604060913705584
fold1_drop_pupil_min_z,1,drop_pupil_min_z,variable,P22,0.2975534346014249
fold1_drop_pupil_min_z,1,drop_pupil_min_z,variable,P24,0.47019088587175695
fold1_drop_pupil_min_z,1,drop_pupil_min_z,variable,P30,0.31254758641693314
fold1_drop_pupil_min_z,1,drop_pupil_min_z,variable,P43,0.38004973299090944
fold1_drop_pupil_min_z,1,drop_pupil_min_z,variable,P48,0.3637901861252115
fold1_drop_pupil_max_z,1,drop_pupil_max_z,variable,P22,0.2821391764126003
fold1_drop_pupil_max_z,1,drop_pupil_max_z,variable,P24,0.45861899000761747
fold1_drop_pupil_max_z,1,drop_pupil_max_z,variable,P30,0.31591458978393655
fold1_drop_pupil_max_z,1,drop_pupil_max_z,variable,P43,0.40869376163493815
fold1_drop_pupil_max_z,1,drop_pupil_max_z,variable,P48,0.350253807106599
fold1_drop_pupil_slope_z_s,1,drop_pupil_slope_z_s,variable,P22,0.28023479858403905
fold1_drop_pupil_slope_z_s,1,drop_pupil_slope_z_s,variable,P24,0.4663373213245508
fold1_drop_pupil_slope_z_s,1,drop_pupil_slope_z_s,variable,P30,0.3192815931509399
fold1_drop_pupil_slope_z_s,1,drop_pupil_slope_z_s,variable,P43,0.4162420338890927
fold1_drop_pupil_slope_z_s,1,drop_pupil_slope_z_s,variable,P48,0.3570219966159052
fold1_drop_gaze_dispersion_x_px,1,drop_gaze_dispersion_x_px,variable,P22,0.31879284850114264
fold1_drop_gaze_dispersion_x_px,1,drop_gaze_dispersion_x_px,variable,P24,0.4316440381771744
fold1_drop_gaze_dispersion_x_px,1,drop_gaze_dispersion_x_px,variable,P30,0.3361335296008663
fold1_drop_gaze_dispersion_x_px,1,drop_gaze_dispersion_x_px,variable,P43,0.4192722133898605
fold1_drop_gaze_dispersion_x_px,1,drop_gaze_dispersion_x_px,variable,P48,0.3637901861252115
fold1_drop_gaze_dispersion_y_px,1,drop_gaze_dispersion_y_px,variable,P22,0.29373347672178163
fold1_drop_gaze_dispersion_y_px,1,drop_gaze_dispersion_y_px,variable,P24,0.44320473181879283
fold1_drop_gaze_dispersion_y_px,1,drop_gaze_dispersion_y_px,variable,P30,0.3243320982014449
fold1_drop_gaze_dispersion_y_px,1,drop_gaze_dispersion_y_px,variable,P43,0.4177503295150354
fold1_drop_gaze_dispersion_y_px,1,drop_gaze_dispersion_y_px,variable,P48,0.3637901861252115
fold1_drop_gaze_dispersion_2d_px,1,drop_gaze_dispersion_2d_px,variable,P22,0.29949141909754895
fold1_drop_gaze_dispersion_2d_px,1,drop_gaze_dispersion_2d_px,variable,P24,0.4374243849979836
fold1_drop_gaze_dispersion_2d_px,1,drop_gaze_dispersion_2d_px,variable,P30,0.32772448099081264
fold1_drop_gaze_dispersion_2d_px,1,drop_gaze_dispersion_2d_px,variable,P43,0.4177571236394766
fold1_drop_gaze_dispersion_2d_px,1,drop_gaze_dispersion_2d_px,variable,P48,0.3654822335025381
fold1_drop_gaze_path_length_px,1,drop_gaze_path_length_px,variable,P22,0.26468611372496303
fold1_drop_gaze_path_length_px,1,drop_gaze_path_length_px,variable,P24,0.4624837567773447
fold1_drop_gaze_path_length_px,1,drop_gaze_path_length_px,variable,P30,0.3109317631930697
fold1_drop_gaze_path_length_px,1,drop_gaze_path_length_px,variable,P43,0.4237563355210414
fold1_drop_gaze_path_length_px,1,drop_gaze_path_length_px,variable,P48,0.35871404399323176
fold1_drop_fixation_count,1,drop_fixation_count,variable,P22,0.3303423399202402
fold1_drop_fixation_count,1,drop_fixation_count,variable,P24,0.4682753058206748
fold1_drop_fixation_count,1,drop_fixation_count,variable,P30,0.30242965670101346
fold1_drop_fixation_count,1,drop_fixation_count,variable,P43,0.4026605791311673
fold1_drop_fixation_count,1,drop_fixation_count,variable,P48,0.35871404399323187
fold1_drop_fixation_total_ms,1,drop_fixation_total_ms,variable,P22,0.2685172738271273
fold1_drop_fixation_total_ms,1,drop_fixation_total_ms,variable,P24,0.4624501501097818
fold1_drop_fixation_total_ms,1,drop_fixation_total_ms,variable,P30,0.30754784021115683
fold1_drop_fixation_total_ms,1,drop_fixation_total_ms,variable,P43,0.40719226013343657
fold1_drop_fixation_total_ms,1,drop_fixation_total_ms,variable,P48,0.3604060913705584
fold1_drop_fixation_mean_ms,1,drop_fixation_mean_ms,variable,P22,0.2879419276784514
fold1_drop_fixation_mean_ms,1,drop_fixation_mean_ms,variable,P24,0.46439933682842677
fold1_drop_fixation_mean_ms,1,drop_fixation_mean_ms,variable,P30,0.3125645060318427
fold1_drop_fixation_mean_ms,1,drop_fixation_mean_ms,variable,P43,0.4056907586319351
fold1_drop_fixation_mean_ms,1,drop_fixation_mean_ms,variable,P48,0.3570219966159052
fold1_drop_fixation_median_ms,1,drop_fixation_median_ms,variable,P22,0.2918066944481785
fold1_drop_fixation_median_ms,1,drop_fixation_median_ms,variable,P24,0.46054577228122057
fold1_drop_fixation_median_ms,1,drop_fixation_median_ms,variable,P30,0.31759809146743817
fold1_drop_fixation_median_ms,1,drop_fixation_median_ms,variable,P43,0.4056907586319351
fold1_drop_fixation_median_ms,1,drop_fixation_median_ms,variable,P48,0.3553299492385787
fold1_drop_saccade_count,1,drop_saccade_count,variable,P22,0.2840995653537662
fold1_drop_saccade_count,1,drop_saccade_count,variable,P24,0.4605569745037415
fold1_drop_saccade_count,1,drop_saccade_count,variable,P30,0.3142480077153444
fold1_drop_saccade_count,1,drop_saccade_count,variable,P43,0.41171035288682356
fold1_drop_saccade_count,1,drop_saccade_count,variable,P48,0.3637901861252115
fold1_drop_saccade_mean_ms,1,drop_saccade_mean_ms,variable,P22,0.28993592328718015
fold1_drop_saccade_mean_ms,1,drop_saccade_mean_ms,variable,P24,0.46439933682842677
fold1_drop_saccade_mean_ms,1,drop_saccade_mean_ms,variable,P30,0.3142226282929801
fold1_drop_saccade_mean_ms,1,drop_saccade_mean_ms,variable,P43,0.4071990542578778
fold1_drop_saccade_mean_ms,1,drop_saccade_mean_ms,variable,P48,0.36548223350253806
fold1_drop_eeg_rms_uv,1,drop_eeg_rms_uv,variable,P22,0.2840995653537662
fold1_drop_eeg_rms_uv,1,drop_eeg_rms_uv,variable,P24,0.45861899000761747
fold1_drop_eeg_rms_uv,1,drop_eeg_rms_uv,variable,P30,0.31422262829298003
fold1_drop_eeg_rms_uv,1,drop_eeg_rms_uv,variable,P43,0.4102088513853219
fold1_drop_eeg_rms_uv,1,drop_eeg_rms_uv,variable,P48,0.3604060913705584
fold1_drop_eeg_std_uv,1,drop_eeg_std_uv,variable,P22,0.28216158085764215
fold1_drop_eeg_std_uv,1,drop_eeg_std_uv,variable,P24,0.45861899000761747
fold1_drop_eeg_std_uv,1,drop_eeg_std_uv,variable,P30,0.31255604622438793
fold1_drop_eeg_std_uv,1,drop_eeg_std_uv,variable,P43,0.40870055575937925
fold1_drop_eeg_std_uv,1,drop_eeg_std_uv,variable,P48,0.35871404399323176
fold1_drop_eeg_peak_to_peak_uv,1,drop_eeg_peak_to_peak_uv,variable,P22,0.28216158085764215
fold1_drop_eeg_peak_to_peak_uv,1,drop_eeg_peak_to_peak_uv,variable,P24,0.45861899000761747
fold1_drop_eeg_peak_to_peak_uv,1,drop_eeg_peak_to_peak_uv,variable,P30,0.31255604622438793
fold1_drop_eeg_peak_to_peak_uv,1,drop_eeg_peak_to_peak_uv,variable,P43,0.40719226013343657
fold1_drop_eeg_peak_to_peak_uv,1,drop_eeg_peak_to_peak_uv,variable,P48,0.35871404399323176
fold1_drop_eeg_delta_relative,1,drop_eeg_delta_relative,variable,P22,0.2840995653537662
fold1_drop_eeg_delta_relative,1,drop_eeg_delta_relative,variable,P24,0.4566922077340145
fold1_drop_eeg_delta_relative,1,drop_eeg_delta_relative,variable,P30,0.3125645060318427
fold1_drop_eeg_delta_relative,1,drop_eeg_delta_relative,variable,P43,0.40719226013343657
fold1_drop_eeg_delta_relative,1,drop_eeg_delta_relative,variable,P48,0.36209813874788493
fold1_drop_eeg_theta_relative,1,drop_eeg_theta_relative,variable,P22,0.2840995653537662
fold1_drop_eeg_theta_relative,1,drop_eeg_theta_relative,variable,P24,0.45861899000761747
fold1_drop_eeg_theta_relative,1,drop_eeg_theta_relative,variable,P30,0.3142395479078896
fold1_drop_eeg_theta_relative,1,drop_eeg_theta_relative,variable,P43,0.40719226013343657
fold1_drop_eeg_theta_relative,1,drop_eeg_theta_relative,variable,P48,0.36209813874788493
fold1_drop_eeg_alpha_relative,1,drop_eeg_alpha_relative,variable,P22,0.28216158085764215
fold1_drop_eeg_alpha_relative,1,drop_eeg_alpha_relative,variable,P24,0.45861899000761747
fold1_drop_eeg_alpha_relative,1,drop_eeg_alpha_relative,variable,P30,0.3125645060318427
fold1_drop_eeg_alpha_relative,1,drop_eeg_alpha_relative,variable,P43,0.40870055575937925
fold1_drop_eeg_alpha_relative,1,drop_eeg_alpha_relative,variable,P48,0.3604060913705584
fold1_drop_eeg_beta_relative,1,drop_eeg_beta_relative,variable,P22,0.2840995653537662
fold1_drop_eeg_beta_relative,1,drop_eeg_beta_relative,variable,P24,0.4566922077340145
fold1_drop_eeg_beta_relative,1,drop_eeg_beta_relative,variable,P30,0.3125645060318427
fold1_drop_eeg_beta_relative,1,drop_eeg_beta_relative,variable,P43,0.40870055575937925
fold1_drop_eeg_beta_relative,1,drop_eeg_beta_relative,variable,P48,0.36209813874788493
fold1_drop_eeg_gamma_relative,1,drop_eeg_gamma_relative,variable,P22,0.28023479858403905
fold1_drop_eeg_gamma_relative,1,drop_eeg_gamma_relative,variable,P24,0.46054577228122057
fold1_drop_eeg_gamma_relative,1,drop_eeg_gamma_relative,variable,P30,0.31255604622438793
fold1_drop_eeg_gamma_relative,1,drop_eeg_gamma_relative,variable,P43,0.41171714701126466
fold1_drop_eeg_gamma_relative,1,drop_eeg_gamma_relative,variable,P48,0.35871404399323187
fold1_drop_eeg_line_noise_ratio,1,drop_eeg_line_noise_ratio,variable,P22,0.28216158085764215
fold1_drop_eeg_line_noise_ratio,1,drop_eeg_line_noise_ratio,variable,P24,0.4605457722812207
fold1_drop_eeg_line_noise_ratio,1,drop_eeg_line_noise_ratio,variable,P30,0.3108725445408862
fold1_drop_eeg_line_noise_ratio,1,drop_eeg_line_noise_ratio,variable,P43,0.40870055575937925
fold1_drop_eeg_line_noise_ratio,1,drop_eeg_line_noise_ratio,variable,P48,0.3570219966159052
fold1_pca_0.8,1,pca_0.8,pca,P22,0.24903660886319845
fold1_pca_0.8,1,pca_0.8,pca,P24,0.4085114486714165
fold1_pca_0.8,1,pca_0.8,pca,P30,0.28241375226299853
fold1_pca_0.8,1,pca_0.8,pca,P43,0.37701955349014177
fold1_pca_0.8,1,pca_0.8,pca,P48,0.362098138747885
fold1_pca_0.9,1,pca_0.9,pca,P22,0.3630304252363669
fold1_pca_0.9,1,pca_0.9,pca,P24,0.45665860106645156
fold1_pca_0.9,1,pca_0.9,pca,P30,0.31262372468402616
fold1_pca_0.9,1,pca_0.9,pca,P43,0.410208851385322
fold1_pca_0.9,1,pca_0.9,pca,P48,0.39424703891708973
fold1_pca_0.95,1,pca_0.95,pca,P22,0.3244723753192633
fold1_pca_0.95,1,pca_0.95,pca,P24,0.4508782542456424
fold1_pca_0.95,1,pca_0.95,pca,P30,0.32447591492817623
fold1_pca_0.95,1,pca_0.95,pca,P43,0.41473373826315
fold1_pca_0.95,1,pca_0.95,pca,P48,0.38071065989847713
fold1_pca_full,1,pca_full,pca,P22,0.28216158085764215
fold1_pca_full,1,pca_full,pca,P24,0.45861899000761747
fold1_pca_full,1,pca_full,pca,P30,0.31255604622438793
fold1_pca_full,1,pca_full,pca,P43,0.40719226013343657
fold1_pca_full,1,pca_full,pca,P48,0.36209813874788493
fold2_reference,2,reference,reference,P12,0.43028906577293674
fold2_reference,2,reference,reference,P19,0.34761530398322854
fold2_reference,2,reference,reference,P2,0.3502209664565674
fold2_reference,2,reference,reference,P35,0.29259259259259257
fold2_reference,2,reference,reference,P40,0.3150420359009316
fold2_without_pupil,2,without_pupil,modality,P12,0.41295908392682584
fold2_without_pupil,2,without_pupil,modality,P19,0.3518081761006289
fold2_without_pupil,2,without_pupil,modality,P2,0.317503441280881
fold2_without_pupil,2,without_pupil,modality,P35,0.2814814814814815
fold2_without_pupil,2,without_pupil,modality,P40,0.32525436138251407
fold2_only_pupil,2,only_pupil,unimodal,P12,0.33546990643764835
fold2_only_pupil,2,only_pupil,unimodal,P19,0.4378013626834381
fold2_only_pupil,2,only_pupil,unimodal,P2,0.3348692313265232
fold2_only_pupil,2,only_pupil,unimodal,P35,0.26296296296296295
fold2_only_pupil,2,only_pupil,unimodal,P40,0.2516221060870004
fold2_without_eye,2,without_eye,modality,P12,0.3870269515430806
fold2_without_eye,2,without_eye,modality,P19,0.35602725366876314
fold2_without_eye,2,without_eye,modality,P2,0.38297471564152724
fold2_without_eye,2,without_eye,modality,P35,0.3148148148148148
fold2_without_eye,2,without_eye,modality,P40,0.2883561816758818
fold2_only_eye,2,only_eye,unimodal,P12,0.3093422706325932
fold2_only_eye,2,only_eye,unimodal,P19,0.35830712788259955
fold2_only_eye,2,only_eye,unimodal,P2,0.3145548069260306
fold2_only_eye,2,only_eye,unimodal,P35,0.17777777777777778
fold2_only_eye,2,only_eye,unimodal,P40,0.30679895983236133
fold2_without_eeg,2,without_eeg,modality,P12,0.32019271051529113
fold2_without_eeg,2,without_eeg,modality,P19,0.39591194968553456
fold2_without_eeg,2,without_eeg,modality,P2,0.3379048033036296
fold2_without_eeg,2,without_eeg,modality,P35,0.2259259259259259
fold2_without_eeg,2,without_eeg,modality,P40,0.2700522608498069
fold2_only_eeg,2,only_eeg,unimodal,P12,0.37621840525066325
fold2_only_eeg,2,only_eeg,unimodal,P19,0.34153563941299786
fold2_only_eeg,2,only_eeg,unimodal,P2,0.3597551256973121
fold2_only_eeg,2,only_eeg,unimodal,P35,0.337037037037037
fold2_only_eeg,2,only_eeg,unimodal,P40,0.33949354944583304
fold2_current_keep_smooth,2,current_keep_smooth,temporal,P12,0.29396732299958106
fold2_current_keep_smooth,2,current_keep_smooth,temporal,P19,0.3417190775681342
fold2_current_keep_smooth,2,current_keep_smooth,temporal,P2,0.37985220604216474
fold2_current_keep_smooth,2,current_keep_smooth,temporal,P35,0.29259259259259257
fold2_current_keep_smooth,2,current_keep_smooth,temporal,P40,0.30472872326996386
fold2_no_smooth,2,no_smooth,temporal,P12,0.41730205278592375
fold2_no_smooth,2,no_smooth,temporal,P19,0.33715932914046126
fold2_no_smooth,2,no_smooth,temporal,P2,0.36110990364413525
fold2_no_smooth,2,no_smooth,temporal,P35,0.2962962962962963
fold2_no_smooth,2,no_smooth,temporal,P40,0.31300966951955367
fold2_current_no_smooth,2,current_no_smooth,temporal,P12,0.328557464041335
fold2_current_no_smooth,2,current_no_smooth,temporal,P19,0.3541011530398323
fold2_current_no_smooth,2,current_no_smooth,temporal,P2,0.36429037165833517
fold2_current_no_smooth,2,current_no_smooth,temporal,P35,0.3111111111111111
fold2_current_no_smooth,2,current_no_smooth,temporal,P40,0.32314625463909713
fold2_drop_pupil_mean_z,2,drop_pupil_mean_z,variable,P12,0.4410277894148862
fold2_drop_pupil_mean_z,2,drop_pupil_mean_z,variable,P19,0.3518605870020965
fold2_drop_pupil_mean_z,2,drop_pupil_mean_z,variable,P2,0.3237701948851699
fold2_drop_pupil_mean_z,2,drop_pupil_mean_z,variable,P35,0.2888888888888889
fold2_drop_pupil_mean_z,2,drop_pupil_mean_z,variable,P40,0.31298442273220733
fold2_drop_pupil_std_z,2,drop_pupil_std_z,variable,P12,0.4259879905041195
fold2_drop_pupil_std_z,2,drop_pupil_std_z,variable,P19,0.35394392033542976
fold2_drop_pupil_std_z,2,drop_pupil_std_z,variable,P2,0.38753169600811416
fold2_drop_pupil_std_z,2,drop_pupil_std_z,variable,P35,0.26851851851851855
fold2_drop_pupil_std_z,2,drop_pupil_std_z,variable,P40,0.3150294125072584
fold2_drop_pupil_min_z,2,drop_pupil_min_z,variable,P12,0.44964390448261415
fold2_drop_pupil_min_z,2,drop_pupil_min_z,variable,P19,0.3685796645702306
fold2_drop_pupil_min_z,2,drop_pupil_min_z,variable,P2,0.3938056944142578
fold2_drop_pupil_min_z,2,drop_pupil_min_z,variable,P35,0.2814814814814815
fold2_drop_pupil_min_z,2,drop_pupil_min_z,variable,P40,0.3150420359009316
fold2_drop_pupil_max_z,2,drop_pupil_max_z,variable,P12,0.4367686077363497
fold2_drop_pupil_max_z,2,drop_pupil_max_z,variable,P19,0.38316299790356395
fold2_drop_pupil_max_z,2,drop_pupil_max_z,variable,P2,0.3595232920379628
fold2_drop_pupil_max_z,2,drop_pupil_max_z,variable,P35,0.27592592592592596
fold2_drop_pupil_max_z,2,drop_pupil_max_z,variable,P40,0.30481708702567595
fold2_drop_pupil_slope_z_s,2,drop_pupil_slope_z_s,variable,P12,0.4453288646837034
fold2_drop_pupil_slope_z_s,2,drop_pupil_slope_z_s,variable,P19,0.3602201257861635
fold2_drop_pupil_slope_z_s,2,drop_pupil_slope_z_s,variable,P2,0.33927407085416217
fold2_drop_pupil_slope_z_s,2,drop_pupil_slope_z_s,variable,P35,0.27777777777777773
fold2_drop_pupil_slope_z_s,2,drop_pupil_slope_z_s,variable,P40,0.3129970461258805
fold2_drop_gaze_dispersion_x_px,2,drop_gaze_dispersion_x_px,variable,P12,0.4432062561094819
fold2_drop_gaze_dispersion_x_px,2,drop_gaze_dispersion_x_px,variable,P19,0.3580712788259958
fold2_drop_gaze_dispersion_x_px,2,drop_gaze_dispersion_x_px,variable,P2,0.35648772006085633
fold2_drop_gaze_dispersion_x_px,2,drop_gaze_dispersion_x_px,variable,P35,0.28703703703703703
fold2_drop_gaze_dispersion_x_px,2,drop_gaze_dispersion_x_px,variable,P40,0.3191320154510338
fold2_drop_gaze_dispersion_y_px,2,drop_gaze_dispersion_y_px,variable,P12,0.4367686077363497
fold2_drop_gaze_dispersion_y_px,2,drop_gaze_dispersion_y_px,variable,P19,0.3497248427672956
fold2_drop_gaze_dispersion_y_px,2,drop_gaze_dispersion_y_px,variable,P2,0.37666449322611023
fold2_drop_gaze_dispersion_y_px,2,drop_gaze_dispersion_y_px,variable,P35,0.3
fold2_drop_gaze_dispersion_y_px,2,drop_gaze_dispersion_y_px,variable,P40,0.3150420359009316
fold2_drop_gaze_dispersion_2d_px,2,drop_gaze_dispersion_2d_px,variable,P12,0.4431922915793884
fold2_drop_gaze_dispersion_2d_px,2,drop_gaze_dispersion_2d_px,variable,P19,0.3518343815513627
fold2_drop_gaze_dispersion_2d_px,2,drop_gaze_dispersion_2d_px,variable,P2,0.36738390205027893
fold2_drop_gaze_dispersion_2d_px,2,drop_gaze_dispersion_2d_px,variable,P35,0.28518518518518515
fold2_drop_gaze_dispersion_2d_px,2,drop_gaze_dispersion_2d_px,variable,P40,0.31910676866368753
fold2_drop_gaze_path_length_px,2,drop_gaze_path_length_px,variable,P12,0.4346180701019411
fold2_drop_gaze_path_length_px,2,drop_gaze_path_length_px,variable,P19,0.3371200209643606
fold2_drop_gaze_path_length_px,2,drop_gaze_path_length_px,variable,P2,0.3423096428312686
fold2_drop_gaze_path_length_px,2,drop_gaze_path_length_px,variable,P35,0.2740740740740741
fold2_drop_gaze_path_length_px,2,drop_gaze_path_length_px,variable,P40,0.3130096695195536
fold2_drop_fixation_count,2,drop_fixation_count,variable,P12,0.4368244658567239
fold2_drop_fixation_count,2,drop_fixation_count,variable,P19,0.3330057651991614
fold2_drop_fixation_count,2,drop_fixation_count,variable,P2,0.37203506484097665
fold2_drop_fixation_count,2,drop_fixation_count,variable,P35,0.3148148148148148
fold2_drop_fixation_count,2,drop_fixation_count,variable,P40,0.36619202706455606
fold2_drop_fixation_total_ms,2,drop_fixation_total_ms,variable,P12,0.43880742913000975
fold2_drop_fixation_total_ms,2,drop_fixation_total_ms,variable,P19,0.3559879454926625
fold2_drop_fixation_total_ms,2,drop_fixation_total_ms,variable,P2,0.34872853727450553
fold2_drop_fixation_total_ms,2,drop_fixation_total_ms,variable,P35,0.3092592592592593
fold2_drop_fixation_total_ms,2,drop_fixation_total_ms,variable,P40,0.314991542326239
fold2_drop_fixation_mean_ms,2,drop_fixation_mean_ms,variable,P12,0.43235581622678393
fold2_drop_fixation_mean_ms,2,drop_fixation_mean_ms,variable,P19,0.3664439203354298
fold2_drop_fixation_mean_ms,2,drop_fixation_mean_ms,variable,P2,0.3564370064478736
fold2_drop_fixation_mean_ms,2,drop_fixation_mean_ms,variable,P35,0.30185185185185187
fold2_drop_fixation_mean_ms,2,drop_fixation_mean_ms,variable,P40,0.32124012219445075
fold2_drop_fixation_median_ms,2,drop_fixation_median_ms,variable,P12,0.4345761765116604
fold2_drop_fixation_median_ms,2,drop_fixation_median_ms,variable,P19,0.3538653039832285
fold2_drop_fixation_median_ms,2,drop_fixation_median_ms,variable,P2,0.3579439252336449
fold2_drop_fixation_median_ms,2,drop_fixation_median_ms,variable,P35,0.2981481481481481
fold2_drop_fixation_median_ms,2,drop_fixation_median_ms,variable,P40,0.298719987881542
fold2_drop_saccade_count,2,drop_saccade_count,variable,P12,0.4280826700181539
fold2_drop_saccade_count,2,drop_saccade_count,variable,P19,0.35604035639412995
fold2_drop_saccade_count,2,drop_saccade_count,variable,P2,0.36111714844599
fold2_drop_saccade_count,2,drop_saccade_count,variable,P35,0.3
fold2_drop_saccade_count,2,drop_saccade_count,variable,P40,0.27625034714332597
fold2_drop_saccade_mean_ms,2,drop_saccade_mean_ms,variable,P12,0.4345063538611926
fold2_drop_saccade_mean_ms,2,drop_saccade_mean_ms,variable,P19,0.3622772536687631
fold2_drop_saccade_mean_ms,2,drop_saccade_mean_ms,variable,P2,0.33624574367891036
fold2_drop_saccade_mean_ms,2,drop_saccade_mean_ms,variable,P35,0.3037037037037037
fold2_drop_saccade_mean_ms,2,drop_saccade_mean_ms,variable,P40,0.30477921684465653
fold2_drop_eeg_rms_uv,2,drop_eeg_rms_uv,variable,P12,0.3956151375506214
fold2_drop_eeg_rms_uv,2,drop_eeg_rms_uv,variable,P19,0.4251572327044025
fold2_drop_eeg_rms_uv,2,drop_eeg_rms_uv,variable,P2,0.34865608925595887
fold2_drop_eeg_rms_uv,2,drop_eeg_rms_uv,variable,P35,0.25
fold2_drop_eeg_rms_uv,2,drop_eeg_rms_uv,variable,P40,0.33345956727006487
fold2_drop_eeg_std_uv,2,drop_eeg_std_uv,variable,P12,0.37828515570451055
fold2_drop_eeg_std_uv,2,drop_eeg_std_uv,variable,P19,0.42722746331236894
fold2_drop_eeg_std_uv,2,drop_eeg_std_uv,variable,P2,0.34859813084112146
fold2_drop_eeg_std_uv,2,drop_eeg_std_uv,variable,P35,0.23703703703703705
fold2_drop_eeg_std_uv,2,drop_eeg_std_uv,variable,P40,0.3314398242823601
fold2_drop_eeg_peak_to_peak_uv,2,drop_eeg_peak_to_peak_uv,variable,P12,0.36964111157659546
fold2_drop_eeg_peak_to_peak_uv,2,drop_eeg_peak_to_peak_uv,variable,P19,0.3517819706498952
fold2_drop_eeg_peak_to_peak_uv,2,drop_eeg_peak_to_peak_uv,variable,P2,0.34860537564297617
fold2_drop_eeg_peak_to_peak_uv,2,drop_eeg_peak_to_peak_uv,variable,P35,0.22777777777777777
fold2_drop_eeg_peak_to_peak_uv,2,drop_eeg_peak_to_peak_uv,variable,P40,0.317112272463329
fold2_drop_eeg_delta_relative,2,drop_eeg_delta_relative,variable,P12,0.4216589861751152
