scope,label,recall,predicted_fraction
Transformer,bajo,0.4785643070787637,0.4654318249038746
Transformer,medio,0.17464925012094823,0.1688849452824608
Transformer,alto,0.3713142857142857,0.3656832298136646
repeat_current,bajo,0.47756729810568294,0.46557971014492755
repeat_current,medio,0.14550072568940495,0.13664596273291926
repeat_current,alto,0.41154285714285715,0.3977743271221532
