scope,macro_score,balanced_accuracy,macro_f1
stack_weight_0.05,0.3684351274541913,0.3677548328222419,0.36767653863478017
stack_weight_0.1,0.3686635713403011,0.3675788393200384,0.367599371358285
stack_weight_0.25,0.37160424728223246,0.3690842201434951,0.36812366968924953
