fold,inner,candidate_id,base_id,panel,context,family,weighting,smoothing,low_bias,high_bias,score
2,2,eye_pupil__8__ordinal__participant__1__0.3__0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,1,0.3,0.3,0.3657435719296402
2,2,eye_pupil__8__ordinal__participant__4__-0.3__-0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,-0.3,-0.3,0.33732707789224303
2,2,eye_pupil__8__ordinal__participant__4__-0.3__0.0,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,-0.3,0.0,0.3383445236456459
2,2,eye_pupil__8__ordinal__participant__4__-0.3__0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,-0.3,0.3,0.34294109027147124
2,2,eye_pupil__8__ordinal__participant__4__0.0__-0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,0.0,-0.3,0.3789116153777873
2,2,eye_pupil__8__ordinal__participant__4__0.0__0.0,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,0.0,0.0,0.3638731305499454
2,2,eye_pupil__8__ordinal__participant__4__0.0__0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,0.0,0.3,0.35480562862650866
2,2,eye_pupil__8__ordinal__participant__4__0.3__-0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,0.3,-0.3,0.3912130205380536
2,2,eye_pupil__8__ordinal__participant__4__0.3__0.0,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,0.3,0.0,0.38624690612904905
2,2,eye_pupil__8__ordinal__participant__4__0.3__0.3,eye_pupil__8__ordinal__participant,eye_pupil,8,ordinal,participant,4,0.3,0.3,0.365769346727495
2,2,eye_pupil__8__catboost__global__1__-0.3__-0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,-0.3,-0.3,0.29988590623802724
2,2,eye_pupil__8__catboost__global__1__-0.3__0.0,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,-0.3,0.0,0.3167718551486563
2,2,eye_pupil__8__catboost__global__1__-0.3__0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,-0.3,0.3,0.34363704132719664
2,2,eye_pupil__8__catboost__global__1__0.0__-0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,0.0,-0.3,0.34577066699033604
2,2,eye_pupil__8__catboost__global__1__0.0__0.0,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,0.0,0.0,0.33405409254295276
2,2,eye_pupil__8__catboost__global__1__0.0__0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,0.0,0.3,0.3501467768879319
2,2,eye_pupil__8__catboost__global__1__0.3__-0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,0.3,-0.3,0.36211641806164896
2,2,eye_pupil__8__catboost__global__1__0.3__0.0,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,0.3,0.0,0.35982568776889257
2,2,eye_pupil__8__catboost__global__1__0.3__0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,1,0.3,0.3,0.33292121720725815
2,2,eye_pupil__8__catboost__global__4__-0.3__-0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,-0.3,-0.3,0.30003854485047377
2,2,eye_pupil__8__catboost__global__4__-0.3__0.0,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,-0.3,0.0,0.3258832570093903
2,2,eye_pupil__8__catboost__global__4__-0.3__0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,-0.3,0.3,0.34718710100083466
2,2,eye_pupil__8__catboost__global__4__0.0__-0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,0.0,-0.3,0.35583730312552403
2,2,eye_pupil__8__catboost__global__4__0.0__0.0,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,0.0,0.0,0.3425706259984099
2,2,eye_pupil__8__catboost__global__4__0.0__0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,0.0,0.3,0.35751864879772416
2,2,eye_pupil__8__catboost__global__4__0.3__-0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,0.3,-0.3,0.3598404760330336
2,2,eye_pupil__8__catboost__global__4__0.3__0.0,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,0.3,0.0,0.36913655712138455
2,2,eye_pupil__8__catboost__global__4__0.3__0.3,eye_pupil__8__catboost__global,eye_pupil,8,catboost,global,4,0.3,0.3,0.3456970382445677
2,2,eye_pupil__8__catboost__participant__1__-0.3__-0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,-0.3,-0.3,0.31977127610051104
2,2,eye_pupil__8__catboost__participant__1__-0.3__0.0,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,-0.3,0.0,0.3194961993869974
2,2,eye_pupil__8__catboost__participant__1__-0.3__0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,-0.3,0.3,0.34583059665802973
2,2,eye_pupil__8__catboost__participant__1__0.0__-0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,0.0,-0.3,0.3700252878808348
2,2,eye_pupil__8__catboost__participant__1__0.0__0.0,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,0.0,0.0,0.3476426953952178
2,2,eye_pupil__8__catboost__participant__1__0.0__0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,0.0,0.3,0.35268321955690557
2,2,eye_pupil__8__catboost__participant__1__0.3__-0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,0.3,-0.3,0.3671087048704964
2,2,eye_pupil__8__catboost__participant__1__0.3__0.0,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,0.3,0.0,0.372899841203141
2,2,eye_pupil__8__catboost__participant__1__0.3__0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,1,0.3,0.3,0.34925909451599624
2,2,eye_pupil__8__catboost__participant__4__-0.3__-0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,-0.3,-0.3,0.3293740450109694
2,2,eye_pupil__8__catboost__participant__4__-0.3__0.0,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,-0.3,0.0,0.3270304824644016
2,2,eye_pupil__8__catboost__participant__4__-0.3__0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,-0.3,0.3,0.3489270875524713
2,2,eye_pupil__8__catboost__participant__4__0.0__-0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,0.0,-0.3,0.3806063554635797
2,2,eye_pupil__8__catboost__participant__4__0.0__0.0,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,0.0,0.0,0.34576196262543435
2,2,eye_pupil__8__catboost__participant__4__0.0__0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,0.0,0.3,0.3593976469570314
2,2,eye_pupil__8__catboost__participant__4__0.3__-0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,0.3,-0.3,0.3661616070584943
2,2,eye_pupil__8__catboost__participant__4__0.3__0.0,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,0.3,0.0,0.381613359536448
2,2,eye_pupil__8__catboost__participant__4__0.3__0.3,eye_pupil__8__catboost__participant,eye_pupil,8,catboost,participant,4,0.3,0.3,0.35289960437656026
2,2,full__1__logistic__global__1__-0.3__-0.3,full__1__logistic__global,full,1,logistic,global,1,-0.3,-0.3,0.30798911487055713
2,2,full__1__logistic__global__1__-0.3__0.0,full__1__logistic__global,full,1,logistic,global,1,-0.3,0.0,0.3297858675525159
2,2,full__1__logistic__global__1__-0.3__0.3,full__1__logistic__global,full,1,logistic,global,1,-0.3,0.3,0.3513270991026793
2,2,full__1__logistic__global__1__0.0__-0.3,full__1__logistic__global,full,1,logistic,global,1,0.0,-0.3,0.33254121052532243
2,2,full__1__logistic__global__1__0.0__0.0,full__1__logistic__global,full,1,logistic,global,1,0.0,0.0,0.3386076438297872
2,2,full__1__logistic__global__1__0.0__0.3,full__1__logistic__global,full,1,logistic,global,1,0.0,0.3,0.3594938590609461
2,2,full__1__logistic__global__1__0.3__-0.3,full__1__logistic__global,full,1,logistic,global,1,0.3,-0.3,0.3503427484103561
2,2,full__1__logistic__global__1__0.3__0.0,full__1__logistic__global,full,1,logistic,global,1,0.3,0.0,0.34825896751432045
2,2,full__1__logistic__global__1__0.3__0.3,full__1__logistic__global,full,1,logistic,global,1,0.3,0.3,0.36977595433896543
2,2,full__1__logistic__global__4__-0.3__-0.3,full__1__logistic__global,full,1,logistic,global,4,-0.3,-0.3,0.3062452727343713
2,2,full__1__logistic__global__4__-0.3__0.0,full__1__logistic__global,full,1,logistic,global,4,-0.3,0.0,0.32688540022522267
2,2,full__1__logistic__global__4__-0.3__0.3,full__1__logistic__global,full,1,logistic,global,4,-0.3,0.3,0.35849138947524695
2,2,full__1__logistic__global__4__0.0__-0.3,full__1__logistic__global,full,1,logistic,global,4,0.0,-0.3,0.33528147571940725
2,2,full__1__logistic__global__4__0.0__0.0,full__1__logistic__global,full,1,logistic,global,4,0.0,0.0,0.34091767641328086
2,2,full__1__logistic__global__4__0.0__0.3,full__1__logistic__global,full,1,logistic,global,4,0.0,0.3,0.3716333531854021
2,2,full__1__logistic__global__4__0.3__-0.3,full__1__logistic__global,full,1,logistic,global,4,0.3,-0.3,0.36640605777212787
2,2,full__1__logistic__global__4__0.3__0.0,full__1__logistic__global,full,1,logistic,global,4,0.3,0.0,0.35254136174275397
2,2,full__1__logistic__global__4__0.3__0.3,full__1__logistic__global,full,1,logistic,global,4,0.3,0.3,0.37498578770231483
2,2,full__1__logistic__participant__1__-0.3__-0.3,full__1__logistic__participant,full,1,logistic,participant,1,-0.3,-0.3,0.332538398543063
2,2,full__1__logistic__participant__1__-0.3__0.0,full__1__logistic__participant,full,1,logistic,participant,1,-0.3,0.0,0.3480620451470472
2,2,full__1__logistic__participant__1__-0.3__0.3,full__1__logistic__participant,full,1,logistic,participant,1,-0.3,0.3,0.35712088164503625
2,2,full__1__logistic__participant__1__0.0__-0.3,full__1__logistic__participant,full,1,logistic,participant,1,0.0,-0.3,0.3605602169415925
2,2,full__1__logistic__participant__1__0.0__0.0,full__1__logistic__participant,full,1,logistic,participant,1,0.0,0.0,0.3745567469408375
2,2,full__1__logistic__participant__1__0.0__0.3,full__1__logistic__participant,full,1,logistic,participant,1,0.0,0.3,0.3624848063316283
2,2,full__1__logistic__participant__1__0.3__-0.3,full__1__logistic__participant,full,1,logistic,participant,1,0.3,-0.3,0.36024077496799056
2,2,full__1__logistic__participant__1__0.3__0.0,full__1__logistic__participant,full,1,logistic,participant,1,0.3,0.0,0.36726636462957785
2,2,full__1__logistic__participant__1__0.3__0.3,full__1__logistic__participant,full,1,logistic,participant,1,0.3,0.3,0.38140213155959574
2,2,full__1__logistic__participant__4__-0.3__-0.3,full__1__logistic__participant,full,1,logistic,participant,4,-0.3,-0.3,0.32413338743977405
2,2,full__1__logistic__participant__4__-0.3__0.0,full__1__logistic__participant,full,1,logistic,participant,4,-0.3,0.0,0.35659043063775975
2,2,full__1__logistic__participant__4__-0.3__0.3,full__1__logistic__participant,full,1,logistic,participant,4,-0.3,0.3,0.35801622640532776
2,2,full__1__logistic__participant__4__0.0__-0.3,full__1__logistic__participant,full,1,logistic,participant,4,0.0,-0.3,0.36600191740512905
2,2,full__1__logistic__participant__4__0.0__0.0,full__1__logistic__participant,full,1,logistic,participant,4,0.0,0.0,0.39348077008720944
2,2,full__1__logistic__participant__4__0.0__0.3,full__1__logistic__participant,full,1,logistic,participant,4,0.0,0.3,0.372486736488575
2,2,full__1__logistic__participant__4__0.3__-0.3,full__1__logistic__participant,full,1,logistic,participant,4,0.3,-0.3,0.360353090849484
2,2,full__1__logistic__participant__4__0.3__0.0,full__1__logistic__participant,full,1,logistic,participant,4,0.3,0.0,0.37076702148778157
2,2,full__1__logistic__participant__4__0.3__0.3,full__1__logistic__participant,full,1,logistic,participant,4,0.3,0.3,0.39803805666542413
2,2,full__1__ordinal__global__1__-0.3__-0.3,full__1__ordinal__global,full,1,ordinal,global,1,-0.3,-0.3,0.30570632541566395
2,2,full__1__ordinal__global__1__-0.3__0.0,full__1__ordinal__global,full,1,ordinal,global,1,-0.3,0.0,0.3275992914684796
2,2,full__1__ordinal__global__1__-0.3__0.3,full__1__ordinal__global,full,1,ordinal,global,1,-0.3,0.3,0.3523090903249184
2,2,full__1__ordinal__global__1__0.0__-0.3,full__1__ordinal__global,full,1,ordinal,global,1,0.0,-0.3,0.3292713791833744
2,2,full__1__ordinal__global__1__0.0__0.0,full__1__ordinal__global,full,1,ordinal,global,1,0.0,0.0,0.3373536653386138
2,2,full__1__ordinal__global__1__0.0__0.3,full__1__ordinal__global,full,1,ordinal,global,1,0.0,0.3,0.3583439907368971
2,2,full__1__ordinal__global__1__0.3__-0.3,full__1__ordinal__global,full,1,ordinal,global,1,0.3,-0.3,0.3506340638503946
2,2,full__1__ordinal__global__1__0.3__0.0,full__1__ordinal__global,full,1,ordinal,global,1,0.3,0.0,0.3509788970813855
2,2,full__1__ordinal__global__1__0.3__0.3,full__1__ordinal__global,full,1,ordinal,global,1,0.3,0.3,0.3725599626579347
2,2,full__1__ordinal__global__4__-0.3__-0.3,full__1__ordinal__global,full,1,ordinal,global,4,-0.3,-0.3,0.305971130174006
2,2,full__1__ordinal__global__4__-0.3__0.0,full__1__ordinal__global,full,1,ordinal,global,4,-0.3,0.0,0.3297026159338291
2,2,full__1__ordinal__global__4__-0.3__0.3,full__1__ordinal__global,full,1,ordinal,global,4,-0.3,0.3,0.35930853974344473
2,2,full__1__ordinal__global__4__0.0__-0.3,full__1__ordinal__global,full,1,ordinal,global,4,0.0,-0.3,0.3334658302535366
2,2,full__1__ordinal__global__4__0.0__0.0,full__1__ordinal__global,full,1,ordinal,global,4,0.0,0.0,0.34522163684479984
2,2,full__1__ordinal__global__4__0.0__0.3,full__1__ordinal__global,full,1,ordinal,global,4,0.0,0.3,0.3699774506040128
2,2,full__1__ordinal__global__4__0.3__-0.3,full__1__ordinal__global,full,1,ordinal,global,4,0.3,-0.3,0.3680895447006913
2,2,full__1__ordinal__global__4__0.3__0.0,full__1__ordinal__global,full,1,ordinal,global,4,0.3,0.0,0.3569577494606979
2,2,full__1__ordinal__global__4__0.3__0.3,full__1__ordinal__global,full,1,ordinal,global,4,0.3,0.3,0.3767767435873395
2,2,full__1__ordinal__participant__1__-0.3__-0.3,full__1__ordinal__participant,full,1,ordinal,participant,1,-0.3,-0.3,0.33192589723767923
2,2,full__1__ordinal__participant__1__-0.3__0.0,full__1__ordinal__participant,full,1,ordinal,participant,1,-0.3,0.0,0.3490904385174199
2,2,full__1__ordinal__participant__1__-0.3__0.3,full__1__ordinal__participant,full,1,ordinal,participant,1,-0.3,0.3,0.3574763218403935
2,2,full__1__ordinal__participant__1__0.0__-0.3,full__1__ordinal__participant,full,1,ordinal,participant,1,0.0,-0.3,0.36144858821318054
2,2,full__1__ordinal__participant__1__0.0__0.0,full__1__ordinal__participant,full,1,ordinal,participant,1,0.0,0.0,0.3756185069934828
2,2,full__1__ordinal__participant__1__0.0__0.3,full__1__ordinal__participant,full,1,ordinal,participant,1,0.0,0.3,0.362910949188111
2,2,full__1__ordinal__participant__1__0.3__-0.3,full__1__ordinal__participant,full,1,ordinal,participant,1,0.3,-0.3,0.36134741975887047
2,2,full__1__ordinal__participant__1__0.3__0.0,full__1__ordinal__participant,full,1,ordinal,participant,1,0.3,0.0,0.36723324051656575
2,2,full__1__ordinal__participant__1__0.3__0.3,full__1__ordinal__participant,full,1,ordinal,participant,1,0.3,0.3,0.3842215272899196
2,2,full__1__ordinal__participant__4__-0.3__-0.3,full__1__ordinal__participant,full,1,ordinal,participant,4,-0.3,-0.3,0.3249837136605603
2,2,full__1__ordinal__participant__4__-0.3__0.0,full__1__ordinal__participant,full,1,ordinal,participant,4,-0.3,0.0,0.35842545083390637
2,2,full__1__ordinal__participant__4__-0.3__0.3,full__1__ordinal__participant,full,1,ordinal,participant,4,-0.3,0.3,0.35808765077225974
2,2,full__1__ordinal__participant__4__0.0__-0.3,full__1__ordinal__participant,full,1,ordinal,participant,4,0.0,-0.3,0.36716994920484675
2,2,full__1__ordinal__participant__4__0.0__0.0,full__1__ordinal__participant,full,1,ordinal,participant,4,0.0,0.0,0.39540724647119835
2,2,full__1__ordinal__participant__4__0.0__0.3,full__1__ordinal__participant,full,1,ordinal,participant,4,0.0,0.3,0.3722804122628657
2,2,full__1__ordinal__participant__4__0.3__-0.3,full__1__ordinal__participant,full,1,ordinal,participant,4,0.3,-0.3,0.3597545896869955
2,2,full__1__ordinal__participant__4__0.3__0.0,full__1__ordinal__participant,full,1,ordinal,participant,4,0.3,0.0,0.3691118428463076
2,2,full__1__ordinal__participant__4__0.3__0.3,full__1__ordinal__participant,full,1,ordinal,participant,4,0.3,0.3,0.39754089435815493
2,2,full__1__catboost__global__1__-0.3__-0.3,full__1__catboost__global,full,1,catboost,global,1,-0.3,-0.3,0.2846135057427357
2,2,full__1__catboost__global__1__-0.3__0.0,full__1__catboost__global,full,1,catboost,global,1,-0.3,0.0,0.2961551379291678
2,2,full__1__catboost__global__1__-0.3__0.3,full__1__catboost__global,full,1,catboost,global,1,-0.3,0.3,0.33404360782078923
2,2,full__1__catboost__global__1__0.0__-0.3,full__1__catboost__global,full,1,catboost,global,1,0.0,-0.3,0.3319686009840061
2,2,full__1__catboost__global__1__0.0__0.0,full__1__catboost__global,full,1,catboost,global,1,0.0,0.0,0.32577145709018707
2,2,full__1__catboost__global__1__0.0__0.3,full__1__catboost__global,full,1,catboost,global,1,0.0,0.3,0.31264748209526916
2,2,full__1__catboost__global__1__0.3__-0.3,full__1__catboost__global,full,1,catboost,global,1,0.3,-0.3,0.36401187403138585
2,2,full__1__catboost__global__1__0.3__0.0,full__1__catboost__global,full,1,catboost,global,1,0.3,0.0,0.3508644861731779
2,2,full__1__catboost__global__1__0.3__0.3,full__1__catboost__global,full,1,catboost,global,1,0.3,0.3,0.33252023541747766
2,2,full__1__catboost__global__4__-0.3__-0.3,full__1__catboost__global,full,1,catboost,global,4,-0.3,-0.3,0.28782634374787586
2,2,full__1__catboost__global__4__-0.3__0.0,full__1__catboost__global,full,1,catboost,global,4,-0.3,0.0,0.3042236311633114
2,2,full__1__catboost__global__4__-0.3__0.3,full__1__catboost__global,full,1,catboost,global,4,-0.3,0.3,0.34525991320545696
2,2,full__1__catboost__global__4__0.0__-0.3,full__1__catboost__global,full,1,catboost,global,4,0.0,-0.3,0.3492682918506065
2,2,full__1__catboost__global__4__0.0__0.0,full__1__catboost__global,full,1,catboost,global,4,0.0,0.0,0.3389430962416575
2,2,full__1__catboost__global__4__0.0__0.3,full__1__catboost__global,full,1,catboost,global,4,0.0,0.3,0.30991014991574767
2,2,full__1__catboost__global__4__0.3__-0.3,full__1__catboost__global,full,1,catboost,global,4,0.3,-0.3,0.37503631743766674
2,2,full__1__catboost__global__4__0.3__0.0,full__1__catboost__global,full,1,catboost,global,4,0.3,0.0,0.35691237008293586
2,2,full__1__catboost__global__4__0.3__0.3,full__1__catboost__global,full,1,catboost,global,4,0.3,0.3,0.3342070810797894
2,2,full__1__catboost__participant__1__-0.3__-0.3,full__1__catboost__participant,full,1,catboost,participant,1,-0.3,-0.3,0.30969928995836743
2,2,full__1__catboost__participant__1__-0.3__0.0,full__1__catboost__participant,full,1,catboost,participant,1,-0.3,0.0,0.34408860840065386
2,2,full__1__catboost__participant__1__-0.3__0.3,full__1__catboost__participant,full,1,catboost,participant,1,-0.3,0.3,0.3542762348957833
2,2,full__1__catboost__participant__1__0.0__-0.3,full__1__catboost__participant,full,1,catboost,participant,1,0.0,-0.3,0.35499708831601395
2,2,full__1__catboost__participant__1__0.0__0.0,full__1__catboost__participant,full,1,catboost,participant,1,0.0,0.0,0.34491427788836415
2,2,full__1__catboost__participant__1__0.0__0.3,full__1__catboost__participant,full,1,catboost,participant,1,0.0,0.3,0.34193713329352515
2,2,full__1__catboost__participant__1__0.3__-0.3,full__1__catboost__participant,full,1,catboost,participant,1,0.3,-0.3,0.36609133504369684
2,2,full__1__catboost__participant__1__0.3__0.0,full__1__catboost__participant,full,1,catboost,participant,1,0.3,0.0,0.3593549518737376
2,2,full__1__catboost__participant__1__0.3__0.3,full__1__catboost__participant,full,1,catboost,participant,1,0.3,0.3,0.33844581465349294
2,2,full__1__catboost__participant__4__-0.3__-0.3,full__1__catboost__participant,full,1,catboost,participant,4,-0.3,-0.3,0.3156772566709347
2,2,full__1__catboost__participant__4__-0.3__0.0,full__1__catboost__participant,full,1,catboost,participant,4,-0.3,0.0,0.3474743268367059
2,2,full__1__catboost__participant__4__-0.3__0.3,full__1__catboost__participant,full,1,catboost,participant,4,-0.3,0.3,0.35789279197062834
2,2,full__1__catboost__participant__4__0.0__-0.3,full__1__catboost__participant,full,1,catboost,participant,4,0.0,-0.3,0.36889317266155186
2,2,full__1__catboost__participant__4__0.0__0.0,full__1__catboost__participant,full,1,catboost,participant,4,0.0,0.0,0.3467302473942624
2,2,full__1__catboost__participant__4__0.0__0.3,full__1__catboost__participant,full,1,catboost,participant,4,0.0,0.3,0.3551824426038888
2,2,full__1__catboost__participant__4__0.3__-0.3,full__1__catboost__participant,full,1,catboost,participant,4,0.3,-0.3,0.36692371196903173
2,2,full__1__catboost__participant__4__0.3__0.0,full__1__catboost__participant,full,1,catboost,participant,4,0.3,0.0,0.361319716116522
2,2,full__1__catboost__participant__4__0.3__0.3,full__1__catboost__participant,full,1,catboost,participant,4,0.3,0.3,0.34919487134539545
2,2,full__8__logistic__global__1__-0.3__-0.3,full__8__logistic__global,full,8,logistic,global,1,-0.3,-0.3,0.3309290785064537
2,2,full__8__logistic__global__1__-0.3__0.0,full__8__logistic__global,full,8,logistic,global,1,-0.3,0.0,0.33713594431372484
2,2,full__8__logistic__global__1__-0.3__0.3,full__8__logistic__global,full,8,logistic,global,1,-0.3,0.3,0.35190301018515685
2,2,full__8__logistic__global__1__0.0__-0.3,full__8__logistic__global,full,8,logistic,global,1,0.0,-0.3,0.3590876665084339
2,2,full__8__logistic__global__1__0.0__0.0,full__8__logistic__global,full,8,logistic,global,1,0.0,0.0,0.35726046654427024
2,2,full__8__logistic__global__1__0.0__0.3,full__8__logistic__global,full,8,logistic,global,1,0.0,0.3,0.3608302425649004
2,2,full__8__logistic__global__1__0.3__-0.3,full__8__logistic__global,full,8,logistic,global,1,0.3,-0.3,0.36600433838960805
2,2,full__8__logistic__global__1__0.3__0.0,full__8__logistic__global,full,8,logistic,global,1,0.3,0.0,0.36675343548216605
2,2,full__8__logistic__global__1__0.3__0.3,full__8__logistic__global,full,8,logistic,global,1,0.3,0.3,0.3767670067671512
2,2,full__8__logistic__global__4__-0.3__-0.3,full__8__logistic__global,full,8,logistic,global,4,-0.3,-0.3,0.3416944783981333
2,2,full__8__logistic__global__4__-0.3__0.0,full__8__logistic__global,full,8,logistic,global,4,-0.3,0.0,0.3376373935755958
2,2,full__8__logistic__global__4__-0.3__0.3,full__8__logistic__global,full,8,logistic,global,4,-0.3,0.3,0.34980384640260404
2,2,full__8__logistic__global__4__0.0__-0.3,full__8__logistic__global,full,8,logistic,global,4,0.0,-0.3,0.3646232387903575
2,2,full__8__logistic__global__4__0.0__0.0,full__8__logistic__global,full,8,logistic,global,4,0.0,0.0,0.358362090228431
2,2,full__8__logistic__global__4__0.0__0.3,full__8__logistic__global,full,8,logistic,global,4,0.0,0.3,0.3652133571040408
2,2,full__8__logistic__global__4__0.3__-0.3,full__8__logistic__global,full,8,logistic,global,4,0.3,-0.3,0.3804397902221101
2,2,full__8__logistic__global__4__0.3__0.0,full__8__logistic__global,full,8,logistic,global,4,0.3,0.0,0.3714243210477547
2,2,full__8__logistic__global__4__0.3__0.3,full__8__logistic__global,full,8,logistic,global,4,0.3,0.3,0.38650251179305245
2,2,full__8__logistic__participant__1__-0.3__-0.3,full__8__logistic__participant,full,8,logistic,participant,1,-0.3,-0.3,0.33851966408683365
2,2,full__8__logistic__participant__1__-0.3__0.0,full__8__logistic__participant,full,8,logistic,participant,1,-0.3,0.0,0.3483716284901416
2,2,full__8__logistic__participant__1__-0.3__0.3,full__8__logistic__participant,full,8,logistic,participant,1,-0.3,0.3,0.35495454788806563
2,2,full__8__logistic__participant__1__0.0__-0.3,full__8__logistic__participant,full,8,logistic,participant,1,0.0,-0.3,0.3607414046504025
2,2,full__8__logistic__participant__1__0.0__0.0,full__8__logistic__participant,full,8,logistic,participant,1,0.0,0.0,0.3697891247296703
2,2,full__8__logistic__participant__1__0.0__0.3,full__8__logistic__participant,full,8,logistic,participant,1,0.0,0.3,0.37162059367493183
2,2,full__8__logistic__participant__1__0.3__-0.3,full__8__logistic__participant,full,8,logistic,participant,1,0.3,-0.3,0.37585624485148694
2,2,full__8__logistic__participant__1__0.3__0.0,full__8__logistic__participant,full,8,logistic,participant,1,0.3,0.0,0.37527780463861055
2,2,full__8__logistic__participant__1__0.3__0.3,full__8__logistic__participant,full,8,logistic,participant,1,0.3,0.3,0.38179664960790444
2,2,full__8__logistic__participant__4__-0.3__-0.3,full__8__logistic__participant,full,8,logistic,participant,4,-0.3,-0.3,0.35061301525988436
2,2,full__8__logistic__participant__4__-0.3__0.0,full__8__logistic__participant,full,8,logistic,participant,4,-0.3,0.0,0.35259366295007866
2,2,full__8__logistic__participant__4__-0.3__0.3,full__8__logistic__participant,full,8,logistic,participant,4,-0.3,0.3,0.3467865850824315
2,2,full__8__logistic__participant__4__0.0__-0.3,full__8__logistic__participant,full,8,logistic,participant,4,0.0,-0.3,0.37644793354700307
2,2,full__8__logistic__participant__4__0.0__0.0,full__8__logistic__participant,full,8,logistic,participant,4,0.0,0.0,0.39001894594143127
2,2,full__8__logistic__participant__4__0.0__0.3,full__8__logistic__participant,full,8,logistic,participant,4,0.0,0.3,0.3649776893246521
2,2,full__8__logistic__participant__4__0.3__-0.3,full__8__logistic__participant,full,8,logistic,participant,4,0.3,-0.3,0.38680702514549353
2,2,full__8__logistic__participant__4__0.3__0.0,full__8__logistic__participant,full,8,logistic,participant,4,0.3,0.0,0.3953651566097361
2,2,full__8__logistic__participant__4__0.3__0.3,full__8__logistic__participant,full,8,logistic,participant,4,0.3,0.3,0.3970446740182589
2,2,full__8__ordinal__global__1__-0.3__-0.3,full__8__ordinal__global,full,8,ordinal,global,1,-0.3,-0.3,0.3276636969515557
2,2,full__8__ordinal__global__1__-0.3__0.0,full__8__ordinal__global,full,8,ordinal,global,1,-0.3,0.0,0.33830879126455415
2,2,full__8__ordinal__global__1__-0.3__0.3,full__8__ordinal__global,full,8,ordinal,global,1,-0.3,0.3,0.3495397390649381
2,2,full__8__ordinal__global__1__0.0__-0.3,full__8__ordinal__global,full,8,ordinal,global,1,0.0,-0.3,0.3486869717495284
2,2,full__8__ordinal__global__1__0.0__0.0,full__8__ordinal__global,full,8,ordinal,global,1,0.0,0.0,0.3605318250556251
2,2,full__8__ordinal__global__1__0.0__0.3,full__8__ordinal__global,full,8,ordinal,global,1,0.0,0.3,0.3619140678701143
2,2,full__8__ordinal__global__1__0.3__-0.3,full__8__ordinal__global,full,8,ordinal,global,1,0.3,-0.3,0.3576516410808066
2,2,full__8__ordinal__global__1__0.3__0.0,full__8__ordinal__global,full,8,ordinal,global,1,0.3,0.0,0.3670613776945683
2,2,full__8__ordinal__global__1__0.3__0.3,full__8__ordinal__global,full,8,ordinal,global,1,0.3,0.3,0.3788077730237854
