scope,macro_score,balanced_accuracy,macro_f1
all,0.35216918980028245,0.33854007417698984,0.3127554528538061
catboost,0.3554919785183137,0.34174849837108345,0.30859944680464
global,0.34788192887661307,0.34902242667257055,0.33146447857008865
ordinal,0.3582056078779239,0.35262514988726545,0.3153886249267432
participant,0.35216918980028245,0.33854007417698984,0.3127554528538061
unadjusted,0.34567913543161366,0.3392652800692079,0.33880407415313984
