fold,id,epoch,smoothing,score
1,g26,8,32,0.3374619170987201
1,g26,16,1,0.3472211353904655
1,g26,16,8,0.3473469842021286
1,g26,16,32,0.34535202906246204
1,g27,2,1,0.36005038765238134
1,g27,2,8,0.35799682971959523
1,g27,2,32,0.36254662984657365
1,g27,4,1,0.3531394258409613
1,g27,4,8,0.35725430038903205
1,g27,4,32,0.35749624377007316
1,g27,8,1,0.33400085376895194
1,g27,8,8,0.3430642993095412
1,g27,8,32,0.34151331446939076
1,g27,16,1,0.3273938310901263
1,g27,16,8,0.3244321211179641
1,g27,16,32,0.332518049825118
1,g28,2,1,0.3663308875684076
1,g28,2,8,0.35249995141135565
1,g28,2,32,0.35051227864074724
1,g28,4,1,0.3404519761845734
1,g28,4,8,0.33581687203045113
1,g28,4,32,0.33709323541861574
1,g28,8,1,0.322033202893225
1,g28,8,8,0.3259940897723853
1,g28,8,32,0.32435220269816745
1,g28,16,1,0.3537634273096138
1,g28,16,8,0.34925167243181365
1,g28,16,32,0.35253450595931624
1,g29,2,1,0.37970109911314515
1,g29,2,8,0.3660269636332965
1,g29,2,32,0.3689664206263659
1,g29,4,1,0.3454312900756328
1,g29,4,8,0.34352579064258687
1,g29,4,32,0.3408643485891867
1,g29,8,1,0.31717345887159704
1,g29,8,8,0.32601329940091606
1,g29,8,32,0.3238574955589114
1,g29,16,1,0.3469852162831493
1,g29,16,8,0.3414603004641552
1,g29,16,32,0.33902907831267654
1,g30,2,1,0.3447235134665447
1,g30,2,8,0.34367025421902697
1,g30,2,32,0.3405663788407155
1,g30,4,1,0.34488480972963426
1,g30,4,8,0.33631665396318083
1,g30,4,32,0.3302824521583023
1,g30,8,1,0.3330894687376446
1,g30,8,8,0.34498166439740274
1,g30,8,32,0.35462051993961957
1,g30,16,1,0.33147991268133215
1,g30,16,8,0.3376158522885201
1,g30,16,32,0.3384226483374964
1,g31,2,1,0.32958945964045294
1,g31,2,8,0.33770389522419747
1,g31,2,32,0.33616666539749396
1,g31,4,1,0.32972380209395297
1,g31,4,8,0.3295895846011019
1,g31,4,32,0.3240001378462416
1,g31,8,1,0.34553569585740257
1,g31,8,8,0.35557435073672
1,g31,8,32,0.36450792416609173
1,g31,16,1,0.33356560906855526
1,g31,16,8,0.34304239788692054
1,g31,16,32,0.35382632684311843
2,g00,2,1,0.3583292193826131
2,g00,2,8,0.3681673484225685
2,g00,2,32,0.36891981219136716
2,g00,4,1,0.36183396371845367
2,g00,4,8,0.3680577946536238
2,g00,4,32,0.36146802562204916
2,g00,8,1,0.3380043210499747
2,g00,8,8,0.3476602905442728
2,g00,8,32,0.34724631783271553
2,g00,16,1,0.34048406709090795
2,g00,16,8,0.3491274378871986
2,g00,16,32,0.34620464106064097
2,g01,2,1,0.36097649930637704
2,g01,2,8,0.3608622318476795
2,g01,2,32,0.36545526578751975
2,g01,4,1,0.36797904571195617
2,g01,4,8,0.3706283073155644
2,g01,4,32,0.368432814463588
2,g01,8,1,0.3414019402077887
2,g01,8,8,0.3536586601407054
2,g01,8,32,0.3559052426124628
2,g01,16,1,0.3356461590558928
2,g01,16,8,0.3563662783556578
2,g01,16,32,0.35082393754292335
2,g02,2,1,0.34200603558142595
2,g02,2,8,0.35620505922977325
2,g02,2,32,0.3528697563873214
2,g02,4,1,0.3402147101729209
2,g02,4,8,0.350309710842281
