model_id,task,fold,scope,seed,participant,score
arousal__fold1__late_mean__20260911,arousal,1,late_mean,20260911,P48,0.3553299492385787
arousal__fold1__late_geometric__20260910,arousal,1,late_geometric,20260910,P22,0.33253797553434605
arousal__fold1__late_geometric__20260910,arousal,1,late_geometric,20260910,P24,0.4745485504324058
arousal__fold1__late_geometric__20260910,arousal,1,late_geometric,20260910,P30,0.2736832309696631
arousal__fold1__late_geometric__20260910,arousal,1,late_geometric,20260910,P43,0.4114114114114114
arousal__fold1__late_geometric__20260910,arousal,1,late_geometric,20260910,P48,0.3570219966159052
arousal__fold1__late_geometric__20260911,arousal,1,late_geometric,20260911,P22,0.33253797553434605
arousal__fold1__late_geometric__20260911,arousal,1,late_geometric,20260911,P24,0.4745485504324058
arousal__fold1__late_geometric__20260911,arousal,1,late_geometric,20260911,P30,0.2736832309696631
arousal__fold1__late_geometric__20260911,arousal,1,late_geometric,20260911,P43,0.4114114114114114
arousal__fold1__late_geometric__20260911,arousal,1,late_geometric,20260911,P48,0.3570219966159052
arousal__fold1__late_weighted__20260910,arousal,1,late_weighted,20260910,P22,0.3459806425594838
arousal__fold1__late_weighted__20260910,arousal,1,late_weighted,20260910,P24,0.4397320428372989
arousal__fold1__late_weighted__20260910,arousal,1,late_weighted,20260910,P30,0.2821684178468098
arousal__fold1__late_weighted__20260910,arousal,1,late_weighted,20260910,P43,0.4203728615493321
arousal__fold1__late_weighted__20260910,arousal,1,late_weighted,20260910,P48,0.38071065989847713
arousal__fold1__late_weighted__20260911,arousal,1,late_weighted,20260911,P22,0.3459806425594838
arousal__fold1__late_weighted__20260911,arousal,1,late_weighted,20260911,P24,0.4397320428372989
arousal__fold1__late_weighted__20260911,arousal,1,late_weighted,20260911,P30,0.2821684178468098
arousal__fold1__late_weighted__20260911,arousal,1,late_weighted,20260911,P43,0.4203728615493321
arousal__fold1__late_weighted__20260911,arousal,1,late_weighted,20260911,P48,0.38071065989847713
arousal__fold1__unimodal__20260910,arousal,1,unimodal,20260910,P22,0.2318299950710221
arousal__fold1__unimodal__20260910,arousal,1,unimodal,20260910,P24,0.37828785230989825
arousal__fold1__unimodal__20260910,arousal,1,unimodal,20260910,P30,0.2453513358035971
arousal__fold1__unimodal__20260910,arousal,1,unimodal,20260910,P43,0.39762613292025056
arousal__fold1__unimodal__20260910,arousal,1,unimodal,20260910,P48,0.311336717428088
arousal__fold1__unimodal__20260911,arousal,1,unimodal,20260911,P22,0.22989201057489805
arousal__fold1__unimodal__20260911,arousal,1,unimodal,20260911,P24,0.3706367343280907
arousal__fold1__unimodal__20260911,arousal,1,unimodal,20260911,P30,0.24528365734395885
arousal__fold1__unimodal__20260911,arousal,1,unimodal,20260911,P43,0.39912763442175203
arousal__fold1__unimodal__20260911,arousal,1,unimodal,20260911,P48,0.3096446700507614
arousal__fold1__fixed_logistic__20260910,arousal,1,fixed_logistic,20260910,P22,0.27084733611148454
arousal__fold1__fixed_logistic__20260910,arousal,1,fixed_logistic,20260910,P24,0.3780414034144374
arousal__fold1__fixed_logistic__20260910,arousal,1,fixed_logistic,20260910,P30,0.3173442972437947
arousal__fold1__fixed_logistic__20260910,arousal,1,fixed_logistic,20260910,P43,0.370802929626459
arousal__fold1__fixed_logistic__20260910,arousal,1,fixed_logistic,20260910,P48,0.36717428087986465
arousal__fold1__fixed_logistic__20260911,arousal,1,fixed_logistic,20260911,P22,0.27084733611148454
arousal__fold1__fixed_logistic__20260911,arousal,1,fixed_logistic,20260911,P24,0.3780414034144374
arousal__fold1__fixed_logistic__20260911,arousal,1,fixed_logistic,20260911,P30,0.3173442972437947
arousal__fold1__fixed_logistic__20260911,arousal,1,fixed_logistic,20260911,P43,0.370802929626459
arousal__fold1__fixed_logistic__20260911,arousal,1,fixed_logistic,20260911,P48,0.36717428087986465
arousal__fold2__early__20260910,arousal,2,early,20260910,P12,0.36480938416422287
arousal__fold2__early__20260910,arousal,2,early,20260910,P19,0.35784853249475895
arousal__fold2__early__20260910,arousal,2,early,20260910,P2,0.41168586539158153
arousal__fold2__early__20260910,arousal,2,early,20260910,P35,0.26851851851851855
arousal__fold2__early__20260910,arousal,2,early,20260910,P40,0.3091216642682219
arousal__fold2__early__20260911,arousal,2,early,20260911,P12,0.36480938416422287
arousal__fold2__early__20260911,arousal,2,early,20260911,P19,0.35784853249475895
arousal__fold2__early__20260911,arousal,2,early,20260911,P2,0.41168586539158153
arousal__fold2__early__20260911,arousal,2,early,20260911,P35,0.26851851851851855
arousal__fold2__early__20260911,arousal,2,early,20260911,P40,0.3091216642682219
arousal__fold2__late_mean__20260910,arousal,2,late_mean,20260910,P12,0.3713587487781036
arousal__fold2__late_mean__20260910,arousal,2,late_mean,20260910,P19,0.38725104821802936
arousal__fold2__late_mean__20260910,arousal,2,late_mean,20260910,P2,0.41191769905093095
arousal__fold2__late_mean__20260910,arousal,2,late_mean,20260910,P35,0.2740740740740741
arousal__fold2__late_mean__20260910,arousal,2,late_mean,20260910,P40,0.282511550405211
arousal__fold2__late_mean__20260911,arousal,2,late_mean,20260911,P12,0.3713587487781036
arousal__fold2__late_mean__20260911,arousal,2,late_mean,20260911,P19,0.38725104821802936
arousal__fold2__late_mean__20260911,arousal,2,late_mean,20260911,P2,0.41191769905093095
arousal__fold2__late_mean__20260911,arousal,2,late_mean,20260911,P35,0.2740740740740741
arousal__fold2__late_mean__20260911,arousal,2,late_mean,20260911,P40,0.282511550405211
arousal__fold2__late_geometric__20260910,arousal,2,late_geometric,20260910,P12,0.37565982404692083
arousal__fold2__late_geometric__20260910,arousal,2,late_geometric,20260910,P19,0.38933438155136263
arousal__fold2__late_geometric__20260910,arousal,2,late_geometric,20260910,P2,0.4134608418459755
arousal__fold2__late_geometric__20260910,arousal,2,late_geometric,20260910,P35,0.2777777777777778
arousal__fold2__late_geometric__20260910,arousal,2,late_geometric,20260910,P40,0.2784215708551087
arousal__fold2__late_geometric__20260911,arousal,2,late_geometric,20260911,P12,0.37565982404692083
arousal__fold2__late_geometric__20260911,arousal,2,late_geometric,20260911,P19,0.38933438155136263
arousal__fold2__late_geometric__20260911,arousal,2,late_geometric,20260911,P2,0.4134608418459755
arousal__fold2__late_geometric__20260911,arousal,2,late_geometric,20260911,P35,0.2777777777777778
arousal__fold2__late_geometric__20260911,arousal,2,late_geometric,20260911,P40,0.2784215708551087
arousal__fold2__late_weighted__20260910,arousal,2,late_weighted,20260910,P12,0.3390168970814132
arousal__fold2__late_weighted__20260910,arousal,2,late_weighted,20260910,P19,0.4018343815513627
arousal__fold2__late_weighted__20260910,arousal,2,late_weighted,20260910,P2,0.4181627182496559
arousal__fold2__late_weighted__20260910,arousal,2,late_weighted,20260910,P35,0.26666666666666666
arousal__fold2__late_weighted__20260910,arousal,2,late_weighted,20260910,P40,0.26414451261077027
arousal__fold2__late_weighted__20260911,arousal,2,late_weighted,20260911,P12,0.3390168970814132
arousal__fold2__late_weighted__20260911,arousal,2,late_weighted,20260911,P19,0.4018343815513627
arousal__fold2__late_weighted__20260911,arousal,2,late_weighted,20260911,P2,0.4181627182496559
arousal__fold2__late_weighted__20260911,arousal,2,late_weighted,20260911,P35,0.26666666666666666
arousal__fold2__late_weighted__20260911,arousal,2,late_weighted,20260911,P40,0.26414451261077027
arousal__fold2__unimodal__20260910,arousal,2,unimodal,20260910,P12,0.32368384303868175
arousal__fold2__unimodal__20260910,arousal,2,unimodal,20260910,P19,0.3266378406708595
arousal__fold2__unimodal__20260910,arousal,2,unimodal,20260910,P2,0.39446497138303266
arousal__fold2__unimodal__20260910,arousal,2,unimodal,20260910,P35,0.3222222222222222
arousal__fold2__unimodal__20260910,arousal,2,unimodal,20260910,P40,0.3273877149132773
arousal__fold2__unimodal__20260911,arousal,2,unimodal,20260911,P12,0.32368384303868175
arousal__fold2__unimodal__20260911,arousal,2,unimodal,20260911,P19,0.3266378406708595
arousal__fold2__unimodal__20260911,arousal,2,unimodal,20260911,P2,0.39446497138303266
arousal__fold2__unimodal__20260911,arousal,2,unimodal,20260911,P35,0.3222222222222222
arousal__fold2__unimodal__20260911,arousal,2,unimodal,20260911,P40,0.3273877149132773
arousal__fold2__fixed_logistic__20260910,arousal,2,fixed_logistic,20260910,P12,0.31277754503560956
arousal__fold2__fixed_logistic__20260910,arousal,2,fixed_logistic,20260910,P19,0.3933962264150943
arousal__fold2__fixed_logistic__20260910,arousal,2,fixed_logistic,20260910,P2,0.38075056147214376
arousal__fold2__fixed_logistic__20260910,arousal,2,fixed_logistic,20260910,P35,0.32407407407407407
arousal__fold2__fixed_logistic__20260910,arousal,2,fixed_logistic,20260910,P40,0.3131359034562852
arousal__fold2__fixed_logistic__20260911,arousal,2,fixed_logistic,20260911,P12,0.31277754503560956
arousal__fold2__fixed_logistic__20260911,arousal,2,fixed_logistic,20260911,P19,0.3933962264150943
arousal__fold2__fixed_logistic__20260911,arousal,2,fixed_logistic,20260911,P2,0.38075056147214376
arousal__fold2__fixed_logistic__20260911,arousal,2,fixed_logistic,20260911,P35,0.32407407407407407
arousal__fold2__fixed_logistic__20260911,arousal,2,fixed_logistic,20260911,P40,0.3131359034562852
arousal__fold3__early__20260910,arousal,3,early,20260910,P18,0.3078556263269639
arousal__fold3__early__20260910,arousal,3,early,20260910,P27,0.49655076106689006
arousal__fold3__early__20260910,arousal,3,early,20260910,P36,0.3597749158835131
arousal__fold3__early__20260910,arousal,3,early,20260910,P46,0.3979591836734694
arousal__fold3__early__20260910,arousal,3,early,20260910,P8,0.32476646160856687
arousal__fold3__early__20260911,arousal,3,early,20260911,P18,0.3078556263269639
arousal__fold3__early__20260911,arousal,3,early,20260911,P27,0.49655076106689006
arousal__fold3__early__20260911,arousal,3,early,20260911,P36,0.3597749158835131
arousal__fold3__early__20260911,arousal,3,early,20260911,P46,0.3979591836734694
arousal__fold3__early__20260911,arousal,3,early,20260911,P8,0.32476646160856687
arousal__fold3__late_mean__20260910,arousal,3,late_mean,20260910,P18,0.2929936305732484
arousal__fold3__late_mean__20260910,arousal,3,late_mean,20260910,P27,0.5224549643904483
arousal__fold3__late_mean__20260910,arousal,3,late_mean,20260910,P36,0.3597749158835131
arousal__fold3__late_mean__20260910,arousal,3,late_mean,20260910,P46,0.39158163265306123
arousal__fold3__late_mean__20260910,arousal,3,late_mean,20260910,P8,0.29763043973570286
arousal__fold3__late_mean__20260911,arousal,3,late_mean,20260911,P18,0.2929936305732484
arousal__fold3__late_mean__20260911,arousal,3,late_mean,20260911,P27,0.5224549643904483
arousal__fold3__late_mean__20260911,arousal,3,late_mean,20260911,P36,0.3597749158835131
arousal__fold3__late_mean__20260911,arousal,3,late_mean,20260911,P46,0.39158163265306123
arousal__fold3__late_mean__20260911,arousal,3,late_mean,20260911,P8,0.29763043973570286
arousal__fold3__late_geometric__20260910,arousal,3,late_geometric,20260910,P18,0.2951167728237792
arousal__fold3__late_geometric__20260910,arousal,3,late_geometric,20260910,P27,0.5246194665549505
arousal__fold3__late_geometric__20260910,arousal,3,late_geometric,20260910,P36,0.3519317786286112
arousal__fold3__late_geometric__20260910,arousal,3,late_geometric,20260910,P46,0.39030612244897955
arousal__fold3__late_geometric__20260910,arousal,3,late_geometric,20260910,P8,0.2928533454849244
arousal__fold3__late_geometric__20260911,arousal,3,late_geometric,20260911,P18,0.2951167728237792
arousal__fold3__late_geometric__20260911,arousal,3,late_geometric,20260911,P27,0.5246194665549505
arousal__fold3__late_geometric__20260911,arousal,3,late_geometric,20260911,P36,0.3519317786286112
arousal__fold3__late_geometric__20260911,arousal,3,late_geometric,20260911,P46,0.39030612244897955
arousal__fold3__late_geometric__20260911,arousal,3,late_geometric,20260911,P8,0.2928533454849244
arousal__fold3__late_weighted__20260910,arousal,3,late_weighted,20260910,P18,0.28662420382165604
arousal__fold3__late_weighted__20260910,arousal,3,late_weighted,20260910,P27,0.5030861611506773
arousal__fold3__late_weighted__20260910,arousal,3,late_weighted,20260910,P36,0.34408864137370926
arousal__fold3__late_weighted__20260910,arousal,3,late_weighted,20260910,P46,0.3647959183673469
arousal__fold3__late_weighted__20260910,arousal,3,late_weighted,20260910,P8,0.3136021872863978
arousal__fold3__late_weighted__20260911,arousal,3,late_weighted,20260911,P18,0.28662420382165604
arousal__fold3__late_weighted__20260911,arousal,3,late_weighted,20260911,P27,0.5030861611506773
arousal__fold3__late_weighted__20260911,arousal,3,late_weighted,20260911,P36,0.34408864137370926
arousal__fold3__late_weighted__20260911,arousal,3,late_weighted,20260911,P46,0.3647959183673469
arousal__fold3__late_weighted__20260911,arousal,3,late_weighted,20260911,P8,0.3136021872863978
arousal__fold3__unimodal__20260910,arousal,3,unimodal,20260910,P18,0.25690021231422505
arousal__fold3__unimodal__20260910,arousal,3,unimodal,20260910,P27,0.47938835358190196
arousal__fold3__unimodal__20260910,arousal,3,unimodal,20260910,P36,0.3341919016127161
arousal__fold3__unimodal__20260910,arousal,3,unimodal,20260910,P46,0.3431122448979592
arousal__fold3__unimodal__20260910,arousal,3,unimodal,20260910,P8,0.36300599984810505
arousal__fold3__unimodal__20260911,arousal,3,unimodal,20260911,P18,0.25690021231422505
arousal__fold3__unimodal__20260911,arousal,3,unimodal,20260911,P27,0.47938835358190196
arousal__fold3__unimodal__20260911,arousal,3,unimodal,20260911,P36,0.3341919016127161
arousal__fold3__unimodal__20260911,arousal,3,unimodal,20260911,P46,0.3431122448979592
arousal__fold3__unimodal__20260911,arousal,3,unimodal,20260911,P8,0.36300599984810505
arousal__fold3__fixed_logistic__20260910,arousal,3,fixed_logistic,20260910,P18,0.31634819532908703
arousal__fold3__fixed_logistic__20260910,arousal,3,fixed_logistic,20260910,P27,0.4642089093701997
arousal__fold3__fixed_logistic__20260910,arousal,3,fixed_logistic,20260910,P36,0.39322427195730364
arousal__fold3__fixed_logistic__20260910,arousal,3,fixed_logistic,20260910,P46,0.375
arousal__fold3__fixed_logistic__20260910,arousal,3,fixed_logistic,20260910,P8,0.3469355206197311
arousal__fold3__fixed_logistic__20260911,arousal,3,fixed_logistic,20260911,P18,0.31634819532908703
arousal__fold3__fixed_logistic__20260911,arousal,3,fixed_logistic,20260911,P27,0.4642089093701997
arousal__fold3__fixed_logistic__20260911,arousal,3,fixed_logistic,20260911,P36,0.39322427195730364
arousal__fold3__fixed_logistic__20260911,arousal,3,fixed_logistic,20260911,P46,0.375
arousal__fold3__fixed_logistic__20260911,arousal,3,fixed_logistic,20260911,P8,0.3469355206197311
arousal__fold4__early__20260910,arousal,4,early,20260910,P20,0.3470107478728168
arousal__fold4__early__20260910,arousal,4,early,20260910,P3,0.43478260869565216
arousal__fold4__early__20260910,arousal,4,early,20260910,P33,0.3322784084393991
arousal__fold4__early__20260910,arousal,4,early,20260910,P4,0.21568627450980393
arousal__fold4__early__20260910,arousal,4,early,20260910,P9,0.3651301456255016
arousal__fold4__early__20260911,arousal,4,early,20260911,P20,0.3470107478728168
arousal__fold4__early__20260911,arousal,4,early,20260911,P3,0.43478260869565216
arousal__fold4__early__20260911,arousal,4,early,20260911,P33,0.3322784084393991
arousal__fold4__early__20260911,arousal,4,early,20260911,P4,0.21568627450980393
arousal__fold4__early__20260911,arousal,4,early,20260911,P9,0.3651301456255016
arousal__fold4__late_mean__20260910,arousal,4,late_mean,20260910,P20,0.3482920336368612
arousal__fold4__late_mean__20260910,arousal,4,late_mean,20260910,P3,0.43271221532091103
arousal__fold4__late_mean__20260910,arousal,4,late_mean,20260910,P33,0.3418988648090815
arousal__fold4__late_mean__20260910,arousal,4,late_mean,20260910,P4,0.2679738562091503
arousal__fold4__late_mean__20260910,arousal,4,late_mean,20260910,P9,0.3809998853342506
arousal__fold4__late_mean__20260911,arousal,4,late_mean,20260911,P20,0.3482920336368612
arousal__fold4__late_mean__20260911,arousal,4,late_mean,20260911,P3,0.43271221532091103
arousal__fold4__late_mean__20260911,arousal,4,late_mean,20260911,P33,0.3418988648090815
arousal__fold4__late_mean__20260911,arousal,4,late_mean,20260911,P4,0.2679738562091503
arousal__fold4__late_mean__20260911,arousal,4,late_mean,20260911,P9,0.3809998853342506
arousal__fold4__late_geometric__20260910,arousal,4,late_geometric,20260910,P20,0.34972881524605665
arousal__fold4__late_geometric__20260910,arousal,4,late_geometric,20260910,P3,0.4368530020703934
arousal__fold4__late_geometric__20260910,arousal,4,late_geometric,20260910,P33,0.34970760233918136
arousal__fold4__late_geometric__20260910,arousal,4,late_geometric,20260910,P4,0.2636165577342048
arousal__fold4__late_geometric__20260910,arousal,4,late_geometric,20260910,P9,0.38099988533425067
arousal__fold4__late_geometric__20260911,arousal,4,late_geometric,20260911,P20,0.34972881524605665
arousal__fold4__late_geometric__20260911,arousal,4,late_geometric,20260911,P3,0.4368530020703934
arousal__fold4__late_geometric__20260911,arousal,4,late_geometric,20260911,P33,0.34970760233918136
arousal__fold4__late_geometric__20260911,arousal,4,late_geometric,20260911,P4,0.2636165577342048
arousal__fold4__late_geometric__20260911,arousal,4,late_geometric,20260911,P9,0.38099988533425067
arousal__fold4__late_weighted__20260910,arousal,4,late_weighted,20260910,P20,0.33674802209284965
arousal__fold4__late_weighted__20260910,arousal,4,late_weighted,20260910,P3,0.4202898550724637
arousal__fold4__late_weighted__20260910,arousal,4,late_weighted,20260910,P33,0.37113863089095284
arousal__fold4__late_weighted__20260910,arousal,4,late_weighted,20260910,P4,0.28104575163398693
arousal__fold4__late_weighted__20260910,arousal,4,late_weighted,20260910,P9,0.365531475748194
arousal__fold4__late_weighted__20260911,arousal,4,late_weighted,20260911,P20,0.33674802209284965
arousal__fold4__late_weighted__20260911,arousal,4,late_weighted,20260911,P3,0.4202898550724637
arousal__fold4__late_weighted__20260911,arousal,4,late_weighted,20260911,P33,0.37113863089095284
arousal__fold4__late_weighted__20260911,arousal,4,late_weighted,20260911,P4,0.28104575163398693
arousal__fold4__late_weighted__20260911,arousal,4,late_weighted,20260911,P9,0.365531475748194
arousal__fold4__unimodal__20260910,arousal,4,unimodal,20260910,P20,0.3108361944568841
arousal__fold4__unimodal__20260910,arousal,4,unimodal,20260910,P3,0.37060041407867494
arousal__fold4__unimodal__20260910,arousal,4,unimodal,20260910,P33,0.33595917899323463
arousal__fold4__unimodal__20260910,arousal,4,unimodal,20260910,P4,0.31590413943355117
arousal__fold4__unimodal__20260910,arousal,4,unimodal,20260910,P9,0.3559339525283798
arousal__fold4__unimodal__20260911,arousal,4,unimodal,20260911,P20,0.3108361944568841
arousal__fold4__unimodal__20260911,arousal,4,unimodal,20260911,P3,0.37060041407867494
arousal__fold4__unimodal__20260911,arousal,4,unimodal,20260911,P33,0.33595917899323463
arousal__fold4__unimodal__20260911,arousal,4,unimodal,20260911,P4,0.31590413943355117
arousal__fold4__unimodal__20260911,arousal,4,unimodal,20260911,P9,0.3559339525283798
arousal__fold4__fixed_logistic__20260910,arousal,4,fixed_logistic,20260910,P20,0.369949494949495
arousal__fold4__fixed_logistic__20260910,arousal,4,fixed_logistic,20260910,P3,0.3913043478260869
arousal__fold4__fixed_logistic__20260910,arousal,4,fixed_logistic,20260910,P33,0.3090929939227153
arousal__fold4__fixed_logistic__20260910,arousal,4,fixed_logistic,20260910,P4,0.3246187363834423
arousal__fold4__fixed_logistic__20260910,arousal,4,fixed_logistic,20260910,P9,0.3966402935443183
arousal__fold4__fixed_logistic__20260911,arousal,4,fixed_logistic,20260911,P20,0.369949494949495
arousal__fold4__fixed_logistic__20260911,arousal,4,fixed_logistic,20260911,P3,0.3913043478260869
arousal__fold4__fixed_logistic__20260911,arousal,4,fixed_logistic,20260911,P33,0.3090929939227153
arousal__fold4__fixed_logistic__20260911,arousal,4,fixed_logistic,20260911,P4,0.3246187363834423
arousal__fold4__fixed_logistic__20260911,arousal,4,fixed_logistic,20260911,P9,0.3966402935443183
arousal__fold5__early__20260910,arousal,5,early,20260910,P13,0.31173521587886227
arousal__fold5__early__20260910,arousal,5,early,20260910,P21,0.3105395718298944
arousal__fold5__early__20260910,arousal,5,early,20260910,P26,0.41523809523809524
arousal__fold5__early__20260910,arousal,5,early,20260910,P34,0.407586512866016
arousal__fold5__early__20260910,arousal,5,early,20260910,P44,0.4155207269961368
arousal__fold5__early__20260911,arousal,5,early,20260911,P13,0.31173521587886227
arousal__fold5__early__20260911,arousal,5,early,20260911,P21,0.3105395718298944
arousal__fold5__early__20260911,arousal,5,early,20260911,P26,0.41523809523809524
arousal__fold5__early__20260911,arousal,5,early,20260911,P34,0.407586512866016
arousal__fold5__early__20260911,arousal,5,early,20260911,P44,0.4155207269961368
arousal__fold5__late_mean__20260910,arousal,5,late_mean,20260910,P13,0.35043994270513606
arousal__fold5__late_mean__20260910,arousal,5,late_mean,20260910,P21,0.28550808873389516
arousal__fold5__late_mean__20260910,arousal,5,late_mean,20260910,P26,0.4438095238095238
arousal__fold5__late_mean__20260910,arousal,5,late_mean,20260910,P34,0.3739130434782609
arousal__fold5__late_mean__20260910,arousal,5,late_mean,20260910,P44,0.4520106487319602
arousal__fold5__late_mean__20260911,arousal,5,late_mean,20260911,P13,0.35043994270513606
arousal__fold5__late_mean__20260911,arousal,5,late_mean,20260911,P21,0.28550808873389516
arousal__fold5__late_mean__20260911,arousal,5,late_mean,20260911,P26,0.4438095238095238
arousal__fold5__late_mean__20260911,arousal,5,late_mean,20260911,P34,0.3739130434782609
arousal__fold5__late_mean__20260911,arousal,5,late_mean,20260911,P44,0.4520106487319602
arousal__fold5__late_geometric__20260910,arousal,5,late_geometric,20260910,P13,0.352281563331287
arousal__fold5__late_geometric__20260910,arousal,5,late_geometric,20260910,P21,0.2747360263489296
arousal__fold5__late_geometric__20260910,arousal,5,late_geometric,20260910,P26,0.44190476190476186
arousal__fold5__late_geometric__20260910,arousal,5,late_geometric,20260910,P34,0.3847826086956522
arousal__fold5__late_geometric__20260910,arousal,5,late_geometric,20260910,P44,0.45384215056346205
arousal__fold5__late_geometric__20260911,arousal,5,late_geometric,20260911,P13,0.352281563331287
arousal__fold5__late_geometric__20260911,arousal,5,late_geometric,20260911,P21,0.2747360263489296
arousal__fold5__late_geometric__20260911,arousal,5,late_geometric,20260911,P26,0.44190476190476186
arousal__fold5__late_geometric__20260911,arousal,5,late_geometric,20260911,P34,0.3847826086956522
arousal__fold5__late_geometric__20260911,arousal,5,late_geometric,20260911,P44,0.45384215056346205
arousal__fold5__late_weighted__20260910,arousal,5,late_weighted,20260910,P13,0.35225086965418456
arousal__fold5__late_weighted__20260910,arousal,5,late_weighted,20260910,P21,0.29987406761600305
arousal__fold5__late_weighted__20260910,arousal,5,late_weighted,20260910,P26,0.45142857142857146
arousal__fold5__late_weighted__20260910,arousal,5,late_weighted,20260910,P34,0.3834072759538598
arousal__fold5__late_weighted__20260910,arousal,5,late_weighted,20260910,P44,0.4300326267539382
arousal__fold5__late_weighted__20260911,arousal,5,late_weighted,20260911,P13,0.35225086965418456
arousal__fold5__late_weighted__20260911,arousal,5,late_weighted,20260911,P21,0.29987406761600305
arousal__fold5__late_weighted__20260911,arousal,5,late_weighted,20260911,P26,0.45142857142857146
arousal__fold5__late_weighted__20260911,arousal,5,late_weighted,20260911,P34,0.3834072759538598
arousal__fold5__late_weighted__20260911,arousal,5,late_weighted,20260911,P44,0.4300326267539382
arousal__fold5__unimodal__20260910,arousal,5,unimodal,20260910,P13,0.34520155514630657
arousal__fold5__unimodal__20260910,arousal,5,unimodal,20260910,P21,0.3629565048919887
arousal__fold5__unimodal__20260910,arousal,5,unimodal,20260910,P26,0.3638095238095238
arousal__fold5__unimodal__20260910,arousal,5,unimodal,20260910,P34,0.4622892635314996
arousal__fold5__unimodal__20260910,arousal,5,unimodal,20260910,P44,0.4338257371044256
arousal__fold5__unimodal__20260911,arousal,5,unimodal,20260911,P13,0.34520155514630657
arousal__fold5__unimodal__20260911,arousal,5,unimodal,20260911,P21,0.3629565048919887
arousal__fold5__unimodal__20260911,arousal,5,unimodal,20260911,P26,0.3638095238095238
arousal__fold5__unimodal__20260911,arousal,5,unimodal,20260911,P34,0.4622892635314996
arousal__fold5__unimodal__20260911,arousal,5,unimodal,20260911,P44,0.4338257371044256
arousal__fold5__fixed_logistic__20260910,arousal,5,fixed_logistic,20260910,P13,0.31931655412318394
arousal__fold5__fixed_logistic__20260910,arousal,5,fixed_logistic,20260910,P21,0.3215150634505473
arousal__fold5__fixed_logistic__20260910,arousal,5,fixed_logistic,20260910,P26,0.39238095238095244
arousal__fold5__fixed_logistic__20260910,arousal,5,fixed_logistic,20260910,P34,0.4197870452528838
arousal__fold5__fixed_logistic__20260910,arousal,5,fixed_logistic,20260910,P44,0.3951440180948378
arousal__fold5__fixed_logistic__20260911,arousal,5,fixed_logistic,20260911,P13,0.31931655412318394
arousal__fold5__fixed_logistic__20260911,arousal,5,fixed_logistic,20260911,P21,0.3215150634505473
arousal__fold5__fixed_logistic__20260911,arousal,5,fixed_logistic,20260911,P26,0.39238095238095244
arousal__fold5__fixed_logistic__20260911,arousal,5,fixed_logistic,20260911,P34,0.4197870452528838
arousal__fold5__fixed_logistic__20260911,arousal,5,fixed_logistic,20260911,P44,0.3951440180948378
