fold,inner,base_id,family,smoothing,low,high,candidate_id,score
1,1,relative_trees,trees,1,-0.3,0.1,relative_trees_w1_l-0.3_h0.1,0.2998426510811055
1,1,relative_trees,trees,1,-0.3,0.3,relative_trees_w1_l-0.3_h0.3,0.288394247373063
1,1,relative_trees,trees,1,-0.1,0.03,relative_trees_w1_l-0.1_h0.03,0.32911663158746274
1,1,relative_trees,trees,1,-0.1,0.1,relative_trees_w1_l-0.1_h0.1,0.31277472931798467
1,1,relative_trees,trees,1,-0.1,0.3,relative_trees_w1_l-0.1_h0.3,0.30132632560994227
1,1,relative_trees,trees,1,-0.03,0.03,relative_trees_w1_l-0.03_h0.03,0.34697502746525066
1,1,relative_trees,trees,1,-0.03,0.1,relative_trees_w1_l-0.03_h0.1,0.3306331251957726
1,1,relative_trees,trees,1,-0.03,0.3,relative_trees_w1_l-0.03_h0.3,0.3191847214877302
1,1,relative_trees,trees,16,-0.3,0.03,relative_trees_w16_l-0.3_h0.03,0.28577845322259704
1,1,relative_trees,trees,16,-0.3,0.1,relative_trees_w16_l-0.3_h0.1,0.2849712660865593
1,1,relative_trees,trees,16,-0.3,0.3,relative_trees_w16_l-0.3_h0.3,0.2857142857142857
1,1,relative_trees,trees,16,-0.1,0.03,relative_trees_w16_l-0.1_h0.03,0.2990324048605153
1,1,relative_trees,trees,16,-0.1,0.1,relative_trees_w16_l-0.1_h0.1,0.2982252177244776
1,1,relative_trees,trees,16,-0.1,0.3,relative_trees_w16_l-0.1_h0.3,0.298968237352204
1,1,relative_trees,trees,16,-0.03,0.03,relative_trees_w16_l-0.03_h0.03,0.3127218723563182
1,1,relative_trees,trees,16,-0.03,0.1,relative_trees_w16_l-0.03_h0.1,0.31191468522028043
1,1,relative_trees,trees,16,-0.03,0.3,relative_trees_w16_l-0.03_h0.3,0.31265770484800687
1,2,current_ridge,ridge,1,-0.3,0.03,current_ridge_w1_l-0.3_h0.03,0.34937436641205527
1,2,current_ridge,ridge,1,-0.3,0.1,current_ridge_w1_l-0.3_h0.1,0.3444019306971387
1,2,current_ridge,ridge,1,-0.3,0.3,current_ridge_w1_l-0.3_h0.3,0.3379056846819294
1,2,current_ridge,ridge,1,-0.1,0.03,current_ridge_w1_l-0.1_h0.03,0.3530217965070369
1,2,current_ridge,ridge,1,-0.1,0.1,current_ridge_w1_l-0.1_h0.1,0.34804936079212034
1,2,current_ridge,ridge,1,-0.1,0.3,current_ridge_w1_l-0.1_h0.3,0.34155311477691097
1,2,current_ridge,ridge,1,-0.03,0.03,current_ridge_w1_l-0.03_h0.03,0.36754612405682874
1,2,current_ridge,ridge,1,-0.03,0.1,current_ridge_w1_l-0.03_h0.1,0.3625736883419122
1,2,current_ridge,ridge,1,-0.03,0.3,current_ridge_w1_l-0.03_h0.3,0.35607744232670285
1,2,current_ridge,ridge,16,-0.3,0.03,current_ridge_w16_l-0.3_h0.03,0.35030410016243974
1,2,current_ridge,ridge,16,-0.3,0.1,current_ridge_w16_l-0.3_h0.1,0.35047647604046966
1,2,current_ridge,ridge,16,-0.3,0.3,current_ridge_w16_l-0.3_h0.3,0.3360887767499173
1,2,current_ridge,ridge,16,-0.1,0.03,current_ridge_w16_l-0.1_h0.03,0.34936775699665656
1,2,current_ridge,ridge,16,-0.1,0.1,current_ridge_w16_l-0.1_h0.1,0.34954013287468644
1,2,current_ridge,ridge,16,-0.1,0.3,current_ridge_w16_l-0.1_h0.3,0.33515243358413405
1,2,current_ridge,ridge,16,-0.03,0.03,current_ridge_w16_l-0.03_h0.03,0.3810730804517937
1,2,current_ridge,ridge,16,-0.03,0.1,current_ridge_w16_l-0.03_h0.1,0.3812454563298236
1,2,current_ridge,ridge,16,-0.03,0.3,current_ridge_w16_l-0.03_h0.3,0.3668577570392712
1,2,current_rbf,rbf,1,-0.3,0.03,current_rbf_w1_l-0.3_h0.03,0.3505079200212245
