task,kind,model,feature,importance
arousal_2s_sensitivity,classification,logistic,eeg_line_noise_ratio,0.008941712
arousal_2s_sensitivity,classification,logistic,gaze_dispersion_x_px,0.046156876
arousal_2s_sensitivity,classification,logistic,gaze_dispersion_y_px,0.053628032
arousal_2s_sensitivity,classification,logistic,gaze_dispersion_2d_px,0.066828215
arousal_2s_sensitivity,classification,logistic,gaze_path_length_px,0.034550167
arousal_2s_sensitivity,classification,logistic,fixation_count,0.014004615
arousal_2s_sensitivity,classification,logistic,fixation_total_ms,0.040490661
arousal_2s_sensitivity,classification,logistic,fixation_mean_ms,0.024821974
arousal_2s_sensitivity,classification,logistic,fixation_median_ms,0.033542226
arousal_2s_sensitivity,classification,logistic,saccade_count,0.033670341
arousal_2s_sensitivity,classification,logistic,saccade_mean_ms,0.023587736
arousal_2s_sensitivity,classification,logistic,pupil_both_valid_fraction,0.025525873
arousal_2s_sensitivity,classification,logistic,pupil_mean_z,0.020479547
arousal_2s_sensitivity,classification,logistic,pupil_std_z,0.063886201
arousal_2s_sensitivity,classification,logistic,pupil_min_z,0.028177231
arousal_2s_sensitivity,classification,logistic,pupil_max_z,0.068652267
arousal_2s_sensitivity,classification,logistic,pupil_slope_z_s,0.0049324813
arousal_2s_sensitivity,classification,logistic,missingindicator_gaze_dispersion_x_px,0.037378041
arousal_2s_sensitivity,classification,logistic,missingindicator_gaze_dispersion_y_px,0.037378041
arousal_2s_sensitivity,classification,logistic,missingindicator_gaze_dispersion_2d_px,0.037378041
arousal_2s_sensitivity,classification,logistic,missingindicator_gaze_path_length_px,0.093312126
arousal_2s_sensitivity,classification,logistic,missingindicator_fixation_mean_ms,0.017002162
arousal_2s_sensitivity,classification,logistic,missingindicator_fixation_median_ms,0.017002162
arousal_2s_sensitivity,classification,logistic,missingindicator_saccade_mean_ms,0.05499366
arousal_2s_sensitivity,classification,logistic,missingindicator_pupil_mean_z,0.03563345
arousal_2s_sensitivity,classification,logistic,missingindicator_pupil_std_z,0.03563345
arousal_2s_sensitivity,classification,logistic,missingindicator_pupil_min_z,0.03563345
arousal_2s_sensitivity,classification,logistic,missingindicator_pupil_max_z,0.03563345
arousal_2s_sensitivity,classification,logistic,missingindicator_pupil_slope_z_s,0.03563345
arousal_2s_sensitivity,classification,random_forest,eeg_rms_uv,0.068518747
arousal_2s_sensitivity,classification,random_forest,eeg_std_uv,0.054331767
arousal_2s_sensitivity,classification,random_forest,eeg_peak_to_peak_uv,0.049924567
arousal_2s_sensitivity,classification,random_forest,eeg_delta_relative,0.038123695
arousal_2s_sensitivity,classification,random_forest,eeg_theta_relative,0.042230882
arousal_2s_sensitivity,classification,random_forest,eeg_alpha_relative,0.037231879
arousal_2s_sensitivity,classification,random_forest,eeg_beta_relative,0.040633339
arousal_2s_sensitivity,classification,random_forest,eeg_gamma_relative,0.041857307
arousal_2s_sensitivity,classification,random_forest,eeg_line_noise_ratio,0.049668354
arousal_2s_sensitivity,classification,random_forest,gaze_dispersion_x_px,0.038944648
arousal_2s_sensitivity,classification,random_forest,gaze_dispersion_y_px,0.041683269
arousal_2s_sensitivity,classification,random_forest,gaze_dispersion_2d_px,0.036807024
arousal_2s_sensitivity,classification,random_forest,gaze_path_length_px,0.038851831
arousal_2s_sensitivity,classification,random_forest,fixation_count,0.01457119
arousal_2s_sensitivity,classification,random_forest,fixation_total_ms,0.038490499
arousal_2s_sensitivity,classification,random_forest,fixation_mean_ms,0.037323082
arousal_2s_sensitivity,classification,random_forest,fixation_median_ms,0.028306294
arousal_2s_sensitivity,classification,random_forest,saccade_count,0.015931726
arousal_2s_sensitivity,classification,random_forest,saccade_mean_ms,0.036913652
arousal_2s_sensitivity,classification,random_forest,pupil_both_valid_fraction,0.041406686
arousal_2s_sensitivity,classification,random_forest,pupil_mean_z,0.044086784
arousal_2s_sensitivity,classification,random_forest,pupil_std_z,0.039265837
arousal_2s_sensitivity,classification,random_forest,pupil_min_z,0.04213993
arousal_2s_sensitivity,classification,random_forest,pupil_max_z,0.044516267
arousal_2s_sensitivity,classification,random_forest,pupil_slope_z_s,0.037395838
arousal_2s_sensitivity,classification,random_forest,missingindicator_gaze_dispersion_x_px,3.9455251e-05
arousal_2s_sensitivity,classification,random_forest,missingindicator_gaze_dispersion_y_px,2.8178715e-05
arousal_2s_sensitivity,classification,random_forest,missingindicator_gaze_dispersion_2d_px,2.230963e-05
arousal_2s_sensitivity,classification,random_forest,missingindicator_gaze_path_length_px,0.00024890929
arousal_2s_sensitivity,classification,random_forest,missingindicator_fixation_mean_ms,7.8085861e-05
arousal_2s_sensitivity,classification,random_forest,missingindicator_fixation_median_ms,0.00011611805
arousal_2s_sensitivity,classification,random_forest,missingindicator_saccade_mean_ms,0.00019286664
arousal_2s_sensitivity,classification,random_forest,missingindicator_pupil_mean_z,3.384094e-05
arousal_2s_sensitivity,classification,random_forest,missingindicator_pupil_std_z,6.527782e-06
arousal_2s_sensitivity,classification,random_forest,missingindicator_pupil_min_z,9.7652868e-06
arousal_2s_sensitivity,classification,random_forest,missingindicator_pupil_max_z,2.7326265e-05
arousal_2s_sensitivity,classification,random_forest,missingindicator_pupil_slope_z_s,4.1521647e-05
arousal_pca_sensitivity,regression,ridge,eeg_rms_uv,0.020941575
arousal_pca_sensitivity,regression,ridge,eeg_std_uv,0.029093845
arousal_pca_sensitivity,regression,ridge,eeg_peak_to_peak_uv,0.00088540275
arousal_pca_sensitivity,regression,ridge,eeg_delta_relative,0.088426496
arousal_pca_sensitivity,regression,ridge,eeg_theta_relative,0.018938669
arousal_pca_sensitivity,regression,ridge,eeg_alpha_relative,0.018214968
arousal_pca_sensitivity,regression,ridge,eeg_beta_relative,0.071139252
arousal_pca_sensitivity,regression,ridge,eeg_gamma_relative,0.0031413089
arousal_pca_sensitivity,regression,ridge,eeg_line_noise_ratio,0.0057478241
arousal_pca_sensitivity,regression,ridge,gaze_dispersion_x_px,0.00047440504
arousal_pca_sensitivity,regression,ridge,gaze_dispersion_y_px,0.0047997995
arousal_pca_sensitivity,regression,ridge,gaze_dispersion_2d_px,0.0071819352
arousal_pca_sensitivity,regression,ridge,gaze_path_length_px,0.022973309
arousal_pca_sensitivity,regression,ridge,fixation_count,0.011700892
arousal_pca_sensitivity,regression,ridge,fixation_total_ms,0.0087136399
arousal_pca_sensitivity,regression,ridge,fixation_mean_ms,0.0029000581
arousal_pca_sensitivity,regression,ridge,fixation_median_ms,0.010348363
arousal_pca_sensitivity,regression,ridge,saccade_count,0.0028700294
arousal_pca_sensitivity,regression,ridge,saccade_mean_ms,0.0034687678
arousal_pca_sensitivity,regression,ridge,pupil_both_valid_fraction,0.0017044003
arousal_pca_sensitivity,regression,ridge,pupil_mean_z,0.003713454
arousal_pca_sensitivity,regression,ridge,pupil_std_z,0.020819549
arousal_pca_sensitivity,regression,ridge,pupil_min_z,0.033585305
arousal_pca_sensitivity,regression,ridge,pupil_max_z,0.046453054
arousal_pca_sensitivity,regression,ridge,pupil_slope_z_s,0.0093917704
arousal_pca_sensitivity,regression,ridge,missingindicator_gaze_dispersion_x_px,0.00055973688
arousal_pca_sensitivity,regression,ridge,missingindicator_gaze_dispersion_y_px,0.00055973688
arousal_pca_sensitivity,regression,ridge,missingindicator_gaze_dispersion_2d_px,0.00055973688
arousal_pca_sensitivity,regression,ridge,missingindicator_gaze_path_length_px,0.0092449117
arousal_pca_sensitivity,regression,ridge,missingindicator_fixation_mean_ms,0.0028761826
arousal_pca_sensitivity,regression,ridge,missingindicator_fixation_median_ms,0.0028761826
arousal_pca_sensitivity,regression,ridge,missingindicator_saccade_mean_ms,0.0042415689
arousal_pca_sensitivity,regression,ridge,missingindicator_pupil_mean_z,7.9433592e-05
arousal_pca_sensitivity,regression,ridge,missingindicator_pupil_std_z,7.9433592e-05
arousal_pca_sensitivity,regression,ridge,missingindicator_pupil_min_z,7.9433592e-05
arousal_pca_sensitivity,regression,ridge,missingindicator_pupil_max_z,7.9433592e-05
arousal_pca_sensitivity,regression,ridge,missingindicator_pupil_slope_z_s,7.9433592e-05
arousal_pca_sensitivity,regression,random_forest,eeg_rms_uv,0.038833451
arousal_pca_sensitivity,regression,random_forest,eeg_std_uv,0.036770614
arousal_pca_sensitivity,regression,random_forest,eeg_peak_to_peak_uv,0.036587303
arousal_pca_sensitivity,regression,random_forest,eeg_delta_relative,0.029596198
arousal_pca_sensitivity,regression,random_forest,eeg_theta_relative,0.051492392
arousal_pca_sensitivity,regression,random_forest,eeg_alpha_relative,0.039678545
arousal_pca_sensitivity,regression,random_forest,eeg_beta_relative,0.044247107
arousal_pca_sensitivity,regression,random_forest,eeg_gamma_relative,0.043008825
arousal_pca_sensitivity,regression,random_forest,eeg_line_noise_ratio,0.05415586
arousal_pca_sensitivity,regression,random_forest,gaze_dispersion_x_px,0.038337871
arousal_pca_sensitivity,regression,random_forest,gaze_dispersion_y_px,0.052818331
arousal_pca_sensitivity,regression,random_forest,gaze_dispersion_2d_px,0.034855001
arousal_pca_sensitivity,regression,random_forest,gaze_path_length_px,0.050014533
arousal_pca_sensitivity,regression,random_forest,fixation_count,0.010556281
arousal_pca_sensitivity,regression,random_forest,fixation_total_ms,0.039772541
arousal_pca_sensitivity,regression,random_forest,fixation_mean_ms,0.036658182
arousal_pca_sensitivity,regression,random_forest,fixation_median_ms,0.024729964
arousal_pca_sensitivity,regression,random_forest,saccade_count,0.010641427
arousal_pca_sensitivity,regression,random_forest,saccade_mean_ms,0.05110792
arousal_pca_sensitivity,regression,random_forest,pupil_both_valid_fraction,0.040907481
arousal_pca_sensitivity,regression,random_forest,pupil_mean_z,0.046913002
arousal_pca_sensitivity,regression,random_forest,pupil_std_z,0.050501685
arousal_pca_sensitivity,regression,random_forest,pupil_min_z,0.044117257
arousal_pca_sensitivity,regression,random_forest,pupil_max_z,0.046836275
arousal_pca_sensitivity,regression,random_forest,pupil_slope_z_s,0.046838371
arousal_pca_sensitivity,regression,random_forest,missingindicator_gaze_dispersion_x_px,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_gaze_dispersion_y_px,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_gaze_dispersion_2d_px,1.3816613e-05
arousal_pca_sensitivity,regression,random_forest,missingindicator_gaze_path_length_px,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_fixation_mean_ms,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_fixation_median_ms,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_saccade_mean_ms,1.9367846e-07
arousal_pca_sensitivity,regression,random_forest,missingindicator_pupil_mean_z,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_pupil_std_z,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_pupil_min_z,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_pupil_max_z,0
arousal_pca_sensitivity,regression,random_forest,missingindicator_pupil_slope_z_s,9.5745312e-06
arousal_pca_sensitivity,classification,logistic,eeg_rms_uv,0.016166184
arousal_pca_sensitivity,classification,logistic,eeg_std_uv,0.037104478
arousal_pca_sensitivity,classification,logistic,eeg_peak_to_peak_uv,0.013318438
arousal_pca_sensitivity,classification,logistic,eeg_delta_relative,0.026086533
arousal_pca_sensitivity,classification,logistic,eeg_theta_relative,0.044116116
arousal_pca_sensitivity,classification,logistic,eeg_alpha_relative,0.019665842
arousal_pca_sensitivity,classification,logistic,eeg_beta_relative,0.10280074
arousal_pca_sensitivity,classification,logistic,eeg_gamma_relative,0.10353925
arousal_pca_sensitivity,classification,logistic,eeg_line_noise_ratio,0.039600726
arousal_pca_sensitivity,classification,logistic,gaze_dispersion_x_px,0.086115011
arousal_pca_sensitivity,classification,logistic,gaze_dispersion_y_px,0.069317577
arousal_pca_sensitivity,classification,logistic,gaze_dispersion_2d_px,0.097052531
arousal_pca_sensitivity,classification,logistic,gaze_path_length_px,0.030776592
arousal_pca_sensitivity,classification,logistic,fixation_count,0.054041773
arousal_pca_sensitivity,classification,logistic,fixation_total_ms,0.050516887
arousal_pca_sensitivity,classification,logistic,fixation_mean_ms,0.063023953
arousal_pca_sensitivity,classification,logistic,fixation_median_ms,0.039431465
arousal_pca_sensitivity,classification,logistic,saccade_count,0.034419495
arousal_pca_sensitivity,classification,logistic,saccade_mean_ms,0.010748373
arousal_pca_sensitivity,classification,logistic,pupil_both_valid_fraction,0.010388237
arousal_pca_sensitivity,classification,logistic,pupil_mean_z,0.0080676106
arousal_pca_sensitivity,classification,logistic,pupil_std_z,0.062827855
arousal_pca_sensitivity,classification,logistic,pupil_min_z,0.043930646
arousal_pca_sensitivity,classification,logistic,pupil_max_z,0.08979037
arousal_pca_sensitivity,classification,logistic,pupil_slope_z_s,0.003302178
arousal_pca_sensitivity,classification,logistic,missingindicator_gaze_dispersion_x_px,0.012301289
arousal_pca_sensitivity,classification,logistic,missingindicator_gaze_dispersion_y_px,0.012301289
arousal_pca_sensitivity,classification,logistic,missingindicator_gaze_dispersion_2d_px,0.012301289
arousal_pca_sensitivity,classification,logistic,missingindicator_gaze_path_length_px,0.072776312
arousal_pca_sensitivity,classification,logistic,missingindicator_fixation_mean_ms,0.011039812
arousal_pca_sensitivity,classification,logistic,missingindicator_fixation_median_ms,0.011039812
arousal_pca_sensitivity,classification,logistic,missingindicator_saccade_mean_ms,0.0349245
arousal_pca_sensitivity,classification,logistic,missingindicator_pupil_mean_z,0.014576114
arousal_pca_sensitivity,classification,logistic,missingindicator_pupil_std_z,0.014576114
arousal_pca_sensitivity,classification,logistic,missingindicator_pupil_min_z,0.014576114
arousal_pca_sensitivity,classification,logistic,missingindicator_pupil_max_z,0.014576114
arousal_pca_sensitivity,classification,logistic,missingindicator_pupil_slope_z_s,0.014576114
arousal_pca_sensitivity,classification,random_forest,eeg_rms_uv,0.05163754
arousal_pca_sensitivity,classification,random_forest,eeg_std_uv,0.045608625
arousal_pca_sensitivity,classification,random_forest,eeg_peak_to_peak_uv,0.042833985
arousal_pca_sensitivity,classification,random_forest,eeg_delta_relative,0.039447337
arousal_pca_sensitivity,classification,random_forest,eeg_theta_relative,0.041194746
arousal_pca_sensitivity,classification,random_forest,eeg_alpha_relative,0.038872038
arousal_pca_sensitivity,classification,random_forest,eeg_beta_relative,0.041353156
arousal_pca_sensitivity,classification,random_forest,eeg_gamma_relative,0.042071682
arousal_pca_sensitivity,classification,random_forest,eeg_line_noise_ratio,0.047589287
arousal_pca_sensitivity,classification,random_forest,gaze_dispersion_x_px,0.041323931
arousal_pca_sensitivity,classification,random_forest,gaze_dispersion_y_px,0.043527155
arousal_pca_sensitivity,classification,random_forest,gaze_dispersion_2d_px,0.039268627
arousal_pca_sensitivity,classification,random_forest,gaze_path_length_px,0.041755861
arousal_pca_sensitivity,classification,random_forest,fixation_count,0.014382287
arousal_pca_sensitivity,classification,random_forest,fixation_total_ms,0.0399353
arousal_pca_sensitivity,classification,random_forest,fixation_mean_ms,0.04035896
arousal_pca_sensitivity,classification,random_forest,fixation_median_ms,0.030090273
arousal_pca_sensitivity,classification,random_forest,saccade_count,0.016142555
arousal_pca_sensitivity,classification,random_forest,saccade_mean_ms,0.040245491
arousal_pca_sensitivity,classification,random_forest,pupil_both_valid_fraction,0.040438257
arousal_pca_sensitivity,classification,random_forest,pupil_mean_z,0.045869027
arousal_pca_sensitivity,classification,random_forest,pupil_std_z,0.044239764
arousal_pca_sensitivity,classification,random_forest,pupil_min_z,0.044462343
arousal_pca_sensitivity,classification,random_forest,pupil_max_z,0.046871421
arousal_pca_sensitivity,classification,random_forest,pupil_slope_z_s,0.039754253
arousal_pca_sensitivity,classification,random_forest,missingindicator_gaze_dispersion_x_px,5.1094835e-05
arousal_pca_sensitivity,classification,random_forest,missingindicator_gaze_dispersion_y_px,1.4967088e-05
arousal_pca_sensitivity,classification,random_forest,missingindicator_gaze_dispersion_2d_px,4.1000705e-05
arousal_pca_sensitivity,classification,random_forest,missingindicator_gaze_path_length_px,0.00011030415
arousal_pca_sensitivity,classification,random_forest,missingindicator_fixation_mean_ms,0.00013226825
arousal_pca_sensitivity,classification,random_forest,missingindicator_fixation_median_ms,0.00011628603
arousal_pca_sensitivity,classification,random_forest,missingindicator_saccade_mean_ms,0.00017753406
arousal_pca_sensitivity,classification,random_forest,missingindicator_pupil_mean_z,8.4820072e-06
arousal_pca_sensitivity,classification,random_forest,missingindicator_pupil_std_z,5.9367745e-06
arousal_pca_sensitivity,classification,random_forest,missingindicator_pupil_min_z,3.686008e-05
arousal_pca_sensitivity,classification,random_forest,missingindicator_pupil_max_z,1.0284854e-05
arousal_pca_sensitivity,classification,random_forest,missingindicator_pupil_slope_z_s,2.1079315e-05
