scope,macro_score,balanced_accuracy,macro_f1
all,0.35058526079434893,0.35754634553271103,0.357137682722042
ema,0.35083496774377715,0.362344192303868,0.34973374468919
hmm,0.369796820587073,0.3620956022893606,0.35206924915824994
mean,0.3662356463274344,0.3662899158216828,0.3658102575420308
