scope,macro_score,balanced_accuracy,macro_f1
all,0.3547812951831035,0.3531731591779825,0.35285666438946467
fusion,0.357453246950667,0.35630777459130886,0.35473900047279305
fusion_lda,0.3592647065456363,0.35706893600765194,0.3555203616650227
fusion_logistic,0.3605406921582706,0.35940969661798117,0.35798856489996966
hgb,0.3509523891193072,0.348356828562852,0.34799971240107314
qda,0.3543759522754835,0.34281801282631247,0.25742705885121786
svm_rbf,0.3501345767864603,0.350648485791043,0.34878093157663353
