task,kind,subset,architecture,seed,split,reference_scope,baseline,baseline_subset,participant,gain
attention_primary,regression,compact_no_noise,TCN,20260908,validation,matched,ridge,compact_no_noise,P32,0.0018660466099573725
attention_primary,regression,compact_no_noise,TCN,20260908,validation,matched,ridge,compact_no_noise,P38,-0.00611762437698693
attention_primary,regression,compact_no_noise,TCN,20260908,validation,matched,ridge,compact_no_noise,P41,-0.0030323586772735833
attention_primary,regression,compact_no_noise,TCN,20260908,validation,matched,ridge,compact_no_noise,P47,-0.012799273864114724
attention_primary,regression,compact_no_noise,TCN,20260908,validation,matched,ridge,compact_no_noise,P6,0.00813853194709746
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P23,-0.03038298510176296
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P28,-0.009168753587247447
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P31,0.007072259099498601
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P32,0.004407029334897894
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P38,-0.008687489822889471
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P41,-0.0017996278538461308
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P47,-0.011355495671988125
attention_primary,regression,compact_no_noise,TCN,20260908,validation,full,ridge,full,P6,0.012598978479937628
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P10,0.0035885510140978294
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P11,-0.008237744868673236
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P15,0.006216507340636723
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P16,0.006509796753667474
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P37,-0.0046610407648262075
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P39,0.008293717982158277
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P45,0.0013706345175672485
attention_primary,regression,compact_no_noise,TCN,20260908,test,matched,ridge,compact_no_noise,P5,0.01455524636602612
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P10,0.007612592018372499
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P11,-0.00869864097826345
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P15,0.008867877312491168
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P16,-0.0003453628434841871
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P37,-0.007210173964793398
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P39,0.020379466889962394
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P45,0.004704861051136877
attention_primary,regression,compact_no_noise,TCN,20260908,test,full,ridge,full,P5,0.017346452725099493
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P23,-0.011871140146740622
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P28,-0.0029192586686930255
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P31,0.007889187836816025
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P32,0.005152860707175577
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P38,-0.00218944458300685
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P41,-0.0032731547352429224
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P47,-0.00043895863981879835
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,matched,ridge,compact_no_noise,P6,6.782257369386535e-05
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P23,-0.01962898714519956
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P28,-0.0032199669150941856
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P31,0.009399202513053262
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P32,0.007693843432116099
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P38,-0.0047593100289093915
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P41,-0.00204042391181547
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P47,0.0010048195523078007
attention_primary,regression,compact_no_noise,LSTM,20260907,validation,full,ridge,full,P6,0.004528269106534033
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P10,-0.002194471325153158
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P11,-0.007760873625412001
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P15,-0.0009970141388915277
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P16,-0.0027614875828817498
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P37,0.00127665475278671
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P39,0.00027297297907713514
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P45,0.00017177975769588905
attention_primary,regression,compact_no_noise,LSTM,20260907,test,matched,ridge,compact_no_noise,P5,-0.0018579030777723382
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P10,0.0018295696791215121
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P11,-0.008221769735002216
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P15,0.001654355832962917
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P16,-0.00961664718003341
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P37,-0.0012724784471804806
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P39,0.012358721886881252
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P45,0.0035060062912655177
attention_primary,regression,compact_no_noise,LSTM,20260907,test,full,ridge,full,P5,0.0009333032813010345
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P23,-0.023204047573157416
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P28,-0.0043413372134144534
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P31,-0.0007040502336388421
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P32,0.01209177647913906
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P38,-0.003010935189618591
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P41,-0.0026227959805864565
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P47,-0.01023299671134792
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,matched,ridge,compact_no_noise,P6,0.0033686409974805764
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P23,-0.030961894571616355
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P28,-0.0046420454598156136
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P31,0.0008059644425983947
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P32,0.014632759204079582
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P38,-0.005580800635521133
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P41,-0.001390065157159004
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P47,-0.00878921851922132
attention_primary,regression,compact_no_noise,LSTM,20260908,validation,full,ridge,full,P6,0.007829087530320744
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P10,-0.011250771034289286
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P11,-0.0024021379177061597
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P15,0.004476399208474202
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P16,-0.0011195662384477778
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P37,-0.01157362077010382
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P39,0.0027449079579302538
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P45,-0.01174678766258408
attention_primary,regression,compact_no_noise,LSTM,20260908,test,matched,ridge,compact_no_noise,P5,-0.0012473691961192301
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P10,-0.0072267300300146164
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P11,-0.002863034027296374
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P15,0.007127769180328647
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P16,-0.007974725835599439
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P37,-0.014122753970071011
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P39,0.01483065686573437
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P45,-0.00841256112901445
attention_primary,regression,compact_no_noise,LSTM,20260908,test,full,ridge,full,P5,0.0015438371629541425
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P23,-0.0071789146383043345
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P28,-0.00988990431121084
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P31,0.0004551456751460403
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P32,0.011295635937484838
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P38,-0.004815316660363722
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P41,-0.00434151186861409
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P47,-0.009890388863157407
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,matched,ridge,compact_no_noise,P6,-0.0009668193536596092
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P23,-0.014936761636763274
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P28,-0.010190612557612
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P31,0.001965160351383277
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P32,0.01383661866242536
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P38,-0.007385182106266264
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P41,-0.003108781045186637
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P47,-0.008446610671030808
attention_primary,regression,compact_no_noise,BiLSTM,20260907,validation,full,ridge,full,P6,0.0034936271791805584
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P10,0.0005579015389718389
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P11,-0.006868810533023018
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P15,-0.0017282943967733555
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P16,0.0018591899881822416
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P37,0.006740604212065904
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P39,0.0012750178688922809
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P45,0.003473127033803536
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,matched,ridge,compact_no_noise,P5,0.005938864549705936
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P10,0.004581942543246509
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P11,-0.007329706642613232
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P15,0.0009230755750810893
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P16,-0.0049959696089694194
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P37,0.004191471012098713
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P39,0.013360766776696398
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P45,0.0068073535673731644
attention_primary,regression,compact_no_noise,BiLSTM,20260907,test,full,ridge,full,P5,0.008730070908779308
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P23,-0.012770444311637652
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P28,-0.00875501479725549
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P31,-0.0019804922756776477
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P32,0.012358739793093876
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P38,-0.0026858175688870833
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P41,-0.0013861604201459432
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P47,-0.008787787905901956
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,matched,ridge,compact_no_noise,P6,0.00030619912906970637
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P23,-0.02052829131009659
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P28,-0.00905572304365665
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P31,-0.0004704775994404109
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P32,0.014899722518034397
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P38,-0.005255683014789625
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P41,-0.00015342959671849066
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P47,-0.007344009713775357
attention_primary,regression,compact_no_noise,BiLSTM,20260908,validation,full,ridge,full,P6,0.004766645661909874
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P10,-0.004797313979457263
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P11,-0.004635627009268006
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P15,-0.007483803924039245
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P16,-0.0006333434742542554
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P37,0.0029713512722711055
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P39,0.0050034349738801165
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P45,-0.0007037856910612206
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,matched,ridge,compact_no_noise,P5,0.004816588749660844
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P10,-0.0007732729751825929
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P11,-0.0050965231188582205
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P15,-0.0048324339521848
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P16,-0.007488503071405916
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P37,0.00042221807230391484
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P39,0.017089183881684233
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P45,0.002630440842508408
attention_primary,regression,compact_no_noise,BiLSTM,20260908,test,full,ridge,full,P5,0.007607795108734217
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P23,-0.06763285024154592
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P28,0.1221204425902413
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P31,-0.006837606837606924
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P32,-0.004084000464090964
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P38,-0.0631940523244871
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P41,-0.032348111658456524
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P47,0.04656515289455221
arousal_primary_6s,classification,full,TCN,20260907,validation,matched,logistic,full,P6,-0.05130121271714194
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P23,-0.06763285024154592
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P28,0.1221204425902413
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P31,-0.006837606837606924
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P32,-0.004084000464090964
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P38,-0.0631940523244871
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P41,-0.032348111658456524
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P47,0.04656515289455221
arousal_primary_6s,classification,full,TCN,20260907,validation,full,logistic,full,P6,-0.05130121271714194
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P10,0.01771156482216285
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P11,0.01449275362318847
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P15,0.04097602531337469
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P16,0.03271983640081805
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P37,0.17372621240024555
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P39,0.04583333333333334
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P45,0.03449828859664916
arousal_primary_6s,classification,full,TCN,20260907,test,matched,logistic,full,P5,0.0470085470085469
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P10,0.01771156482216285
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P11,0.01449275362318847
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P15,0.04097602531337469
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P16,0.03271983640081805
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P37,0.17372621240024555
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P39,0.04583333333333334
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P45,0.03449828859664916
arousal_primary_6s,classification,full,TCN,20260907,test,full,logistic,full,P5,0.0470085470085469
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P23,-0.012077294685990336
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P28,0.02504685893947639
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P31,0.06666666666666665
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P32,-0.05689755192017637
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P38,-0.02907438777004001
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P41,-0.017777777777777837
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P47,0.03445091370747233
arousal_primary_6s,classification,full,TCN,20260908,validation,matched,logistic,full,P6,-0.053294001966568305
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P23,-0.012077294685990336
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P28,0.02504685893947639
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P31,0.06666666666666665
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P32,-0.05689755192017637
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P38,-0.02907438777004001
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P41,-0.017777777777777837
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P47,0.03445091370747233
arousal_primary_6s,classification,full,TCN,20260908,validation,full,logistic,full,P6,-0.053294001966568305
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P10,0.00021643460067816145
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P11,0.012422360248447228
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P15,-0.016307654861871745
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P16,0.028629856850715785
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P37,0.024708410067526082
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P39,0.10625000000000007
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P45,0.0492904181428771
arousal_primary_6s,classification,full,TCN,20260908,test,matched,logistic,full,P5,-0.032051282051282104
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P10,0.00021643460067816145
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P11,0.012422360248447228
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P15,-0.016307654861871745
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P16,0.028629856850715785
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P37,0.024708410067526082
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P39,0.10625000000000007
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P45,0.0492904181428771
arousal_primary_6s,classification,full,TCN,20260908,test,full,logistic,full,P5,-0.032051282051282104
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P23,0.03623188405797101
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P28,0.04049519317975697
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P31,0.0222222222222222
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P32,-0.05294117647058827
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P38,-0.021164021164021163
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P41,-0.04021893814997268
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P47,0.045255797849197865
arousal_primary_6s,classification,full,LSTM,20260907,validation,matched,logistic,full,P6,-0.03666338905276967
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P23,0.03623188405797101
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P28,0.04049519317975697
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P31,0.0222222222222222
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P32,-0.05294117647058827
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P38,-0.021164021164021163
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P41,-0.04021893814997268
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P47,0.045255797849197865
arousal_primary_6s,classification,full,LSTM,20260907,validation,full,logistic,full,P6,-0.03666338905276967
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P10,-0.0077315249020032395
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P11,0.022774327122153215
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P15,0.04650115613971034
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P16,0.06748466257668717
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P37,0.11080417434008594
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P39,0.0
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P45,0.020036429872495487
arousal_primary_6s,classification,full,LSTM,20260907,test,matched,logistic,full,P5,-0.0021367521367521847
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P10,-0.0077315249020032395
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P11,0.022774327122153215
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P15,0.04650115613971034
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P16,0.06748466257668717
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P37,0.11080417434008594
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P39,0.0
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P45,0.020036429872495487
arousal_primary_6s,classification,full,LSTM,20260907,test,full,logistic,full,P5,-0.0021367521367521847
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P23,0.03623188405797101
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P28,0.10617328738134107
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P31,-0.006837606837606924
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P32,0.01568627450980392
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P38,-9.933705585879471e-05
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P41,-0.03432950191570883
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P47,0.039483638408692845
arousal_primary_6s,classification,full,LSTM,20260908,validation,matched,logistic,full,P6,-0.04690265486725664
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P23,0.03623188405797101
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P28,0.10617328738134107
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P31,-0.006837606837606924
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P32,0.01568627450980392
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P38,-9.933705585879471e-05
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P41,-0.03432950191570883
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P47,0.039483638408692845
arousal_primary_6s,classification,full,LSTM,20260908,validation,full,logistic,full,P6,-0.04690265486725664
arousal_primary_6s,classification,full,LSTM,20260908,test,matched,logistic,full,P10,0.0040040401125460146
arousal_primary_6s,classification,full,LSTM,20260908,test,matched,logistic,full,P11,0.02070393374741203
arousal_primary_6s,classification,full,LSTM,20260908,test,matched,logistic,full,P15,-0.026019228428867003
arousal_primary_6s,classification,full,LSTM,20260908,test,matched,logistic,full,P16,-0.022494887525562335
arousal_primary_6s,classification,full,LSTM,20260908,test,matched,logistic,full,P37,0.055248618784530384
arousal_primary_6s,classification,full,LSTM,20260908,test,matched,logistic,full,P39,-0.01041666666666663
