task,kind,subset,architecture,seed,split,reference_scope,baseline,baseline_subset,participant,gain
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,matched,ridge,Pupil,P31,-0.011831106800075708
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,matched,ridge,Pupil,P32,-0.012902186983199893
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,matched,ridge,Pupil,P38,-0.0019959010110777164
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,matched,ridge,Pupil,P41,-0.005590187600603702
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,matched,ridge,Pupil,P47,0.0011792827116969828
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,matched,ridge,Pupil,P6,-0.000663494521360164
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P23,-0.0027149692141588133
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P28,-0.004717817056951401
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P31,-0.008316290445529395
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P32,-0.021792699729896836
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P38,-0.005646495088293624
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P41,0.0057039464669301765
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P47,0.003658590966090225
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,full,ridge,full,P6,-0.01639435967796099
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P10,0.00572030792952849
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P11,-0.006062751998647697
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P15,0.0005833726152904006
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P16,0.01096202619949782
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P37,0.008297161299209987
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P39,-0.006234460635024863
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P45,0.010222931409108904
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,matched,ridge,Pupil,P5,-0.00275125748875249
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P10,0.008325999794387862
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P11,-0.007604952012146948
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P15,0.019684096347756364
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P16,-0.04416605597675838
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P37,0.007155706531126849
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P39,-0.009267322057200378
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P45,0.0042808468106108055
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,full,ridge,full,P5,-0.004796676675982492
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P23,0.012607536234961692
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P28,0.010513919843935904
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P31,-0.009065205610307436
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P32,-0.005743244848366191
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P38,-0.0029557383310452323
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P41,0.0022043680249020925
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P47,-0.005478936368082943
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,matched,ridge,Pupil,P6,-0.01123216363664814
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P23,0.0018048299026711678
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P28,0.005844968894640923
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P31,-0.005550389255761123
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P32,-0.014633757595063135
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P38,-0.00660633240826114
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P41,0.013498502092435971
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P47,-0.0029996281136897007
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,full,ridge,full,P6,-0.026963028793248967
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P10,0.007409189282182482
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P11,-0.0102329566669771
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P15,0.001970926742944301
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P16,0.009294541248272004
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P37,0.009247046660727398
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P39,-0.02470431481330415
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P45,0.008650484125693358
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,matched,ridge,Pupil,P5,0.0035532575253433007
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P10,0.010014881147041854
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P11,-0.01177515668047635
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P15,0.021071650475410264
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P16,-0.045833540927984195
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P37,0.00810559189264426
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P39,-0.027737176235479666
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P45,0.00270839952719526
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,full,ridge,full,P5,0.0015078383381132987
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P23,0.014492753623188415
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P28,-0.01614366043896248
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P31,0.015384615384615441
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P32,0.006056387051862122
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P38,0.030255975908149935
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P41,-0.06179529282977564
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P47,-0.025841048486316465
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,matched,logistic,Eye_Pupil,P6,-0.02393969190429368
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P23,-0.021739130434782594
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P28,0.031682689400810204
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P31,0.01538461538461533
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P32,-0.017415013342615193
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P38,0.035609720392329125
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P41,-0.03162561576354683
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P47,-0.014524204180672684
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,full,logistic,full,P6,-0.038577515568666065
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P10,-0.01198807204867372
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P11,-0.0269151138716357
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P15,0.01988560301813319
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P16,0.03271983640081794
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P37,0.19935543278084716
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P39,-0.014583333333333393
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P45,0.0275726095398226
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,matched,logistic,Eye_Pupil,P5,-0.019230769230769218
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P10,-0.035892071279128496
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P11,-0.014492753623188415
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P15,0.011938663745892697
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P16,0.05112474437627812
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P37,0.2823818293431553
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P39,0.025000000000000022
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P45,0.06612422186192674
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,full,logistic,full,P5,-0.05128205128205132
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P23,0.05797101449275366
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P28,0.06723502025515449
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P31,0.0
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P32,-0.021557025176934697
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P38,-0.014628688541731993
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P41,-0.06266009852216753
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P47,-0.021361033219260694
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,matched,logistic,Eye_Pupil,P6,-0.045545722713864256
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P23,0.02173913043478265
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P28,0.11506137009492717
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P31,-1.1102230246251565e-16
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P32,-0.04502842557141201
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P38,-0.009274944057552803
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P41,-0.03249042145593872
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P47,-0.010044188913616914
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,full,logistic,full,P6,-0.06018354637823664
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P10,0.0261765625375755
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P11,-0.035196687370600444
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P15,0.054472435195326796
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P16,0.036809815950920144
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P37,-0.009208103130755041
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P39,-0.05625000000000008
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P45,-0.01806481314678038
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,matched,logistic,Eye_Pupil,P5,0.008547008547008628
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P10,0.002272563307120723
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P11,-0.02277432712215316
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P15,0.0465254959230863
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P16,0.05521472392638033
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P37,0.0738182934315531
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P39,-0.016666666666666663
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P45,0.020486799175323755
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,full,logistic,full,P5,-0.023504273504273476
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P23,-0.012077294685990336
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P28,0.040464961605901184
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P31,-0.0017094017094015923
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P32,-0.019654252233437752
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P38,0.030486019616454474
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P41,-0.05906951286261636
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P47,-0.0009319180934606042
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,matched,logistic,Eye_Pupil,P6,-0.028089151098000587
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P23,-0.048309178743961345
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P28,0.08829131144567387
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P31,-0.0017094017094017033
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P32,-0.04312565262791507
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P38,0.035839764100633664
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P41,-0.028899835796387552
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P47,0.010384926212183176
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,full,logistic,full,P6,-0.04272697476237297
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P10,0.003931895245653294
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P11,-0.0020703933747412973
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P15,0.032469271023487956
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P16,-0.010224948875255657
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P37,0.09515039901780237
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P39,-0.027083333333333348
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P45,-0.003673011869733178
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,matched,logistic,Eye_Pupil,P5,0.019230769230769273
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P10,-0.01997210398480148
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P11,0.010351966873705987
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P15,0.02452233175124746
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P16,0.008179959100204526
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P37,0.17817679558011051
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P39,0.012500000000000067
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P45,0.034878600452370956
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,full,logistic,full,P5,-0.01282051282051283
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P23,0.012077294685990392
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P28,0.04956466533647741
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P31,-0.029059829059829012
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P32,0.015605058591483922
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P38,-0.01578413534935269
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P41,-0.041576354679802974
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P47,0.0048486569572038785
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,matched,logistic,Eye_Pupil,P6,-0.0410029498525073
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P23,-0.024154589371980617
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P28,0.0973910151762501
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P31,-0.029059829059829123
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P32,-0.007866341802993393
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P38,-0.0104303908651735
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P41,-0.011406677613574168
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P47,0.01616550126284766
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,full,logistic,full,P6,-0.05564077351687968
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P10,-0.00016833802274968113
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P11,-0.008281573498964856
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P15,0.0769258853596203
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P16,0.04089979550102246
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P37,0.016421117249846573
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P39,-0.07916666666666672
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P45,0.023579335054744854
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,matched,logistic,Eye_Pupil,P5,0.12606837606837612
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P10,-0.024072337253204457
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P11,0.004140786749482428
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P15,0.06897894608737981
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P16,0.059304703476482645
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P37,0.09944751381215472
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P39,-0.039583333333333304
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P45,0.06213094737684899
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,full,logistic,full,P5,0.09401709401709402
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P23,0.007246376811594235
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P28,0.01794243908337867
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P31,-0.013675213675213627
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P32,-0.025536605174614257
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P38,0.005327603153690186
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P41,0.005977011494252782
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P47,0.0276090859230001
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,matched,logistic,Eye_Pupil,P6,0.004601769911504461
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P23,-0.028985507246376774
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P28,0.06576878892315136
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P31,-0.013675213675213738
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P32,-0.04900800556909157
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P38,0.010681347637869376
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P41,0.03614668856048159
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P47,0.03892593022864388
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,full,logistic,full,P6,-0.010036053752867924
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P10,0.038044393141428046
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P11,-0.04761904761904773
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P15,0.060739929414628246
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P16,0.06952965235173825
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P37,0.04220380601596074
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P39,-0.07916666666666672
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P45,0.01818491162753455
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,matched,logistic,Eye_Pupil,P5,0.10042735042735046
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P10,0.01414039391097327
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P11,-0.035196687370600444
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P15,0.05279299014238775
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P16,0.08793456032719843
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P37,0.1252302025782689
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P39,-0.039583333333333304
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P45,0.056736523949638684
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,full,logistic,full,P5,0.06837606837606836
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P23,-0.012077294685990336
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P28,0.024805006348630476
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P31,-0.013675213675213627
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P32,-0.05687434737208491
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P38,0.0040937323546019755
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P41,0.011395730706075469
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P47,0.01665835229693008
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,matched,logistic,Eye_Pupil,P6,-0.013044903310390044
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P23,-0.048309178743961345
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P28,0.07263135618840316
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P31,-0.013675213675213738
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P32,-0.08034574776656223
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P38,0.009447476838781166
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P41,0.041565407772304275
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P47,0.02797519660257386
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,full,logistic,full,P6,-0.02768272697476243
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,matched,logistic,Eye_Pupil,P10,0.008152369958877415
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,matched,logistic,Eye_Pupil,P11,-0.010351966873706042
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,matched,logistic,Eye_Pupil,P15,0.05874406717780212
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,matched,logistic,Eye_Pupil,P16,0.034764826175869123
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,matched,logistic,Eye_Pupil,P37,0.07473910374462861
