task,kind,subset,architecture,seed,split,feature,baseline,temporal_importance,temporal_low,temporal_high,baseline_importance,differential_importance,differential_low,differential_high,positive_participants,participants,gain_before,gain_after,repeats
arousal_primary_6s,regression,full,BiLSTM,20260907,test,pupil_both_valid_fraction,ridge,0.0012118701761240163,0.0003397314709430945,0.0019743582283138746,7.387385619685994e-05,0.0011379963199271564,0.00037497079454595076,0.001871525179120899,6,8,-0.004634813666847218,-0.0057728099867743726,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,pupil_mean_z,ridge,-0.0003483602130234687,-0.0017747506930789329,0.0012336004940170292,0.000977549571804326,-0.0013259097848277944,-0.0039047686394056876,0.0015826495136565043,3,8,-0.004634813666847218,-0.003308903882019423,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,pupil_std_z,ridge,0.0012386963221125424,-0.0009050874310955588,0.0038881157622174685,0.0032124200644256416,-0.001973723742313099,-0.007974872804027712,0.003949934160110779,4,8,-0.004634813666847218,-0.0026610899245341187,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,pupil_min_z,ridge,0.00019519186168364126,-0.0008202113002676588,0.0014213777374848385,0.0026648758332994934,-0.0024696839716158523,-0.004838522398898472,6.296182697755053e-05,2,8,-0.004634813666847218,-0.0021651296952313664,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,pupil_max_z,ridge,0.00021469198446417428,-0.0013284195001605427,0.0015029878267445104,0.006483432037329087,-0.006268740052864912,-0.01045359152638441,-0.00267461876404899,0,8,-0.004634813666847218,0.0016339263860176952,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,pupil_slope_z_s,ridge,0.000353168671908116,-0.0014120883690488864,0.0018949093458069995,-8.739094920202361e-05,0.00044055962111013976,-0.0014656937600394577,0.0021696734130055347,5,8,-0.004634813666847218,-0.005075373287957359,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,modalidad:EEG,ridge,0.0011391410883551277,-0.002791686572399986,0.005485799026486354,0.0010335119907701638,0.00010562909758496375,-0.00212990254501014,0.0022753655546755716,4,8,-0.004634813666847218,-0.004740442764432182,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,modalidad:Eye,ridge,0.004513166179963163,-0.0004345640731555607,0.008780387335883934,0.002763425202349512,0.001749740977613651,-0.004529572341098244,0.00735729040067098,6,8,-0.004634813666847218,-0.006384554644460867,5
arousal_primary_6s,regression,full,BiLSTM,20260907,test,modalidad:Pupil,ridge,0.0032419959571200418,-0.0011422709639344387,0.007806166927208602,-0.00017328272486653038,0.003415278681986572,-0.00043186301058230125,0.007061826274301976,6,8,-0.004634813666847218,-0.00805009234883379,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_rms_uv,logistic,-0.0038714229765701926,-0.00699531751474111,-0.0010819977458626534,0.0036408380160564175,-0.007512260992626611,-0.015815261043876507,-0.0009970945256448898,1,8,0.008282029975782874,0.015794290968409484,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_std_uv,logistic,0.00021432106362793816,-0.0037443040057961088,0.0027929196981670763,0.0007950098517907082,-0.0005806887881627701,-0.004881480433231047,0.004042209638379492,4,8,0.008282029975782874,0.008862718763945643,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_peak_to_peak_uv,logistic,-0.0038318004634998637,-0.008607848102389754,0.0006972146952729284,0.009691234142675864,-0.013523034606175727,-0.02718992883594677,-0.0019058181827623119,1,8,0.008282029975782874,0.021805064581958602,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_delta_relative,logistic,0.0050210970320369985,0.0002160348828194385,0.00996911955041412,0.004077490610074972,0.0009436064219620268,-0.006614575986743776,0.00658215436859595,7,8,0.008282029975782874,0.007338423553820848,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_theta_relative,logistic,0.0038616143579307234,-0.0014564904904290673,0.00983015201775318,-0.0011814737371932948,0.005043088095124018,-0.004702383116536044,0.012813454197443695,6,8,0.008282029975782874,0.003238941880658856,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_alpha_relative,logistic,0.002394104329428883,-0.0038299456536704975,0.008283529400383686,-0.006746132853443642,0.009140237182872523,0.002845825769302933,0.016001646817577833,6,8,0.008282029975782874,-0.0008582072070896507,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_beta_relative,logistic,0.007803885965559823,0.0005204251524457504,0.01710637142065514,0.0028351944377276853,0.004968691527832138,-0.00230950126996203,0.01218884884725773,5,8,0.008282029975782874,0.0033133384479507367,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_gamma_relative,logistic,0.004507565557766213,-0.005720464829055262,0.01384101212278091,0.0013348437112815639,0.0031727218464846496,-0.005763630350858294,0.011660318319628356,5,8,0.008282029975782874,0.005109308129298225,5
attention_primary,classification,EEG,LSTM,20260907,validation,eeg_line_noise_ratio,logistic,0.0032449430789958655,-0.0020461196376279724,0.009797991582088054,0.0013852637410541298,0.0018596793379417362,-0.006252259444895873,0.008561799206010993,5,8,0.008282029975782874,0.006422350637841139,5
attention_primary,classification,EEG,LSTM,20260907,validation,modalidad:EEG,logistic,0.006302404676610398,-0.006539702715848568,0.017492486419752346,0.0025528105561784904,0.0037495941204319077,-0.009136604765167604,0.01585946307468889,4,8,0.008282029975782874,0.004532435855350966,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_rms_uv,logistic,0.0006175905033747056,-0.0011190018952604375,0.0027977694621331524,-0.004865754325101481,0.005483344828476187,-0.002121581981410161,0.01271993001484774,6,8,0.002940694199159981,-0.0025426506293162055,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_std_uv,logistic,-0.0004904322904402999,-0.002472339748192224,0.0012795021522215768,-0.004064716569101082,0.0035742842786607816,-0.006372067252808488,0.01305057430748982,5,8,0.002940694199159981,-0.0006335900795008008,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_peak_to_peak_uv,logistic,-0.0013871282522014345,-0.004721114326664861,0.0014340617511340436,-0.009048957829415463,0.0076618295772140285,-0.007319217732440236,0.018921174767018923,7,8,0.002940694199159981,-0.004721135378054048,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_delta_relative,logistic,-0.00717040542043635,-0.015843833712445854,0.0014504460679929023,-0.002253746350195796,-0.004916659070240554,-0.019747647070707385,0.008507882810205711,4,8,0.002940694199159981,0.007857353269400536,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_theta_relative,logistic,-0.0058211305228619845,-0.017062753609555413,0.0048959429750446625,0.00036050817230100197,-0.006181638695162988,-0.01750715069329205,0.005404478936725496,4,8,0.002940694199159981,0.009122332894322967,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_alpha_relative,logistic,-0.004276119164636118,-0.016861576430490056,0.0073711312507845775,-0.0018924501118670334,-0.002383669052769085,-0.014356752197389574,0.009842305591461124,4,8,0.002940694199159981,0.005324363251929065,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_beta_relative,logistic,-0.007647589898477135,-0.01474105524431339,-0.0006773547042474508,-0.007606615109668907,-4.0974788808228416e-05,-0.01415248600407876,0.014690140999559207,3,8,0.002940694199159981,0.002981668987968209,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_gamma_relative,logistic,-0.0022166232001815836,-0.009132265003044144,0.005645639006107206,-0.006065107643793768,0.0038484844436121853,-0.006010773911147746,0.015682662992103562,4,8,0.002940694199159981,-0.0009077902444522036,5
attention_primary,classification,EEG,LSTM,20260907,test,eeg_line_noise_ratio,logistic,-0.011299720774604134,-0.02356105892353734,0.0017750800875203016,-0.0067946899553696935,-0.00450503081923444,-0.013709912842399917,0.004193630123770704,3,8,0.002940694199159981,0.00744572501839442,5
attention_primary,classification,EEG,LSTM,20260907,test,modalidad:EEG,logistic,-0.00673608225953809,-0.025832289475708155,0.013136148889358207,-0.006290220701487332,-0.00044586155805075977,-0.015534205246741787,0.013624313846811401,4,8,0.002940694199159981,0.0033865557572107406,5
attention_primary,classification,full,TCN,20260907,validation,eeg_rms_uv,logistic,0.0019537587548319204,0.0002256847640414697,0.0041436639034470755,-0.0021713881507222517,0.004125146905554172,-0.0011325109392937053,0.010037783132079427,5,8,0.013124862107285994,0.00899971520173182,5
attention_primary,classification,full,TCN,20260907,validation,eeg_std_uv,logistic,0.003010306926199521,-0.0020660487908774655,0.009214464591903844,-0.003002376920428827,0.006012683846628348,-0.009347127462741057,0.024737728184938922,5,8,0.013124862107285994,0.007112178260657645,5
attention_primary,classification,full,TCN,20260907,validation,eeg_peak_to_peak_uv,logistic,0.0018143396818444276,-0.0031449463758375282,0.006483313887392118,0.005017375249622407,-0.0032030355677779786,-0.009865439023715051,0.005554647738816981,2,8,0.013124862107285994,0.01632789767506397,5
attention_primary,classification,full,TCN,20260907,validation,eeg_delta_relative,logistic,0.0012041634584599018,-0.008211023140304355,0.00957216615362018,0.0006847104758296923,0.00051945298263021,-0.017234003255343182,0.012405830233082255,6,8,0.013124862107285994,0.012605409124655784,5
attention_primary,classification,full,TCN,20260907,validation,eeg_theta_relative,logistic,0.004287106257106241,-0.003686977381832706,0.012019040963547369,0.0017577299553123717,0.0025293763017938684,-0.014292328996625154,0.014028551117731528,6,8,0.013124862107285994,0.010595485805492126,5
attention_primary,classification,full,TCN,20260907,validation,eeg_alpha_relative,logistic,0.01013027158651355,-0.00024980591011401364,0.02138954567258865,-0.003795903007880229,0.013926174594393777,0.005158818366525398,0.022989506421787053,7,8,0.013124862107285994,-0.000801312487107784,5
attention_primary,classification,full,TCN,20260907,validation,eeg_beta_relative,logistic,0.005996367702256986,-0.0016860435997943614,0.015366400842889169,0.005013795552988608,0.0009825721492683773,-0.008933666388491902,0.012820691843997027,3,8,0.013124862107285994,0.012142289958017617,5
attention_primary,classification,full,TCN,20260907,validation,eeg_gamma_relative,logistic,0.0020422128876231484,-0.0030144241952603777,0.006654327738644522,0.0005861902526269323,0.001456022634996217,-0.005643012482657717,0.009518208556192174,3,8,0.013124862107285994,0.011668839472289777,5
attention_primary,classification,full,TCN,20260907,validation,eeg_line_noise_ratio,logistic,0.0005366633488080625,-0.0040592171490044324,0.006538677863393717,-0.0013703409311109941,0.001907004279919057,-0.008956767271033395,0.012476427185372589,5,8,0.013124862107285994,0.011217857827366937,5
attention_primary,classification,full,TCN,20260907,validation,gsr_mean_z,logistic,0.0024365511735580576,-0.003062778936147709,0.007099194323753101,-0.0002573429820740575,0.0026938941556321153,-0.004278203924375681,0.00952614756288112,5,8,0.013124862107285994,0.01043096795165388,5
attention_primary,classification,full,TCN,20260907,validation,gsr_std_z,logistic,-0.0015114896241330959,-0.010324989380016008,0.005645839929269308,0.0003856453742711499,-0.0018971349984042455,-0.009737222652212985,0.005605226018391261,3,8,0.013124862107285994,0.015021997105690242,5
attention_primary,classification,full,TCN,20260907,validation,gsr_min_z,logistic,7.61997400678824e-05,-0.005111199441369935,0.004632473889895507,0.006837336042339461,-0.00676113630227158,-0.018985622674462167,0.005125612005685482,4,8,0.013124862107285994,0.019885998409557574,5
attention_primary,classification,full,TCN,20260907,validation,gsr_max_z,logistic,0.0024596804838046176,0.00012367485915452372,0.005021576193109081,-0.00025669744958473355,0.002716377933389351,0.0004972516471123435,0.005487121556919145,5,8,0.013124862107285994,0.010408484173896643,5
attention_primary,classification,full,TCN,20260907,validation,gsr_tonic_mean_z,logistic,0.0008584593092762438,-0.0014023797009278677,0.00348536932381638,1.3896755980390163e-05,0.0008445625532958536,-0.0022315271651133202,0.005160096029433745,3,8,0.013124862107285994,0.01228029955399014,5
attention_primary,classification,full,TCN,20260907,validation,gsr_phasic_mean_z,logistic,0.002398387073240268,0.00021311676414518017,0.004351098217296058,0.0020079582436825843,0.00039042882955768465,-0.0036448859822286236,0.0047964874347206235,4,8,0.013124862107285994,0.012734433277728309,5
attention_primary,classification,full,TCN,20260907,validation,gsr_slope_z_s,logistic,0.0032809675554163835,-0.003116133101189198,0.011535324504001085,0.0013657395804791096,0.0019152279749372735,-0.007742705117236173,0.011524195288138576,4,8,0.013124862107285994,0.01120963413234872,5
attention_primary,classification,full,TCN,20260907,validation,gsr_scr_count,logistic,0.001271419722458686,-0.0020367015026499457,0.004857389115174719,-0.0016139128370031078,0.0028853325594617937,-0.002996157432558504,0.011121801034120742,3,8,0.013124862107285994,0.010239529547824198,5
attention_primary,classification,full,TCN,20260907,validation,gsr_scr_mean_prominence_z,logistic,-0.00012544029746586194,-0.0017156703546300524,0.0017857355318008348,3.913377104047832e-06,-0.0001293536745699096,-0.0015853178535941105,0.0016755921043241384,1,8,0.013124862107285994,0.013254215781855904,5
attention_primary,classification,full,TCN,20260907,validation,modalidad:EEG,logistic,0.011242415389268491,-0.00014082277148981485,0.020453344711958615,0.001196235343352611,0.010046180045915877,-0.004210921121011536,0.023390490797764528,6,8,0.013124862107285994,0.0030786820613701166,5
attention_primary,classification,full,TCN,20260907,validation,modalidad:GSR,logistic,0.0026606466076856084,-0.0048183693318728975,0.01021419665764471,-0.0010134244726534595,0.0036740710803390684,-0.00663985900737175,0.012766787614702685,6,8,0.013124862107285994,0.009450791026946926,5
attention_primary,classification,full,TCN,20260907,test,eeg_rms_uv,logistic,-0.0028383756175269694,-0.005591731284495608,0.00016644911439709617,-0.00588638128363702,0.00304800566611005,-0.005141665575614672,0.012190154611940542,5,8,0.009428569473162791,0.006380563807052741,5
attention_primary,classification,full,TCN,20260907,test,eeg_std_uv,logistic,-0.0009096644122693828,-0.0039065517612015665,0.002318985162576475,-0.0016975157646140816,0.0007878513523446986,-0.003922516284799869,0.0061106954744122415,4,8,0.009428569473162791,0.008640718120818094,5
attention_primary,classification,full,TCN,20260907,test,eeg_peak_to_peak_uv,logistic,-0.0013441824937879792,-0.003993950442171322,0.0015803926412197022,-0.008101442915264987,0.006757260421477009,-0.003685034248613307,0.017170713440558476,5,8,0.009428569473162791,0.002671309051685783,5
attention_primary,classification,full,TCN,20260907,test,eeg_delta_relative,logistic,-0.002110782938441154,-0.007737003003618198,0.003791258721585348,0.0040993916762397725,-0.0062101746146809265,-0.01470993887103538,0.0015596387270751769,3,8,0.009428569473162791,0.015638744087843718,5
attention_primary,classification,full,TCN,20260907,test,eeg_theta_relative,logistic,0.0015541679325786848,-0.0034043716813939614,0.006003123464752821,0.0023810083720840897,-0.0008268404395054049,-0.007945355095532193,0.006183234954020521,4,8,0.009428569473162791,0.010255409912668196,5
attention_primary,classification,full,TCN,20260907,test,eeg_alpha_relative,logistic,0.0018963578951527852,-0.004667140815987438,0.009550880506745357,0.0020635155802097398,-0.00016715768505695585,-0.007145140393023029,0.009379678411056785,3,8,0.009428569473162791,0.009595727158219748,5
attention_primary,classification,full,TCN,20260907,test,eeg_beta_relative,logistic,-0.0009410395307716604,-0.005451957632167538,0.003250608032985931,0.0016485946413885928,-0.0025896341721602534,-0.011382702111870058,0.008106846688668455,4,8,0.009428569473162791,0.012018203645323045,5
attention_primary,classification,full,TCN,20260907,test,eeg_gamma_relative,logistic,-0.001601562109606701,-0.009599596629121533,0.006555710384666717,0.00455583382192849,-0.0061573959315351905,-0.017171076139921703,0.006012357799082712,2,8,0.009428569473162791,0.015585965404697982,5
attention_primary,classification,full,TCN,20260907,test,eeg_line_noise_ratio,logistic,-0.00010221500614401987,-0.006293297678367335,0.00899409427202745,-0.0018322388084975705,0.0017300238023535506,-0.004842993441610225,0.009235721894593926,3,8,0.009428569473162791,0.00769854567080924,5
attention_primary,classification,full,TCN,20260907,test,gsr_mean_z,logistic,0.0015972652864678278,-0.004279008330826154,0.0074557616044386675,0.0019378379581171251,-0.00034057267164929795,-0.009161625511544993,0.008359564317934474,4,8,0.009428569473162791,0.00976914214481209,5
attention_primary,classification,full,TCN,20260907,test,gsr_std_z,logistic,-0.005410265166553069,-0.009749994421826445,1.6797227550759294e-05,0.0015705510683793875,-0.006980816234932456,-0.015296902342689076,0.0024993595127810538,3,8,0.009428569473162791,0.016409385708095248,5
attention_primary,classification,full,TCN,20260907,test,gsr_min_z,logistic,0.0014872504761211504,-0.001742797200221173,0.004561110843087181,0.007618645450621261,-0.006131394974500109,-0.018177330539128102,0.0029989766775818587,4,8,0.009428569473162791,0.0155599644476629,5
attention_primary,classification,full,TCN,20260907,test,gsr_max_z,logistic,0.005511329661196662,-0.0009502945837474215,0.0131185477204626,0.0019054849815339228,0.0036058446796627397,-0.0025968058150568365,0.010603681189862147,6,8,0.009428569473162791,0.00582272479350005,5
attention_primary,classification,full,TCN,20260907,test,gsr_tonic_mean_z,logistic,-0.002369961007354114,-0.004834411527353694,-0.00016703584599740112,0.0003823793873004078,-0.002752340394654522,-0.006668995946261316,-0.000612499029395186,0,8,0.009428569473162791,0.012180909867817313,5
attention_primary,classification,full,TCN,20260907,test,gsr_phasic_mean_z,logistic,-0.0009244639413056768,-0.009084569589892531,0.0069075475210376314,0.003745399432958156,-0.004669863374263833,-0.016671918742295476,0.0059029554972898825,2,8,0.009428569473162791,0.014098432847426625,5
attention_primary,classification,full,TCN,20260907,test,gsr_slope_z_s,logistic,-0.0031664006716975238,-0.010837759169855757,0.0017500696006878527,-0.0006435633917815861,-0.0025228372799159376,-0.013432765729428402,0.00905737392181995,3,8,0.009428569473162791,0.01195140675307873,5
attention_primary,classification,full,TCN,20260907,test,gsr_scr_count,logistic,-0.0012738253985907346,-0.004567619470597523,0.0022276960215605953,0.0009125681772323801,-0.002186393575823115,-0.006765155750187846,0.0027109502071504593,2,8,0.009428569473162791,0.011614963048985906,5
attention_primary,classification,full,TCN,20260907,test,gsr_scr_mean_prominence_z,logistic,0.0006251702027826932,-0.000888820806786071,0.0022739674739257133,0.0006565128305258183,-3.1342627743125126e-05,-0.0019680287372528514,0.0020544934638527094,3,8,0.009428569473162791,0.009459912100905916,5
attention_primary,classification,full,TCN,20260907,test,modalidad:EEG,logistic,-0.0008445724105133328,-0.013850208637934177,0.01443919932249167,0.0017464740404828337,-0.002591046450996166,-0.013402806975519911,0.009260735286970464,3,8,0.009428569473162791,0.012019615924158957,5
attention_primary,classification,full,TCN,20260907,test,modalidad:GSR,logistic,-0.010986795773810763,-0.020435893997283096,-0.0016042985917577596,0.004560422473235927,-0.01554721824704669,-0.029623658717671746,-0.002325389270977534,1,8,0.009428569473162791,0.02497578772020948,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_rms_uv,dummy_mean,0.00030580168276061743,-0.0008333782088504511,0.001455692623078225,0.0,0.00030580168276061743,-0.0008333782088504511,0.001455692623078225,4,8,0.0008574083709618346,0.0005516066882012171,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_std_uv,dummy_mean,0.0005395260926211982,-0.00020868026868298852,0.0013693408479670988,0.0,0.0005395260926211982,-0.00020868026868298852,0.0013693408479670988,5,8,0.0008574083709618346,0.0003178822783406364,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_peak_to_peak_uv,dummy_mean,8.680100607580377e-06,-0.0008567667571363335,0.000998359277981662,0.0,8.680100607580377e-06,-0.0008567667571363335,0.000998359277981662,4,8,0.0008574083709618346,0.0008487282703542543,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_delta_relative,dummy_mean,0.000553460350720697,-0.0005420171145458809,0.0016514832462241002,0.0,0.000553460350720697,-0.0005420171145458809,0.0016514832462241002,5,8,0.0008574083709618346,0.0003039480202411377,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_theta_relative,dummy_mean,-0.00040176649515431535,-0.0008161581998097915,5.996014437321417e-05,0.0,-0.00040176649515431535,-0.0008161581998097915,5.996014437321417e-05,3,8,0.0008574083709618346,0.0012591748661161498,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_alpha_relative,dummy_mean,0.00013988933815042848,-0.0007895776374336848,0.0011887605277629669,0.0,0.00013988933815042848,-0.0007895776374336848,0.0011887605277629669,3,8,0.0008574083709618346,0.0007175190328114062,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_beta_relative,dummy_mean,-7.067282612793213e-05,-0.0007628721082188193,0.0004109289866719656,0.0,-7.067282612793213e-05,-0.0007628721082188193,0.0004109289866719656,5,8,0.0008574083709618346,0.0009280811970897671,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_gamma_relative,dummy_mean,0.0010260927714256212,-9.292912283082323e-05,0.0025231123724057027,0.0,0.0010260927714256212,-9.292912283082323e-05,0.0025231123724057027,7,8,0.0008574083709618346,-0.00016868440046378691,5
attention_primary,regression,EEG,LSTM,20260907,validation,eeg_line_noise_ratio,dummy_mean,-0.0006164648606330063,-0.0017669412557011432,0.0004729382916563398,0.0,-0.0006164648606330063,-0.0017669412557011432,0.0004729382916563398,3,8,0.0008574083709618346,0.0014738732315948415,5
attention_primary,regression,EEG,LSTM,20260907,validation,modalidad:EEG,dummy_mean,9.331208875443318e-06,-0.0019477234315896045,0.0018392624905309298,0.0,9.331208875443318e-06,-0.0019477234315896045,0.0018392624905309298,6,8,0.0008574083709618346,0.0008480771620863913,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_rms_uv,dummy_mean,-6.122200504058708e-05,-0.0012846882206039411,0.00107420139543128,0.0,-6.122200504058708e-05,-0.0012846882206039411,0.00107420139543128,3,8,-0.0030913554050471664,-0.0030301334000065795,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_std_uv,dummy_mean,-0.0005274602198401757,-0.0012508110788673047,0.00012486088501096883,0.0,-0.0005274602198401757,-0.0012508110788673047,0.00012486088501096883,2,8,-0.0030913554050471664,-0.0025638951852069904,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_peak_to_peak_uv,dummy_mean,0.0010000437632087438,0.00032476447380498923,0.001676685189991014,0.0,0.0010000437632087438,0.00032476447380498923,0.001676685189991014,7,8,-0.0030913554050471664,-0.004091399168255911,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_delta_relative,dummy_mean,0.0009566215307247523,-0.0031526360170787133,0.004383737620719222,0.0,0.0009566215307247523,-0.0031526360170787133,0.004383737620719222,6,8,-0.0030913554050471664,-0.004047976935771918,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_theta_relative,dummy_mean,-0.00014043429918418336,-0.0006427604787167915,0.00038648866142717626,0.0,-0.00014043429918418336,-0.0006427604787167915,0.00038648866142717626,4,8,-0.0030913554050471664,-0.002950921105862983,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_alpha_relative,dummy_mean,0.0004740493792183913,-0.0010955978442154302,0.002133059382888187,0.0,0.0004740493792183913,-0.0010955978442154302,0.002133059382888187,4,8,-0.0030913554050471664,-0.0035654047842655573,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_beta_relative,dummy_mean,0.00047231124287688554,-0.000642487099286838,0.001977796705628192,0.0,0.00047231124287688554,-0.000642487099286838,0.001977796705628192,4,8,-0.0030913554050471664,-0.003563666647924052,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_gamma_relative,dummy_mean,0.0014880147265840938,-0.002049108604625397,0.005363538635351135,0.0,0.0014880147265840938,-0.002049108604625397,0.005363538635351135,4,8,-0.0030913554050471664,-0.004579370131631261,5
attention_primary,regression,EEG,LSTM,20260907,test,eeg_line_noise_ratio,dummy_mean,0.0008266455264324399,-0.0024562887305442645,0.005355835314624387,0.0,0.0008266455264324399,-0.0024562887305442645,0.005355835314624387,4,8,-0.0030913554050471664,-0.003918000931479607,5
attention_primary,regression,EEG,LSTM,20260907,test,modalidad:EEG,dummy_mean,-0.0010159288348717765,-0.004016644612283709,0.0027527300002387132,0.0,-0.0010159288348717765,-0.004016644612283709,0.0027527300002387132,2,8,-0.0030913554050471664,-0.00207542657017539,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_rms_uv,ridge,-0.0004592862386333024,-0.0007909459558586489,-0.0001752229655054978,0.007602898853536974,-0.008062185092170276,-0.016765134726875363,-0.0008990788680956892,1,8,-0.002125442265495353,0.005936742826674924,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_std_uv,ridge,0.00019525315638374845,-0.0006075663806825886,0.0011293387845760833,0.011207715644628108,-0.011012462488244359,-0.017013425644768185,-0.005584864198915452,0,8,-0.002125442265495353,0.008887020222749006,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_peak_to_peak_uv,ridge,0.0005024172352724593,-0.0003001325333686135,0.0015636924305383183,0.009324522903268077,-0.008822105667995616,-0.015743901202950886,-0.0032452009283955746,1,8,-0.002125442265495353,0.006696663402500264,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_delta_relative,ridge,0.0006994199829682662,-0.00022562086867472238,0.0015845826405550734,0.1188678984642505,-0.11816847848128222,-0.1455284661875165,-0.08939022937811889,0,8,-0.002125442265495353,0.11604303621578686,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_theta_relative,ridge,0.00010031704713795719,-0.00048755494061350035,0.0007495896799813051,0.020937846862745288,-0.020837529815607332,-0.028136903623007185,-0.01441149956022626,0,8,-0.002125442265495353,0.01871208755011198,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_alpha_relative,ridge,0.00016754150391463664,-0.0005607274614282538,0.0009541813167489546,0.0056883528229790285,-0.005520811319064392,-0.006759652452566871,-0.004051231550120378,0,8,-0.002125442265495353,0.003395369053569039,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_beta_relative,ridge,0.000513516329082847,-0.0006673485550784817,0.001716046952347194,0.023913989829370687,-0.02340047350028784,-0.03441584238954691,-0.01253093066530899,0,8,-0.002125442265495353,0.021275031234792487,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_gamma_relative,ridge,-8.782589030547628e-05,-0.0004080799566426524,0.0001836482352948861,0.0004540082944359286,-0.0005418341847414048,-0.002240382116572237,0.0011413087832636132,4,8,-0.002125442265495353,-0.0015836080807539483,5
attention_primary,regression,full,BiLSTM,20260907,validation,eeg_line_noise_ratio,ridge,-1.789467701723561e-05,-0.0013026238512289182,0.0011719723786385496,0.00016990644564988106,-0.00018780112266711662,-0.0007523128928574513,0.00047405729771463745,3,8,-0.002125442265495353,-0.0019376411428282361,5
attention_primary,regression,full,BiLSTM,20260907,validation,gsr_mean_z,ridge,0.0001800868065885808,-0.0001412284153784783,0.0006283908065467553,-0.0012389446915318236,0.0014190314981204044,-0.0002781381524405768,0.003691695606314876,5,8,-0.002125442265495353,-0.0035444737636157577,5
attention_primary,regression,full,BiLSTM,20260907,validation,gsr_std_z,ridge,-0.0007178479656673538,-0.0026178931768934544,0.0006482174886536109,0.0006739606275670413,-0.001391808593234395,-0.004823100838044824,0.0009088192935431843,5,8,-0.002125442265495353,-0.0007336336722609581,5
attention_primary,regression,full,BiLSTM,20260907,validation,gsr_min_z,ridge,4.248140542678358e-05,-7.373722565547358e-05,0.00017989347569847395,0.008599600570155842,-0.008557119164729059,-0.015467410793196176,-0.002485446944858892,1,8,-0.002125442265495353,0.006431676899233706,5
attention_primary,regression,full,BiLSTM,20260907,validation,gsr_max_z,ridge,0.00014657878325396442,-0.00026771173804169044,0.0006413675449695687,-0.0017169178745381072,0.0018634966577920713,-0.0007831830150801997,0.00522668072080375,7,8,-0.002125442265495353,-0.003988938923287425,5
attention_primary,regression,full,BiLSTM,20260907,validation,gsr_tonic_mean_z,ridge,0.00013688457261740172,-0.00010386757016914736,0.0003815924971764253,-0.0010529213803371878,0.0011898059529545895,-0.00014014459632988633,0.0028458971265220914,6,8,-0.002125442265495353,-0.003315248218449943,5
attention_primary,regression,full,BiLSTM,20260907,validation,gsr_phasic_mean_z,ridge,-0.0008350401130668845,-0.0017064824645153494,-0.00016170829712110733,-8.964595258980912e-05,-0.0007453941604770753,-0.0014318306834290397,-0.00015497375930727627,2,8,-0.002125442265495353,-0.001380048105018278,5
