task,kind,subset,architecture,seed,split,feature,participant,temporal_importance,baseline_importance,differential_importance
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P23,5.4722749700775176e-05,-0.0010797753311347468,0.001134498080835522
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P28,0.00036765544164027995,-0.004351359872309524,0.004719015313949804
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P31,0.0028179719889075638,-0.001389397237636314,0.004207369226543878
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P32,0.0022442265710870047,0.001202819469708305,0.0010414071013786998
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P38,-0.0005410827461626244,0.0006213387742792786,-0.001162421520441903
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P41,-0.0012270658933449142,0.0007998373949964721,-0.0020269032883413864
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P47,0.00013482090312604277,-6.357868516317921e-05,0.00019839958828922198
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_mean_ms,P6,0.0007828834020722653,0.001004860335443003,-0.00022197693337073772
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P23,0.00020904085971946708,-1.5833678461585343e-05,0.00022487453818105242
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P28,0.005611771190862136,-0.0002579916755091727,0.005869762866371309
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P31,0.0012091340765198132,-6.176207450703242e-05,0.0012708961510268456
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P32,-0.0015278603221122288,8.811398471226805e-05,-0.0016159743068244969
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P38,-0.00013798220821135133,2.2442849214154847e-05,-0.00016042505742550617
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P41,-0.0011750324460878315,3.2259652591348775e-05,-0.0012072920986791803
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P47,0.002013949785193181,-4.00924717843143e-05,0.002054042256977495
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,fixation_median_ms,P6,0.0009941649682521981,5.4364281930774363e-05,0.0009398006863214237
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P23,-0.00016655546545196742,-0.000925044309005818,0.0007584888435538506
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P28,0.0011869940672033286,-0.0024631666502819673,0.003650160717485296
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P31,-0.003492811776210103,-0.0006685958414064163,-0.0028242159348036864
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P32,-0.0012615761370371238,0.0012830026846669894,-0.002544578821704113
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P38,0.00174035350157693,0.0015004141779496384,0.00023993932362729163
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P41,0.007400968954584641,0.0018770881817917972,0.005523880772792844
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P47,1.9421506998296145e-05,-0.00022710529056069184,0.000246526797558988
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_count,P6,-0.0004915976268085043,0.004204897768869786,-0.004696495395678291
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P23,0.003206068585110988,4.303949989676869e-05,0.0031630290852142193
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P28,0.005538857450258705,0.00053409054861977,0.005004766901638934
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P31,-0.00028793159949409565,-0.0015014563548792826,0.001213524755385187
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P32,0.0019258685850483293,0.000171679078272291,0.0017541895067760382
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P38,0.0016849735887500827,0.0004890807581226176,0.0011958928306274653
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P41,-0.0017646852743546492,-0.0002116273750152331,-0.0015530578993394161
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P47,0.0003168235342757786,0.0008177382456515669,-0.0005009147113757883
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,saccade_mean_ms,P6,0.0008442788268911538,-0.0005493322708035597,0.0013936110976947135
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P23,-0.002145595186889171,-0.0006094670222213106,-0.0015361281646678604
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P28,-0.0009549778664762698,0.0001596568501945228,-0.0011146347166707926
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P31,6.277094477149525e-05,0.00017746299639704867,-0.00011469205162555342
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P32,-0.0012216767515049077,-0.00032906388363662664,-0.000892612867868281
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P38,-0.0011118149407777001,-0.0003025408365488813,-0.0008092741042288188
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P41,0.0017908131160648821,-1.5665521880370293e-06,0.0017923796682529191
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P47,0.0010511236500278186,-0.0001284838424409962,0.001179607492468815
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_both_valid_fraction,P6,0.00012985669802469956,0.0004947077338343098,-0.0003648510358096102
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P23,0.0015741213076688743,-0.0002644699799337014,0.0018385912876025755
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P28,0.0008156763232669562,-0.005135858193736076,0.005951534517003032
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P31,-0.0029840011587149553,-0.0011536176275586784,-0.0018303835311562768
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P32,-0.0033578645992927703,-0.004225094342522518,0.0008672297432297475
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P38,-0.0005519239104623708,0.001697247529011836,-0.002249171439474207
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P41,0.00023351722744058279,1.1476419884060008e-05,0.00022204080755652277
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P47,0.0002056371447716865,0.004690990617046209,-0.0044853534722745225
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_mean_z,P6,0.0022734817358863956,0.0022176479602983522,5.5833775588043366e-05
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P23,0.0035319534012683952,0.006485285755966475,-0.0029533323546980794
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P28,0.002467092525225656,-0.005338250132736611,0.007805342657962267
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P31,-0.0004996623266126932,-0.0011111679812390695,0.0006115056546263764
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P32,0.0017958539304485433,0.01527247092447257,-0.013476616994024027
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P38,0.0008220769879927481,0.011401207523670331,-0.010579130535677583
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P41,0.0010863371595987825,0.008957477739888886,-0.007871140580290105
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P47,-0.0018601682956390863,0.00047159054524370525,-0.0023317588408827915
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_std_z,P6,0.0012452785324238657,0.0032090538063901165,-0.001963775273966251
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P23,0.008631622928568516,0.005415173704188691,0.0032164492243798243
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P28,0.002634406833535663,0.008636964485492605,-0.006002557651956942
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P31,-6.0537190182641255e-05,0.0013585470415529155,-0.0014190842317355567
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P32,-0.004208426119734332,-0.002032473517140887,-0.0021759526025934453
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P38,0.0006786161906856325,0.0008230242858427106,-0.00014440809515707813
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P41,-0.0015404626591047688,-0.0016376353526664112,9.717269356164233e-05
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P47,-0.0010919565497470307,0.005943900468633201,-0.007035857018380232
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_min_z,P6,-0.000608749040759804,0.0021201546226045755,-0.0027289036633643795
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P23,-0.002027339067544687,0.009967897058818398,-0.011995236126363084
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P28,-0.004402385602289538,0.022056734225447183,-0.026459119827736723
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P31,-0.0013346091565499042,0.015543868371167413,-0.016878477527717317
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P32,-0.0022035516217991267,0.015858804871225728,-0.018062356493024855
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P38,0.0009677028866777349,0.025620378156046498,-0.024652675269368762
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P41,-0.005761654812991379,0.01700211921985346,-0.02276377403284484
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P47,0.0009598478095404151,0.0008492029165758197,0.00011064489296459541
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_max_z,P6,0.003076865949259977,0.00252876529678796,0.0005481006524720167
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P23,0.0023792677920656314,-8.042200827345081e-05,0.002459689800339082
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P28,0.0011675494223296612,-0.00015027405445244835,0.0013178234767821095
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P31,0.0015786317701564467,-0.00029819766838705685,0.0018768294385435036
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P32,0.004883947192077543,-0.0005497883351483823,0.005433735527225925
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P38,0.001433115364666726,-8.454166727460688e-05,0.001517657031941333
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P41,-0.0003263547847580206,0.0008456559968552879,-0.0011720107816133086
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P47,-0.0019413317438920607,-0.00015717845275324825,-0.0017841532911388124
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,pupil_slope_z_s,P6,-0.0022543348486066873,1.3364099136659036e-05,-0.0022676989477433463
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P23,0.003220240684308151,0.0002760704474201292,0.0029441702368880216
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P28,0.009715194850361097,-0.0016875596430891981,0.011402754493450296
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P31,0.003900957798330973,-0.004382344425439522,0.008283302223770495
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P32,0.003322217499303326,-0.0005352637514899561,0.003857481250793282
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P38,-0.0010577109853690647,0.001301150158778497,-0.0023588611441475614
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P41,-0.0015799415577955056,0.0016584680288706188,-0.0032384095866661244
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P47,0.006773708987298366,-0.002352666904558509,0.009126375891856876
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Eye,P6,0.013854370020975493,0.013477965263414604,0.00037640475756088934
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P23,0.006131111015349822,0.0007388809679805374,0.005392230047369284
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P28,0.004633582189254337,0.0022037811548411223,0.0024298010344132146
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P31,-0.0020353475332580474,0.0036441815353302153,-0.005679529068588263
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P32,-0.0061401728790190235,0.0013885050211191353,-0.007528677900138159
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P38,0.000457554384526393,0.004541518823029178,-0.004083964438502785
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P41,0.002451332016899821,0.009447811339030322,-0.006996479322130501
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P47,0.0013844109728847088,-0.0006105668572716106,0.0019949778301563193
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,modalidad:Pupil,P6,0.0028724156227725394,-0.001623977886319583,0.004496393509092122
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P10,-0.0014216034592123173,-2.1397224948405123e-05,-0.001400206234263912
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P11,0.002233924282950328,5.326293403662419e-07,0.0022333916536099617
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P15,-0.0008859845392615862,-0.000100372371389712,-0.0007856121678718742
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P16,0.002870896470868134,-4.784073974823943e-05,0.0029187372106163735
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P37,-0.0008431676625535456,-3.544215092552427e-05,-0.0008077255116280213
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P39,0.0015831665878760948,-1.9821308986855967e-05,0.0016029878968629508
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P45,0.003120837089622186,8.304894669022289e-05,0.003037788142931963
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_x_px,P5,0.0020782017018273315,3.2151132281232894e-05,0.0020460505695460984
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P10,-0.004540172638023643,0.0030488734394341853,-0.007589046077457829
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P11,-0.0015190753114055155,-0.001062335027890171,-0.0004567402835153444
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P15,-0.0015691002854685276,0.00040075890047428506,-0.001969859185942813
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P16,0.0009186191321740811,0.0021405933525765254,-0.0012219742204024444
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P37,0.0009100149927803835,0.0010392228982197605,-0.000129207905439377
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P39,8.091420781157766e-05,-0.0005916578560318353,0.000672572063843413
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P45,-0.00040983456726304544,-0.0015526051277293894,0.001142770560466344
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_y_px,P5,0.00015922317426100285,-1.9368756906601447e-05,0.00017859193116760428
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P10,-0.0026700838026549436,-0.0009703992526996607,-0.0016996845499552828
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P11,0.000679819884826216,0.000539918781398363,0.00013990110342785298
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P15,-0.0013321211383392484,-0.0010869794297846181,-0.00024514170855463027
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P16,-0.0006048262309204855,-0.001315755282311626,0.0007109290513911405
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P37,-0.00020335292997666343,-0.0005472462253479415,0.00034389329537127806
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P39,-0.0009264883934713364,0.0002924048249446365,-0.0012188932184159728
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P45,0.000723062821791376,0.0018427818656880923,-0.0011197190438967165
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_dispersion_2d_px,P5,0.00013810654052373028,0.0006297877487891235,-0.0004916812082653932
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P10,0.01014871505940813,-0.0018663685244234784,0.012015083583831609
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P11,-0.005882650554102487,0.0018776813167264983,-0.007760331870828985
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P15,0.00016082541557955744,0.0004064288992922993,-0.00024560348371274184
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P16,-0.001149862142045599,-0.0015956826016645166,0.00044582045961891756
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P37,-0.0003196671746885871,-0.00018208593176587405,-0.00013758124292271304
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P39,-4.6404628345664276e-05,0.0004689253640450808,-0.000515329992390745
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P45,-0.0017588287252577439,0.0025568702610143657,-0.00431569898627211
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,gaze_path_length_px,P5,-0.0004014332077509009,0.0010926987479555005,-0.0014941319557064013
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P10,0.00012514779547077027,0.001657593491226228,-0.0015324456957554577
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P11,-0.0021529579544754983,0.003430777276172492,-0.00558373523064799
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P15,-0.00044488245239011627,-0.0008932499497519952,0.0004483674973618789
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P16,-0.0032167424392556044,-0.002734450799915189,-0.0004822916393404154
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P37,-0.001356826613994877,0.0010681058742239903,-0.0024249324882188675
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P39,0.0022628923369378386,-9.835504348369995e-05,0.0023612473804215384
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P45,-0.0022316857478966944,0.004074131667554992,-0.006305817415451687
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_count,P5,-0.00041542877793834256,-0.0009780109276718463,0.0005625821497335038
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P10,-2.5195261640220677e-05,0.0001395360750833685,-0.0001647313367235892
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P11,-0.0018381564068242096,-0.00039483116264642514,-0.0014433252441777844
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P15,0.0015306164920336762,-0.00013946069357824166,0.0016700771856119178
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P16,-0.010825920076441387,0.0010616566467035015,-0.011887576723144888
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P37,0.0018985818365722773,-0.00011703222494541254,0.00201561406151769
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P39,0.00030011927690511977,-0.00015866462124156656,0.0004587838981466863
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P45,0.001026704119798616,-0.00046391615592993317,0.0014906202757285492
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_total_ms,P5,9.067679043541776e-05,-0.0005349268016840325,0.0006256035921194503
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P10,-0.001031518719047142,-0.00017284061986209132,-0.0008586780991850508
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P11,-0.0028676238150762146,-0.004371327503700085,0.00150370368862387
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P15,0.000881803086637456,0.00184222384501469,-0.000960420758377234
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P16,-0.00035317788766207057,0.01789466697158375,-0.018247844859245823
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P37,-0.0010763091426188476,9.114338948150724e-05,-0.001167452532100355
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P39,-0.0005392275463066643,0.0006479008762245275,-0.0011871284225311919
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P45,-0.002118420657953135,-0.001999083026571258,-0.00011933763138187708
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_mean_ms,P5,0.00024256511873268493,-0.00034720950108235726,0.0005897746198150422
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P10,0.00013256526203249132,-2.6640040913505913e-05,0.00015920530294599722
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P11,0.000853809604323974,-0.00033652746862002927,0.0011903370729440033
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P15,-0.00010434501542566643,0.00010424298353637341,-0.00020858799896203984
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P16,-0.0024289219515257533,0.0004669357334927904,-0.0028958576850185436
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P37,-0.000272748456866867,2.105801720782008e-05,-0.0002938064740746871
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P39,-0.002027231720569711,5.8731940896583625e-05,-0.0020859636614662946
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P45,-0.00013589228735773063,-0.00015143132845523154,1.5539041097500906e-05
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,fixation_median_ms,P5,5.7687226418545735e-05,-1.3627533496207711e-05,7.131475991475344e-05
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P10,0.0013747347916837516,-0.00024010602234083577,0.0016148408140245873
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P11,-0.0035360427565352738,-0.0016479032836168139,-0.0018881394729184599
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P15,0.0007760726128325679,0.0003902649807014047,0.0003858076321311632
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P16,0.00361182028195306,0.001801938246967416,0.0018098820349856438
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P37,0.0005871895332292265,-0.0008486439857931626,0.0014358335190223892
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P39,0.0007107913717261383,0.00038442879662849985,0.0003263625750976384
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P45,0.0005350962789511194,-0.0023692298069897698,0.002904326085940889
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_count,P5,0.002442088496776873,-0.00020024311765551862,0.0026423316144323916
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P10,-0.002179483207703914,-0.0004334538454622727,-0.001746029362241641
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P11,0.004346924047003009,0.006200337151899849,-0.0018534131048968394
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P15,-0.0033781211236978857,-0.00020944081921454584,-0.0031686803044833397
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P16,-0.0007993369127171857,0.01639869440759174,-0.017198031320308924
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P37,-0.0005429645402064587,0.0004479196149108189,-0.0009908841551172776
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P39,0.0038551903652296105,0.0004697427107065888,0.003385447654523022
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P45,-0.0019927314438506595,0.0001435067469718998,-0.0021362381908225595
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,saccade_mean_ms,P5,0.0021558784620006265,0.0010382935852749852,0.0011175848767256413
