task,subset,kind,architecture,seed,epoch,train_loss,validation_macro_score
attention_primary,compact_no_noise,classification,BiLSTM,20260908,3,1.096658135969517,0.3349776359439114
attention_primary,compact_no_noise,classification,BiLSTM,20260908,4,1.096018103585727,0.326738621701929
attention_primary,compact_no_noise,classification,BiLSTM,20260908,5,1.0947093444969203,0.3244220625619399
attention_primary,compact_no_noise,classification,BiLSTM,20260908,6,1.0931642005091693,0.32938514575947664
attention_primary,compact_no_noise,classification,BiLSTM,20260908,7,1.091966475653458,0.32397214149771414
attention_primary,compact_no_noise,classification,BiLSTM,20260908,8,1.091453885122433,0.32865204523445934
attention_primary,compact_no_noise,classification,BiLSTM,20260908,9,1.090347809574372,0.3259018089512534
attention_primary,compact_no_noise,regression,TCN,20260907,1,1.0344866496929224,-1.002730291102939
attention_primary,compact_no_noise,regression,TCN,20260907,2,1.009400073574408,-1.0007601413697378
attention_primary,compact_no_noise,regression,TCN,20260907,3,1.0047539308980102,-1.0010095761715359
attention_primary,compact_no_noise,regression,TCN,20260907,4,1.0040784081704728,-1.0011335154305017
attention_primary,compact_no_noise,regression,TCN,20260907,5,0.9992063166262376,-1.0017123576527402
attention_primary,compact_no_noise,regression,TCN,20260907,6,0.9980246888501727,-1.0027767250496988
attention_primary,compact_no_noise,regression,TCN,20260907,7,0.9946615232655509,-1.0045896864729371
attention_primary,compact_no_noise,regression,TCN,20260907,8,0.9895618317995294,-1.0065960203111326
attention_primary,compact_no_noise,regression,TCN,20260908,1,1.0361137316093683,-1.0067545561338458
attention_primary,compact_no_noise,regression,TCN,20260908,2,1.0121871515407748,-1.004947029226244
attention_primary,compact_no_noise,regression,TCN,20260908,3,1.0038330842672245,-1.0045802394112573
attention_primary,compact_no_noise,regression,TCN,20260908,4,1.002373575282781,-1.004452279548505
attention_primary,compact_no_noise,regression,TCN,20260908,5,1.0010182161861465,-1.0047095620178945
attention_primary,compact_no_noise,regression,TCN,20260908,6,0.9968338149498638,-1.0057832938906517
attention_primary,compact_no_noise,regression,TCN,20260908,7,0.9957512494587609,-1.0070551144457227
attention_primary,compact_no_noise,regression,TCN,20260908,8,0.9903200045734847,-1.0089734186395471
attention_primary,compact_no_noise,regression,TCN,20260908,9,0.9938471381109306,-1.0090201518365687
attention_primary,compact_no_noise,regression,TCN,20260908,10,0.986983131230565,-1.0126148326610862
attention_primary,compact_no_noise,regression,LSTM,20260907,1,1.0024654392799799,-1.0006655880827056
attention_primary,compact_no_noise,regression,LSTM,20260907,2,0.9980305210791619,-1.0008624392835814
attention_primary,compact_no_noise,regression,LSTM,20260907,3,0.9963839925347401,-1.0010172233959969
attention_primary,compact_no_noise,regression,LSTM,20260907,4,0.994431468200063,-1.0033778356123217
attention_primary,compact_no_noise,regression,LSTM,20260907,5,0.9915827766426637,-1.0070287046903252
attention_primary,compact_no_noise,regression,LSTM,20260907,6,0.9893126092130564,-1.0126826139425198
attention_primary,compact_no_noise,regression,LSTM,20260907,7,0.9871443024897357,-1.013278240331763
attention_primary,compact_no_noise,regression,LSTM,20260907,8,0.9856440479393649,-1.016791487313378
attention_primary,compact_no_noise,regression,LSTM,20260908,1,1.0096803574617077,-1.0032997955538714
attention_primary,compact_no_noise,regression,LSTM,20260908,2,1.0001457248944146,-1.0037634341113832
attention_primary,compact_no_noise,regression,LSTM,20260908,3,0.9988180802123006,-1.0039862384780776
attention_primary,compact_no_noise,regression,LSTM,20260908,4,0.9969205512904585,-1.0048173008305055
attention_primary,compact_no_noise,regression,LSTM,20260908,5,0.9957291893407602,-1.0058898899583408
attention_primary,compact_no_noise,regression,LSTM,20260908,6,0.9930830137576623,-1.0077609350369983
attention_primary,compact_no_noise,regression,LSTM,20260908,7,0.9905163138725813,-1.0097117680965417
attention_primary,compact_no_noise,regression,LSTM,20260908,8,0.98869871585477,-1.0131812023438682
attention_primary,compact_no_noise,regression,BiLSTM,20260907,1,1.0016652207091095,-1.0028843366360634
attention_primary,compact_no_noise,regression,BiLSTM,20260907,2,0.9987506003324819,-1.0030316548511393
attention_primary,compact_no_noise,regression,BiLSTM,20260907,3,0.9930085457489005,-1.0041009135237668
attention_primary,compact_no_noise,regression,BiLSTM,20260907,4,0.99184601153893,-1.0071336911867068
attention_primary,compact_no_noise,regression,BiLSTM,20260907,5,0.9874241167678878,-1.0134392659957094
attention_primary,compact_no_noise,regression,BiLSTM,20260907,6,0.9835259558110151,-1.015428196209441
attention_primary,compact_no_noise,regression,BiLSTM,20260907,7,0.9813233277953541,-1.0207440222690933
attention_primary,compact_no_noise,regression,BiLSTM,20260907,8,0.9797896626996275,-1.0203630088899263
attention_primary,compact_no_noise,regression,BiLSTM,20260908,1,1.0018658449367037,-1.0026804246703964
attention_primary,compact_no_noise,regression,BiLSTM,20260908,2,0.9973668037381831,-1.003271065075575
attention_primary,compact_no_noise,regression,BiLSTM,20260908,3,0.994914508983603,-1.0050252583233785
attention_primary,compact_no_noise,regression,BiLSTM,20260908,4,0.9926910234146378,-1.008034021342052
attention_primary,compact_no_noise,regression,BiLSTM,20260908,5,0.9895430918418243,-1.0093842930508632
attention_primary,compact_no_noise,regression,BiLSTM,20260908,6,0.9876095298407734,-1.015058818514487
attention_primary,compact_no_noise,regression,BiLSTM,20260908,7,0.9833387304290234,-1.0193743652900817
attention_primary,compact_no_noise,regression,BiLSTM,20260908,8,0.9801464712997049,-1.0227266787638418
arousal_primary_6s,full,classification,TCN,20260907,1,1.1066378988623091,0.3473140903796309
arousal_primary_6s,full,classification,TCN,20260907,2,1.0913870186891756,0.3556611164989487
arousal_primary_6s,full,classification,TCN,20260907,3,1.0853033001625267,0.35801143225699816
arousal_primary_6s,full,classification,TCN,20260907,4,1.0765742392484974,0.35902645504378594
arousal_primary_6s,full,classification,TCN,20260907,5,1.0694022261507588,0.3434609645246647
arousal_primary_6s,full,classification,TCN,20260907,6,1.0608564644161678,0.34599357353836535
arousal_primary_6s,full,classification,TCN,20260907,7,1.056810553910922,0.3398122317259076
arousal_primary_6s,full,classification,TCN,20260907,8,1.0481891493866409,0.3323013138019152
arousal_primary_6s,full,classification,TCN,20260907,9,1.0417932798720717,0.3338508956386696
arousal_primary_6s,full,classification,TCN,20260907,10,1.0363525662045618,0.32590364190170285
arousal_primary_6s,full,classification,TCN,20260908,1,1.1048015688904924,0.3451134160314462
arousal_primary_6s,full,classification,TCN,20260908,2,1.0897879646713653,0.3571471658958786
arousal_primary_6s,full,classification,TCN,20260908,3,1.0832383270201618,0.359686576868867
arousal_primary_6s,full,classification,TCN,20260908,4,1.0786860515224408,0.3607459130377358
arousal_primary_6s,full,classification,TCN,20260908,5,1.0705506192689391,0.3521488626210618
arousal_primary_6s,full,classification,TCN,20260908,6,1.0624207474007052,0.3497483902216264
arousal_primary_6s,full,classification,TCN,20260908,7,1.0550284230190774,0.3476472669819698
arousal_primary_6s,full,classification,TCN,20260908,8,1.0485049372627622,0.3495566185716463
arousal_primary_6s,full,classification,TCN,20260908,9,1.0407230265568572,0.34360704055031754
arousal_primary_6s,full,classification,TCN,20260908,10,1.034055712941623,0.35106496591451253
arousal_primary_6s,full,classification,LSTM,20260907,1,1.093590724048654,0.36277958739602173
arousal_primary_6s,full,classification,LSTM,20260907,2,1.0858733705852344,0.3652676814475775
arousal_primary_6s,full,classification,LSTM,20260907,3,1.0780082899802748,0.3530543476573237
arousal_primary_6s,full,classification,LSTM,20260907,4,1.0692723036094447,0.33330500361666615
arousal_primary_6s,full,classification,LSTM,20260907,5,1.0575595786676573,0.3363246012528442
arousal_primary_6s,full,classification,LSTM,20260907,6,1.046091093709574,0.3477310940924363
arousal_primary_6s,full,classification,LSTM,20260907,7,1.03375624175327,0.33969015302303235
arousal_primary_6s,full,classification,LSTM,20260907,8,1.023444088455207,0.33547530713456974
arousal_primary_6s,full,classification,LSTM,20260908,1,1.1021115024990318,0.3578482256629899
arousal_primary_6s,full,classification,LSTM,20260908,2,1.0885617380063233,0.3797912328487752
arousal_primary_6s,full,classification,LSTM,20260908,3,1.0799771473274469,0.3722589876137724
arousal_primary_6s,full,classification,LSTM,20260908,4,1.06957082415572,0.371963275114748
arousal_primary_6s,full,classification,LSTM,20260908,5,1.0583969828504953,0.3692503360335776
arousal_primary_6s,full,classification,LSTM,20260908,6,1.0484123796585996,0.36439429955402364
arousal_primary_6s,full,classification,LSTM,20260908,7,1.0376081717010788,0.357944856818619
arousal_primary_6s,full,classification,LSTM,20260908,8,1.027699013533447,0.3557424860369126
arousal_primary_6s,full,classification,BiLSTM,20260907,1,1.090797295305229,0.34364323380582773
arousal_primary_6s,full,classification,BiLSTM,20260907,2,1.077869698938552,0.3504773387677131
arousal_primary_6s,full,classification,BiLSTM,20260907,3,1.0633101847283906,0.34991568474072077
arousal_primary_6s,full,classification,BiLSTM,20260907,4,1.0499780429463808,0.3507977480838711
arousal_primary_6s,full,classification,BiLSTM,20260907,5,1.034844471942176,0.34567634016785576
arousal_primary_6s,full,classification,BiLSTM,20260907,6,1.0190678564481783,0.34869709237244684
arousal_primary_6s,full,classification,BiLSTM,20260907,7,1.0044324261061153,0.33042427856676126
arousal_primary_6s,full,classification,BiLSTM,20260907,8,0.9908594780509834,0.31826847104603356
arousal_primary_6s,full,classification,BiLSTM,20260907,9,0.971626188161986,0.3154735085110244
arousal_primary_6s,full,classification,BiLSTM,20260907,10,0.9544345788686313,0.3213556837748856
arousal_primary_6s,full,classification,BiLSTM,20260908,1,1.0944019435461159,0.37261664606899947
arousal_primary_6s,full,classification,BiLSTM,20260908,2,1.0790023218065774,0.3693651055045364
arousal_primary_6s,full,classification,BiLSTM,20260908,3,1.0663424802581012,0.3625534398101882
arousal_primary_6s,full,classification,BiLSTM,20260908,4,1.0528470113128645,0.3536517866056076
arousal_primary_6s,full,classification,BiLSTM,20260908,5,1.0386199039384763,0.3415441691147062
arousal_primary_6s,full,classification,BiLSTM,20260908,6,1.023933706746162,0.3371902429165541
arousal_primary_6s,full,classification,BiLSTM,20260908,7,1.0086896558443987,0.3321574015337648
arousal_primary_6s,full,classification,BiLSTM,20260908,8,0.9919804986571814,0.33302405653777306
arousal_primary_6s,full,classification,MLP_current,20260907,1,1.105613028181618,0.3400967319135105
arousal_primary_6s,full,classification,MLP_current,20260907,2,1.0966346650319634,0.35516230618553846
arousal_primary_6s,full,classification,MLP_current,20260907,3,1.0932921401074356,0.35910043855556606
arousal_primary_6s,full,classification,MLP_current,20260907,4,1.0908832811314972,0.351591333317113
arousal_primary_6s,full,classification,MLP_current,20260907,5,1.0880527672630835,0.36308974454735127
arousal_primary_6s,full,classification,MLP_current,20260907,6,1.0869797188584813,0.3687539426474621
arousal_primary_6s,full,classification,MLP_current,20260907,7,1.085183999835299,0.3693049057592607
arousal_primary_6s,full,classification,MLP_current,20260907,8,1.0832971360196166,0.3758887949282317
arousal_primary_6s,full,classification,MLP_current,20260907,9,1.0817070480847069,0.36389261072112555
arousal_primary_6s,full,classification,MLP_current,20260907,10,1.0820178262442042,0.36304184746724144
arousal_primary_6s,full,classification,MLP_current,20260907,11,1.0815934146589445,0.358628773859096
arousal_primary_6s,full,classification,MLP_current,20260907,12,1.079808536664652,0.3608746062691864
arousal_primary_6s,full,classification,MLP_current,20260907,13,1.0779265697733673,0.3558164801543518
arousal_primary_6s,full,classification,MLP_current,20260907,14,1.0775592299968806,0.36116360639826584
arousal_primary_6s,full,classification,MLP_current,20260908,1,1.102705702066633,0.3432262974298739
arousal_primary_6s,full,classification,MLP_current,20260908,2,1.0967070782054145,0.34710877963037223
arousal_primary_6s,full,classification,MLP_current,20260908,3,1.0955042347898147,0.3543128004196048
arousal_primary_6s,full,classification,MLP_current,20260908,4,1.0930400867851413,0.35339649253702565
arousal_primary_6s,full,classification,MLP_current,20260908,5,1.0917404962693118,0.3602035554003097
arousal_primary_6s,full,classification,MLP_current,20260908,6,1.089814160216387,0.3620825764761053
arousal_primary_6s,full,classification,MLP_current,20260908,7,1.0881550789796117,0.36115123595337806
arousal_primary_6s,full,classification,MLP_current,20260908,8,1.0878455310628035,0.36498369132571595
arousal_primary_6s,full,classification,MLP_current,20260908,9,1.0857795217410238,0.3633861177714429
arousal_primary_6s,full,classification,MLP_current,20260908,10,1.0852877157251357,0.3742779284444053
arousal_primary_6s,full,classification,MLP_current,20260908,11,1.0828475290697308,0.3720255000467636
arousal_primary_6s,full,classification,MLP_current,20260908,12,1.082614956223658,0.36153481067912774
arousal_primary_6s,full,classification,MLP_current,20260908,13,1.0827395334218388,0.3661727740376284
arousal_primary_6s,full,classification,MLP_current,20260908,14,1.0820880979519911,0.3582098437833897
arousal_primary_6s,full,classification,MLP_current,20260908,15,1.0813507127254116,0.3614163391562975
arousal_primary_6s,full,classification,MLP_current,20260908,16,1.0801892111689972,0.3552691626982285
arousal_primary_6s,full,regression,TCN,20260907,1,1.037454155872856,-0.999562980240243
arousal_primary_6s,full,regression,TCN,20260907,2,1.0105540645577364,-1.0023914011970474
arousal_primary_6s,full,regression,TCN,20260907,3,1.0004189118095066,-1.0073767602486363
arousal_primary_6s,full,regression,TCN,20260907,4,0.9942518549182647,-1.0084997174589976
arousal_primary_6s,full,regression,TCN,20260907,5,0.9920806867488916,-1.0131919845640533
arousal_primary_6s,full,regression,TCN,20260907,6,0.9855292545412815,-1.0284375435319792
arousal_primary_6s,full,regression,TCN,20260907,7,0.9816291273715615,-1.0454669056828219
arousal_primary_6s,full,regression,TCN,20260907,8,0.9771011433669076,-1.0360942240739455
arousal_primary_6s,full,regression,TCN,20260908,1,1.0336220842675674,-1.0013236400870575
arousal_primary_6s,full,regression,TCN,20260908,2,1.0085694717606366,-1.0001293014991517
arousal_primary_6s,full,regression,TCN,20260908,3,1.002477419337589,-1.0002976951842715
arousal_primary_6s,full,regression,TCN,20260908,4,0.9960535895150994,-1.0067949009557025
arousal_primary_6s,full,regression,TCN,20260908,5,0.9905212294664019,-1.0133451332185013
arousal_primary_6s,full,regression,TCN,20260908,6,0.9862295988924015,-1.016708636273804
arousal_primary_6s,full,regression,TCN,20260908,7,0.9784883166586495,-1.0215996564300616
arousal_primary_6s,full,regression,TCN,20260908,8,0.9702672609842871,-1.0323665782624112
arousal_primary_6s,full,regression,LSTM,20260907,1,1.0205689572399448,-1.0073019521365465
arousal_primary_6s,full,regression,LSTM,20260907,2,0.9962411927986483,-1.0048583871183303
arousal_primary_6s,full,regression,LSTM,20260907,3,0.9878426753568494,-1.007493571729881
arousal_primary_6s,full,regression,LSTM,20260907,4,0.9815438053587491,-1.0132866529667706
arousal_primary_6s,full,regression,LSTM,20260907,5,0.9738530708254882,-1.0205788269584328
arousal_primary_6s,full,regression,LSTM,20260907,6,0.9660968615507382,-1.0238083342082112
arousal_primary_6s,full,regression,LSTM,20260907,7,0.957449181250516,-1.0353604018931086
arousal_primary_6s,full,regression,LSTM,20260907,8,0.9475830220252373,-1.0409529218970417
arousal_primary_6s,full,regression,LSTM,20260908,1,1.0142081436480477,-1.0062251689412474
arousal_primary_6s,full,regression,LSTM,20260908,2,0.9963641963354831,-1.0054318298594016
arousal_primary_6s,full,regression,LSTM,20260908,3,0.9883288418848252,-1.0103162675287636
arousal_primary_6s,full,regression,LSTM,20260908,4,0.981238465201957,-1.0171737118593516
arousal_primary_6s,full,regression,LSTM,20260908,5,0.9742142856385503,-1.0240836251469925
arousal_primary_6s,full,regression,LSTM,20260908,6,0.9641336205089561,-1.0290656720530929
arousal_primary_6s,full,regression,LSTM,20260908,7,0.9561550962928483,-1.0355945598709886
arousal_primary_6s,full,regression,LSTM,20260908,8,0.9461415045644291,-1.0375755840144678
arousal_primary_6s,full,regression,BiLSTM,20260907,1,1.0057082432185853,-0.9943252831773075
arousal_primary_6s,full,regression,BiLSTM,20260907,2,0.9879065979799904,-0.997969851971422
arousal_primary_6s,full,regression,BiLSTM,20260907,3,0.9777817935218687,-1.005532618893617
arousal_primary_6s,full,regression,BiLSTM,20260907,4,0.9691495767044478,-1.0150999547905761
arousal_primary_6s,full,regression,BiLSTM,20260907,5,0.9580270848447703,-1.0233811064651492
arousal_primary_6s,full,regression,BiLSTM,20260907,6,0.945647029790678,-1.0424418736558416
arousal_primary_6s,full,regression,BiLSTM,20260907,7,0.9290227384053895,-1.0606285286286488
arousal_primary_6s,full,regression,BiLSTM,20260907,8,0.9155230385352436,-1.0940272524479457
arousal_primary_6s,full,regression,BiLSTM,20260908,1,1.001542343680092,-1.0027190539270694
arousal_primary_6s,full,regression,BiLSTM,20260908,2,0.9858101886939241,-1.009006082386228
arousal_primary_6s,full,regression,BiLSTM,20260908,3,0.9748877444869489,-1.0182243783622764
arousal_primary_6s,full,regression,BiLSTM,20260908,4,0.9671554015043112,-1.0241868115582475
arousal_primary_6s,full,regression,BiLSTM,20260908,5,0.9553611201317626,-1.032163048303669
arousal_primary_6s,full,regression,BiLSTM,20260908,6,0.9441976996435635,-1.0382214282057949
arousal_primary_6s,full,regression,BiLSTM,20260908,7,0.9338475502090883,-1.0435059183895015
arousal_primary_6s,full,regression,BiLSTM,20260908,8,0.9218868635279721,-1.0687665647024316
arousal_primary_6s,full,regression,MLP_current,20260907,1,1.0097233121192726,-0.9972368579115944
arousal_primary_6s,full,regression,MLP_current,20260907,2,1.0048566931487892,-0.9965857463086767
arousal_primary_6s,full,regression,MLP_current,20260907,3,1.0000324617014662,-0.9979191514334778
arousal_primary_6s,full,regression,MLP_current,20260907,4,0.9990116626121207,-0.9981279490474002
arousal_primary_6s,full,regression,MLP_current,20260907,5,0.9981697144257321,-0.9985411855017603
arousal_primary_6s,full,regression,MLP_current,20260907,6,0.9957787842131408,-0.9979448699425116
arousal_primary_6s,full,regression,MLP_current,20260907,7,0.9955028586047742,-0.9982885105799393
arousal_primary_6s,full,regression,MLP_current,20260907,8,0.9938362078072932,-0.9993122029016437
arousal_primary_6s,full,regression,MLP_current,20260908,1,1.0085063288459337,-1.0007943930017182
arousal_primary_6s,full,regression,MLP_current,20260908,2,1.001449537344213,-1.001253261648875
arousal_primary_6s,full,regression,MLP_current,20260908,3,0.9996949304528788,-1.001346664571087
arousal_primary_6s,full,regression,MLP_current,20260908,4,0.9983096624471421,-1.0011532453618681
arousal_primary_6s,full,regression,MLP_current,20260908,5,0.995596590443357,-1.001350025397985
arousal_primary_6s,full,regression,MLP_current,20260908,6,0.9945071068292396,-1.0019599139957296
arousal_primary_6s,full,regression,MLP_current,20260908,7,0.9959844992873725,-1.0017469473541052
arousal_primary_6s,full,regression,MLP_current,20260908,8,0.9939690152063626,-1.0026747320870784
arousal_primary_6s,Pupil,classification,TCN,20260907,1,1.1049736483990529,0.34847240686227965
arousal_primary_6s,Pupil,classification,TCN,20260907,2,1.0974151580794187,0.3522184642247369
arousal_primary_6s,Pupil,classification,TCN,20260907,3,1.0949499623305132,0.3662378517525883
arousal_primary_6s,Pupil,classification,TCN,20260907,4,1.0945202061425507,0.36580395202602783
arousal_primary_6s,Pupil,classification,TCN,20260907,5,1.0917154599561807,0.36407998098278677
arousal_primary_6s,Pupil,classification,TCN,20260907,6,1.090114656512958,0.36316456173878126
arousal_primary_6s,Pupil,classification,TCN,20260907,7,1.0908045794829149,0.3632353715533675
arousal_primary_6s,Pupil,classification,TCN,20260907,8,1.0889985435497687,0.3672597703432202
arousal_primary_6s,Pupil,classification,TCN,20260907,9,1.0876610219848821,0.36450368803901656
arousal_primary_6s,Pupil,classification,TCN,20260907,10,1.0870960337351991,0.37427545996211414
arousal_primary_6s,Pupil,classification,TCN,20260907,11,1.0864792156064345,0.3597454310494389
arousal_primary_6s,Pupil,classification,TCN,20260907,12,1.084507916037834,0.3654768321278886
arousal_primary_6s,Pupil,classification,TCN,20260907,13,1.0833865651644323,0.36038995864625256
arousal_primary_6s,Pupil,classification,TCN,20260907,14,1.0824515978565796,0.36417465654247294
arousal_primary_6s,Pupil,classification,TCN,20260907,15,1.081772248972735,0.3572681693198496
arousal_primary_6s,Pupil,classification,TCN,20260907,16,1.0807593278862322,0.3671304068638359
arousal_primary_6s,Pupil,classification,TCN,20260908,1,1.108039363500318,0.3523041700560102
arousal_primary_6s,Pupil,classification,TCN,20260908,2,1.099322562914422,0.35889493285292917
arousal_primary_6s,Pupil,classification,TCN,20260908,3,1.0966509605293195,0.37204537065364784
arousal_primary_6s,Pupil,classification,TCN,20260908,4,1.0944097791681344,0.3676659993442466
arousal_primary_6s,Pupil,classification,TCN,20260908,5,1.093445076458696,0.36613597897893724
arousal_primary_6s,Pupil,classification,TCN,20260908,6,1.0918772354241624,0.3621926456867375
arousal_primary_6s,Pupil,classification,TCN,20260908,7,1.0924578089221841,0.36286708626185044
arousal_primary_6s,Pupil,classification,TCN,20260908,8,1.0908195057482242,0.3598316725207542
arousal_primary_6s,Pupil,classification,TCN,20260908,9,1.0909993263857847,0.3591447200553065
arousal_primary_6s,Pupil,classification,LSTM,20260907,1,1.0990002059400592,0.36144420434022406
arousal_primary_6s,Pupil,classification,LSTM,20260907,2,1.0949063317305376,0.3661516660125744
arousal_primary_6s,Pupil,classification,LSTM,20260907,3,1.0937482833650753,0.3553961732532579
arousal_primary_6s,Pupil,classification,LSTM,20260907,4,1.0919031609589092,0.35774674613465796
arousal_primary_6s,Pupil,classification,LSTM,20260907,5,1.0920279591226676,0.35216221089074
arousal_primary_6s,Pupil,classification,LSTM,20260907,6,1.0903044374551127,0.3555991450952081
arousal_primary_6s,Pupil,classification,LSTM,20260907,7,1.0897593166446657,0.3451353826438197
arousal_primary_6s,Pupil,classification,LSTM,20260907,8,1.0891042836352023,0.3330991499149717
arousal_primary_6s,Pupil,classification,LSTM,20260908,1,1.1031623792803453,0.35688868935409734
arousal_primary_6s,Pupil,classification,LSTM,20260908,2,1.0959737659100068,0.35709330499117736
arousal_primary_6s,Pupil,classification,LSTM,20260908,3,1.094940146163031,0.3579004855610758
arousal_primary_6s,Pupil,classification,LSTM,20260908,4,1.0939699255196662,0.36064911491871166
arousal_primary_6s,Pupil,classification,LSTM,20260908,5,1.0930954148451346,0.3571025173222161
arousal_primary_6s,Pupil,classification,LSTM,20260908,6,1.0914172277193879,0.3505480424563738
arousal_primary_6s,Pupil,classification,LSTM,20260908,7,1.0895954074679095,0.35501093854707
arousal_primary_6s,Pupil,classification,LSTM,20260908,8,1.08803260164196,0.3584086998925961
arousal_primary_6s,Pupil,classification,LSTM,20260908,9,1.0873965006613653,0.358933606292832
arousal_primary_6s,Pupil,classification,LSTM,20260908,10,1.0855909187883288,0.35483346914049174
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,1,1.0980586886441204,0.36080334972797673
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,2,1.094079867124346,0.3651596303045255
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,3,1.0924489577470253,0.3570696180898836
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,4,1.0896101415386499,0.3503499853071952
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,5,1.0878569923255332,0.34279151425058013
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,6,1.085712044805297,0.3369247135368184
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,7,1.083475504320636,0.3376437837064842
arousal_primary_6s,Pupil,classification,BiLSTM,20260907,8,1.0819129267940504,0.3395409533102868
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,1,1.098778510192413,0.3519706602454947
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,2,1.0942322689906552,0.3523747611774789
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,3,1.092333041785984,0.3562338073297486
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,4,1.090260031095661,0.3498732896833466
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,5,1.0887782270828672,0.3457249959740903
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,6,1.0871132187362396,0.3486893906543511
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,7,1.0850116845172948,0.3422934580623065
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,8,1.0842583252811742,0.3439312396197711
arousal_primary_6s,Pupil,classification,BiLSTM,20260908,9,1.0827239918941507,0.34791139950264893
arousal_primary_6s,Pupil,regression,TCN,20260907,1,1.0266938715141858,-1.0027302191420777
arousal_primary_6s,Pupil,regression,TCN,20260907,2,1.0118517179314253,-1.0019163113694218
arousal_primary_6s,Pupil,regression,TCN,20260907,3,1.0161137277824008,-1.0026456160281607
arousal_primary_6s,Pupil,regression,TCN,20260907,4,1.0014141702116046,-1.001204563923638
arousal_primary_6s,Pupil,regression,TCN,20260907,5,1.0014550202134727,-1.0026618044309645
arousal_primary_6s,Pupil,regression,TCN,20260907,6,1.001736929098624,-1.0049825974955273
arousal_primary_6s,Pupil,regression,TCN,20260907,7,1.0004178579655387,-1.0022991192845057
arousal_primary_6s,Pupil,regression,TCN,20260907,8,0.9967253619628135,-1.0035568148496883
arousal_primary_6s,Pupil,regression,TCN,20260907,9,0.9979304176433239,-1.0025324791086176
arousal_primary_6s,Pupil,regression,TCN,20260907,10,0.9974227113259752,-1.005312035972096
arousal_primary_6s,Pupil,regression,TCN,20260908,1,1.0231075412033226,-1.0030112015191972
arousal_primary_6s,Pupil,regression,TCN,20260908,2,1.0090678646098366,-1.0039365831868212
arousal_primary_6s,Pupil,regression,TCN,20260908,3,1.0061688980066152,-1.005237335316942
arousal_primary_6s,Pupil,regression,TCN,20260908,4,1.001811459127244,-1.0066646478415073
arousal_primary_6s,Pupil,regression,TCN,20260908,5,0.9993755044545058,-1.0070385353337163
arousal_primary_6s,Pupil,regression,TCN,20260908,6,0.9994715218782354,-1.00818786497397
arousal_primary_6s,Pupil,regression,TCN,20260908,7,0.9977738433461046,-1.0099823144728706
arousal_primary_6s,Pupil,regression,TCN,20260908,8,0.9957415083744441,-1.016163963957419
arousal_primary_6s,Pupil,regression,LSTM,20260907,1,1.007737973920342,-1.0049952921897074
arousal_primary_6s,Pupil,regression,LSTM,20260907,2,1.00022032499948,-1.0040671687272384
arousal_primary_6s,Pupil,regression,LSTM,20260907,3,0.9995599712397495,-1.003926256442751
arousal_primary_6s,Pupil,regression,LSTM,20260907,4,0.9995229736442081,-1.0049897552395786
arousal_primary_6s,Pupil,regression,LSTM,20260907,5,0.9968855060863975,-1.0065304923658864
arousal_primary_6s,Pupil,regression,LSTM,20260907,6,0.9977700444799456,-1.0071955000192285
arousal_primary_6s,Pupil,regression,LSTM,20260907,7,0.9954623265648621,-1.0097693635480234
arousal_primary_6s,Pupil,regression,LSTM,20260907,8,0.9933143878293369,-1.0163020302156873
arousal_primary_6s,Pupil,regression,LSTM,20260907,9,0.9940556924183035,-1.015747236025642
arousal_primary_6s,Pupil,regression,LSTM,20260908,1,1.0035326723620863,-1.0003408498650355
arousal_primary_6s,Pupil,regression,LSTM,20260908,2,1.0000052929136112,-1.0007621729756377
arousal_primary_6s,Pupil,regression,LSTM,20260908,3,0.9990401247379096,-1.0012293091222253
arousal_primary_6s,Pupil,regression,LSTM,20260908,4,0.998362480412923,-1.0019369842981052
arousal_primary_6s,Pupil,regression,LSTM,20260908,5,0.9980681287364401,-1.0038471312438118
arousal_primary_6s,Pupil,regression,LSTM,20260908,6,0.9970212426632686,-1.0054970366412705
arousal_primary_6s,Pupil,regression,LSTM,20260908,7,0.9958702300875472,-1.0087959942821918
arousal_primary_6s,Pupil,regression,LSTM,20260908,8,0.9942278207776392,-1.0137671690331724
arousal_primary_6s,Pupil,regression,BiLSTM,20260907,1,1.0009643336225282,-1.0002394074264687
arousal_primary_6s,Pupil,regression,BiLSTM,20260907,2,0.9968694585979566,-1.0038060927933083
arousal_primary_6s,Pupil,regression,BiLSTM,20260907,3,0.9967402817405423,-1.0036708472109317
arousal_primary_6s,Pupil,regression,BiLSTM,20260907,4,0.9948173552460657,-1.0077400875250389
