task,subset,kind,architecture,seed,epoch,train_loss,validation_macro_score
attention_primary,EEG,classification,LSTM,20260907,12,1.096830822102102,0.3448213336272522
attention_primary,EEG,classification,LSTM,20260907,13,1.0966533663638842,0.3411846714689101
attention_primary,EEG,classification,LSTM,20260908,1,1.0998856133520516,0.33716758457323803
attention_primary,EEG,classification,LSTM,20260908,2,1.0986008318667226,0.3369118988889206
attention_primary,EEG,classification,LSTM,20260908,3,1.0982770502690695,0.3416814013479715
attention_primary,EEG,classification,LSTM,20260908,4,1.0982077514867887,0.34555375121878307
attention_primary,EEG,classification,LSTM,20260908,5,1.097749359506857,0.3481814641868536
attention_primary,EEG,classification,LSTM,20260908,6,1.0975309717200346,0.35132630476153065
attention_primary,EEG,classification,LSTM,20260908,7,1.097293100177942,0.3471318416818098
attention_primary,EEG,classification,LSTM,20260908,8,1.0968709844909663,0.3409059508014769
attention_primary,EEG,classification,LSTM,20260908,9,1.097014256251419,0.34237599414258646
attention_primary,EEG,classification,LSTM,20260908,10,1.0969353742551535,0.3408860042890227
attention_primary,EEG,classification,LSTM,20260908,11,1.096578051584848,0.3428781879428111
attention_primary,EEG,classification,LSTM,20260908,12,1.0965742577959257,0.34017813602444347
attention_primary,EEG,classification,BiLSTM,20260907,1,1.0997789823878485,0.33922776059689846
attention_primary,EEG,classification,BiLSTM,20260907,2,1.0980227054910736,0.34192290777421536
attention_primary,EEG,classification,BiLSTM,20260907,3,1.0974198586134754,0.34337749678338314
attention_primary,EEG,classification,BiLSTM,20260907,4,1.097143923379514,0.3465947776817058
attention_primary,EEG,classification,BiLSTM,20260907,5,1.0969253053893637,0.35058941312652203
attention_primary,EEG,classification,BiLSTM,20260907,6,1.0973164936171167,0.34624818639910115
attention_primary,EEG,classification,BiLSTM,20260907,7,1.096819309643901,0.34484918399198344
attention_primary,EEG,classification,BiLSTM,20260907,8,1.0967321926868374,0.3460962879449505
attention_primary,EEG,classification,BiLSTM,20260907,9,1.0960119525838343,0.34509631916801936
attention_primary,EEG,classification,BiLSTM,20260907,10,1.096334543357901,0.34407935978636867
attention_primary,EEG,classification,BiLSTM,20260907,11,1.096039305421524,0.343882730292678
attention_primary,EEG,classification,BiLSTM,20260908,1,1.0998795858257375,0.3357433932611199
attention_primary,EEG,classification,BiLSTM,20260908,2,1.097958150610914,0.34402630716452953
attention_primary,EEG,classification,BiLSTM,20260908,3,1.097481099468334,0.342602516460706
attention_primary,EEG,classification,BiLSTM,20260908,4,1.0974467911335253,0.3401214615253233
attention_primary,EEG,classification,BiLSTM,20260908,5,1.0968261109199513,0.3405559164041357
attention_primary,EEG,classification,BiLSTM,20260908,6,1.096648949943538,0.3408665584499285
attention_primary,EEG,classification,BiLSTM,20260908,7,1.0963984722923295,0.33841920930802616
attention_primary,EEG,classification,BiLSTM,20260908,8,1.0953530544220642,0.33597105543045136
attention_primary,EEG,regression,TCN,20260907,1,1.0322862124168037,-1.0082578760491532
attention_primary,EEG,regression,TCN,20260907,2,1.0122913087447414,-1.004067208806004
attention_primary,EEG,regression,TCN,20260907,3,1.0075286985748233,-1.0020396679791839
attention_primary,EEG,regression,TCN,20260907,4,1.00641332963838,-1.001844404116111
attention_primary,EEG,regression,TCN,20260907,5,1.001812269246215,-1.001683765430337
attention_primary,EEG,regression,TCN,20260907,6,1.0003134222363481,-1.0013166386049037
attention_primary,EEG,regression,TCN,20260907,7,0.9999251936850764,-1.0025683026297596
