task,kind,subset,architecture,seed,split,scope,macro_score,rows,participants,balanced_accuracy,macro_f1,r2,mae,mse
arousal_primary_6s,regression,full,LSTM,20260907,validation,all,-1.0048583871183303,4662,8,,,-0.005577694898794894,0.6663192547576388,1.0055776945177202
arousal_primary_6s,regression,full,LSTM,20260907,validation,history_8,-0.9197116600621672,1591,8,,,-0.009556403145224657,0.654846225581674,0.9449459096266458
arousal_primary_6s,regression,full,LSTM,20260907,test,all,-1.005035811106989,4025,8,,,-0.004577672412097611,0.6493037242043496,1.004577669873157
arousal_primary_6s,regression,full,LSTM,20260907,test,history_8,-1.084179322080447,1375,8,,,-0.004957929922381199,0.7139757640641425,1.0828737320167388
arousal_primary_6s,regression,full,LSTM,20260908,validation,all,-1.0054318298594016,4662,8,,,-0.005664869417437934,0.6645806634289767,1.0056648690363301
arousal_primary_6s,regression,full,LSTM,20260908,validation,history_8,-0.9303233642295289,1591,8,,,-0.02065265786680781,0.6642281513671248,0.9553320163153545
arousal_primary_6s,regression,full,LSTM,20260908,test,all,-0.9949795547199589,4025,8,,,0.00513559754825188,0.6457286032905789,0.9948643999373564
arousal_primary_6s,regression,full,LSTM,20260908,test,history_8,-1.0732624600558078,1375,8,,,0.004572923834124443,0.7191151335280828,1.072603937760366
arousal_primary_6s,regression,full,BiLSTM,20260907,validation,all,-0.9943252831773075,4662,8,,,0.004183355347366247,0.6722931237201558,0.9958166442752581
arousal_primary_6s,regression,full,BiLSTM,20260907,validation,history_8,-0.9022221574955163,1591,8,,,0.014313570699725497,0.6695961559365893,0.9226035877143592
arousal_primary_6s,regression,full,BiLSTM,20260907,test,all,-0.999460955425899,4025,8,,,0.0013228400993513523,0.6423711922286093,0.9986771573766208
arousal_primary_6s,regression,full,BiLSTM,20260907,test,history_8,-1.0816838948246623,1375,8,,,-0.00284456867956262,0.7159730242442368,1.0805965189036613
arousal_primary_6s,regression,full,BiLSTM,20260908,validation,all,-1.0027190539270694,4662,8,,,-0.00521261640652515,0.6657331197885012,1.0052126160255888
arousal_primary_6s,regression,full,BiLSTM,20260908,validation,history_8,-0.9242242323049024,1591,8,,,-0.016443549471335306,0.665601204388767,0.9513922862031136
arousal_primary_6s,regression,full,BiLSTM,20260908,test,all,-1.003741066109321,4025,8,,,-0.0032746915949362077,0.6430289671667845,1.0032746890592885
arousal_primary_6s,regression,full,BiLSTM,20260908,test,history_8,-1.0848928491939236,1375,8,,,-0.004504078958124991,0.7132478533474109,1.0823846933487407
arousal_primary_6s,regression,full,MLP_current,20260907,validation,all,-0.9965857463086767,4662,8,,,0.003294967315388697,0.6675855739920595,0.996705032306899
arousal_primary_6s,regression,full,MLP_current,20260907,validation,history_8,-0.9134103148829993,1591,8,,,2.3278294119855047e-05,0.6638092058146319,0.9359793172070118
arousal_primary_6s,regression,full,MLP_current,20260907,test,all,-0.9953576538767046,4025,8,,,0.004514858430548552,0.6440968997128587,0.9954851390534909
arousal_primary_6s,regression,full,MLP_current,20260907,test,history_8,-1.0732913980433987,1375,8,,,0.005195176200240015,0.7123688037653377,1.0719334412929131
arousal_primary_6s,regression,full,MLP_current,20260908,validation,all,-1.0007943930017182,4662,8,,,-0.0016318645988420144,0.6681621066703397,1.0016318642192628
arousal_primary_6s,regression,full,MLP_current,20260908,validation,history_8,-0.9263233720768823,1591,8,,,-0.014940396308374071,0.6663235282941454,0.9499853331805211
arousal_primary_6s,regression,full,MLP_current,20260908,test,all,-0.9989157703443179,4025,8,,,0.0013348781775061047,0.648121511686925,0.9986651192984963
arousal_primary_6s,regression,full,MLP_current,20260908,test,history_8,-1.078882126211604,1375,8,,,-0.0007368185649978543,0.7161967083293044,1.0783253519575047
arousal_primary_6s,classification,Pupil,TCN,20260907,validation,all,0.37427545996211414,4662,8,0.37859642541631544,0.3758537502460877,,,
arousal_primary_6s,classification,Pupil,TCN,20260907,validation,history_8,0.35364767449584633,1591,8,0.3740899524357782,0.37119695301748307,,,
arousal_primary_6s,classification,Pupil,TCN,20260907,test,all,0.37091081669434167,4025,8,0.3602228904852698,0.35234640115941235,,,
arousal_primary_6s,classification,Pupil,TCN,20260907,test,history_8,0.363635383747494,1375,8,0.35795601583478526,0.3503432215807398,,,
arousal_primary_6s,classification,Pupil,TCN,20260908,validation,all,0.37204537065364784,4662,8,0.3748800190570418,0.35648488325020306,,,
arousal_primary_6s,classification,Pupil,TCN,20260908,validation,history_8,0.3534259261417916,1591,8,0.3671179169757614,0.3455989381436307,,,
arousal_primary_6s,classification,Pupil,TCN,20260908,test,all,0.35692903542395565,4025,8,0.35710174035416303,0.3527786229138712,,,
arousal_primary_6s,classification,Pupil,TCN,20260908,test,history_8,0.350875633044383,1375,8,0.3494720664861504,0.3318392876806607,,,
arousal_primary_6s,classification,Pupil,LSTM,20260907,validation,all,0.3661516660125744,4662,8,0.36358915189073043,0.351648409621764,,,
arousal_primary_6s,classification,Pupil,LSTM,20260907,validation,history_8,0.3567923922062346,1591,8,0.3654601623068927,0.35074043113019976,,,
arousal_primary_6s,classification,Pupil,LSTM,20260907,test,all,0.38036412795702174,4025,8,0.36681671199332316,0.3520886725933885,,,
arousal_primary_6s,classification,Pupil,LSTM,20260907,test,history_8,0.3603655007771912,1375,8,0.3397115123404013,0.338023873441151,,,
arousal_primary_6s,classification,Pupil,LSTM,20260908,validation,all,0.36064911491871166,4662,8,0.3554797559127039,0.35156327805537774,,,
arousal_primary_6s,classification,Pupil,LSTM,20260908,validation,history_8,0.3515622453552244,1591,8,0.3569715990910098,0.31991422982745,,,
arousal_primary_6s,classification,Pupil,LSTM,20260908,test,all,0.3491908287830521,4025,8,0.3546515359081994,0.3531488115722063,,,
arousal_primary_6s,classification,Pupil,LSTM,20260908,test,history_8,0.36131848354839513,1375,8,0.3665694468419444,0.33445374788671806,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260907,validation,all,0.3651596303045255,4662,8,0.36042482576761126,0.3516802740247955,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260907,validation,history_8,0.345257796089088,1591,8,0.3524381502877238,0.324617202119945,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260907,test,all,0.36366488308975187,4025,8,0.3663129878248852,0.36036530247553816,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260907,test,history_8,0.3703855227509828,1375,8,0.37120584823713987,0.36087535536660437,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260908,validation,all,0.3562338073297486,4662,8,0.35873966635643345,0.34562830744699297,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260908,validation,history_8,0.3369237204131732,1591,8,0.3504880060062278,0.3265317428637422,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260908,test,all,0.35878805177921425,4025,8,0.3643459035328831,0.3641369128664973,,,
arousal_primary_6s,classification,Pupil,BiLSTM,20260908,test,history_8,0.3663773286595582,1375,8,0.36911760370373675,0.359925641919368,,,
arousal_primary_6s,regression,Pupil,TCN,20260907,validation,all,-1.001204563923638,4662,8,,,-0.0015626143924201141,0.670060309110591,1.001562614012867
arousal_primary_6s,regression,Pupil,TCN,20260907,validation,history_8,-0.9139866726199621,1591,8,,,-0.0021703632018172936,0.6625729020456305,0.9380325680727536
arousal_primary_6s,regression,Pupil,TCN,20260907,test,all,-1.0003169277456072,4025,8,,,-0.00039240789347472216,0.6469021613444734,1.0003924053651119
arousal_primary_6s,regression,Pupil,TCN,20260907,test,history_8,-1.080201404950372,1375,8,,,-0.0012543977531667139,0.7154803434547428,1.0788830597882695
arousal_primary_6s,regression,Pupil,TCN,20260908,validation,all,-1.0030112015191972,4662,8,,,-0.0030178467030912426,0.672108877569339,1.0030178463229866
arousal_primary_6s,regression,Pupil,TCN,20260908,validation,history_8,-0.9159142750935672,1591,8,,,-0.0022079727002439764,0.6651936762295192,0.9380677706048663
arousal_primary_6s,regression,Pupil,TCN,20260908,test,all,-1.0044602516201946,4025,8,,,-0.004533123569241848,0.6494669263442902,1.0045331210304138
arousal_primary_6s,regression,Pupil,TCN,20260908,test,history_8,-1.0835936398669879,1375,8,,,-0.004225989512794737,0.7169394764087821,1.082085043237494
arousal_primary_6s,regression,Pupil,LSTM,20260907,validation,all,-1.003926256442751,4662,8,,,-0.004748277345126839,0.6717860222310174,1.0047482769643663
arousal_primary_6s,regression,Pupil,LSTM,20260907,validation,history_8,-0.9155701484469907,1591,8,,,-0.0046526824652335375,0.6616990251724021,0.9403560216480513
arousal_primary_6s,regression,Pupil,LSTM,20260907,test,all,-1.0021575612676232,4025,8,,,-0.0022060490289108614,0.6503981625695262,1.0022060464959641
arousal_primary_6s,regression,Pupil,LSTM,20260907,test,history_8,-1.0814501216976806,1375,8,,,-0.0023692526102285782,0.7165736337842384,1.0800843509107911
arousal_primary_6s,regression,Pupil,LSTM,20260908,validation,all,-1.0003408498650355,4662,8,,,-0.0006731768399490523,0.6677260626049991,1.000673176460733
arousal_primary_6s,regression,Pupil,LSTM,20260908,validation,history_8,-0.915278569130035,1591,8,,,-0.003429599525118565,0.6622004479800895,0.9392112146637214
arousal_primary_6s,regression,Pupil,LSTM,20260908,test,all,-0.999292340963223,4025,8,,,0.0005687264690255045,0.6441150182584255,0.9994312710050406
arousal_primary_6s,regression,Pupil,LSTM,20260908,test,history_8,-1.079338214439021,1375,8,,,-0.0005441024077472711,0.7160362654437461,1.078117694245467
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,all,-1.0002394074264687,4662,8,,,-0.0007507272705939982,0.6643766362940365,1.0007507268913485
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,validation,history_8,-0.9165406170187774,1591,8,,,-0.006466837028476835,0.6584398278228625,0.9420540723251869
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,all,-0.9981246864138275,4025,8,,,0.0021998740467141786,0.6424469584030252,0.9978001234314745
arousal_primary_6s,regression,Pupil,BiLSTM,20260907,test,history_8,-1.0831539087988515,1375,8,,,-0.0018433217992728235,0.7135423505860164,1.0795176439441758
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,all,-0.9984125001135318,4662,8,,,-0.00010175970763115494,0.6646954616383446,1.0001017593286317
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,validation,history_8,-0.9152681485452157,1591,8,,,-0.007060859888199378,0.6578902754596532,0.9426100783787078
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,all,-1.0000683308169935,4025,8,,,0.00032638984948540894,0.6456971852846711,0.9996736076239683
arousal_primary_6s,regression,Pupil,BiLSTM,20260908,test,history_8,-1.0883265278971552,1375,8,,,-0.006552680803404876,0.7171246209008368,1.084592126177084
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,all,0.36096492812453684,4662,8,0.3725557745198431,0.3642793254229358,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,validation,history_8,0.35530080101367895,1591,8,0.36617589699006087,0.36135329062228744,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,all,0.37347903721913944,4025,8,0.3512422210708895,0.31703864821792777,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260907,test,history_8,0.34745305270045285,1375,8,0.32912382315089955,0.2833265303553324,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,all,0.3635878566577221,4662,8,0.3598443571808467,0.3197127179996318,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,validation,history_8,0.36603060059764053,1591,8,0.36253203675793494,0.3169460003173093,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,all,0.34853779038507526,4025,8,0.35659796223712514,0.3331018275264073,,,
arousal_primary_6s,classification,Eye_Pupil,TCN,20260908,test,history_8,0.3278776638934361,1375,8,0.3464030979545171,0.3122575244051594,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,all,0.36233360465340947,4662,8,0.37002435026222785,0.36504519782935096,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,validation,history_8,0.36327688371548594,1591,8,0.3747631914910281,0.3666569885100947,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,all,0.36109334394531956,4025,8,0.3420105253405197,0.34077465969137793,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260907,test,history_8,0.3291079449978219,1375,8,0.3322300345148664,0.32932906891241626,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,all,0.3629902241646864,4662,8,0.3623577309224988,0.3514131563383595,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,validation,history_8,0.3508281036742333,1591,8,0.3589163055433409,0.33899229195508757,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,all,0.372161754442892,4025,8,0.3580711035899105,0.35745603679359644,,,
arousal_primary_6s,classification,Eye_Pupil,LSTM,20260908,test,history_8,0.3406719161671178,1375,8,0.3471316361177641,0.34672335568053064,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,all,0.37234273177692745,4662,8,0.3765347507704287,0.3661483733172431,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,validation,history_8,0.3626748049468595,1591,8,0.36742762708128435,0.33845923120543425,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,all,0.3729200541488541,4025,8,0.3666302508396364,0.3649250423189907,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260907,test,history_8,0.36064057229528024,1375,8,0.35507105848915677,0.3456483811950369,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,all,0.36381630616879834,4662,8,0.37232982544135423,0.35449148411419723,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,validation,history_8,0.3701333097826197,1591,8,0.3843939002326182,0.36998098058045725,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,all,0.3846021127058612,4025,8,0.3617398041657817,0.36089518379363356,,,
arousal_primary_6s,classification,Eye_Pupil,BiLSTM,20260908,test,history_8,0.3670267692521775,1375,8,0.36121373469401813,0.358350311362366,,,
arousal_primary_6s,regression,Eye_Pupil,TCN,20260907,validation,all,-1.001425922184497,4662,8,,,-0.0029551529832976264,0.6642790665319704,1.0029551526032165
arousal_primary_6s,regression,Eye_Pupil,TCN,20260907,validation,history_8,-0.9249153333803208,1591,8,,,-0.015667858408503932,0.6590857488623678,0.9506662385106093
arousal_primary_6s,regression,Eye_Pupil,TCN,20260907,test,all,-0.9997068821831632,4025,8,,,0.00040390956796043653,0.6470276887993099,0.9995960879056891
arousal_primary_6s,regression,Eye_Pupil,TCN,20260907,test,history_8,-1.0794622912004355,1375,8,,,-0.0002355477578261933,0.7175022775661305,1.077785216919459
arousal_primary_6s,regression,Eye_Pupil,TCN,20260908,validation,all,-1.0023354282372319,4662,8,,,-0.002711988465620152,0.6691302262906902,1.0027119880856314
arousal_primary_6s,regression,Eye_Pupil,TCN,20260908,validation,history_8,-0.914550684795863,1591,8,,,-0.001560841495072518,0.6627086354174409,0.9374620550812826
arousal_primary_6s,regression,Eye_Pupil,TCN,20260908,test,all,-0.9961883688871807,4025,8,,,0.003888131938167616,0.6441425506584191,0.996111865544288
arousal_primary_6s,regression,Eye_Pupil,TCN,20260908,test,history_8,-1.0731076285035432,1375,8,,,0.0060488226572004145,0.7155688368567363,1.071013610425224
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260907,validation,all,-0.9943786590090105,4662,8,,,0.004966975324017353,0.6672775269001765,0.995033024298904
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260907,validation,history_8,-0.900930635697863,1591,8,,,0.013395633819059505,0.6598317562477021,0.9234627776496401
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260907,test,all,-1.0016893808656118,4025,8,,,-0.0013944659379085955,0.6516178238225515,1.001394463407013
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260907,test,history_8,-1.0817958995382484,1375,8,,,-0.0029686012662353267,0.722364560222571,1.0807301679112693
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260908,validation,all,-1.0044367431405061,4662,8,,,-0.0038782278693332284,0.665617984053558,1.0038782274889027
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260908,validation,history_8,-0.9227367124081568,1591,8,,,-0.010659133824703071,0.6569019745498518,0.9459780667619446
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260908,test,all,-1.003146382743875,4025,8,,,-0.002928652743435345,0.6476196220540833,1.0029286502086623
arousal_primary_6s,regression,Eye_Pupil,LSTM,20260908,test,history_8,-1.0766065920527348,1375,8,,,0.0018468867432744895,0.7099939066625358,1.0755413283418929
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,all,-0.9994523941299738,4662,8,,,-0.0011924167243362316,0.6636581271779699,1.0011924163449233
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,validation,history_8,-0.9223851592290372,1591,8,,,-0.013942767413296808,0.654752401485489,0.9490515514316346
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,all,-1.0044912483309647,4025,8,,,-0.003729370805952259,0.6505634975216852,1.0037293682691555
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260907,test,history_8,-1.080284852112217,1375,8,,,-0.0008337622515652843,0.7182309970238334,1.0784298118244735
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260908,validation,all,-0.9949049560065478,4662,8,,,0.003733759032711892,0.6619256740086186,0.9962662405897421
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260908,validation,history_8,-0.9117841264954398,1591,8,,,-0.001853346859830074,0.6542137595141071,0.9377358404261235
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260908,test,all,-0.9980412103619124,4025,8,,,0.0024418313355281107,0.647048922384326,0.9975581661432721
arousal_primary_6s,regression,Eye_Pupil,BiLSTM,20260908,test,history_8,-1.0838792823449648,1375,8,,,-0.00351924888039834,0.7211948557099991,1.0813235080096164
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260907,validation,all,0.3722492476066844,4662,8,0.37746587777672636,0.37527849871013114,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260907,validation,history_8,0.3559226112924298,1591,8,0.36834861184305484,0.35964353902594676,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260907,test,all,0.3646811068975092,4025,8,0.34346836269370157,0.3397304851545455,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260907,test,history_8,0.3590128001792095,1375,8,0.32950704683895904,0.3294948925273359,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260908,validation,all,0.3669218549849007,4662,8,0.36794127671519883,0.3515218606854142,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260908,validation,history_8,0.3483880922457243,1591,8,0.3586463833401026,0.33903103548336366,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260908,test,all,0.35198279768355833,4025,8,0.34321073550547004,0.33861800574344225,,,
arousal_primary_6s,classification,Pupil_no_quality,TCN,20260908,test,history_8,0.3494968977817698,1375,8,0.33711010775369393,0.3273117449636273,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260907,validation,all,0.3802554469538806,4662,8,0.3823010601089427,0.3820403607403268,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260907,validation,history_8,0.35035320925246527,1591,8,0.37229887025182967,0.3672818330279551,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260907,test,all,0.37727037149866405,4025,8,0.35598726756656857,0.3471334045370611,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260907,test,history_8,0.369403837337088,1375,8,0.3473281007800686,0.34441652777965914,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260908,validation,all,0.38000647548293576,4662,8,0.38420009180033005,0.3829606503925154,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260908,validation,history_8,0.37523487516749365,1591,8,0.3926021355227869,0.3915649362394447,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260908,test,all,0.3599988586991052,4025,8,0.3441788196373161,0.3421284721163847,,,
arousal_primary_6s,classification,Pupil_no_quality,LSTM,20260908,test,history_8,0.36419805499489794,1375,8,0.34318275520372543,0.34025531477552434,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260907,validation,all,0.3906857353112961,4662,8,0.39202362656058815,0.3891405052136216,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260907,validation,history_8,0.3811305319861782,1591,8,0.39687577693263915,0.39163072973444896,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260907,test,all,0.36081698446293686,4025,8,0.3461948936087405,0.3414691064501863,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260907,test,history_8,0.3600940788245415,1375,8,0.33631500601441755,0.334807448972083,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260908,validation,all,0.3904194110168665,4662,8,0.39382386440526734,0.390674886916262,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260908,validation,history_8,0.36345183403537845,1591,8,0.3823533044882231,0.380121492300151,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260908,test,all,0.3659070655020331,4025,8,0.3481599600490779,0.3433244536917837,,,
arousal_primary_6s,classification,Pupil_no_quality,BiLSTM,20260908,test,history_8,0.3600218958690845,1375,8,0.3348433555535572,0.332884736274758,,,
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260907,validation,all,-0.9989064056911057,4662,8,,,0.0005478153466842439,0.6666138703978839,0.9994521842745624
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260907,validation,history_8,-0.9146540011268314,1591,8,,,-0.0030778772298072354,0.661880383559011,0.9388820022064048
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260907,test,all,-1.0019638629999998,4025,8,,,-0.0018699968863626903,0.6464475620221083,1.0018699943542653
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260907,test,history_8,-1.0808301131836395,1375,8,,,-0.0015983433638788735,0.7148765114966993,1.079253671986047
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260908,validation,all,-1.0009175111215254,4662,8,,,-0.001494152144177363,0.6686016302615372,1.00149415176465
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260908,validation,history_8,-0.9155031869391974,1591,8,,,-0.0042444470846887405,0.6637253985500935,0.9399739128804689
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260908,test,all,-1.0008126299800866,4025,8,,,-0.0009234132348276969,0.6458183746982477,1.0009234107051228
arousal_primary_6s,regression,Pupil_no_quality,TCN,20260908,test,history_8,-1.0814399924062572,1375,8,,,-0.0023860253952423527,0.7143454448488159,1.080102424113423
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260907,validation,all,-1.0025338190699475,4662,8,,,-0.0029465444937128993,0.6724090880441331,1.0029465441136354
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260907,validation,history_8,-0.9148346806180654,1591,8,,,-0.0024342915886592653,0.6651404044379272,0.9382796053346675
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260907,test,all,-1.0015391194767655,4025,8,,,-0.0016193744473484983,0.6469010895890216,1.0016193719158843
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260907,test,history_8,-1.081316977496228,1375,8,,,-0.0020824055389012663,0.7154146246986514,1.0797752641824838
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260908,validation,all,-0.9985508723622685,4662,8,,,0.0014303744905677096,0.6689809288973955,0.9985696251310133
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260908,validation,history_8,-0.9130665671785306,1591,8,,,0.0003649619200493115,0.6654059298034828,0.9356595009553367
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260908,test,all,-1.0002036993528132,4025,8,,,-0.00032736788125808935,0.6465250004080173,1.0003273653530595
arousal_primary_6s,regression,Pupil_no_quality,LSTM,20260908,test,history_8,-1.083488535815341,1375,8,,,-0.004784029510847443,0.7188815630498105,1.0826863488616536
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260907,validation,all,-1.0013409571160266,4662,8,,,-0.0011833700592331908,0.6700709147936252,1.0011833696798238
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260907,validation,history_8,-0.9151189337483936,1591,8,,,-0.002343017114245116,0.665705398144839,0.9381941723256921
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260907,test,all,-0.9998490807907838,4025,8,,,0.0002073458700747599,0.645372459624221,0.9997926516030781
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260907,test,history_8,-1.082480709404776,1375,8,,,-0.002434507303732847,0.713902119326905,1.0801546648924838
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260908,validation,all,-0.9988550982726703,4662,8,,,0.0012677434156804779,0.6679212136430152,0.9987322562058389
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260908,validation,history_8,-0.9121376975405026,1591,8,,,0.0007000822222269498,0.6648214457251505,0.9353458279819505
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260908,test,all,-0.9999538095427454,4025,8,,,-5.1169999621736295e-05,0.6454377954100932,1.000051167472121
arousal_primary_6s,regression,Pupil_no_quality,BiLSTM,20260908,test,history_8,-1.08236043208105,1375,8,,,-0.003190252289200446,0.7173817515373913,1.0809690038498665
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260907,validation,all,0.37100383547193805,4662,8,0.38295016082695543,0.37621914725841626,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260907,validation,history_8,0.363457572551099,1591,8,0.37985776608159655,0.3784448640976148,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260907,test,all,0.36739945423462295,4025,8,0.3442656559998607,0.3415936208935264,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260907,test,history_8,0.3397455316971848,1375,8,0.3314790314876995,0.316852543874218,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,validation,all,0.3614007570688098,4662,8,0.36694751270651116,0.34518717363125834,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,validation,history_8,0.3488382732802003,1591,8,0.3512715457197235,0.3439612521582323,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,all,0.3692382736641082,4025,8,0.3531800652217341,0.34639681948241957,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,TCN,20260908,test,history_8,0.33777039218768135,1375,8,0.34385824555621886,0.3332934855508311,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,all,0.36919338029084786,4662,8,0.3773143102225629,0.3665080975539879,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,validation,history_8,0.3634276335360959,1591,8,0.36636290908195795,0.3621933222827374,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,all,0.39013426833953885,4025,8,0.3561453839518289,0.3539451176829648,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260907,test,history_8,0.35598124367767564,1375,8,0.3364188790608343,0.3295123350545037,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,all,0.37812069469664433,4662,8,0.388833030807682,0.37707352816098877,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,validation,history_8,0.3714336468006506,1591,8,0.37963300247611437,0.3699514107676705,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,all,0.3772184664844518,4025,8,0.3476286220287284,0.3477103504745216,,,
arousal_primary_6s,classification,Eye_Pupil_no_quality,LSTM,20260908,test,history_8,0.34567969083179434,1375,8,0.3357986042157875,0.33030943534531204,,,
