task,kind,subset,architecture,split,reference_scope,baseline,baseline_subset,mean_gain,low,high,positive_participants,participants,seeds
attention_primary,regression,EEG,LSTM,test,full,ridge,full,-0.00024012280790113028,-0.0028477149207004992,0.002230055350554316,4,8,2
attention_primary,regression,EEG,LSTM,test,matched,dummy_mean,full,-0.002702063517020195,-0.006250546197558515,0.0013153999303435722,2,8,2
attention_primary,regression,EEG,LSTM,validation,full,ridge,full,0.0007037174543056551,-0.00303501391383311,0.004542571697153148,4,8,2
attention_primary,regression,EEG,LSTM,validation,matched,dummy_mean,full,0.0009159487399960919,-0.002421031377146283,0.004652669946890058,3,8,2
attention_primary,regression,EEG,TCN,test,full,ridge,full,-4.788158850672908e-05,-0.0020855509879087538,0.0019589452981131072,4,8,2
attention_primary,regression,EEG,TCN,test,matched,dummy_mean,full,-0.002509822297625794,-0.005090028327599489,0.00045311072561804444,2,8,2
attention_primary,regression,EEG,TCN,validation,full,ridge,full,8.969985331745006e-05,-0.003177435285629266,0.0032738131483293423,4,8,2
attention_primary,regression,EEG,TCN,validation,matched,dummy_mean,full,0.00030193113900788687,-0.0025867589097795826,0.003633313514259325,3,8,2
attention_primary,regression,compact_no_noise,BiLSTM,test,full,ridge,full,0.002239244307455736,-0.002339799950399517,0.007152206273241633,5,8,2
attention_primary,regression,compact_no_noise,BiLSTM,test,matched,ridge,compact_no_noise,0.00036156882372233995,-0.002528985257684159,0.002981040453368714,5,8,2
attention_primary,regression,compact_no_noise,BiLSTM,validation,full,ridge,full,-0.002994611745150165,-0.009312644174416526,0.0036040507816520392,3,8,2
attention_primary,regression,compact_no_noise,BiLSTM,validation,matched,ridge,compact_no_noise,-0.003064553277501332,-0.007209921819553003,0.0017912537085833032,1,8,2
attention_primary,regression,compact_no_noise,LSTM,test,full,ridge,full,-0.0009954050108539128,-0.005207753174133727,0.004164287653880207,3,8,2
attention_primary,regression,compact_no_noise,LSTM,test,matched,ridge,compact_no_noise,-0.0028730804945873087,-0.004982495951918426,-0.0006963766337936941,2,8,2
attention_primary,regression,compact_no_noise,LSTM,validation,full,ridge,full,-0.0021949229102088824,-0.010277192109714827,0.0043438470715535665,3,8,2
attention_primary,regression,compact_no_noise,LSTM,validation,matched,ridge,compact_no_noise,-0.0022648644425600495,-0.00783516338590467,0.0023624953430036455,3,8,2
attention_primary,regression,compact_no_noise,TCN,test,full,ridge,full,0.003804874017407367,-0.0013053528074543218,0.009170897144338108,6,8,2
attention_primary,regression,compact_no_noise,TCN,test,matched,ridge,compact_no_noise,0.001927198533673971,-0.0017962280743803985,0.006026206772541502,5,8,2
attention_primary,regression,compact_no_noise,TCN,validation,full,ridge,full,-0.0028184415510414673,-0.010036687410548313,0.0034872220500961476,3,8,2
attention_primary,regression,compact_no_noise,TCN,validation,matched,ridge,compact_no_noise,-0.0028883830833926344,-0.00755304459926737,0.0017193419339977631,3,8,2
attention_primary,regression,full,BiLSTM,test,MLP_current_full,MLP_current,full,-0.0026232235802953682,-0.007732046073170651,0.0018872220009798638,2,8,2
attention_primary,regression,full,BiLSTM,test,full,ridge,full,-0.0008381417675677391,-0.0066033208941686525,0.0049185635491027025,2,8,2
attention_primary,regression,full,BiLSTM,test,matched,ridge,full,-0.0008381417675677391,-0.0066033208941686525,0.0049185635491027025,2,8,2
attention_primary,regression,full,BiLSTM,validation,MLP_current_full,MLP_current,full,0.0004456796167747329,-0.003990314727790301,0.0041560858187501964,5,8,2
attention_primary,regression,full,BiLSTM,validation,full,ridge,full,-0.0010537965792074624,-0.009463830280215252,0.005848840565045133,4,8,2
attention_primary,regression,full,BiLSTM,validation,matched,ridge,full,-0.0010537965792074624,-0.009463830280215252,0.005848840565045133,4,8,2
attention_primary,regression,full,LSTM,test,MLP_current_full,MLP_current,full,-0.002025466263179773,-0.005847146235333594,0.001845466469399619,4,8,2
attention_primary,regression,full,LSTM,test,full,ridge,full,-0.00024038445045214407,-0.005175858240694478,0.005301707649086134,3,8,2
attention_primary,regression,full,LSTM,test,matched,ridge,full,-0.00024038445045214407,-0.005175858240694478,0.005301707649086134,3,8,2
attention_primary,regression,full,LSTM,validation,MLP_current_full,MLP_current,full,-0.0008695232752952142,-0.004883761742442601,0.002929055722104199,4,8,2
attention_primary,regression,full,LSTM,validation,full,ridge,full,-0.0023689994712774096,-0.008214631342279356,0.003993884613343174,3,8,2
attention_primary,regression,full,LSTM,validation,matched,ridge,full,-0.0023689994712774096,-0.008214631342279356,0.003993884613343174,3,8,2
attention_primary,regression,full,MLP_current,test,full,ridge,full,0.0017850818127276291,-0.0011673564531802653,0.004750496214489668,5,8,2
attention_primary,regression,full,MLP_current,test,matched,ridge,full,0.0017850818127276291,-0.0011673564531802653,0.004750496214489668,5,8,2
attention_primary,regression,full,MLP_current,validation,full,ridge,full,-0.0014994761959821953,-0.005548145821256194,0.002198878984676171,3,8,2
attention_primary,regression,full,MLP_current,validation,matched,ridge,full,-0.0014994761959821953,-0.005548145821256194,0.002198878984676171,3,8,2
attention_primary,regression,full,TCN,test,MLP_current_full,MLP_current,full,-0.003650926740285561,-0.007423818744078979,-5.0510235170516256e-05,3,8,2
attention_primary,regression,full,TCN,test,full,ridge,full,-0.0018658449275579317,-0.007385796777105831,0.0032871360459711674,3,8,2
attention_primary,regression,full,TCN,test,matched,ridge,full,-0.0018658449275579317,-0.007385796777105831,0.0032871360459711674,3,8,2
attention_primary,regression,full,TCN,validation,MLP_current_full,MLP_current,full,-0.0016821497424963777,-0.007389303349863676,0.0040158031292575344,4,8,2
attention_primary,regression,full,TCN,validation,full,ridge,full,-0.003181625938478573,-0.01205734239394153,0.005461539028881958,2,8,2
attention_primary,regression,full,TCN,validation,matched,ridge,full,-0.003181625938478573,-0.01205734239394153,0.005461539028881958,2,8,2
