fold,inner,base_id,family,representation,smoothing,candidate_id,score
2,2,relative_m4,trees,relative,8,relative_m4_s8,0.3462740797893408
2,2,relative_m4,trees,relative,32,relative_m4_s32,0.34536238560382404
2,2,relative_m5,trees,relative,1,relative_m5_s1,0.3581386505029413
2,2,relative_m5,trees,relative,8,relative_m5_s8,0.32777398237630057
2,2,relative_m5,trees,relative,32,relative_m5_s32,0.3262641269715785
2,3,current_m0,ridge,current,1,current_m0_s1,0.34249514826620114
2,3,current_m0,ridge,current,8,current_m0_s8,0.3532232408281262
2,3,current_m0,ridge,current,32,current_m0_s32,0.3609625458358595
2,3,current_m1,ridge,current,1,current_m1_s1,0.34217283361457523
2,3,current_m1,ridge,current,8,current_m1_s8,0.35229245891698957
2,3,current_m1,ridge,current,32,current_m1_s32,0.3614047200894888
2,3,current_m2,rbf,current,1,current_m2_s1,0.3487112280607132
2,3,current_m2,rbf,current,8,current_m2_s8,0.3423316222835183
2,3,current_m2,rbf,current,32,current_m2_s32,0.33763190756138867
2,3,current_m3,rbf,current,1,current_m3_s1,0.33038293289604753
2,3,current_m3,rbf,current,8,current_m3_s8,0.33950730412814045
2,3,current_m3,rbf,current,32,current_m3_s32,0.34460187951956633
2,3,current_m4,trees,current,1,current_m4_s1,0.33383494240444966
2,3,current_m4,trees,current,8,current_m4_s8,0.33894684920188933
2,3,current_m4,trees,current,32,current_m4_s32,0.34092744219754334
2,3,current_m5,trees,current,1,current_m5_s1,0.3260726781910802
2,3,current_m5,trees,current,8,current_m5_s8,0.34001829740886425
2,3,current_m5,trees,current,32,current_m5_s32,0.34446661569221515
2,3,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.2963959822424033
2,3,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.2981815408516135
2,3,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.2983679595341264
2,3,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.2960247585099175
2,3,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.3067198900004907
2,3,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.30833369154501133
2,3,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.29825316467760604
2,3,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.296184080041449
2,3,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.2935127270661828
2,3,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.2920770989134304
2,3,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.29512129116562813
2,3,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.2967574549850428
2,3,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.2865224098674905
2,3,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.2912178692741816
2,3,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.2807429143500701
2,3,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.291465502227764
2,3,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.2896152630457526
2,3,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.2858515457989319
2,3,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.29951887291785223
2,3,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.30098332231831865
2,3,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.30264018722811553
2,3,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.2995737349591234
2,3,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.30655932816701753
2,3,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.3047073487621868
2,3,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.29484516206189415
2,3,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.28859854230979554
2,3,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.293381459403837
2,3,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.3015302956654524
2,3,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.301882475034103
2,3,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.30817360428420015
2,3,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.2864900645683425
2,3,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.28851110700437715
2,3,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.29142922878834276
2,3,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.29277789004003024
2,3,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.29341260851403417
2,3,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.2934728808304338
2,3,relative_m0,ridge,relative,1,relative_m0_s1,0.31809871477489965
2,3,relative_m0,ridge,relative,8,relative_m0_s8,0.31416571391982445
2,3,relative_m0,ridge,relative,32,relative_m0_s32,0.3203251146596354
2,3,relative_m1,ridge,relative,1,relative_m1_s1,0.31081289388026834
2,3,relative_m1,ridge,relative,8,relative_m1_s8,0.30648498436035587
2,3,relative_m1,ridge,relative,32,relative_m1_s32,0.30973615820189937
2,3,relative_m2,rbf,relative,1,relative_m2_s1,0.29482694543806376
2,3,relative_m2,rbf,relative,8,relative_m2_s8,0.30374867461669264
2,3,relative_m2,rbf,relative,32,relative_m2_s32,0.30125984966771957
2,3,relative_m3,rbf,relative,1,relative_m3_s1,0.2925567968276913
2,3,relative_m3,rbf,relative,8,relative_m3_s8,0.29595058227377147
2,3,relative_m3,rbf,relative,32,relative_m3_s32,0.29719126960077796
2,3,relative_m4,trees,relative,1,relative_m4_s1,0.29570838808343014
2,3,relative_m4,trees,relative,8,relative_m4_s8,0.30018970440478376
2,3,relative_m4,trees,relative,32,relative_m4_s32,0.30272086063330633
2,3,relative_m5,trees,relative,1,relative_m5_s1,0.2957875379896109
2,3,relative_m5,trees,relative,8,relative_m5_s8,0.2972537284326725
2,3,relative_m5,trees,relative,32,relative_m5_s32,0.2974632659458586
3,1,current_m0,ridge,current,1,current_m0_s1,0.33764173212706416
3,1,current_m0,ridge,current,8,current_m0_s8,0.33563437142814634
3,1,current_m0,ridge,current,32,current_m0_s32,0.3223793167323019
3,1,current_m1,ridge,current,1,current_m1_s1,0.34138862312786533
3,1,current_m1,ridge,current,8,current_m1_s8,0.3392490911355262
3,1,current_m1,ridge,current,32,current_m1_s32,0.325866375704703
3,1,current_m2,rbf,current,1,current_m2_s1,0.3483816617140435
3,1,current_m2,rbf,current,8,current_m2_s8,0.3423679396378274
3,1,current_m2,rbf,current,32,current_m2_s32,0.3456682860032733
3,1,current_m3,rbf,current,1,current_m3_s1,0.3367483967491189
3,1,current_m3,rbf,current,8,current_m3_s8,0.3447141271587886
3,1,current_m3,rbf,current,32,current_m3_s32,0.3368040951898241
3,1,current_m4,trees,current,1,current_m4_s1,0.329765148746466
3,1,current_m4,trees,current,8,current_m4_s8,0.33965711118808084
3,1,current_m4,trees,current,32,current_m4_s32,0.3359389475014647
3,1,current_m5,trees,current,1,current_m5_s1,0.3306093861634296
3,1,current_m5,trees,current,8,current_m5_s8,0.3344318493364846
3,1,current_m5,trees,current,32,current_m5_s32,0.3318476440736359
3,1,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.33323692559725443
3,1,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.3314896339139617
3,1,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.330884145893212
3,1,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.3189463086955056
3,1,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.3163075687140152
3,1,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.31503931366300353
3,1,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.31830570575842354
3,1,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.31263882140908
3,1,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.3144247281925808
3,1,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.3265986273062435
3,1,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.3167445675423885
3,1,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.3111712883530039
3,1,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.3195592639064362
3,1,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.3173005483978611
3,1,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.30557957656517964
3,1,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.3247063074644738
3,1,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.31561763444625957
3,1,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.312581821905662
3,1,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.3327101149079797
3,1,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.3204268180162393
3,1,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.31559262985246506
3,1,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.32276066083864935
3,1,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.31441944496829755
3,1,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.31204330753603365
3,1,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.2953879896573737
3,1,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.2920036161708588
3,1,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.29634511776199135
3,1,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.3040021873975953
3,1,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.2970295645868923
3,1,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.295299622594336
3,1,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.3032174436395791
3,1,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.2882940469750315
3,1,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.29021570444340944
3,1,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.30772123507256277
3,1,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.29789519611310594
3,1,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.29087850737684
3,1,relative_m0,ridge,relative,1,relative_m0_s1,0.3559718144230497
3,1,relative_m0,ridge,relative,8,relative_m0_s8,0.346228572436172
3,1,relative_m0,ridge,relative,32,relative_m0_s32,0.3474658852491194
3,1,relative_m1,ridge,relative,1,relative_m1_s1,0.3557454487111771
3,1,relative_m1,ridge,relative,8,relative_m1_s8,0.35063115140869944
3,1,relative_m1,ridge,relative,32,relative_m1_s32,0.34734299401758134
3,1,relative_m2,rbf,relative,1,relative_m2_s1,0.34021846397197264
3,1,relative_m2,rbf,relative,8,relative_m2_s8,0.34758720756194456
3,1,relative_m2,rbf,relative,32,relative_m2_s32,0.34063993423211225
3,1,relative_m3,rbf,relative,1,relative_m3_s1,0.3453534437836142
3,1,relative_m3,rbf,relative,8,relative_m3_s8,0.34234691736421324
3,1,relative_m3,rbf,relative,32,relative_m3_s32,0.33125033787638264
3,1,relative_m4,trees,relative,1,relative_m4_s1,0.3333391037774775
3,1,relative_m4,trees,relative,8,relative_m4_s8,0.3429377615366784
3,1,relative_m4,trees,relative,32,relative_m4_s32,0.33965805292377677
3,1,relative_m5,trees,relative,1,relative_m5_s1,0.3412867781367099
3,1,relative_m5,trees,relative,8,relative_m5_s8,0.34732075578562227
3,1,relative_m5,trees,relative,32,relative_m5_s32,0.34601965153138997
3,2,current_m0,ridge,current,1,current_m0_s1,0.33918418259380057
3,2,current_m0,ridge,current,8,current_m0_s8,0.33677081933031766
3,2,current_m0,ridge,current,32,current_m0_s32,0.3267801220691491
3,2,current_m1,ridge,current,1,current_m1_s1,0.33827869496370505
3,2,current_m1,ridge,current,8,current_m1_s8,0.3353392040941516
3,2,current_m1,ridge,current,32,current_m1_s32,0.3246194880196781
3,2,current_m2,rbf,current,1,current_m2_s1,0.31818801885904197
3,2,current_m2,rbf,current,8,current_m2_s8,0.3251267539295669
3,2,current_m2,rbf,current,32,current_m2_s32,0.31787117724332875
3,2,current_m3,rbf,current,1,current_m3_s1,0.3247242438450659
3,2,current_m3,rbf,current,8,current_m3_s8,0.32351251764499234
3,2,current_m3,rbf,current,32,current_m3_s32,0.3092351423874569
3,2,current_m4,trees,current,1,current_m4_s1,0.32450691979216223
3,2,current_m4,trees,current,8,current_m4_s8,0.3114367383658012
3,2,current_m4,trees,current,32,current_m4_s32,0.3011372798411895
3,2,current_m5,trees,current,1,current_m5_s1,0.3151271641836678
3,2,current_m5,trees,current,8,current_m5_s8,0.3017932732100189
3,2,current_m5,trees,current,32,current_m5_s32,0.2929393835510599
3,2,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.347171375818968
3,2,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.34932981782651135
3,2,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.3523923949919641
3,2,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.34671900169529707
3,2,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.34745299584040906
3,2,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.3447902922380454
3,2,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.3216484637624386
3,2,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.32268886954942544
3,2,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.32312190074073543
3,2,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.3053114261713817
3,2,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.2968620938871673
3,2,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.2956127361346762
3,2,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.30949219516650195
3,2,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.30089252293799723
3,2,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.3020624083270491
3,2,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.3064760856352827
3,2,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.29780872840426564
3,2,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.29507254540497746
3,2,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.35014448966600964
3,2,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.34683819307831326
3,2,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.3465735824579859
3,2,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.34574761087682065
3,2,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.3445332892120045
3,2,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.34525834616142925
3,2,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.3297271760868049
3,2,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.32808586992516553
3,2,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.3297029853884861
3,2,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.3116276091768145
3,2,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.31205828041083566
3,2,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.308326575791175
3,2,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.29853894408593395
3,2,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.2905712050600711
3,2,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.2899465578846671
3,2,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.30458178590693985
3,2,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.2993759813170501
3,2,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.295608474021953
3,2,relative_m0,ridge,relative,1,relative_m0_s1,0.3357646988505681
3,2,relative_m0,ridge,relative,8,relative_m0_s8,0.3261576223763027
3,2,relative_m0,ridge,relative,32,relative_m0_s32,0.33052728783930024
3,2,relative_m1,ridge,relative,1,relative_m1_s1,0.3373159509897493
3,2,relative_m1,ridge,relative,8,relative_m1_s8,0.33267692622876766
3,2,relative_m1,ridge,relative,32,relative_m1_s32,0.3379635547334793
3,2,relative_m2,rbf,relative,1,relative_m2_s1,0.34960890188967947
3,2,relative_m2,rbf,relative,8,relative_m2_s8,0.3491179918431514
3,2,relative_m2,rbf,relative,32,relative_m2_s32,0.35599097309040917
3,2,relative_m3,rbf,relative,1,relative_m3_s1,0.3548268775766396
3,2,relative_m3,rbf,relative,8,relative_m3_s8,0.35760662179777275
3,2,relative_m3,rbf,relative,32,relative_m3_s32,0.35561639497076614
3,2,relative_m4,trees,relative,1,relative_m4_s1,0.3519485961955019
3,2,relative_m4,trees,relative,8,relative_m4_s8,0.34203648756176275
3,2,relative_m4,trees,relative,32,relative_m4_s32,0.3464813246926446
3,2,relative_m5,trees,relative,1,relative_m5_s1,0.34851071025284314
3,2,relative_m5,trees,relative,8,relative_m5_s8,0.341698782699716
3,2,relative_m5,trees,relative,32,relative_m5_s32,0.3478432671245101
3,3,current_m0,ridge,current,1,current_m0_s1,0.3439112524162173
3,3,current_m0,ridge,current,8,current_m0_s8,0.35954787011399164
3,3,current_m0,ridge,current,32,current_m0_s32,0.3579578938596058
3,3,current_m1,ridge,current,1,current_m1_s1,0.35007404294030253
3,3,current_m1,ridge,current,8,current_m1_s8,0.362531949897608
3,3,current_m1,ridge,current,32,current_m1_s32,0.3594158359298491
3,3,current_m2,rbf,current,1,current_m2_s1,0.3565479010725428
3,3,current_m2,rbf,current,8,current_m2_s8,0.35124056766061756
3,3,current_m2,rbf,current,32,current_m2_s32,0.3465436525095844
3,3,current_m3,rbf,current,1,current_m3_s1,0.34720520380880704
3,3,current_m3,rbf,current,8,current_m3_s8,0.343689025620005
3,3,current_m3,rbf,current,32,current_m3_s32,0.3380137301968753
3,3,current_m4,trees,current,1,current_m4_s1,0.34102708007810245
3,3,current_m4,trees,current,8,current_m4_s8,0.3369104144768354
3,3,current_m4,trees,current,32,current_m4_s32,0.3423143105798332
3,3,current_m5,trees,current,1,current_m5_s1,0.3397963306799972
3,3,current_m5,trees,current,8,current_m5_s8,0.3424349482622859
3,3,current_m5,trees,current,32,current_m5_s32,0.3422317529499415
3,3,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.36709096036596
3,3,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.3758235161769446
3,3,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.3712955853729176
3,3,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.365071343536132
3,3,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.36815620012784667
3,3,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.3661766501190932
3,3,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.34748435606935923
3,3,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.3384770267339349
3,3,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.338428006266323
3,3,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.35235281109412747
3,3,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.34307655127653225
3,3,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.35000250080820927
3,3,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.35422663694469275
3,3,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.3530860595775289
3,3,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.3594973607702204
3,3,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.3478076577671144
3,3,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.34330367547301016
3,3,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.3441103047040304
3,3,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.38711470098395917
3,3,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.4016860286695655
3,3,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.4140211491735799
3,3,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.3798730917004212
3,3,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.3979664880541245
3,3,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.40108682409952995
3,3,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.34848593696459
3,3,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.37029824674045214
3,3,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.37409412068490183
3,3,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.3511616864332796
3,3,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.3685290752990866
3,3,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.36674890792370646
3,3,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.35977356213158984
3,3,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.36296003277946853
3,3,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.3602277420940671
3,3,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.3571686165537586
3,3,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.36841174775247665
3,3,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.36086895581200473
3,3,relative_m0,ridge,relative,1,relative_m0_s1,0.34439290786941174
3,3,relative_m0,ridge,relative,8,relative_m0_s8,0.35611736920673515
3,3,relative_m0,ridge,relative,32,relative_m0_s32,0.3597722151729237
3,3,relative_m1,ridge,relative,1,relative_m1_s1,0.3399724030399516
3,3,relative_m1,ridge,relative,8,relative_m1_s8,0.35328696662735065
3,3,relative_m1,ridge,relative,32,relative_m1_s32,0.35520018156655964
3,3,relative_m2,rbf,relative,1,relative_m2_s1,0.35327259034880176
3,3,relative_m2,rbf,relative,8,relative_m2_s8,0.35141707515441406
3,3,relative_m2,rbf,relative,32,relative_m2_s32,0.3546325837383142
3,3,relative_m3,rbf,relative,1,relative_m3_s1,0.36522114964071817
3,3,relative_m3,rbf,relative,8,relative_m3_s8,0.37544184558380733
3,3,relative_m3,rbf,relative,32,relative_m3_s32,0.3679046379847719
3,3,relative_m4,trees,relative,1,relative_m4_s1,0.34436800503101006
3,3,relative_m4,trees,relative,8,relative_m4_s8,0.3398034393935326
3,3,relative_m4,trees,relative,32,relative_m4_s32,0.334613841581889
3,3,relative_m5,trees,relative,1,relative_m5_s1,0.35829716290691
3,3,relative_m5,trees,relative,8,relative_m5_s8,0.35349771672898617
3,3,relative_m5,trees,relative,32,relative_m5_s32,0.35357450835982096
4,1,current_m0,ridge,current,1,current_m0_s1,0.32674722153747426
4,1,current_m0,ridge,current,8,current_m0_s8,0.3173519063137301
4,1,current_m0,ridge,current,32,current_m0_s32,0.31985216944530304
4,1,current_m1,ridge,current,1,current_m1_s1,0.33047009378021935
4,1,current_m1,ridge,current,8,current_m1_s8,0.3205075757751697
4,1,current_m1,ridge,current,32,current_m1_s32,0.32283773049658665
4,1,current_m2,rbf,current,1,current_m2_s1,0.3277201725184181
4,1,current_m2,rbf,current,8,current_m2_s8,0.32068446203430484
4,1,current_m2,rbf,current,32,current_m2_s32,0.3081988650135238
4,1,current_m3,rbf,current,1,current_m3_s1,0.31533747772393694
4,1,current_m3,rbf,current,8,current_m3_s8,0.3020011797231875
4,1,current_m3,rbf,current,32,current_m3_s32,0.2965397079998024
4,1,current_m4,trees,current,1,current_m4_s1,0.3136230952915974
4,1,current_m4,trees,current,8,current_m4_s8,0.3077644914997183
4,1,current_m4,trees,current,32,current_m4_s32,0.30677307201178206
4,1,current_m5,trees,current,1,current_m5_s1,0.3124614006423128
4,1,current_m5,trees,current,8,current_m5_s8,0.30387004139549406
4,1,current_m5,trees,current,32,current_m5_s32,0.30543255886280596
4,1,multiscale_m0,ridge,multiscale,1,multiscale_m0_s1,0.3455154244232528
4,1,multiscale_m0,ridge,multiscale,8,multiscale_m0_s8,0.36107489499600914
4,1,multiscale_m0,ridge,multiscale,32,multiscale_m0_s32,0.36185698114089504
4,1,multiscale_m1,ridge,multiscale,1,multiscale_m1_s1,0.34499658141015066
4,1,multiscale_m1,ridge,multiscale,8,multiscale_m1_s8,0.362626026553626
4,1,multiscale_m1,ridge,multiscale,32,multiscale_m1_s32,0.3631374646704308
4,1,multiscale_m2,rbf,multiscale,1,multiscale_m2_s1,0.32876052595228916
4,1,multiscale_m2,rbf,multiscale,8,multiscale_m2_s8,0.33066384839321866
4,1,multiscale_m2,rbf,multiscale,32,multiscale_m2_s32,0.3243979484580036
4,1,multiscale_m3,rbf,multiscale,1,multiscale_m3_s1,0.3055317073089186
4,1,multiscale_m3,rbf,multiscale,8,multiscale_m3_s8,0.2975887859994324
4,1,multiscale_m3,rbf,multiscale,32,multiscale_m3_s32,0.2907277000616539
4,1,multiscale_m4,trees,multiscale,1,multiscale_m4_s1,0.2992671985283002
4,1,multiscale_m4,trees,multiscale,8,multiscale_m4_s8,0.29970427181018744
4,1,multiscale_m4,trees,multiscale,32,multiscale_m4_s32,0.2969699060535361
4,1,multiscale_m5,trees,multiscale,1,multiscale_m5_s1,0.2995645439730308
4,1,multiscale_m5,trees,multiscale,8,multiscale_m5_s8,0.3029098326134441
4,1,multiscale_m5,trees,multiscale,32,multiscale_m5_s32,0.29867687520878466
4,1,delayed4_m0,ridge,delayed4,1,delayed4_m0_s1,0.3408707889341404
4,1,delayed4_m0,ridge,delayed4,8,delayed4_m0_s8,0.3536021469721712
4,1,delayed4_m0,ridge,delayed4,32,delayed4_m0_s32,0.3551646119864302
4,1,delayed4_m1,ridge,delayed4,1,delayed4_m1_s1,0.3414010465518618
4,1,delayed4_m1,ridge,delayed4,8,delayed4_m1_s8,0.3536163500803616
4,1,delayed4_m1,ridge,delayed4,32,delayed4_m1_s32,0.3646811131334588
4,1,delayed4_m2,rbf,delayed4,1,delayed4_m2_s1,0.32493763385042534
4,1,delayed4_m2,rbf,delayed4,8,delayed4_m2_s8,0.33317205237323944
4,1,delayed4_m2,rbf,delayed4,32,delayed4_m2_s32,0.3303960258930918
4,1,delayed4_m3,rbf,delayed4,1,delayed4_m3_s1,0.3028912418677229
4,1,delayed4_m3,rbf,delayed4,8,delayed4_m3_s8,0.3030895239375067
4,1,delayed4_m3,rbf,delayed4,32,delayed4_m3_s32,0.30784048552767757
4,1,delayed4_m4,trees,delayed4,1,delayed4_m4_s1,0.3147671228869363
4,1,delayed4_m4,trees,delayed4,8,delayed4_m4_s8,0.3181665860151857
4,1,delayed4_m4,trees,delayed4,32,delayed4_m4_s32,0.3106469294276069
4,1,delayed4_m5,trees,delayed4,1,delayed4_m5_s1,0.31866575478065406
4,1,delayed4_m5,trees,delayed4,8,delayed4_m5_s8,0.3207754079459128
4,1,delayed4_m5,trees,delayed4,32,delayed4_m5_s32,0.3158855782182429
4,1,relative_m0,ridge,relative,1,relative_m0_s1,0.3476831243900718
4,1,relative_m0,ridge,relative,8,relative_m0_s8,0.3388934511064176
4,1,relative_m0,ridge,relative,32,relative_m0_s32,0.34023513913853987
4,1,relative_m1,ridge,relative,1,relative_m1_s1,0.33854041815329783
4,1,relative_m1,ridge,relative,8,relative_m1_s8,0.3353723360970494
4,1,relative_m1,ridge,relative,32,relative_m1_s32,0.33353246787096924
4,1,relative_m2,rbf,relative,1,relative_m2_s1,0.34087099643630603
4,1,relative_m2,rbf,relative,8,relative_m2_s8,0.33373851292024276
4,1,relative_m2,rbf,relative,32,relative_m2_s32,0.33563602640419127
4,1,relative_m3,rbf,relative,1,relative_m3_s1,0.3452677314658153
4,1,relative_m3,rbf,relative,8,relative_m3_s8,0.3372172999989631
4,1,relative_m3,rbf,relative,32,relative_m3_s32,0.3292856427462868
