model_id,fold,scope,seed,macro_score,rows,participants,balanced_accuracy,macro_f1
fold1_pool_selected_20260911,1,pool_selected,20260911,0.3548425466472434,2886,5,0.3586278586278586,0.35193975981920395
fold1_pool_logistic_20260911,1,pool_logistic,20260911,0.34360948677652037,2886,5,0.3458073458073458,0.34013842384607074
fold1_pool_lda_20260911,1,pool_lda,20260911,0.36963069176395047,2886,5,0.37110187110187115,0.36806935960844456
fold1_pool_fixed_history_20260911,1,pool_fixed_history,20260911,0.3740437571486186,2886,5,0.3738738738738739,0.3704187283096112
fold1_pool_fixed_multiscale_20260911,1,pool_fixed_multiscale,20260911,0.3711930348010797,2886,5,0.37214137214137216,0.3682235249662678
fold1_stack_global_C0.001_20260911,1,stack_global_C0.001,20260911,0.3604230194423831,2886,5,0.3613998613998614,0.3573148403427859
fold1_stack_global_C0.01_20260911,1,stack_global_C0.01,20260911,0.36021980352574434,2886,5,0.36001386001386004,0.35570646002156464
fold1_stack_global_C0.1_20260911,1,stack_global_C0.1,20260911,0.3603893916186353,2886,5,0.35828135828135826,0.35683901062558004
fold1_stack_participant_C0.001_20260911,1,stack_participant_C0.001,20260911,0.3543896534906875,2886,5,0.35550935550935553,0.31741178079543125
fold1_stack_participant_C0.01_20260911,1,stack_participant_C0.01,20260911,0.3418510127357298,2886,5,0.34268884268884264,0.3176997390713507
fold1_stack_participant_C0.1_20260911,1,stack_participant_C0.1,20260911,0.36197018979767187,2886,5,0.3607068607068607,0.34444565845129005
fold1_pool_selected_20260912,1,pool_selected,20260912,0.3548425466472434,2886,5,0.3586278586278586,0.35193975981920395
fold1_pool_logistic_20260912,1,pool_logistic,20260912,0.34360948677652037,2886,5,0.3458073458073458,0.34013842384607074
fold1_pool_lda_20260912,1,pool_lda,20260912,0.36963069176395047,2886,5,0.37110187110187115,0.36806935960844456
fold1_pool_fixed_history_20260912,1,pool_fixed_history,20260912,0.3740437571486186,2886,5,0.3738738738738739,0.3704187283096112
fold1_pool_fixed_multiscale_20260912,1,pool_fixed_multiscale,20260912,0.3711930348010797,2886,5,0.37214137214137216,0.3682235249662678
