scope,reference,participant,delta
pool_logistic,previous_tuned_logistic,P9,0.0059626189657149276
pool_lda,previous_geometric,P12,-0.05855327468230692
pool_lda,previous_geometric,P13,0.0001432371598117932
pool_lda,previous_geometric,P18,-0.006369426751592355
pool_lda,previous_geometric,P19,0.022969077568134322
pool_lda,previous_geometric,P2,0.041657610664348366
pool_lda,previous_geometric,P20,-0.004030452306314325
pool_lda,previous_geometric,P21,0.009134941393005913
pool_lda,previous_geometric,P22,-0.04630998790159968
pool_lda,previous_geometric,P24,-0.017542680467804883
pool_lda,previous_geometric,P26,-0.001904761904761798
pool_lda,previous_geometric,P27,6.98226504677324e-05
pool_lda,previous_geometric,P3,-0.018633540372670787
pool_lda,previous_geometric,P30,0.013425714430739588
pool_lda,previous_geometric,P33,-0.0640522875816994
pool_lda,previous_geometric,P34,0.04374445430346052
pool_lda,previous_geometric,P35,-0.061111111111111144
pool_lda,previous_geometric,P36,-0.03898364079359551
pool_lda,previous_geometric,P4,0.008714596949891074
pool_lda,previous_geometric,P40,-0.008192582493877665
pool_lda,previous_geometric,P43,0.02568858451211392
pool_lda,previous_geometric,P44,-0.03472847735142809
pool_lda,previous_geometric,P46,0.0739795918367348
pool_lda,previous_geometric,P48,0.02368866328257191
pool_lda,previous_geometric,P8,-0.019214703425229684
pool_lda,previous_geometric,P9,-0.005859419791308329
pool_lda,previous_tuned_logistic,P12,-0.08008658008658004
pool_lda,previous_tuned_logistic,P13,0.018385512584407626
pool_lda,previous_tuned_logistic,P18,0.00849256900212314
pool_lda,previous_tuned_logistic,P19,-0.012604821802934929
pool_lda,previous_tuned_logistic,P2,0.03706440628848806
pool_lda,previous_tuned_logistic,P20,0.0016482559586008527
pool_lda,previous_tuned_logistic,P21,-0.012496367335076919
pool_lda,previous_tuned_logistic,P22,0.030918134157816912
pool_lda,previous_tuned_logistic,P24,0.0770712909441233
pool_lda,previous_tuned_logistic,P26,0.024761904761904818
pool_lda,previous_tuned_logistic,P27,0.004147465437787989
pool_lda,previous_tuned_logistic,P3,-0.028985507246376663
pool_lda,previous_tuned_logistic,P30,-0.0285856893897094
pool_lda,previous_tuned_logistic,P33,-0.05633528265107207
pool_lda,previous_tuned_logistic,P34,-0.016060337178349593
pool_lda,previous_tuned_logistic,P35,-0.03518518518518518
pool_lda,previous_tuned_logistic,P36,-0.03915767490428124
pool_lda,previous_tuned_logistic,P4,0.004357298474945537
pool_lda,previous_tuned_logistic,P40,-0.004064732762755929
pool_lda,previous_tuned_logistic,P43,0.05879635291400004
pool_lda,previous_tuned_logistic,P44,0.020316659660922
pool_lda,previous_tuned_logistic,P46,0.08801020408163268
pool_lda,previous_tuned_logistic,P48,0.013536379018612543
pool_lda,previous_tuned_logistic,P8,-0.07487658540290115
pool_lda,previous_tuned_logistic,P9,-0.007717004930627325
pool_fixed_history,previous_geometric,P12,-0.028096634548247457
pool_fixed_history,previous_geometric,P13,-0.01655412318395738
pool_fixed_history,previous_geometric,P18,-0.00424628450106157
pool_fixed_history,previous_geometric,P19,0.012552410901467637
pool_fixed_history,previous_geometric,P2,0.01696008114178077
pool_fixed_history,previous_geometric,P20,-0.002761606209882028
pool_fixed_history,previous_geometric,P21,-0.0018018018018017834
pool_fixed_history,previous_geometric,P22,-0.0019491867186449685
pool_fixed_history,previous_geometric,P24,-0.003987991217457576
pool_fixed_history,previous_geometric,P26,5.551115123125783e-17
pool_fixed_history,previous_geometric,P27,0.017357910906297902
pool_fixed_history,previous_geometric,P3,-0.0020703933747412973
pool_fixed_history,previous_geometric,P30,-8.459807454785917e-06
pool_fixed_history,previous_geometric,P33,-0.003783969728242187
pool_fixed_history,previous_geometric,P34,-0.01428571428571429
pool_fixed_history,previous_geometric,P35,-0.025925925925925963
pool_fixed_history,previous_geometric,P36,6.961364427426897e-05
pool_fixed_history,previous_geometric,P4,0.026143790849673165
pool_fixed_history,previous_geometric,P40,-0.0020323663813779924
pool_fixed_history,previous_geometric,P43,0.015116926881632797
pool_fixed_history,previous_geometric,P44,-0.014581957204907958
pool_fixed_history,previous_geometric,P46,0.05229591836734704
pool_fixed_history,previous_geometric,P48,0.011844331641285955
pool_fixed_history,previous_geometric,P8,-0.01430090377458798
pool_fixed_history,previous_geometric,P9,0.013679623896342197
pool_fixed_history,previous_tuned_logistic,P12,-0.049629939952520574
pool_fixed_history,previous_tuned_logistic,P13,0.001688152240638452
pool_fixed_history,previous_tuned_logistic,P18,0.010615711252653925
pool_fixed_history,previous_tuned_logistic,P19,-0.023021488469601614
pool_fixed_history,previous_tuned_logistic,P2,0.012366876765920465
pool_fixed_history,previous_tuned_logistic,P20,0.0029171020550331495
pool_fixed_history,previous_tuned_logistic,P21,-0.023433110529884615
pool_fixed_history,previous_tuned_logistic,P22,0.07527893534077162
pool_fixed_history,previous_tuned_logistic,P24,0.0906259801944706
pool_fixed_history,previous_tuned_logistic,P26,0.026666666666666672
pool_fixed_history,previous_tuned_logistic,P27,0.02143555369361816
pool_fixed_history,previous_tuned_logistic,P3,-0.012422360248447173
pool_fixed_history,previous_tuned_logistic,P30,-0.042019863627903775
pool_fixed_history,previous_tuned_logistic,P33,0.003933035202385138
pool_fixed_history,previous_tuned_logistic,P34,-0.0740905057675244
pool_fixed_history,previous_tuned_logistic,P35,0.0
pool_fixed_history,previous_tuned_logistic,P36,-0.00010442046641145897
pool_fixed_history,previous_tuned_logistic,P4,0.02178649237472763
pool_fixed_history,previous_tuned_logistic,P40,0.002095483349743743
pool_fixed_history,previous_tuned_logistic,P43,0.048224695283518915
pool_fixed_history,previous_tuned_logistic,P44,0.04046317980744213
pool_fixed_history,previous_tuned_logistic,P46,0.06632653061224492
pool_fixed_history,previous_tuned_logistic,P48,0.0016920473773265887
pool_fixed_history,previous_tuned_logistic,P8,-0.06996278575225945
pool_fixed_history,previous_tuned_logistic,P9,0.011822038757023201
pool_fixed_multiscale,previous_geometric,P12,-0.049797514313643265
pool_fixed_multiscale,previous_geometric,P13,-0.012870881931655365
pool_fixed_multiscale,previous_geometric,P18,0.0
pool_fixed_multiscale,previous_geometric,P19,-2.6205450733618463e-05
pool_fixed_multiscale,previous_geometric,P2,0.02938491632253859
pool_fixed_multiscale,previous_geometric,P20,0.0030166193959297316
pool_fixed_multiscale,previous_geometric,P21,-0.01254480286738352
pool_fixed_multiscale,previous_geometric,P22,-0.023110185060715993
pool_fixed_multiscale,previous_geometric,P24,-0.02910337410942332
pool_fixed_multiscale,previous_geometric,P26,0.015238095238095328
pool_fixed_multiscale,previous_geometric,P27,5.58581203741193e-05
pool_fixed_multiscale,previous_geometric,P3,-0.010351966873705987
pool_fixed_multiscale,previous_geometric,P30,0.02014280154983672
pool_fixed_multiscale,previous_geometric,P33,0.0040935672514619825
pool_fixed_multiscale,previous_geometric,P34,0.0006654835847382801
pool_fixed_multiscale,previous_geometric,P35,-0.0425925925925926
pool_fixed_multiscale,previous_geometric,P36,9.281819236572897e-05
pool_fixed_multiscale,previous_geometric,P4,0.015250544662309351
pool_fixed_multiscale,previous_geometric,P40,-0.008192582493877665
pool_fixed_multiscale,previous_geometric,P43,0.015144103379397533
pool_fixed_multiscale,previous_geometric,P44,-0.012740447166676605
pool_fixed_multiscale,previous_geometric,P46,0.038265306122449105
pool_fixed_multiscale,previous_geometric,P48,0.02368866328257191
pool_fixed_multiscale,previous_geometric,P8,-0.014316093263461671
pool_fixed_multiscale,previous_geometric,P9,-0.003967434927187208
pool_fixed_multiscale,previous_tuned_logistic,P12,-0.07133081971791638
pool_fixed_multiscale,previous_tuned_logistic,P13,0.005371393492940468
pool_fixed_multiscale,previous_tuned_logistic,P18,0.014861995753715496
pool_fixed_multiscale,previous_tuned_logistic,P19,-0.03560010482180287
pool_fixed_multiscale,previous_tuned_logistic,P2,0.024791711946678285
pool_fixed_multiscale,previous_tuned_logistic,P20,0.00869532766084491
pool_fixed_multiscale,previous_tuned_logistic,P21,-0.03417611159546635
pool_fixed_multiscale,previous_tuned_logistic,P22,0.0541179369987006
pool_fixed_multiscale,previous_tuned_logistic,P24,0.06551059730250486
pool_fixed_multiscale,previous_tuned_logistic,P26,0.041904761904761945
pool_fixed_multiscale,previous_tuned_logistic,P27,0.004133500907694376
pool_fixed_multiscale,previous_tuned_logistic,P3,-0.020703933747411862
pool_fixed_multiscale,previous_tuned_logistic,P30,-0.02186860227061227
pool_fixed_multiscale,previous_tuned_logistic,P33,0.011810572182089307
pool_fixed_multiscale,previous_tuned_logistic,P34,-0.059139307897071836
pool_fixed_multiscale,previous_tuned_logistic,P35,-0.016666666666666635
pool_fixed_multiscale,previous_tuned_logistic,P36,-8.121591831999897e-05
pool_fixed_multiscale,previous_tuned_logistic,P4,0.010893246187363814
pool_fixed_multiscale,previous_tuned_logistic,P40,-0.004064732762755929
pool_fixed_multiscale,previous_tuned_logistic,P43,0.04825187178128365
pool_fixed_multiscale,previous_tuned_logistic,P44,0.04230468984567348
pool_fixed_multiscale,previous_tuned_logistic,P46,0.05229591836734698
pool_fixed_multiscale,previous_tuned_logistic,P48,0.013536379018612543
pool_fixed_multiscale,previous_tuned_logistic,P8,-0.06997797524113314
pool_fixed_multiscale,previous_tuned_logistic,P9,-0.0058250200665062035
stack_global_C0.001,previous_geometric,P12,-0.03686635944700456
stack_global_C0.001,previous_geometric,P13,0.014651115203601461
stack_global_C0.001,previous_geometric,P18,-0.00424628450106157
stack_global_C0.001,previous_geometric,P19,-0.1069968553459118
stack_global_C0.001,previous_geometric,P2,-0.05262624067231758
stack_global_C0.001,previous_geometric,P20,0.001399462606359203
stack_global_C0.001,previous_geometric,P21,0.12181536375084762
stack_global_C0.001,previous_geometric,P22,0.009432271362638356
stack_global_C0.001,previous_geometric,P24,-0.10804543621454499
stack_global_C0.001,previous_geometric,P26,-0.08190476190476176
stack_global_C0.001,previous_geometric,P27,0.012735651445328733
stack_global_C0.001,previous_geometric,P3,-0.018633540372670843
stack_global_C0.001,previous_geometric,P30,0.08740673062281101
stack_global_C0.001,previous_geometric,P33,0.0210755647288155
stack_global_C0.001,previous_geometric,P34,0.0836291038154392
stack_global_C0.001,previous_geometric,P35,-0.003703703703703709
stack_global_C0.001,previous_geometric,P36,0.08454577097111032
stack_global_C0.001,previous_geometric,P4,0.05664488017429198
stack_global_C0.001,previous_geometric,P40,0.016208437476331106
