fold,inner,candidate_id,family,score
3,2,logistic_h1.0_mean_s1,logistic,0.33393482508545386
3,2,logistic_h1.0_mean_s4,logistic,0.3370356117803653
3,2,logistic_h1.0_geometric_s1,logistic,0.33365471304063593
3,2,logistic_h1.0_geometric_s4,logistic,0.3367607517852181
3,2,lda_h0.0_mean_s1,lda,0.32406648438106694
3,2,lda_h0.0_mean_s4,lda,0.32576593491782274
3,2,lda_h0.0_geometric_s1,lda,0.32406648438106694
3,2,lda_h0.0_geometric_s4,lda,0.325490680307308
3,2,lda_h0.25_mean_s1,lda,0.32999116223607383
3,2,lda_h0.25_mean_s4,lda,0.32523653296179683
3,2,lda_h0.25_geometric_s1,lda,0.329220475111932
3,2,lda_h0.25_geometric_s4,lda,0.32449049576172134
3,2,lda_h0.5_mean_s1,lda,0.32902547983794683
3,2,lda_h0.5_mean_s4,lda,0.31925768693393486
3,2,lda_h0.5_geometric_s1,lda,0.32905986051528235
3,2,lda_h0.5_geometric_s4,lda,0.3200302028031871
3,2,lda_h0.75_mean_s1,lda,0.3296265296405658
3,2,lda_h0.75_mean_s4,lda,0.3211208126912387
3,2,lda_h0.75_geometric_s1,lda,0.33077858289777257
3,2,lda_h0.75_geometric_s4,lda,0.3221054828718502
3,2,lda_h1.0_mean_s1,lda,0.3322265163406261
3,2,lda_h1.0_mean_s4,lda,0.32274508758125336
3,2,lda_h1.0_geometric_s1,lda,0.33195126173011147
3,2,lda_h1.0_geometric_s4,lda,0.322981173312046
3,3,both_h0.0_mean_s1,both,0.34835308392908565
3,3,both_h0.0_mean_s4,both,0.35238394394382555
3,3,both_h0.0_geometric_s1,both,0.3486760813451063
3,3,both_h0.0_geometric_s4,both,0.35279347557256896
3,3,both_h0.25_mean_s1,both,0.3454576968111305
3,3,both_h0.25_mean_s4,both,0.35511569147988276
3,3,both_h0.25_geometric_s1,both,0.3459383104799705
3,3,both_h0.25_geometric_s4,both,0.35655240676163885
3,3,both_h0.5_mean_s1,both,0.3495301579508966
3,3,both_h0.5_mean_s4,both,0.3458705025975381
3,3,both_h0.5_geometric_s1,both,0.34885152033079186
3,3,both_h0.5_geometric_s4,both,0.34658424789256415
3,3,both_h0.75_mean_s1,both,0.35326756142598226
3,3,both_h0.75_mean_s4,both,0.34178545713903374
3,3,both_h0.75_geometric_s1,both,0.35543203637385923
3,3,both_h0.75_geometric_s4,both,0.3423650567949881
3,3,both_h1.0_mean_s1,both,0.3510028587395538
3,3,both_h1.0_mean_s4,both,0.34040956698209507
3,3,both_h1.0_geometric_s1,both,0.3516165338195671
3,3,both_h1.0_geometric_s4,both,0.3410549533417672
3,3,logistic_h0.0_mean_s1,logistic,0.34614312769118205
3,3,logistic_h0.0_mean_s4,logistic,0.35375630345346387
3,3,logistic_h0.0_geometric_s1,logistic,0.34614312769118205
3,3,logistic_h0.0_geometric_s4,logistic,0.35375630345346387
3,3,logistic_h0.25_mean_s1,logistic,0.3503759961902373
3,3,logistic_h0.25_mean_s4,logistic,0.3538336860303052
3,3,logistic_h0.25_geometric_s1,logistic,0.350848207352214
3,3,logistic_h0.25_geometric_s4,logistic,0.35351761535588466
3,3,logistic_h0.5_mean_s1,logistic,0.34980141458881864
3,3,logistic_h0.5_mean_s4,logistic,0.3474496541321218
3,3,logistic_h0.5_geometric_s1,logistic,0.3486195927401626
3,3,logistic_h0.5_geometric_s4,logistic,0.3466364541708205
3,3,logistic_h0.75_mean_s1,logistic,0.3457507092781209
3,3,logistic_h0.75_mean_s4,logistic,0.34497680838950034
3,3,logistic_h0.75_geometric_s1,logistic,0.34592077730533183
3,3,logistic_h0.75_geometric_s4,logistic,0.345623719382144
3,3,logistic_h1.0_mean_s1,logistic,0.35234493171131875
3,3,logistic_h1.0_mean_s4,logistic,0.34858494176010973
3,3,logistic_h1.0_geometric_s1,logistic,0.3517991811655683
3,3,logistic_h1.0_geometric_s4,logistic,0.34858494176010973
3,3,lda_h0.0_mean_s1,lda,0.34042513929248647
3,3,lda_h0.0_mean_s4,lda,0.3419993578208495
3,3,lda_h0.0_geometric_s1,lda,0.34042513929248647
3,3,lda_h0.0_geometric_s4,lda,0.3419993578208495
3,3,lda_h0.25_mean_s1,lda,0.3483152031005465
3,3,lda_h0.25_mean_s4,lda,0.3545712819310229
3,3,lda_h0.25_geometric_s1,lda,0.3479689340815589
3,3,lda_h0.25_geometric_s4,lda,0.3541601283891143
3,3,lda_h0.5_mean_s1,lda,0.3492063607875081
3,3,lda_h0.5_mean_s4,lda,0.3473086722942864
3,3,lda_h0.5_geometric_s1,lda,0.3483955194655725
3,3,lda_h0.5_geometric_s4,lda,0.34800240094439344
3,3,lda_h0.75_mean_s1,lda,0.34959107759570346
3,3,lda_h0.75_mean_s4,lda,0.345680641653207
3,3,lda_h0.75_geometric_s1,lda,0.3501629061402818
3,3,lda_h0.75_geometric_s4,lda,0.3458463302391002
3,3,lda_h1.0_mean_s1,lda,0.34865527619190223
3,3,lda_h1.0_mean_s4,lda,0.33951339058768065
3,3,lda_h1.0_geometric_s1,lda,0.3520614914531942
3,3,lda_h1.0_geometric_s4,lda,0.3403506858247767
4,1,both_h0.0_mean_s1,both,0.3325013118712535
4,1,both_h0.0_mean_s4,both,0.3405283879159727
4,1,both_h0.0_geometric_s1,both,0.331376861233234
4,1,both_h0.0_geometric_s4,both,0.3417666760395067
4,1,both_h0.25_mean_s1,both,0.3356328673676843
4,1,both_h0.25_mean_s4,both,0.34712777099701464
4,1,both_h0.25_geometric_s1,both,0.33634492048055503
4,1,both_h0.25_geometric_s4,both,0.3480447020908742
4,1,both_h0.5_mean_s1,both,0.33757579866869913
4,1,both_h0.5_mean_s4,both,0.33875625498769046
4,1,both_h0.5_geometric_s1,both,0.33621688417683226
4,1,both_h0.5_geometric_s4,both,0.3394166959952104
4,1,both_h0.75_mean_s1,both,0.3365763020824068
4,1,both_h0.75_mean_s4,both,0.3340802703279841
4,1,both_h0.75_geometric_s1,both,0.3364458761076292
4,1,both_h0.75_geometric_s4,both,0.33385235857261986
4,1,both_h1.0_mean_s1,both,0.3326437681084743
4,1,both_h1.0_mean_s4,both,0.33313548346165417
4,1,both_h1.0_geometric_s1,both,0.3332331287645006
4,1,both_h1.0_geometric_s4,both,0.3323044608108735
4,1,logistic_h0.0_mean_s1,logistic,0.33685897042645757
4,1,logistic_h0.0_mean_s4,logistic,0.3540741992627817
4,1,logistic_h0.0_geometric_s1,logistic,0.33685897042645757
4,1,logistic_h0.0_geometric_s4,logistic,0.35407562900660017
4,1,logistic_h0.25_mean_s1,logistic,0.3392404835834917
4,1,logistic_h0.25_mean_s4,logistic,0.34919803967422225
4,1,logistic_h0.25_geometric_s1,logistic,0.33824908578520607
4,1,logistic_h0.25_geometric_s4,logistic,0.34953650145854626
4,1,logistic_h0.5_mean_s1,logistic,0.34042279604950126
4,1,logistic_h0.5_mean_s4,logistic,0.34409096347223034
4,1,logistic_h0.5_geometric_s1,logistic,0.3419898885028867
4,1,logistic_h0.5_geometric_s4,logistic,0.3453508570423846
4,1,logistic_h0.75_mean_s1,logistic,0.33708650421906966
4,1,logistic_h0.75_mean_s4,logistic,0.3423353668343918
4,1,logistic_h0.75_geometric_s1,logistic,0.3377943287310095
4,1,logistic_h0.75_geometric_s4,logistic,0.3423314532081236
4,1,logistic_h1.0_mean_s1,logistic,0.33587400159331715
4,1,logistic_h1.0_mean_s4,logistic,0.3389628034873363
4,1,logistic_h1.0_geometric_s1,logistic,0.33611255873422435
4,1,logistic_h1.0_geometric_s4,logistic,0.3389739681266905
4,1,lda_h0.0_mean_s1,lda,0.32828123192586367
4,1,lda_h0.0_mean_s4,lda,0.3345074826812197
4,1,lda_h0.0_geometric_s1,lda,0.3288721221924769
4,1,lda_h0.0_geometric_s4,lda,0.33424058348221825
4,1,lda_h0.25_mean_s1,lda,0.32636075774282447
4,1,lda_h0.25_mean_s4,lda,0.3290040409921114
4,1,lda_h0.25_geometric_s1,lda,0.32644753250918085
4,1,lda_h0.25_geometric_s4,lda,0.3296274510906436
4,1,lda_h0.5_mean_s1,lda,0.33292611328303506
4,1,lda_h0.5_mean_s4,lda,0.3320550051557741
4,1,lda_h0.5_geometric_s1,lda,0.3332401947156848
4,1,lda_h0.5_geometric_s4,lda,0.33280569347548633
4,1,lda_h0.75_mean_s1,lda,0.3314472631596723
4,1,lda_h0.75_mean_s4,lda,0.32682209347374175
4,1,lda_h0.75_geometric_s1,lda,0.33105927989634776
4,1,lda_h0.75_geometric_s4,lda,0.32763968018935924
4,1,lda_h1.0_mean_s1,lda,0.32887753666846214
4,1,lda_h1.0_mean_s4,lda,0.32766649198783
4,1,lda_h1.0_geometric_s1,lda,0.3300375772282295
4,1,lda_h1.0_geometric_s4,lda,0.3284898540544235
4,2,both_h0.0_mean_s1,both,0.34997452462813
4,2,both_h0.0_mean_s4,both,0.3480211258871661
4,2,both_h0.0_geometric_s1,both,0.35006728499885936
4,2,both_h0.0_geometric_s4,both,0.3481668984819183
4,2,both_h0.25_mean_s1,both,0.33376064506256614
4,2,both_h0.25_mean_s4,both,0.32832319534595666
4,2,both_h0.25_geometric_s1,both,0.3335845160665883
4,2,both_h0.25_geometric_s4,both,0.32733531866122045
4,2,both_h0.5_mean_s1,both,0.33254321686665594
4,2,both_h0.5_mean_s4,both,0.3181918266187126
4,2,both_h0.5_geometric_s1,both,0.3315959452249645
4,2,both_h0.5_geometric_s4,both,0.3178685950189505
4,2,both_h0.75_mean_s1,both,0.32987708710310043
4,2,both_h0.75_mean_s4,both,0.3160354805173708
4,2,both_h0.75_geometric_s1,both,0.32979621257516284
4,2,both_h0.75_geometric_s4,both,0.31577314897708947
4,2,both_h1.0_mean_s1,both,0.33221265136167893
4,2,both_h1.0_mean_s4,both,0.3160437683415909
4,2,both_h1.0_geometric_s1,both,0.3330335200194948
4,2,both_h1.0_geometric_s4,both,0.3158106404019418
4,2,logistic_h0.0_mean_s1,logistic,0.3425040052495661
4,2,logistic_h0.0_mean_s4,logistic,0.3340520914675643
4,2,logistic_h0.0_geometric_s1,logistic,0.3430311455403276
4,2,logistic_h0.0_geometric_s4,logistic,0.33366581863231193
4,2,logistic_h0.25_mean_s1,logistic,0.32425925313363413
4,2,logistic_h0.25_mean_s4,logistic,0.3166112836875629
4,2,logistic_h0.25_geometric_s1,logistic,0.3240090286326441
4,2,logistic_h0.25_geometric_s4,logistic,0.31669142180247634
4,2,logistic_h0.5_mean_s1,logistic,0.32339563643985714
4,2,logistic_h0.5_mean_s4,logistic,0.3104562567991073
4,2,logistic_h0.5_geometric_s1,logistic,0.32382985495340416
4,2,logistic_h0.5_geometric_s4,logistic,0.3095192697876905
4,2,logistic_h0.75_mean_s1,logistic,0.32653849637491694
4,2,logistic_h0.75_mean_s4,logistic,0.3078862209533685
4,2,logistic_h0.75_geometric_s1,logistic,0.32635857411711816
4,2,logistic_h0.75_geometric_s4,logistic,0.30803199354812066
4,2,logistic_h1.0_mean_s1,logistic,0.327657138375523
4,2,logistic_h1.0_mean_s4,logistic,0.305882260776878
4,2,logistic_h1.0_geometric_s1,logistic,0.327657138375523
4,2,logistic_h1.0_geometric_s4,logistic,0.305882260776878
4,2,lda_h0.0_mean_s1,lda,0.35509574020162377
4,2,lda_h0.0_mean_s4,lda,0.3572263724302602
4,2,lda_h0.0_geometric_s1,lda,0.35449277574926175
4,2,lda_h0.0_geometric_s4,lda,0.35722515161685664
4,2,lda_h0.25_mean_s1,lda,0.34170664775391946
4,2,lda_h0.25_mean_s4,lda,0.33283520458467486
4,2,lda_h0.25_geometric_s1,lda,0.3404183194216192
4,2,lda_h0.25_geometric_s4,lda,0.332460682282336
4,2,lda_h0.5_mean_s1,lda,0.3453617342088366
4,2,lda_h0.5_mean_s4,lda,0.33057717828107464
4,2,lda_h0.5_geometric_s1,lda,0.34156519175096
4,2,lda_h0.5_geometric_s4,lda,0.3304514002429896
4,2,lda_h0.75_mean_s1,lda,0.3421608315933327
4,2,lda_h0.75_mean_s4,lda,0.32407541196202844
4,2,lda_h0.75_geometric_s1,lda,0.3416623964448954
4,2,lda_h0.75_geometric_s4,lda,0.32410166221222614
4,2,lda_h1.0_mean_s1,lda,0.34707346060223543
4,2,lda_h1.0_mean_s4,lda,0.32767744476176475
4,2,lda_h1.0_geometric_s1,lda,0.3454314541594508
4,2,lda_h1.0_geometric_s4,lda,0.3277522983341595
4,3,both_h0.0_mean_s1,both,0.32751518061568063
4,3,both_h0.0_mean_s4,both,0.32133871245179474
4,3,both_h0.0_geometric_s1,both,0.32751518061568063
4,3,both_h0.0_geometric_s4,both,0.32123478668294414
4,3,both_h0.25_mean_s1,both,0.33466767552123017
4,3,both_h0.25_mean_s4,both,0.32405972074598277
4,3,both_h0.25_geometric_s1,both,0.33546136548461475
4,3,both_h0.25_geometric_s4,both,0.32398018161613723
4,3,both_h0.5_mean_s1,both,0.3343078096041401
4,3,both_h0.5_mean_s4,both,0.32727329354558155
4,3,both_h0.5_geometric_s1,both,0.3327652753500908
4,3,both_h0.5_geometric_s4,both,0.3276774126326617
4,3,both_h0.75_mean_s1,both,0.34138437665233107
4,3,both_h0.75_mean_s4,both,0.3381908506898963
4,3,both_h0.75_geometric_s1,both,0.34143969097597515
4,3,both_h0.75_geometric_s4,both,0.3382011159063802
4,3,both_h1.0_mean_s1,both,0.34701914345207047
4,3,both_h1.0_mean_s4,both,0.34604170714300586
4,3,both_h1.0_geometric_s1,both,0.34802492109534694
4,3,both_h1.0_geometric_s4,both,0.3470629153322459
4,3,logistic_h0.0_mean_s1,logistic,0.3257034818527603
4,3,logistic_h0.0_mean_s4,logistic,0.31624564487578705
4,3,logistic_h0.0_geometric_s1,logistic,0.32601041862378555
4,3,logistic_h0.0_geometric_s4,logistic,0.3165525816468123
4,3,logistic_h0.25_mean_s1,logistic,0.32914838674888725
4,3,logistic_h0.25_mean_s4,logistic,0.32192013747448867
4,3,logistic_h0.25_geometric_s1,logistic,0.32972284477948566
4,3,logistic_h0.25_geometric_s4,logistic,0.3219506368236857
4,3,logistic_h0.5_mean_s1,logistic,0.3380279373752062
4,3,logistic_h0.5_mean_s4,logistic,0.3414383623771847
4,3,logistic_h0.5_geometric_s1,logistic,0.3374719186256218
4,3,logistic_h0.5_geometric_s4,logistic,0.3408516107914185
4,3,logistic_h0.75_mean_s1,logistic,0.34437468176771585
4,3,logistic_h0.75_mean_s4,logistic,0.3474590012156656
4,3,logistic_h0.75_geometric_s1,logistic,0.3437167997783966
4,3,logistic_h0.75_geometric_s4,logistic,0.3468839419387199
4,3,logistic_h1.0_mean_s1,logistic,0.35376167606006
4,3,logistic_h1.0_mean_s4,logistic,0.3548052426304648
4,3,logistic_h1.0_geometric_s1,logistic,0.35323070849387256
4,3,logistic_h1.0_geometric_s4,logistic,0.3554493704254194
4,3,lda_h0.0_mean_s1,lda,0.32697018735301553
4,3,lda_h0.0_mean_s4,lda,0.3275096145593957
4,3,lda_h0.0_geometric_s1,lda,0.32674640112294
4,3,lda_h0.0_geometric_s4,lda,0.32681517011495126
4,3,lda_h0.25_mean_s1,lda,0.3377123709840276
4,3,lda_h0.25_mean_s4,lda,0.33735999022588403
4,3,lda_h0.25_geometric_s1,lda,0.33980782220327843
4,3,lda_h0.25_geometric_s4,lda,0.3366857197629931
4,3,lda_h0.5_mean_s1,lda,0.33652109359397553
4,3,lda_h0.5_mean_s4,lda,0.32962953616388607
4,3,lda_h0.5_geometric_s1,lda,0.33660844020376646
4,3,lda_h0.5_geometric_s4,lda,0.32934920283508096
4,3,lda_h0.75_mean_s1,lda,0.3367615714923042
4,3,lda_h0.75_mean_s4,lda,0.3358518433046846
4,3,lda_h0.75_geometric_s1,lda,0.3375181075149769
4,3,lda_h0.75_geometric_s4,lda,0.3354753986021067
4,3,lda_h1.0_mean_s1,lda,0.3367043223949249
4,3,lda_h1.0_mean_s4,lda,0.33801889594076406
4,3,lda_h1.0_geometric_s1,lda,0.3370548722934308
4,3,lda_h1.0_geometric_s4,lda,0.3383966064340815
5,1,both_h0.0_mean_s1,both,0.3298254372021576
5,1,both_h0.0_mean_s4,both,0.3288080955499914
5,1,both_h0.0_geometric_s1,both,0.3304111308269005
5,1,both_h0.0_geometric_s4,both,0.328233851105201
5,1,both_h0.25_mean_s1,both,0.3335576924828406
5,1,both_h0.25_mean_s4,both,0.32851240137238547
5,1,both_h0.25_geometric_s1,both,0.33328243787232587
5,1,both_h0.25_geometric_s4,both,0.3279071615220785
5,1,both_h0.5_mean_s1,both,0.33528112589148196
5,1,both_h0.5_mean_s4,both,0.3342190048712291
5,1,both_h0.5_geometric_s1,both,0.3358126303607276
5,1,both_h0.5_geometric_s4,both,0.3348099318284789
5,1,both_h0.75_mean_s1,both,0.3352186973310135
5,1,both_h0.75_mean_s4,both,0.3353218509441706
5,1,both_h0.75_geometric_s1,both,0.33492292684890757
5,1,both_h0.75_geometric_s4,both,0.3346019883048033
5,1,both_h1.0_mean_s1,both,0.33948539373094594
5,1,both_h1.0_mean_s4,both,0.3382763826169088
5,1,both_h1.0_geometric_s1,both,0.33918905790303056
5,1,both_h1.0_geometric_s4,both,0.33903142916450185
5,1,logistic_h0.0_mean_s1,logistic,0.33132619694602056
5,1,logistic_h0.0_mean_s4,logistic,0.332048155004233
5,1,logistic_h0.0_geometric_s1,logistic,0.33132619694602056
5,1,logistic_h0.0_geometric_s4,logistic,0.332048155004233
5,1,logistic_h0.25_mean_s1,logistic,0.3338092055142589
5,1,logistic_h0.25_mean_s4,logistic,0.3380622294960365
5,1,logistic_h0.25_geometric_s1,logistic,0.3336023450374392
5,1,logistic_h0.25_geometric_s4,logistic,0.3380683491142694
5,1,logistic_h0.5_mean_s1,logistic,0.3387628717148752
5,1,logistic_h0.5_mean_s4,logistic,0.34008274835760127
5,1,logistic_h0.5_geometric_s1,logistic,0.33896512391696465
5,1,logistic_h0.5_geometric_s4,logistic,0.34002841234369124
5,1,logistic_h0.75_mean_s1,logistic,0.3412965990790421
5,1,logistic_h0.75_mean_s4,logistic,0.34541209777544474
5,1,logistic_h0.75_geometric_s1,logistic,0.34130145651334526
5,1,logistic_h0.75_geometric_s4,logistic,0.3446185537687165
5,1,logistic_h1.0_mean_s1,logistic,0.346157290411787
5,1,logistic_h1.0_mean_s4,logistic,0.3500266066035226
5,1,logistic_h1.0_geometric_s1,logistic,0.346157290411787
5,1,logistic_h1.0_geometric_s4,logistic,0.3500266066035226
5,1,lda_h0.0_mean_s1,lda,0.32265604691372246
5,1,lda_h0.0_mean_s4,lda,0.3187580606673636
5,1,lda_h0.0_geometric_s1,lda,0.32215605124399344
5,1,lda_h0.0_geometric_s4,lda,0.3189832942441568
5,1,lda_h0.25_mean_s1,lda,0.3346113354154349
5,1,lda_h0.25_mean_s4,lda,0.3285651279645584
5,1,lda_h0.25_geometric_s1,lda,0.33458586588032785
5,1,lda_h0.25_geometric_s4,lda,0.32990241404688353
5,1,lda_h0.5_mean_s1,lda,0.33476150978670277
5,1,lda_h0.5_mean_s4,lda,0.3324692379745743
5,1,lda_h0.5_geometric_s1,lda,0.3347311450526621
5,1,lda_h0.5_geometric_s4,lda,0.3324500478431081
5,1,lda_h0.75_mean_s1,lda,0.33592343665554525
5,1,lda_h0.75_mean_s4,lda,0.33817727614171866
5,1,lda_h0.75_geometric_s1,lda,0.33558916871430405
5,1,lda_h0.75_geometric_s4,lda,0.33845251203506965
5,1,lda_h1.0_mean_s1,lda,0.3374572795898467
5,1,lda_h1.0_mean_s4,lda,0.33790448093006303
5,1,lda_h1.0_geometric_s1,lda,0.33766145919219775
5,1,lda_h1.0_geometric_s4,lda,0.3376599669517928
5,2,both_h0.0_mean_s1,both,0.35049186258812687
5,2,both_h0.0_mean_s4,both,0.34587572364067953
5,2,both_h0.0_geometric_s1,both,0.3512263410200121
5,2,both_h0.0_geometric_s4,both,0.3465731293607943
5,2,both_h0.25_mean_s1,both,0.33230049569548303
5,2,both_h0.25_mean_s4,both,0.3169720808332341
5,2,both_h0.25_geometric_s1,both,0.33179468914586624
5,2,both_h0.25_geometric_s4,both,0.3165001860975193
5,2,both_h0.5_mean_s1,both,0.32482453541559936
5,2,both_h0.5_mean_s4,both,0.3146314073507581
5,2,both_h0.5_geometric_s1,both,0.32406526690970544
5,2,both_h0.5_geometric_s4,both,0.31522370860589294
5,2,both_h0.75_mean_s1,both,0.3279534349429082
5,2,both_h0.75_mean_s4,both,0.3062561371371767
5,2,both_h0.75_geometric_s1,both,0.3275327221653717
5,2,both_h0.75_geometric_s4,both,0.30690224722096177
5,2,both_h1.0_mean_s1,both,0.3255363860831577
5,2,both_h1.0_mean_s4,both,0.30569570204116087
5,2,both_h1.0_geometric_s1,both,0.3255343453184961
5,2,both_h1.0_geometric_s4,both,0.30551866319030346
5,2,logistic_h0.0_mean_s1,logistic,0.3449417664236915
5,2,logistic_h0.0_mean_s4,logistic,0.3388926736211298
5,2,logistic_h0.0_geometric_s1,logistic,0.34446005981472266
5,2,logistic_h0.0_geometric_s4,logistic,0.33846873682378575
5,2,logistic_h0.25_mean_s1,logistic,0.31633706357296415
5,2,logistic_h0.25_mean_s4,logistic,0.31180282779389573
5,2,logistic_h0.25_geometric_s1,logistic,0.31658183840485027
5,2,logistic_h0.25_geometric_s4,logistic,0.31166362478434256
5,2,logistic_h0.5_mean_s1,logistic,0.31778451470811814
5,2,logistic_h0.5_mean_s4,logistic,0.3072893774942292
5,2,logistic_h0.5_geometric_s1,logistic,0.3169821392936039
5,2,logistic_h0.5_geometric_s4,logistic,0.30795711501689965
5,2,logistic_h0.75_mean_s1,logistic,0.3188350685626811
5,2,logistic_h0.75_mean_s4,logistic,0.30286628029956814
5,2,logistic_h0.75_geometric_s1,logistic,0.3186088836972965
5,2,logistic_h0.75_geometric_s4,logistic,0.3016683168374537
5,2,logistic_h1.0_mean_s1,logistic,0.321337966310547
5,2,logistic_h1.0_mean_s4,logistic,0.30477137750653804
5,2,logistic_h1.0_geometric_s1,logistic,0.320810633111913
5,2,logistic_h1.0_geometric_s4,logistic,0.3042634231286146
5,2,lda_h0.0_mean_s1,lda,0.36042012720405353
5,2,lda_h0.0_mean_s4,lda,0.35711711462606543
5,2,lda_h0.0_geometric_s1,lda,0.35990648583795903
5,2,lda_h0.0_geometric_s4,lda,0.3568892722929599
5,2,lda_h0.25_mean_s1,lda,0.3498895425139458
5,2,lda_h0.25_mean_s4,lda,0.33938226465428784
5,2,lda_h0.25_geometric_s1,lda,0.34962062305127223
5,2,lda_h0.25_geometric_s4,lda,0.33904217018051436
5,2,lda_h0.5_mean_s1,lda,0.34295106978714907
5,2,lda_h0.5_mean_s4,lda,0.3271753403533986
5,2,lda_h0.5_geometric_s1,lda,0.3443836797415888
5,2,lda_h0.5_geometric_s4,lda,0.32751506856561147
5,2,lda_h0.75_mean_s1,lda,0.3333607694190685
5,2,lda_h0.75_mean_s4,lda,0.3226350833989591
5,2,lda_h0.75_geometric_s1,lda,0.33256306792316354
5,2,lda_h0.75_geometric_s4,lda,0.32259054177278484
5,2,lda_h1.0_mean_s1,lda,0.33370533568368893
5,2,lda_h1.0_mean_s4,lda,0.318653409265081
5,2,lda_h1.0_geometric_s1,lda,0.3341606582046324
5,2,lda_h1.0_geometric_s4,lda,0.31876881256925976
5,3,both_h0.0_mean_s1,both,0.34018316018756845
5,3,both_h0.0_mean_s4,both,0.33699025292532725
5,3,both_h0.0_geometric_s1,both,0.3403068047922813
5,3,both_h0.0_geometric_s4,both,0.33699025292532725
5,3,both_h0.25_mean_s1,both,0.32178942372117025
5,3,both_h0.25_mean_s4,both,0.31733595814182125
5,3,both_h0.25_geometric_s1,both,0.320952073579037
5,3,both_h0.25_geometric_s4,both,0.3166170425476791
5,3,both_h0.5_mean_s1,both,0.31824347519087665
5,3,both_h0.5_mean_s4,both,0.3123956270621451
5,3,both_h0.5_geometric_s1,both,0.31755829417706244
5,3,both_h0.5_geometric_s4,both,0.3110593332096183
5,3,both_h0.75_mean_s1,both,0.3164594187637579
5,3,both_h0.75_mean_s4,both,0.3088203198110428
5,3,both_h0.75_geometric_s1,both,0.3162212459449399
5,3,both_h0.75_geometric_s4,both,0.30851418721549273
5,3,both_h1.0_mean_s1,both,0.3056889626798489
5,3,both_h1.0_mean_s4,both,0.30087216393291816
5,3,both_h1.0_geometric_s1,both,0.3065136100731238
5,3,both_h1.0_geometric_s4,both,0.3014866547434874
5,3,logistic_h0.0_mean_s1,logistic,0.34628652111492497
5,3,logistic_h0.0_mean_s4,logistic,0.34582488391015276
5,3,logistic_h0.0_geometric_s1,logistic,0.34628652111492497
5,3,logistic_h0.0_geometric_s4,logistic,0.3454617757039073
5,3,logistic_h0.25_mean_s1,logistic,0.3264512390705166
5,3,logistic_h0.25_mean_s4,logistic,0.3291499080304429
5,3,logistic_h0.25_geometric_s1,logistic,0.32666110161352707
5,3,logistic_h0.25_geometric_s4,logistic,0.32982450095108845
5,3,logistic_h0.5_mean_s1,logistic,0.3214196081571413
5,3,logistic_h0.5_mean_s4,logistic,0.31643626717384216
5,3,logistic_h0.5_geometric_s1,logistic,0.3223741516635944
5,3,logistic_h0.5_geometric_s4,logistic,0.3154123773928366
5,3,logistic_h0.75_mean_s1,logistic,0.3194354317386234
5,3,logistic_h0.75_mean_s4,logistic,0.3102893048869459
5,3,logistic_h0.75_geometric_s1,logistic,0.3200157269693311
5,3,logistic_h0.75_geometric_s4,logistic,0.31090379569751514
5,3,logistic_h1.0_mean_s1,logistic,0.31794013246859376
5,3,logistic_h1.0_mean_s4,logistic,0.3069195370595745
5,3,logistic_h1.0_geometric_s1,logistic,0.3178164878638809
5,3,logistic_h1.0_geometric_s4,logistic,0.3069195370595745
5,3,lda_h0.0_mean_s1,lda,0.334336175429692
5,3,lda_h0.0_mean_s4,lda,0.32934469935538063
5,3,lda_h0.0_geometric_s1,lda,0.334928389663191
5,3,lda_h0.0_geometric_s4,lda,0.32934469935538063
5,3,lda_h0.25_mean_s1,lda,0.318967984362319
5,3,lda_h0.25_mean_s4,lda,0.31549182932257724
5,3,lda_h0.25_geometric_s1,lda,0.3190356908025745
5,3,lda_h0.25_geometric_s4,lda,0.3171411785209461
5,3,lda_h0.5_mean_s1,lda,0.31590709916046206
5,3,lda_h0.5_mean_s4,lda,0.3167862527203021
5,3,lda_h0.5_geometric_s1,lda,0.31630048714054765
5,3,lda_h0.5_geometric_s4,lda,0.31642547193573883
5,3,lda_h0.75_mean_s1,lda,0.31293160111259094
5,3,lda_h0.75_mean_s4,lda,0.31706105824109165
5,3,lda_h0.75_geometric_s1,lda,0.31378555552469267
5,3,lda_h0.75_geometric_s4,lda,0.31696134735706705
5,3,lda_h1.0_mean_s1,lda,0.3084085075256273
5,3,lda_h1.0_mean_s4,lda,0.3114255122445245
5,3,lda_h1.0_geometric_s1,lda,0.30758639084789186
5,3,lda_h1.0_geometric_s4,lda,0.3115481202102698
