unique_fixations,duration_n,duration_mean_ms,duration_std_ms,duration_median_ms,duration_p05_ms,duration_p95_ms,duration_min_ms,duration_max_ms
122302,122302,243.13295776029827,249.99250773270222,183.0,83.0,516.0,59,11419
