fold,inner,representation,estimator,smoothing,score,evaluation_participants,fit_participants
1,1,recording_16,rbf,1,0.35114884483352204,P12|P18|P2|P34|P36|P40|P9,P13|P19|P20|P21|P26|P27|P3|P33|P35|P4|P44|P46|P8
1,1,recording_16,rbf,4,0.34670556502106326,P12|P18|P2|P34|P36|P40|P9,P13|P19|P20|P21|P26|P27|P3|P33|P35|P4|P44|P46|P8
1,1,recording_16,rbf,8,0.34660702717972985,P12|P18|P2|P34|P36|P40|P9,P13|P19|P20|P21|P26|P27|P3|P33|P35|P4|P44|P46|P8
1,2,current,logistic_0.01,1,0.3437960266422169,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_0.01,4,0.34943652984362633,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_0.01,8,0.34883811036836837,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_0.1,1,0.3480742623887666,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_0.1,4,0.3546448358296557,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_0.1,8,0.35574378580533056,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_1,1,0.3498860223306717,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_1,4,0.3561822252091957,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,logistic_1,8,0.35845535902435727,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,hgb,1,0.33446485383560026,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,hgb,4,0.3338531481359815,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,hgb,8,0.32927787996610636,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,rbf,1,0.34038550289936437,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,rbf,4,0.337862000239148,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,current,rbf,8,0.3336128967823577,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_0.01,1,0.346172443502995,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_0.01,4,0.3394573078103978,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_0.01,8,0.33487741385085823,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_0.1,1,0.3527161778537539,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_0.1,4,0.346264336396363,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_0.1,8,0.34036146511909543,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_1,1,0.3520292855479679,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_1,4,0.34813260777642363,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,logistic_1,8,0.34328774545293944,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
1,2,segment_4,hgb,1,0.3551917054400541,P19|P20|P21|P27|P33|P4|P44,P12|P13|P18|P2|P26|P3|P34|P35|P36|P40|P46|P8|P9
