fold,inner,candidate_id,family,window,low,high,score,strength,scale
2,3,rank_w1_l0.400_h0.600,rank,1,0.4,0.6,0.41234201784924396,,
2,3,rank_w1_l0.400_h0.667,rank,1,0.4,0.6666666666666666,0.40940626040945743,,
2,3,rank_w1_l0.400_h0.800,rank,1,0.4,0.8,0.3979707568457669,,
2,3,center_w1_s0.25_scaleFalse,center,1,,,0.37767710654716197,0.25,False
2,3,center_w1_s0.25_scaleTrue,center,1,,,0.34902477437498625,0.25,True
2,3,center_w1_s0.5_scaleFalse,center,1,,,0.3728815503372807,0.5,False
2,3,center_w1_s0.5_scaleTrue,center,1,,,0.3639685970319437,0.5,True
2,3,center_w1_s1.0_scaleFalse,center,1,,,0.36775213007016166,1.0,False
2,3,center_w1_s1.0_scaleTrue,center,1,,,0.3663077947819852,1.0,True
2,3,rank_w8_l0.200_h0.600,rank,8,0.2,0.6,0.40779662394664273,,
2,3,rank_w8_l0.200_h0.667,rank,8,0.2,0.6666666666666666,0.40233743859735754,,
2,3,rank_w8_l0.200_h0.800,rank,8,0.2,0.8,0.3826886074157477,,
2,3,rank_w8_l0.333_h0.600,rank,8,0.3333333333333333,0.6,0.4138672191126722,,
2,3,rank_w8_l0.333_h0.667,rank,8,0.3333333333333333,0.6666666666666666,0.4084080337633871,,
2,3,rank_w8_l0.333_h0.800,rank,8,0.3333333333333333,0.8,0.3887592025817771,,
2,3,rank_w8_l0.400_h0.600,rank,8,0.4,0.6,0.41576495608495123,,
2,3,rank_w8_l0.400_h0.667,rank,8,0.4,0.6666666666666666,0.41030577073566593,,
2,3,rank_w8_l0.400_h0.800,rank,8,0.4,0.8,0.3906569395540561,,
2,3,center_w8_s0.25_scaleFalse,center,8,,,0.3682366585594675,0.25,False
2,3,center_w8_s0.25_scaleTrue,center,8,,,0.35397811588963224,0.25,True
2,3,center_w8_s0.5_scaleFalse,center,8,,,0.36626594761136994,0.5,False
2,3,center_w8_s0.5_scaleTrue,center,8,,,0.35773586198807156,0.5,True
2,3,center_w8_s1.0_scaleFalse,center,8,,,0.3731969119805892,1.0,False
2,3,center_w8_s1.0_scaleTrue,center,8,,,0.3714968829599399,1.0,True
2,3,rank_w32_l0.200_h0.600,rank,32,0.2,0.6,0.4043411616951672,,
2,3,rank_w32_l0.200_h0.667,rank,32,0.2,0.6666666666666666,0.398746241994954,,
2,3,rank_w32_l0.200_h0.800,rank,32,0.2,0.8,0.3754262854090837,,
2,3,rank_w32_l0.333_h0.600,rank,32,0.3333333333333333,0.6,0.41208821484172997,,
2,3,rank_w32_l0.333_h0.667,rank,32,0.3333333333333333,0.6666666666666666,0.4064932951415169,,
2,3,rank_w32_l0.333_h0.800,rank,32,0.3333333333333333,0.8,0.3831733385556465,,
2,3,rank_w32_l0.400_h0.600,rank,32,0.4,0.6,0.41121131855577175,,
2,3,rank_w32_l0.400_h0.667,rank,32,0.4,0.6666666666666666,0.40561639885555856,,
2,3,rank_w32_l0.400_h0.800,rank,32,0.4,0.8,0.3822964422696881,,
2,3,center_w32_s0.25_scaleFalse,center,32,,,0.36727791150353256,0.25,False
2,3,center_w32_s0.25_scaleTrue,center,32,,,0.35011292689113327,0.25,True
2,3,center_w32_s0.5_scaleFalse,center,32,,,0.36529666346608003,0.5,False
2,3,center_w32_s0.5_scaleTrue,center,32,,,0.3555284983841929,0.5,True
2,3,center_w32_s1.0_scaleFalse,center,32,,,0.36360715684896255,1.0,False
2,3,center_w32_s1.0_scaleTrue,center,32,,,0.35944351982541467,1.0,True
2,3,rank_w64_l0.200_h0.600,rank,64,0.2,0.6,0.4043411616951672,,
2,3,rank_w64_l0.200_h0.667,rank,64,0.2,0.6666666666666666,0.398746241994954,,
2,3,rank_w64_l0.200_h0.800,rank,64,0.2,0.8,0.3754262854090837,,
2,3,rank_w64_l0.333_h0.600,rank,64,0.3333333333333333,0.6,0.41208821484172997,,
2,3,rank_w64_l0.333_h0.667,rank,64,0.3333333333333333,0.6666666666666666,0.4064932951415169,,
2,3,rank_w64_l0.333_h0.800,rank,64,0.3333333333333333,0.8,0.3831733385556465,,
2,3,rank_w64_l0.400_h0.600,rank,64,0.4,0.6,0.41121131855577175,,
2,3,rank_w64_l0.400_h0.667,rank,64,0.4,0.6666666666666666,0.40561639885555856,,
2,3,rank_w64_l0.400_h0.800,rank,64,0.4,0.8,0.3822964422696881,,
2,3,center_w64_s0.25_scaleFalse,center,64,,,0.36727791150353256,0.25,False
2,3,center_w64_s0.25_scaleTrue,center,64,,,0.34980934462033797,0.25,True
2,3,center_w64_s0.5_scaleFalse,center,64,,,0.36561779384501386,0.5,False
2,3,center_w64_s0.5_scaleTrue,center,64,,,0.3549052006678719,0.5,True
2,3,center_w64_s1.0_scaleFalse,center,64,,,0.36360715684896255,1.0,False
2,3,center_w64_s1.0_scaleTrue,center,64,,,0.35944351982541467,1.0,True
3,1,rank_w1_l0.200_h0.600,rank,1,0.2,0.6,0.3420171223230041,,
3,1,rank_w1_l0.200_h0.667,rank,1,0.2,0.6666666666666666,0.3451427832507351,,
3,1,rank_w1_l0.200_h0.800,rank,1,0.2,0.8,0.3405005694222901,,
3,1,rank_w1_l0.333_h0.600,rank,1,0.3333333333333333,0.6,0.34189921875881013,,
3,1,rank_w1_l0.333_h0.667,rank,1,0.3333333333333333,0.6666666666666666,0.3450248796865412,,
3,1,rank_w1_l0.333_h0.800,rank,1,0.3333333333333333,0.8,0.34038266585809623,,
3,1,rank_w1_l0.400_h0.600,rank,1,0.4,0.6,0.3462147451436798,,
3,1,rank_w1_l0.400_h0.667,rank,1,0.4,0.6666666666666666,0.34934040607141087,,
3,1,rank_w1_l0.400_h0.800,rank,1,0.4,0.8,0.3446981922429659,,
3,1,center_w1_s0.25_scaleFalse,center,1,,,0.34666530391622274,0.25,False
3,1,center_w1_s0.25_scaleTrue,center,1,,,0.35431153983266034,0.25,True
3,1,center_w1_s0.5_scaleFalse,center,1,,,0.35034804864245,0.5,False
3,1,center_w1_s0.5_scaleTrue,center,1,,,0.34787735133870556,0.5,True
3,1,center_w1_s1.0_scaleFalse,center,1,,,0.3497253309813338,1.0,False
3,1,center_w1_s1.0_scaleTrue,center,1,,,0.3488645742778821,1.0,True
3,1,rank_w8_l0.200_h0.600,rank,8,0.2,0.6,0.3314838168481406,,
3,1,rank_w8_l0.200_h0.667,rank,8,0.2,0.6666666666666666,0.3275166427454901,,
3,1,rank_w8_l0.200_h0.800,rank,8,0.2,0.8,0.33178268485114415,,
3,1,rank_w8_l0.333_h0.600,rank,8,0.3333333333333333,0.6,0.3298364625201162,,
3,1,rank_w8_l0.333_h0.667,rank,8,0.3333333333333333,0.6666666666666666,0.32586928841746576,,
3,1,rank_w8_l0.333_h0.800,rank,8,0.3333333333333333,0.8,0.3301353305231198,,
3,1,rank_w8_l0.400_h0.600,rank,8,0.4,0.6,0.332528431995196,,
3,1,rank_w8_l0.400_h0.667,rank,8,0.4,0.6666666666666666,0.3285612578925456,,
3,1,rank_w8_l0.400_h0.800,rank,8,0.4,0.8,0.3328272999981996,,
3,1,center_w8_s0.25_scaleFalse,center,8,,,0.34235786706508736,0.25,False
3,1,center_w8_s0.25_scaleTrue,center,8,,,0.3617542030934459,0.25,True
3,1,center_w8_s0.5_scaleFalse,center,8,,,0.34232538794099293,0.5,False
3,1,center_w8_s0.5_scaleTrue,center,8,,,0.35962441282692703,0.5,True
3,1,center_w8_s1.0_scaleFalse,center,8,,,0.35201957160984965,1.0,False
3,1,center_w8_s1.0_scaleTrue,center,8,,,0.34956164109475235,1.0,True
3,1,rank_w32_l0.200_h0.600,rank,32,0.2,0.6,0.33040996970758013,,
3,1,rank_w32_l0.200_h0.667,rank,32,0.2,0.6666666666666666,0.32919058406974266,,
3,1,rank_w32_l0.200_h0.800,rank,32,0.2,0.8,0.32539250950121834,,
3,1,rank_w32_l0.333_h0.600,rank,32,0.3333333333333333,0.6,0.32784829378073577,,
3,1,rank_w32_l0.333_h0.667,rank,32,0.3333333333333333,0.6666666666666666,0.3266289081428983,,
3,1,rank_w32_l0.333_h0.800,rank,32,0.3333333333333333,0.8,0.3228308335743739,,
3,1,rank_w32_l0.400_h0.600,rank,32,0.4,0.6,0.3274247926634777,,
3,1,rank_w32_l0.400_h0.667,rank,32,0.4,0.6666666666666666,0.3262054070256402,,
3,1,rank_w32_l0.400_h0.800,rank,32,0.4,0.8,0.3224073324571158,,
3,1,center_w32_s0.25_scaleFalse,center,32,,,0.3311893793749933,0.25,False
3,1,center_w32_s0.25_scaleTrue,center,32,,,0.3604253712709879,0.25,True
3,1,center_w32_s0.5_scaleFalse,center,32,,,0.340362378045089,0.5,False
3,1,center_w32_s0.5_scaleTrue,center,32,,,0.3577419128241161,0.5,True
3,1,center_w32_s1.0_scaleFalse,center,32,,,0.35060588113762514,1.0,False
3,1,center_w32_s1.0_scaleTrue,center,32,,,0.35181982269267464,1.0,True
3,1,rank_w64_l0.200_h0.600,rank,64,0.2,0.6,0.33040996970758013,,
3,1,rank_w64_l0.200_h0.667,rank,64,0.2,0.6666666666666666,0.32919058406974266,,
3,1,rank_w64_l0.200_h0.800,rank,64,0.2,0.8,0.32539250950121834,,
3,1,rank_w64_l0.333_h0.600,rank,64,0.3333333333333333,0.6,0.32784829378073577,,
3,1,rank_w64_l0.333_h0.667,rank,64,0.3333333333333333,0.6666666666666666,0.3266289081428983,,
3,1,rank_w64_l0.333_h0.800,rank,64,0.3333333333333333,0.8,0.3228308335743739,,
3,1,rank_w64_l0.400_h0.600,rank,64,0.4,0.6,0.3268645685738418,,
3,1,rank_w64_l0.400_h0.667,rank,64,0.4,0.6666666666666666,0.3256451829360043,,
3,1,rank_w64_l0.400_h0.800,rank,64,0.4,0.8,0.32184710836747993,,
3,1,center_w64_s0.25_scaleFalse,center,64,,,0.33034904324053954,0.25,False
3,1,center_w64_s0.25_scaleTrue,center,64,,,0.36013322987455204,0.25,True
3,1,center_w64_s0.5_scaleFalse,center,64,,,0.340362378045089,0.5,False
3,1,center_w64_s0.5_scaleTrue,center,64,,,0.3574461423420103,0.5,True
3,1,center_w64_s1.0_scaleFalse,center,64,,,0.35060588113762514,1.0,False
3,1,center_w64_s1.0_scaleTrue,center,64,,,0.3515240522105688,1.0,True
3,2,rank_w1_l0.200_h0.600,rank,1,0.2,0.6,0.31485060747050203,,
3,2,rank_w1_l0.200_h0.667,rank,1,0.2,0.6666666666666666,0.3175626887879766,,
3,2,rank_w1_l0.200_h0.800,rank,1,0.2,0.8,0.32204142003875524,,
3,2,rank_w1_l0.333_h0.600,rank,1,0.3333333333333333,0.6,0.31061218863140444,,
3,2,rank_w1_l0.333_h0.667,rank,1,0.3333333333333333,0.6666666666666666,0.3133242699488791,,
3,2,rank_w1_l0.333_h0.800,rank,1,0.3333333333333333,0.8,0.3178030011996577,,
3,2,rank_w1_l0.400_h0.600,rank,1,0.4,0.6,0.3094306894118612,,
3,2,rank_w1_l0.400_h0.667,rank,1,0.4,0.6666666666666666,0.3121427707293357,,
3,2,rank_w1_l0.400_h0.800,rank,1,0.4,0.8,0.3166215019801144,,
3,2,center_w1_s0.25_scaleFalse,center,1,,,0.33659981901964053,0.25,False
3,2,center_w1_s0.25_scaleTrue,center,1,,,0.34531320262164833,0.25,True
3,2,center_w1_s0.5_scaleFalse,center,1,,,0.336080654691924,0.5,False
3,2,center_w1_s0.5_scaleTrue,center,1,,,0.33927819978038004,0.5,True
3,2,center_w1_s1.0_scaleFalse,center,1,,,0.3375851330932907,1.0,False
3,2,center_w1_s1.0_scaleTrue,center,1,,,0.33984221715258617,1.0,True
3,2,rank_w8_l0.200_h0.600,rank,8,0.2,0.6,0.31317751375179353,,
3,2,rank_w8_l0.200_h0.667,rank,8,0.2,0.6666666666666666,0.3167394258645126,,
3,2,rank_w8_l0.200_h0.800,rank,8,0.2,0.8,0.3189138830637171,,
3,2,rank_w8_l0.333_h0.600,rank,8,0.3333333333333333,0.6,0.3071686514999088,,
3,2,rank_w8_l0.333_h0.667,rank,8,0.3333333333333333,0.6666666666666666,0.3107305636126278,,
3,2,rank_w8_l0.333_h0.800,rank,8,0.3333333333333333,0.8,0.3129050208118322,,
3,2,rank_w8_l0.400_h0.600,rank,8,0.4,0.6,0.3089554761872846,,
3,2,rank_w8_l0.400_h0.667,rank,8,0.4,0.6666666666666666,0.31251738830000364,,
3,2,rank_w8_l0.400_h0.800,rank,8,0.4,0.8,0.3146918454992081,,
3,2,center_w8_s0.25_scaleFalse,center,8,,,0.33216707474989937,0.25,False
3,2,center_w8_s0.25_scaleTrue,center,8,,,0.3463057413249262,0.25,True
3,2,center_w8_s0.5_scaleFalse,center,8,,,0.3283476483266505,0.5,False
3,2,center_w8_s0.5_scaleTrue,center,8,,,0.3423559250547499,0.5,True
3,2,center_w8_s1.0_scaleFalse,center,8,,,0.32813142970103504,1.0,False
3,2,center_w8_s1.0_scaleTrue,center,8,,,0.32656292947443916,1.0,True
3,2,rank_w32_l0.200_h0.600,rank,32,0.2,0.6,0.30819959635065053,,
3,2,rank_w32_l0.200_h0.667,rank,32,0.2,0.6666666666666666,0.3118930159147375,,
3,2,rank_w32_l0.200_h0.800,rank,32,0.2,0.8,0.31607251137810266,,
3,2,rank_w32_l0.333_h0.600,rank,32,0.3333333333333333,0.6,0.29929224059072335,,
3,2,rank_w32_l0.333_h0.667,rank,32,0.3333333333333333,0.6666666666666666,0.30298566015481027,,
3,2,rank_w32_l0.333_h0.800,rank,32,0.3333333333333333,0.8,0.3071651556181755,,
3,2,rank_w32_l0.400_h0.600,rank,32,0.4,0.6,0.2939059034369255,,
3,2,rank_w32_l0.400_h0.667,rank,32,0.4,0.6666666666666666,0.2975993230010125,,
3,2,rank_w32_l0.400_h0.800,rank,32,0.4,0.8,0.3017788184643777,,
3,2,center_w32_s0.25_scaleFalse,center,32,,,0.3237775781965439,0.25,False
3,2,center_w32_s0.25_scaleTrue,center,32,,,0.33212660452485554,0.25,True
3,2,center_w32_s0.5_scaleFalse,center,32,,,0.3182500894413262,0.5,False
3,2,center_w32_s0.5_scaleTrue,center,32,,,0.33573930672307734,0.5,True
3,2,center_w32_s1.0_scaleFalse,center,32,,,0.32156666801751727,1.0,False
3,2,center_w32_s1.0_scaleTrue,center,32,,,0.3171006545163991,1.0,True
3,2,rank_w64_l0.200_h0.600,rank,64,0.2,0.6,0.30819959635065053,,
3,2,rank_w64_l0.200_h0.667,rank,64,0.2,0.6666666666666666,0.3118930159147375,,
3,2,rank_w64_l0.200_h0.800,rank,64,0.2,0.8,0.31607251137810266,,
3,2,rank_w64_l0.333_h0.600,rank,64,0.3333333333333333,0.6,0.29929224059072335,,
3,2,rank_w64_l0.333_h0.667,rank,64,0.3333333333333333,0.6666666666666666,0.30298566015481027,,
3,2,rank_w64_l0.333_h0.800,rank,64,0.3333333333333333,0.8,0.3071651556181755,,
3,2,rank_w64_l0.400_h0.600,rank,64,0.4,0.6,0.2939059034369255,,
3,2,rank_w64_l0.400_h0.667,rank,64,0.4,0.6666666666666666,0.29759932300101244,,
3,2,rank_w64_l0.400_h0.800,rank,64,0.4,0.8,0.3017788184643777,,
3,2,center_w64_s0.25_scaleFalse,center,64,,,0.32349757750154895,0.25,False
3,2,center_w64_s0.25_scaleTrue,center,64,,,0.3425779909570125,0.25,True
3,2,center_w64_s0.5_scaleFalse,center,64,,,0.31687221607124955,0.5,False
3,2,center_w64_s0.5_scaleTrue,center,64,,,0.3412764052834317,0.5,True
3,2,center_w64_s1.0_scaleFalse,center,64,,,0.3196446866964231,1.0,False
3,2,center_w64_s1.0_scaleTrue,center,64,,,0.316270089732346,1.0,True
3,3,rank_w1_l0.200_h0.600,rank,1,0.2,0.6,0.3655523840670649,,
3,3,rank_w1_l0.200_h0.667,rank,1,0.2,0.6666666666666666,0.3579158994487368,,
3,3,rank_w1_l0.200_h0.800,rank,1,0.2,0.8,0.34429384112151346,,
3,3,rank_w1_l0.333_h0.600,rank,1,0.3333333333333333,0.6,0.37298423894427296,,
3,3,rank_w1_l0.333_h0.667,rank,1,0.3333333333333333,0.6666666666666666,0.3653477543259448,,
3,3,rank_w1_l0.333_h0.800,rank,1,0.3333333333333333,0.8,0.3517256959987214,,
3,3,rank_w1_l0.400_h0.600,rank,1,0.4,0.6,0.37407933516260033,,
3,3,rank_w1_l0.400_h0.667,rank,1,0.4,0.6666666666666666,0.3664428505442722,,
3,3,rank_w1_l0.400_h0.800,rank,1,0.4,0.8,0.3528207922170488,,
3,3,center_w1_s0.25_scaleFalse,center,1,,,0.3472876927948482,0.25,False
3,3,center_w1_s0.25_scaleTrue,center,1,,,0.3509140610209253,0.25,True
3,3,center_w1_s0.5_scaleFalse,center,1,,,0.3445463125130895,0.5,False
3,3,center_w1_s0.5_scaleTrue,center,1,,,0.3385284015589963,0.5,True
3,3,center_w1_s1.0_scaleFalse,center,1,,,0.3453205026027568,1.0,False
3,3,center_w1_s1.0_scaleTrue,center,1,,,0.3454023979358193,1.0,True
3,3,rank_w8_l0.200_h0.600,rank,8,0.2,0.6,0.37191386088371287,,
3,3,rank_w8_l0.200_h0.667,rank,8,0.2,0.6666666666666666,0.3557777000061473,,
3,3,rank_w8_l0.200_h0.800,rank,8,0.2,0.8,0.32053702873416284,,
3,3,rank_w8_l0.333_h0.600,rank,8,0.3333333333333333,0.6,0.3786517700019629,,
3,3,rank_w8_l0.333_h0.667,rank,8,0.3333333333333333,0.6666666666666666,0.36251560912439723,,
3,3,rank_w8_l0.333_h0.800,rank,8,0.3333333333333333,0.8,0.3272749378524128,,
3,3,rank_w8_l0.400_h0.600,rank,8,0.4,0.6,0.37948182097184946,,
3,3,rank_w8_l0.400_h0.667,rank,8,0.4,0.6666666666666666,0.36334566009428393,,
3,3,rank_w8_l0.400_h0.800,rank,8,0.4,0.8,0.3281049888222995,,
3,3,center_w8_s0.25_scaleFalse,center,8,,,0.33715799174392463,0.25,False
3,3,center_w8_s0.25_scaleTrue,center,8,,,0.36107837130767056,0.25,True
3,3,center_w8_s0.5_scaleFalse,center,8,,,0.33527886138382146,0.5,False
3,3,center_w8_s0.5_scaleTrue,center,8,,,0.3423881022839068,0.5,True
3,3,center_w8_s1.0_scaleFalse,center,8,,,0.344826796961934,1.0,False
3,3,center_w8_s1.0_scaleTrue,center,8,,,0.3419558912923154,1.0,True
3,3,rank_w32_l0.200_h0.600,rank,32,0.2,0.6,0.3787279192610769,,
3,3,rank_w32_l0.200_h0.667,rank,32,0.2,0.6666666666666666,0.3525502708840354,,
3,3,rank_w32_l0.200_h0.800,rank,32,0.2,0.8,0.3200031954273155,,
3,3,rank_w32_l0.333_h0.600,rank,32,0.3333333333333333,0.6,0.38939404562628344,,
3,3,rank_w32_l0.333_h0.667,rank,32,0.3333333333333333,0.6666666666666666,0.36321639724924193,,
3,3,rank_w32_l0.333_h0.800,rank,32,0.3333333333333333,0.8,0.33066932179252195,,
3,3,rank_w32_l0.400_h0.600,rank,32,0.4,0.6,0.384106545607125,,
3,3,rank_w32_l0.400_h0.667,rank,32,0.4,0.6666666666666666,0.35792889723008353,,
3,3,rank_w32_l0.400_h0.800,rank,32,0.4,0.8,0.3253818217733636,,
3,3,center_w32_s0.25_scaleFalse,center,32,,,0.3465494483342647,0.25,False
3,3,center_w32_s0.25_scaleTrue,center,32,,,0.3603312147112751,0.25,True
3,3,center_w32_s0.5_scaleFalse,center,32,,,0.34009810528365114,0.5,False
3,3,center_w32_s0.5_scaleTrue,center,32,,,0.34961021666252523,0.5,True
3,3,center_w32_s1.0_scaleFalse,center,32,,,0.35077231917387697,1.0,False
3,3,center_w32_s1.0_scaleTrue,center,32,,,0.34829021044520947,1.0,True
3,3,rank_w64_l0.200_h0.600,rank,64,0.2,0.6,0.3787279192610769,,
3,3,rank_w64_l0.200_h0.667,rank,64,0.2,0.6666666666666666,0.3525502708840354,,
3,3,rank_w64_l0.200_h0.800,rank,64,0.2,0.8,0.3200031954273155,,
3,3,rank_w64_l0.333_h0.600,rank,64,0.3333333333333333,0.6,0.38939404562628344,,
3,3,rank_w64_l0.333_h0.667,rank,64,0.3333333333333333,0.6666666666666666,0.36321639724924193,,
3,3,rank_w64_l0.333_h0.800,rank,64,0.3333333333333333,0.8,0.33066932179252195,,
3,3,rank_w64_l0.400_h0.600,rank,64,0.4,0.6,0.384106545607125,,
3,3,rank_w64_l0.400_h0.667,rank,64,0.4,0.6666666666666666,0.35792889723008353,,
3,3,rank_w64_l0.400_h0.800,rank,64,0.4,0.8,0.3253818217733636,,
3,3,center_w64_s0.25_scaleFalse,center,64,,,0.3465494483342647,0.25,False
3,3,center_w64_s0.25_scaleTrue,center,64,,,0.35999047018448405,0.25,True
3,3,center_w64_s0.5_scaleFalse,center,64,,,0.34009810528365114,0.5,False
3,3,center_w64_s0.5_scaleTrue,center,64,,,0.34961021666252523,0.5,True
3,3,center_w64_s1.0_scaleFalse,center,64,,,0.35077231917387697,1.0,False
3,3,center_w64_s1.0_scaleTrue,center,64,,,0.34829021044520947,1.0,True
4,1,rank_w1_l0.200_h0.600,rank,1,0.2,0.6,0.31734566000739356,,
4,1,rank_w1_l0.200_h0.667,rank,1,0.2,0.6666666666666666,0.3165712271990406,,
4,1,rank_w1_l0.200_h0.800,rank,1,0.2,0.8,0.3287802425164814,,
4,1,rank_w1_l0.333_h0.600,rank,1,0.3333333333333333,0.6,0.31449040288823754,,
4,1,rank_w1_l0.333_h0.667,rank,1,0.3333333333333333,0.6666666666666666,0.31371597007988455,,
4,1,rank_w1_l0.333_h0.800,rank,1,0.3333333333333333,0.8,0.32592498539732545,,
4,1,rank_w1_l0.400_h0.600,rank,1,0.4,0.6,0.31324087151417496,,
4,1,rank_w1_l0.400_h0.667,rank,1,0.4,0.6666666666666666,0.3124664387058219,,
4,1,rank_w1_l0.400_h0.800,rank,1,0.4,0.8,0.3246754540232628,,
4,1,center_w1_s0.25_scaleFalse,center,1,,,0.3304605328138771,0.25,False
4,1,center_w1_s0.25_scaleTrue,center,1,,,0.3153601915242793,0.25,True
4,1,center_w1_s0.5_scaleFalse,center,1,,,0.3314232927709047,0.5,False
4,1,center_w1_s0.5_scaleTrue,center,1,,,0.31864142824763914,0.5,True
4,1,center_w1_s1.0_scaleFalse,center,1,,,0.3331873888578775,1.0,False
4,1,center_w1_s1.0_scaleTrue,center,1,,,0.3322753856792447,1.0,True
4,1,rank_w8_l0.200_h0.600,rank,8,0.2,0.6,0.3154946252431116,,
4,1,rank_w8_l0.200_h0.667,rank,8,0.2,0.6666666666666666,0.3220253048616628,,
4,1,rank_w8_l0.200_h0.800,rank,8,0.2,0.8,0.330598885945108,,
4,1,rank_w8_l0.333_h0.600,rank,8,0.3333333333333333,0.6,0.31960363987419843,,
4,1,rank_w8_l0.333_h0.667,rank,8,0.3333333333333333,0.6666666666666666,0.3261343194927496,,
4,1,rank_w8_l0.333_h0.800,rank,8,0.3333333333333333,0.8,0.3347079005761948,,
4,1,rank_w8_l0.400_h0.600,rank,8,0.4,0.6,0.3215583343832611,,
4,1,rank_w8_l0.400_h0.667,rank,8,0.4,0.6666666666666666,0.3280890140018123,,
4,1,rank_w8_l0.400_h0.800,rank,8,0.4,0.8,0.3366625950852575,,
4,1,center_w8_s0.25_scaleFalse,center,8,,,0.34217992808830694,0.25,False
4,1,center_w8_s0.25_scaleTrue,center,8,,,0.330707414058598,0.25,True
4,1,center_w8_s0.5_scaleFalse,center,8,,,0.34563272886254265,0.5,False
4,1,center_w8_s0.5_scaleTrue,center,8,,,0.3315840467805853,0.5,True
4,1,center_w8_s1.0_scaleFalse,center,8,,,0.34473751072200615,1.0,False
4,1,center_w8_s1.0_scaleTrue,center,8,,,0.34861008184718867,1.0,True
4,1,rank_w32_l0.200_h0.600,rank,32,0.2,0.6,0.31972588330880675,,
4,1,rank_w32_l0.200_h0.667,rank,32,0.2,0.6666666666666666,0.32687775988070406,,
4,1,rank_w32_l0.200_h0.800,rank,32,0.2,0.8,0.3357653182554369,,
4,1,rank_w32_l0.333_h0.600,rank,32,0.3333333333333333,0.6,0.3239939017652116,,
4,1,rank_w32_l0.333_h0.667,rank,32,0.3333333333333333,0.6666666666666666,0.3311457783371088,,
4,1,rank_w32_l0.333_h0.800,rank,32,0.3333333333333333,0.8,0.34003333671184166,,
4,1,rank_w32_l0.400_h0.600,rank,32,0.4,0.6,0.31806851755784554,,
4,1,rank_w32_l0.400_h0.667,rank,32,0.4,0.6666666666666666,0.32522039412974274,,
4,1,rank_w32_l0.400_h0.800,rank,32,0.4,0.8,0.3341079525044755,,
4,1,center_w32_s0.25_scaleFalse,center,32,,,0.3468062517589433,0.25,False
4,1,center_w32_s0.25_scaleTrue,center,32,,,0.33245528585800344,0.25,True
4,1,center_w32_s0.5_scaleFalse,center,32,,,0.3495731412514446,0.5,False
4,1,center_w32_s0.5_scaleTrue,center,32,,,0.3358417343440282,0.5,True
4,1,center_w32_s1.0_scaleFalse,center,32,,,0.3476662510926572,1.0,False
4,1,center_w32_s1.0_scaleTrue,center,32,,,0.3478606619494844,1.0,True
4,1,rank_w64_l0.200_h0.600,rank,64,0.2,0.6,0.31972588330880675,,
4,1,rank_w64_l0.200_h0.667,rank,64,0.2,0.6666666666666666,0.32687775988070406,,
4,1,rank_w64_l0.200_h0.800,rank,64,0.2,0.8,0.3357653182554369,,
4,1,rank_w64_l0.333_h0.600,rank,64,0.3333333333333333,0.6,0.3239939017652116,,
4,1,rank_w64_l0.333_h0.667,rank,64,0.3333333333333333,0.6666666666666666,0.3311457783371088,,
4,1,rank_w64_l0.333_h0.800,rank,64,0.3333333333333333,0.8,0.34003333671184166,,
4,1,rank_w64_l0.400_h0.600,rank,64,0.4,0.6,0.31806851755784554,,
4,1,rank_w64_l0.400_h0.667,rank,64,0.4,0.6666666666666666,0.32522039412974274,,
4,1,rank_w64_l0.400_h0.800,rank,64,0.4,0.8,0.3341079525044755,,
4,1,center_w64_s0.25_scaleFalse,center,64,,,0.3468062517589433,0.25,False
4,1,center_w64_s0.25_scaleTrue,center,64,,,0.33245528585800344,0.25,True
4,1,center_w64_s0.5_scaleFalse,center,64,,,0.3495731412514446,0.5,False
4,1,center_w64_s0.5_scaleTrue,center,64,,,0.33637548630635156,0.5,True
4,1,center_w64_s1.0_scaleFalse,center,64,,,0.3476662510926572,1.0,False
4,1,center_w64_s1.0_scaleTrue,center,64,,,0.3478606619494844,1.0,True
4,2,rank_w1_l0.200_h0.600,rank,1,0.2,0.6,0.3099693797001201,,
4,2,rank_w1_l0.200_h0.667,rank,1,0.2,0.6666666666666666,0.30008911233680396,,
4,2,rank_w1_l0.200_h0.800,rank,1,0.2,0.8,0.2732882808106081,,
4,2,rank_w1_l0.333_h0.600,rank,1,0.3333333333333333,0.6,0.32628343844047947,,
4,2,rank_w1_l0.333_h0.667,rank,1,0.3333333333333333,0.6666666666666666,0.31640317107716326,,
4,2,rank_w1_l0.333_h0.800,rank,1,0.3333333333333333,0.8,0.28960233955096737,,
4,2,rank_w1_l0.400_h0.600,rank,1,0.4,0.6,0.3338559817544122,,
4,2,rank_w1_l0.400_h0.667,rank,1,0.4,0.6666666666666666,0.32397571439109596,,
4,2,rank_w1_l0.400_h0.800,rank,1,0.4,0.8,0.2971748828649001,,
4,2,center_w1_s0.25_scaleFalse,center,1,,,0.3363147503830762,0.25,False
4,2,center_w1_s0.25_scaleTrue,center,1,,,0.3626011533634029,0.25,True
4,2,center_w1_s0.5_scaleFalse,center,1,,,0.3371939062042993,0.5,False
4,2,center_w1_s0.5_scaleTrue,center,1,,,0.35689068060667184,0.5,True
4,2,center_w1_s1.0_scaleFalse,center,1,,,0.3432581421137339,1.0,False
4,2,center_w1_s1.0_scaleTrue,center,1,,,0.33894327126753304,1.0,True
