scope,seed,label,recall,predicted_fraction
all,20260911,bajo,0.5535393818544367,0.4899438036083999
all,20260911,medio,0.3483309143686502,0.3175835551611949
all,20260911,alto,0.18925714285714285,0.1924726412304052
center,20260911,bajo,0.5890329012961116,0.5371931381248152
center,20260911,medio,0.3691340106434446,0.32549541555752737
center,20260911,alto,0.13805714285714285,0.1373114463176575
rank,20260911,bajo,0.4382851445663011,0.3867938479739722
rank,20260911,medio,0.2539912917271408,0.25347530316474415
rank,20260911,alto,0.3808,0.35973084886128365
