task,feature_a,feature_b,spearman
arousal_primary_6s,fixation_total_ms,pupil_min_z,0.13954086813029729
arousal_primary_6s,fixation_total_ms,pupil_max_z,-0.16516677878994127
arousal_primary_6s,fixation_total_ms,pupil_slope_z_s,-0.01959004164735502
arousal_primary_6s,fixation_mean_ms,fixation_median_ms,0.796804658656317
arousal_primary_6s,fixation_mean_ms,saccade_count,-0.801553667909474
arousal_primary_6s,fixation_mean_ms,saccade_mean_ms,-0.04061277803757517
arousal_primary_6s,fixation_mean_ms,pupil_both_valid_fraction,-0.03583378472025731
arousal_primary_6s,fixation_mean_ms,pupil_mean_z,-0.012569820417241554
arousal_primary_6s,fixation_mean_ms,pupil_std_z,-0.03271040234696753
arousal_primary_6s,fixation_mean_ms,pupil_min_z,-0.001550989686989017
arousal_primary_6s,fixation_mean_ms,pupil_max_z,-0.054106332117666134
arousal_primary_6s,fixation_mean_ms,pupil_slope_z_s,0.017643854212813906
arousal_primary_6s,fixation_median_ms,saccade_count,-0.6981728691691454
arousal_primary_6s,fixation_median_ms,saccade_mean_ms,-0.06600508571937633
arousal_primary_6s,fixation_median_ms,pupil_both_valid_fraction,-0.0131306269294229
arousal_primary_6s,fixation_median_ms,pupil_mean_z,-0.01958075646873073
arousal_primary_6s,fixation_median_ms,pupil_std_z,-0.06600970830033641
arousal_primary_6s,fixation_median_ms,pupil_min_z,9.365606711959448e-05
arousal_primary_6s,fixation_median_ms,pupil_max_z,-0.07029339236052004
arousal_primary_6s,fixation_median_ms,pupil_slope_z_s,0.017307346543273407
arousal_primary_6s,saccade_count,saccade_mean_ms,-0.10921300797050085
arousal_primary_6s,saccade_count,pupil_both_valid_fraction,0.028343594721507624
arousal_primary_6s,saccade_count,pupil_mean_z,0.023327938235728023
arousal_primary_6s,saccade_count,pupil_std_z,0.10999493479389548
arousal_primary_6s,saccade_count,pupil_min_z,-0.07624143016804279
arousal_primary_6s,saccade_count,pupil_max_z,0.07771412602186946
arousal_primary_6s,saccade_count,pupil_slope_z_s,-0.01430503209069423
arousal_primary_6s,saccade_mean_ms,pupil_both_valid_fraction,-0.008611305908734162
arousal_primary_6s,saccade_mean_ms,pupil_mean_z,0.04908354974848918
arousal_primary_6s,saccade_mean_ms,pupil_std_z,0.08959669458416854
arousal_primary_6s,saccade_mean_ms,pupil_min_z,0.01220749268295117
arousal_primary_6s,saccade_mean_ms,pupil_max_z,0.08954595101347007
arousal_primary_6s,saccade_mean_ms,pupil_slope_z_s,0.02014488119233849
arousal_primary_6s,pupil_both_valid_fraction,pupil_mean_z,-0.08304198026210474
arousal_primary_6s,pupil_both_valid_fraction,pupil_std_z,-0.1706615582252138
arousal_primary_6s,pupil_both_valid_fraction,pupil_min_z,0.12374548905932364
arousal_primary_6s,pupil_both_valid_fraction,pupil_max_z,-0.14630925608707893
arousal_primary_6s,pupil_both_valid_fraction,pupil_slope_z_s,-0.0745152880256147
arousal_primary_6s,pupil_mean_z,pupil_std_z,0.12477268396071889
arousal_primary_6s,pupil_mean_z,pupil_min_z,0.627897777735817
arousal_primary_6s,pupil_mean_z,pupil_max_z,0.8577293299886074
arousal_primary_6s,pupil_mean_z,pupil_slope_z_s,0.028450341810822902
arousal_primary_6s,pupil_std_z,pupil_min_z,-0.4454651137550397
arousal_primary_6s,pupil_std_z,pupil_max_z,0.46047845352200956
arousal_primary_6s,pupil_std_z,pupil_slope_z_s,0.009088830987183365
arousal_primary_6s,pupil_min_z,pupil_max_z,0.40800995081703584
arousal_primary_6s,pupil_min_z,pupil_slope_z_s,-0.004324528126333189
arousal_primary_6s,pupil_max_z,pupil_slope_z_s,-0.005926524165891265
