task,kind,model,feature,importance,bootstrap_low,bootstrap_high,repeat_sd,positive_participants,participants,pooled_importance,shifted_fraction,metric
arousal_primary_6s,regression,ridge,eeg_theta_relative,0.0009051161604596305,-0.00011088355724012061,0.002204570476855201,0.0004568993070131501,6,8,0.001093916191382527,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,eeg_alpha_relative,0.0005017289007504672,-0.0002333319329555351,0.0014230448232184115,0.00035162303432377843,5,8,0.0005746991208548047,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,eeg_beta_relative,0.0037634210334491743,0.0008965238261016521,0.006773392431692125,0.0008334764915243928,7,8,0.003763116253326049,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,eeg_gamma_relative,0.0015282739534266967,-1.799101986485629e-05,0.0031323568592980817,0.000737229317446544,7,8,0.0016182502187565007,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,eeg_line_noise_ratio,0.00012246949850967944,-0.00014210563459326025,0.0004569730851806526,8.838502256351674e-05,5,8,0.00014468508516392032,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,gaze_dispersion_x_px,-5.497888281011374e-07,-2.976373740133223e-05,2.634521164445197e-05,7.460174794614853e-06,4,8,-2.172170703318432e-06,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,gaze_dispersion_y_px,0.00019355387168160793,-0.00025814453965702087,0.0006623687120848359,0.0001543437598525097,6,8,0.00015927584742335686,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,gaze_dispersion_2d_px,0.00011018073743407768,-0.0002905473046694074,0.0005328710221739403,0.00011630968075955004,4,8,0.00014429574944189172,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,gaze_path_length_px,0.002010946348410646,-1.536872297954362e-05,0.005211581208746036,0.0005447458332744935,6,8,0.002255710704967484,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,fixation_count,0.00024510771216996324,-0.001239954493983536,0.0018525007683794811,0.0003334248711273066,4,8,-8.861961827149046e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,fixation_total_ms,-2.2964916751859466e-05,-4.6966772759998126e-05,-2.5514489689399592e-06,6.4100858444070516e-06,2,8,-1.9554460120196904e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,fixation_mean_ms,-0.0001868425493351338,-0.001973290998742541,0.0013588992587379705,0.00039366688018507785,5,8,7.668616973162123e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,fixation_median_ms,0.00010563392860003794,-0.00013690652314520482,0.0004100058563253232,4.817978189636226e-05,4,8,7.821214030850898e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,saccade_count,0.0005084614906116003,-0.0005850753285510368,0.001654719284873702,0.00013214507629305024,4,8,0.0006673798770813755,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,saccade_mean_ms,2.6316825614054713e-05,-0.0004529486195821676,0.00040152688462027783,0.00012823237705229674,5,8,4.067518196541053e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,pupil_both_valid_fraction,-8.141124139106614e-05,-0.0003149775228826996,0.0001626996344599577,7.695298243583828e-05,3,8,-6.525987554484303e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,pupil_mean_z,-0.0001597758521188653,-0.002417047100097597,0.002054501314747521,0.00046144680244903963,4,8,0.0003846072495069852,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,pupil_std_z,0.004639040893885078,0.00043422452573034455,0.008656562754068656,0.0009752793829588079,6,8,0.004655897779172802,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,pupil_min_z,0.0019250323984798575,-0.00037263159048537983,0.004367202569899066,0.0008466713815256944,6,8,0.0018797882236974983,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,pupil_max_z,0.012139541801637142,0.006748206344774976,0.016989773546275757,0.0006881326543066119,7,8,0.011775685795726654,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,pupil_slope_z_s,-4.913723096616891e-05,-0.000277824418598568,0.0001810486477761204,8.209077019599729e-05,2,8,-3.825834865318622e-05,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,modalidad:EEG,-0.00046451963057626415,-0.002368234842301112,0.0018243364377451955,0.0005504922133097275,2,8,-0.00024157960985100592,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,modalidad:Eye,0.001114286057164454,-0.0014906552059698605,0.004727504646826071,0.00044510155434406923,4,8,0.001328807273963817,0.95002145002145,increase_mse
arousal_primary_6s,regression,ridge,modalidad:Pupil,0.0018178553640415874,0.00014631378820451188,0.0039411211192252465,0.00043909774253733544,6,8,0.0018088531268644736,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_rms_uv,0.017578335790900037,0.004205194167053016,0.03429823602592555,0.002817712138517878,6,8,0.018870821578165265,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_std_uv,0.0199611986595575,0.006702028680625419,0.031973264225947734,0.0035771124043302107,6,8,0.018164072178421843,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_peak_to_peak_uv,0.0029802834868168982,0.0003440826670978675,0.005737074763392264,0.0010044838653606256,6,8,0.0023476395584563826,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_delta_relative,0.0024091463622506054,-0.0011353369295153363,0.007226066145167652,0.0007102874035229938,5,8,0.002629626002202179,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_theta_relative,0.0013993118959797852,-0.0010300562328981906,0.004521152424556387,0.0009835969863615404,3,8,0.0009685613514085034,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_alpha_relative,-0.001038743990262983,-0.0038536020396752147,0.001412789079531787,0.0007462873811792085,4,8,-0.0006182997883625197,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_beta_relative,0.0010336986960839873,-0.002688864640039256,0.005546655938649025,0.0007753348428633717,3,8,0.001527684419861064,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_gamma_relative,-0.0021318168948662062,-0.003064014926023467,-0.0011540600648724318,0.001103017364013599,1,8,-0.0022149652550589984,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,eeg_line_noise_ratio,0.0001404257829601659,-0.0038325782971787075,0.004221449077084399,0.0013514431456260905,4,8,-0.0004576756363915635,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,gaze_dispersion_x_px,-0.0008846742793187131,-0.004041314534395871,0.0015011468778636512,0.0005250939234853257,4,8,-0.0004908134273073461,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,gaze_dispersion_y_px,0.0009188398971520976,-0.00023921708249001152,0.0018736684501729818,0.001054865501972166,6,8,0.000877402454712417,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,gaze_dispersion_2d_px,-0.0009378502358657837,-0.002456308564025266,0.000549515264828681,0.0004565997463687555,3,8,-0.0008511855334820462,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,gaze_path_length_px,0.004138756648306631,0.00042429559935140205,0.00831093815035832,0.0014405880252878673,5,8,0.004518222206646128,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,fixation_count,-0.00011981505849755905,-0.0004668868955817176,0.00024621580150193257,0.00019715719003105076,2,8,-0.0001345163402341143,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,fixation_total_ms,0.0028206073129137324,0.0007358087689090689,0.005358676622471144,0.0012872955120384682,8,8,0.0028854499508988774,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,fixation_mean_ms,-0.0009246247380785305,-0.0023379426193695023,0.0006343147033115907,0.0005499416427280477,2,8,-0.000704505150279866,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,fixation_median_ms,-0.0003181805398005028,-0.00261411427840654,0.0019169549773583403,0.0005663368479933716,4,8,-0.00023945743593563052,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,saccade_count,0.0004232321298957577,-0.0006605512004921474,0.001590929647771812,0.0003457418458669839,5,8,0.00033755488468323325,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,saccade_mean_ms,-6.134522718508488e-05,-0.0021270626151209887,0.001628134182876449,0.0011802453723540696,4,8,-0.0002828695255011171,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,pupil_both_valid_fraction,-0.0011315162187463866,-0.003918373402882396,0.00205980145088129,0.0008451821877685496,2,8,-0.00040545335621087195,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,pupil_mean_z,-0.0009119259672739618,-0.00417200768396028,0.002060507128999471,0.0007527313991529189,3,8,-0.0010064091647413286,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,pupil_std_z,0.002401327478896247,0.00028522713367088587,0.004772429266360985,0.0010090135274718815,6,8,0.0026770320461035,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,pupil_min_z,-0.00010426387536787156,-0.002610287047714466,0.0022333514943294586,0.0014390220649279518,5,8,0.00027737990336402786,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,pupil_max_z,-0.0009181080555397819,-0.0027426711086946825,0.0009170976909844881,0.0005103421045724209,3,8,-0.0006954509493715122,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,pupil_slope_z_s,0.0004622660675838372,-0.0015795809098172464,0.0023009362238859744,0.0006615269802713534,5,8,0.00038128424179368904,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,modalidad:EEG,0.0034945508501328017,-0.0014810000773152843,0.008946387051988558,0.0014706873654091093,5,8,0.0025864402213580328,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,modalidad:Eye,0.002325087974214096,-0.003108055996132617,0.00715470991379827,0.0025188582630960936,6,8,0.0030078134575462377,0.95002145002145,increase_mse
arousal_primary_6s,regression,random_forest,modalidad:Pupil,0.001319649090201913,-0.002310835159769039,0.004743553978219821,0.0013453976196751303,4,8,0.001675720272945025,0.95002145002145,increase_mse
